ID,INPUT1,INPUT2,INPUT3,INPUT4,SWITCH,SOUND
45876,40,48,12,66,Maximum,Kaboom
78608,99,36,73,97,Maximum,Sizzle
46621,69,66,23,90,High,Beep
54837,27,50,68,37,High,Gargle
7952,84,84,87,86,Medium,Sizzle
11338,4,96,75,79,Maximum,Gargle
30262,54,27,93,100,High,Gargle
43516,86,61,54,21,Minimum,Sizzle
5624,27,97,37,60,High,Tick
24388,78,88,43,98,Medium,Sizzle
75321,86,34,50,55,Low,Rumble
65665,29,69,4,52,High,Gargle
96537,74,46,44,58,Minimum,Sizzle
54305,59,29,14,69,Minimum,Sizzle
31403,37,71,14,7,Maximum,Hiss
39682,40,10,92,96,High,Gargle
93051,90,100,76,81,Low,Tick
78740,63,82,6,99,High,Gargle
18726,52,7,69,64,Minimum,Rumble
85173,31,19,61,61,Medium,Sizzle
72433,25,90,53,31,Low,Tick
66294,75,46,18,69,Low,Tick
50125,72,92,10,38,Maximum,Beep
24636,32,10,40,21,Maximum,Sizzle
65914,89,42,37,44,Minimum,Hiss
66428,18,71,86,78,High,Gargle
37713,97,91,30,8,High,Tick
85978,20,94,68,37,High,Tick
77392,6,48,32,13,High,Tick
37610,44,36,36,10,High,Gargle
53713,5,84,75,74,Maximum,Gargle
32565,70,85,96,4,Medium,Hiss
46496,84,66,7,14,Low,Rumble
25153,7,28,31,42,Low,Beep
46290,49,44,65,56,Low,Gargle
42756,71,90,3,55,Minimum,Hiss
26759,26,81,91,17,Medium,Tick
23668,40,32,89,69,Minimum,Kaboom
29634,13,22,70,85,Medium,Gargle
11949,87,73,72,48,Minimum,Sizzle
65373,29,45,56,50,Low,Gargle
96243,91,52,16,80,Maximum,Sizzle
57561,95,3,42,87,Minimum,Sizzle
54231,88,17,21,42,High,Gargle
35421,53,49,67,27,Medium,Rumble
77042,39,9,90,53,Minimum,Kaboom
31599,32,77,90,49,High,Tick
95386,10,35,40,92,High,Tick
81482,60,31,62,59,Low,Gargle
78661,7,20,2,46,High,Gargle
73479,15,22,15,60,Low,Gargle
33696,26,56,39,14,Low,Tick
1250,9,57,90,88,Low,Gargle
99733,6,87,89,47,Low,Tick
45359,79,62,33,24,Maximum,Hiss
93787,95,78,71,86,Medium,Sizzle
70940,97,59,93,17,High,Gargle
87564,44,19,10,41,Low,Tick
56338,4,94,9,83,High,Gargle
4294,84,18,100,46,Low,Beep
52773,47,2,13,78,Minimum,Rumble
61473,95,31,83,17,Minimum,Beep
33363,52,22,39,60,High,Gargle
89779,55,43,5,48,Maximum,Beep
33511,20,93,21,60,High,Rumble
57339,40,6,73,54,Medium,Kaboom
52610,2,46,80,61,Minimum,Gargle
50063,87,22,18,5,Minimum,Sizzle
50965,77,15,91,8,High,Gargle
6669,84,87,57,4,Minimum,Hiss
30553,83,73,86,22,Minimum,Sizzle
88715,44,15,50,97,Medium,Kaboom
58229,50,47,43,99,Medium,Rumble
20865,97,94,92,33,Low,Tick
16830,34,28,14,34,Low,Gargle
87129,81,30,77,7,Maximum,Sizzle
81183,0,5,58,78,Low,Gargle
12969,72,44,42,81,Medium,Sizzle
51526,33,91,33,84,High,Beep
87745,14,21,89,1,Maximum,Gargle
50426,70,7,61,14,High,Tick
51999,31,88,27,47,Medium,Hiss
71907,6,36,62,100,Minimum,Gargle
62674,40,22,60,16,High,Gargle
62081,15,81,94,1,High,Tick
85182,92,56,91,2,Minimum,Rumble
77165,14,93,60,46,Minimum,Gargle
28877,36,20,11,37,High,Gargle
82565,87,74,15,96,High,Gargle
29549,86,76,6,74,Maximum,Hiss
30176,65,17,66,9,Low,Gargle
81538,2,96,14,43,Minimum,Gargle
17986,29,85,10,99,Medium,Tick
40535,40,98,32,95,Medium,Kaboom
18541,6,21,100,58,Medium,Gargle
71430,70,100,30,19,High,Tick
33606,21,71,66,64,Maximum,Tick
13191,50,91,86,51,High,Gargle
98259,80,56,53,81,Low,Tick
43456,38,4,33,97,High,Gargle
96949,41,9,71,82,Maximum,Kaboom
2170,32,58,87,29,Maximum,Tick
73051,3,15,11,17,Minimum,Gargle
87751,36,30,83,70,High,Beep
68375,20,38,97,47,Minimum,Gargle
54461,31,66,17,50,Medium,Hiss
56385,62,60,8,11,Low,Gargle
46237,38,28,26,91,Maximum,Kaboom
22684,10,50,64,47,Minimum,Tick
8665,8,41,50,55,Minimum,Gargle
74349,54,61,42,29,Minimum,Rumble
67410,18,28,62,16,Minimum,Tick
36071,28,35,82,96,High,Gargle
7602,26,32,8,60,Maximum,Gargle
65181,37,32,62,66,Minimum,Kaboom
21305,1,49,88,60,Low,Gargle
1185,95,94,67,86,Minimum,Sizzle
42337,12,69,97,64,Maximum,Tick
83410,32,32,79,0,High,Gargle
15528,40,68,15,3,Maximum,Rumble
50011,44,38,14,79,High,Gargle
40559,37,36,100,21,High,Gargle
95703,42,69,85,82,High,Gargle
96426,32,71,50,92,Maximum,Tick
30091,38,59,96,57,Low,Gargle
17766,73,34,89,20,Maximum,Hiss
10597,67,100,35,34,Low,Hiss
21593,37,46,43,15,Low,Tick
35635,15,68,49,57,High,Gargle
21992,34,5,85,85,Medium,Sizzle
14004,55,82,83,89,High,Beep
68710,10,82,68,50,Maximum,Gargle
25752,64,88,46,23,Medium,Rumble
89370,62,30,46,56,Maximum,Sizzle
44478,48,35,80,49,Low,Gargle
2116,97,11,88,36,Medium,Hiss
47555,77,71,34,24,High,Gargle
36944,64,34,21,75,Maximum,Sizzle
84371,54,7,92,3,Medium,Rumble
93574,90,44,69,22,Maximum,Sizzle
33633,3,63,2,100,Maximum,Gargle
72565,61,7,84,85,High,Gargle
20731,95,95,68,65,Maximum,Rumble
8701,35,97,20,62,Maximum,Hiss
5543,77,95,73,80,Minimum,Rumble
92257,44,21,48,76,Minimum,Kaboom
93632,89,21,63,83,High,Tick
30239,80,25,14,55,Medium,Sizzle
8644,95,15,72,61,Minimum,Sizzle
87672,98,16,35,13,Maximum,Sizzle
94764,30,1,9,25,High,Tick
85033,95,97,68,3,Minimum,Hiss
74605,71,68,56,18,High,Gargle
19637,2,14,20,45,Low,Beep
56179,74,6,19,22,Minimum,Hiss
16617,72,55,100,93,Medium,Sizzle
64347,55,35,4,19,Maximum,Sizzle
83592,18,8,68,70,Medium,Gargle
68266,84,12,19,69,Medium,Beep
11237,46,79,62,7,Maximum,Rumble
7180,99,67,66,29,Low,Tick
6215,16,52,72,8,Medium,Gargle
82914,2,22,7,93,Maximum,Gargle
63262,34,51,46,60,Low,Gargle
64014,4,23,55,35,Maximum,Beep
94388,81,88,32,41,Maximum,Sizzle
66446,93,3,82,32,Maximum,Beep
6863,3,51,65,63,Maximum,Gargle
10064,99,32,48,28,Medium,Sizzle
19211,94,33,35,5,Medium,Beep
35336,96,32,64,86,Maximum,Rumble
79114,24,71,66,46,Minimum,Rumble
86635,54,15,49,19,Maximum,Hiss
3588,47,58,77,55,Medium,Rumble
88713,18,44,22,1,Low,Tick
29101,60,44,47,49,Minimum,Sizzle
32212,19,42,57,52,Minimum,Gargle
11103,6,83,11,95,High,Gargle
72031,1,67,34,26,Maximum,Gargle
42074,37,96,3,4,Minimum,Kaboom
72142,43,19,59,57,High,Gargle
33995,33,42,73,82,Medium,Hiss
64731,86,90,56,38,Low,Rumble
31473,94,99,47,46,Low,Tick
78479,57,19,39,42,Medium,Beep
83642,28,52,43,2,Medium,Rumble
62078,86,34,39,81,Minimum,Sizzle
79339,75,19,37,31,Maximum,Sizzle
18682,88,62,17,80,Low,Tick
17215,36,49,100,57,Minimum,Kaboom
3429,11,71,67,32,Maximum,Gargle
37068,81,87,46,21,Maximum,Sizzle
56057,12,72,74,71,Medium,Tick
39833,36,9,9,52,Medium,Kaboom
38210,36,75,74,56,Low,Tick
99142,95,42,4,67,Maximum,Sizzle
24000,79,77,8,93,Low,Gargle
74343,74,7,74,83,Medium,Hiss
42077,97,38,84,78,Maximum,Hiss
4818,42,93,81,5,High,Tick
27510,72,51,39,6,Medium,Sizzle
61948,37,92,76,80,Minimum,Hiss
68811,39,41,8,62,High,Gargle
46196,77,3,97,70,Maximum,Hiss
85399,43,2,10,28,High,Gargle
90387,73,12,43,45,Medium,Sizzle
65363,92,23,13,80,Maximum,Sizzle
86224,32,79,68,95,Medium,Sizzle
80007,83,44,34,88,Minimum,Sizzle
95734,74,87,19,84,Low,Hiss
45025,32,52,8,56,High,Gargle
59902,56,78,30,89,Maximum,Beep
61708,9,66,85,21,Maximum,Beep
41359,26,43,71,11,Medium,Tick
76048,56,26,86,66,Maximum,Sizzle
70773,100,76,68,87,High,Gargle
91074,26,76,26,19,Medium,Tick
48973,48,89,44,82,Medium,Rumble
76142,33,3,34,82,High,Tick
52189,9,61,56,20,Medium,Gargle
89599,14,22,49,12,Medium,Tick
66799,2,69,57,53,High,Gargle
37956,71,64,30,79,Low,Tick
2110,75,52,58,76,Maximum,Rumble
95898,74,82,36,12,Maximum,Sizzle
14074,22,31,97,78,High,Gargle
62411,22,4,10,24,Low,Gargle
85330,92,9,91,51,Maximum,Hiss
59314,60,8,66,80,Maximum,Beep
64311,73,3,45,99,High,Gargle
39770,37,69,100,68,High,Gargle
52201,78,38,89,80,Medium,Rumble
99528,14,18,28,52,Medium,Gargle
72003,88,1,74,60,High,Beep
11422,18,58,7,29,Minimum,Tick
76624,92,61,86,92,Medium,Sizzle
91816,22,70,85,36,Low,Gargle
37828,9,6,55,50,Minimum,Gargle
43778,91,2,8,32,High,Beep
73641,58,20,86,93,Low,Gargle
27339,34,76,63,32,Minimum,Hiss
30848,11,76,28,90,Low,Tick
92821,78,8,88,12,Minimum,Sizzle
82907,46,22,70,45,Minimum,Rumble
65215,59,90,23,24,Minimum,Sizzle
7820,18,66,45,61,Medium,Gargle
54475,51,99,61,88,High,Gargle
95106,78,98,14,55,Medium,Rumble
76216,19,29,23,60,High,Tick
56268,45,89,71,45,Medium,Kaboom
97881,82,86,88,31,High,Rumble
80026,10,89,16,87,Minimum,Beep
56237,98,56,81,77,High,Beep
2438,97,84,5,32,Low,Rumble
17396,96,12,15,51,High,Gargle
48413,100,19,22,30,Maximum,Rumble
53772,33,27,56,85,Maximum,Hiss
12950,40,54,55,99,Minimum,Kaboom
49230,49,1,14,79,Minimum,Rumble
51450,10,51,21,74,Maximum,Gargle
89859,71,82,13,97,High,Gargle
10133,83,53,32,16,Maximum,Sizzle
73172,69,16,56,100,High,Gargle
43835,66,28,35,9,Medium,Sizzle
46061,6,62,51,56,Low,Gargle
56685,81,95,96,32,Maximum,Sizzle
99050,92,50,80,45,Low,Beep
65488,15,43,5,23,Minimum,Gargle
67930,68,36,1,43,Minimum,Hiss
43270,72,67,100,47,High,Gargle
59159,53,77,35,30,Minimum,Rumble
52672,24,22,46,39,High,Gargle
2090,84,9,68,20,Maximum,Sizzle
11547,28,9,54,98,Low,Gargle
11813,9,98,63,2,High,Tick
78393,10,14,100,60,Minimum,Gargle
80409,42,54,52,79,Minimum,Kaboom
42063,84,84,10,13,Low,Rumble
41800,87,20,51,47,Minimum,Sizzle
14492,56,51,47,90,Minimum,Sizzle
61021,92,84,27,26,Minimum,Sizzle
41405,12,79,67,21,Low,Tick
32347,55,26,12,27,Maximum,Hiss
89431,49,78,19,31,Minimum,Rumble
67374,26,92,84,63,Medium,Tick
74380,87,32,47,40,High,Gargle
2435,22,6,82,23,Maximum,Gargle
13563,44,51,35,2,Low,Tick
93293,8,6,86,65,Maximum,Gargle
22753,25,50,78,51,Maximum,Tick
88286,65,63,55,85,Medium,Sizzle
20948,52,92,33,26,High,Tick
53163,66,27,70,67,Medium,Sizzle
71038,34,97,12,91,Minimum,Kaboom
91416,3,63,81,22,Minimum,Gargle
72153,84,24,21,86,Medium,Beep
31682,87,5,50,6,Minimum,Hiss
3891,46,51,74,60,High,Gargle
97128,16,84,99,89,Maximum,Gargle
41108,12,35,27,50,Minimum,Gargle
18181,63,9,98,14,Medium,Hiss
72475,80,5,25,76,Maximum,Rumble
45526,39,8,76,52,High,Gargle
97324,7,19,66,52,Maximum,Beep
23434,99,69,53,96,Low,Tick
98711,77,99,48,71,Low,Sizzle
5886,56,26,38,89,Medium,Sizzle
79160,100,6,61,40,High,Beep
48005,8,78,95,73,High,Beep
82441,51,22,7,92,Low,Gargle
66923,82,9,39,33,Maximum,Sizzle
86091,97,73,67,74,Medium,Sizzle
29318,42,61,86,62,Maximum,Kaboom
49475,64,27,65,33,Maximum,Sizzle
73430,99,48,79,66,Minimum,Sizzle
72172,74,46,40,69,Maximum,Sizzle
16415,3,82,30,6,High,Tick
24051,77,59,77,47,Minimum,Sizzle
11671,3,45,47,77,Minimum,Gargle
65278,95,83,1,49,High,Gargle
31507,97,1,51,6,Medium,Sizzle
37796,77,55,36,44,Minimum,Sizzle
17066,65,44,85,26,Low,Tick
19615,7,73,9,95,High,Gargle
99825,88,88,74,15,High,Tick
9096,1,27,35,20,Low,Tick
78167,13,61,80,47,Medium,Gargle
44970,60,93,7,95,Medium,Beep
67657,100,24,57,4,Maximum,Sizzle
8628,0,10,72,3,Minimum,Gargle
61648,79,14,0,19,Minimum,Sizzle
39200,20,95,81,36,High,Tick
59644,69,96,22,71,Medium,Beep
34338,8,63,31,24,Low,Tick
81603,70,57,94,72,Maximum,Sizzle
59071,58,57,34,74,High,Beep
52296,54,65,69,49,Low,Tick
21069,22,6,47,98,Medium,Tick
84055,76,24,0,15,Medium,Sizzle
87360,41,99,95,68,Low,Gargle
54513,62,16,54,25,Low,Gargle
44395,24,89,57,17,Low,Gargle
18777,51,61,70,9,Minimum,Hiss
56374,9,86,46,0,Maximum,Gargle
29297,66,32,57,88,Minimum,Rumble
86175,93,44,37,37,Maximum,Rumble
75493,76,60,74,12,Maximum,Rumble
12803,92,84,2,88,Maximum,Sizzle
72348,47,81,58,76,Minimum,Sizzle
65720,64,36,90,15,Minimum,Sizzle
90354,46,55,63,12,Maximum,Rumble
12189,35,80,74,91,High,Gargle
37523,61,33,48,31,Medium,Sizzle
2221,89,41,27,28,Minimum,Rumble
83636,26,60,31,61,Minimum,Tick
8825,94,19,20,29,Minimum,Sizzle
96405,48,67,68,1,Low,Tick
48237,85,41,15,28,Low,Tick
85079,21,2,96,4,Minimum,Tick
54351,32,17,35,99,High,Tick
13080,8,6,51,9,Maximum,Gargle
2068,62,66,77,12,Minimum,Beep
81367,9,76,64,75,Medium,Gargle
79451,58,97,47,13,Maximum,Hiss
66545,7,67,90,40,Medium,Gargle
10999,25,50,50,40,Maximum,Tick
68005,48,97,46,19,Maximum,Rumble
15121,62,69,59,58,Maximum,Hiss
91231,48,2,38,12,Minimum,Sizzle
51236,27,42,57,73,Maximum,Rumble
56239,74,86,1,87,High,Gargle
43653,40,96,29,35,Low,Hiss
47179,60,89,8,28,Medium,Sizzle
24489,76,56,70,62,Low,Tick
89937,84,92,68,73,Maximum,Sizzle
82443,73,61,56,24,High,Rumble
27982,81,43,13,84,Maximum,Hiss
97383,57,50,56,45,Maximum,Sizzle
38252,10,92,61,65,Low,Tick
19536,63,96,58,99,Maximum,Sizzle
62643,4,2,41,50,Medium,Gargle
9594,29,68,39,97,Minimum,Tick
65374,91,14,48,60,Medium,Sizzle
87134,24,48,65,71,Maximum,Tick
13669,83,63,72,35,Minimum,Sizzle
14766,63,88,78,58,High,Gargle
14578,13,38,90,84,High,Gargle
73713,40,89,35,58,High,Gargle
61883,36,72,26,31,High,Gargle
78494,98,90,10,70,Maximum,Sizzle
24143,22,24,91,32,Low,Gargle
68655,37,33,7,72,Minimum,Kaboom
77196,38,69,98,70,Medium,Sizzle
10946,22,89,96,54,Low,Tick
76541,76,78,99,81,Minimum,Beep
86250,54,32,80,33,Low,Gargle
96589,66,94,26,30,Low,Tick
63127,33,28,63,100,Maximum,Sizzle
62803,57,25,71,48,Maximum,Sizzle
22008,74,10,69,32,Low,Gargle
76443,37,82,36,42,Maximum,Kaboom
41338,18,43,29,14,Minimum,Tick
40266,97,33,74,0,Medium,Hiss
73433,65,65,24,78,Low,Tick
35764,6,91,63,52,High,Gargle
3721,35,19,36,83,Low,Beep
8954,76,33,26,59,High,Gargle
40316,98,68,11,11,Medium,Sizzle
97527,52,72,29,68,Minimum,Rumble
73683,55,37,100,55,Medium,Rumble
20092,96,27,55,61,Medium,Beep
10386,64,34,58,56,High,Gargle
30236,5,96,67,96,Minimum,Tick
86742,26,24,87,19,Medium,Gargle
46929,25,10,29,35,Minimum,Tick
24989,60,32,15,15,High,Gargle
52869,65,54,63,84,Maximum,Sizzle
83270,44,19,86,37,Low,Gargle
25997,11,33,30,55,Medium,Gargle
50218,99,56,59,53,Maximum,Sizzle
29357,69,97,9,95,Maximum,Hiss
69134,30,9,62,14,Minimum,Tick
6889,96,99,61,34,Low,Tick
46568,7,46,0,95,Low,Tick
93855,65,36,71,67,High,Gargle
41299,23,15,43,37,Maximum,Tick
55241,18,18,86,95,High,Gargle
22047,92,31,94,70,Low,Gargle
97775,57,92,78,73,Minimum,Sizzle
4980,2,45,66,80,High,Gargle
99818,30,8,37,69,Medium,Tick
88857,94,67,11,90,Minimum,Hiss
72216,44,55,60,15,Maximum,Rumble
48232,67,38,56,56,Low,Gargle
21638,94,58,56,52,High,Gargle
19187,20,8,75,37,Minimum,Tick
66742,29,60,26,59,Minimum,Hiss
86835,48,41,52,24,High,Gargle
13982,78,80,54,63,Low,Tick
45939,93,72,25,31,High,Gargle
19992,95,63,10,64,High,Gargle
28905,5,72,43,40,Medium,Gargle
88261,36,7,90,17,High,Gargle
45469,34,81,17,46,Low,Tick
20589,4,88,31,10,Maximum,Gargle
39532,39,33,19,43,High,Gargle
81481,49,50,80,55,Maximum,Rumble
41543,31,16,39,48,Low,Gargle
53624,50,100,80,92,Medium,Rumble
84394,12,37,69,51,Medium,Beep
96347,1,39,68,56,Medium,Gargle
27772,35,52,62,99,Maximum,Rumble
76568,67,12,10,31,Maximum,Sizzle
20885,27,32,42,21,Minimum,Gargle
58951,65,9,79,73,Minimum,Sizzle
54550,100,72,38,32,Medium,Rumble
93049,26,98,22,94,Minimum,Rumble
49352,62,34,51,99,Medium,Sizzle
58678,74,26,7,15,Medium,Sizzle
32977,99,6,100,48,Medium,Hiss
42827,55,75,15,92,Minimum,Sizzle
20944,34,19,78,69,Low,Gargle
99122,31,97,24,74,Maximum,Rumble
72682,3,93,69,44,Medium,Gargle
24614,63,54,10,1,Maximum,Beep
7817,77,24,86,46,Minimum,Sizzle
57549,79,26,60,98,High,Gargle
72963,38,40,32,19,High,Gargle
36245,67,92,23,45,High,Tick
89393,41,9,80,36,Low,Gargle
76842,24,49,47,6,High,Tick
41330,3,48,46,19,Medium,Gargle
11631,26,60,34,16,Maximum,Tick
26141,68,32,68,92,Minimum,Hiss
94279,39,72,78,79,Maximum,Kaboom
7610,27,3,41,1,High,Beep
96572,62,48,46,52,Medium,Hiss
24113,34,84,50,88,Medium,Hiss
30437,95,43,89,8,High,Gargle
27077,17,91,30,8,Low,Tick
35008,70,98,46,84,Low,Hiss
95826,75,72,55,89,Maximum,Sizzle
30209,15,92,18,34,Low,Tick
84099,95,51,21,76,Maximum,Hiss
4973,43,4,57,33,High,Gargle
69595,21,85,15,43,High,Gargle
93519,51,9,6,65,Minimum,Rumble
14990,34,19,43,26,Maximum,Kaboom
23723,25,54,16,42,Low,Tick
51366,71,28,34,27,High,Beep
92693,21,2,69,51,Minimum,Tick
19392,94,18,88,47,Medium,Rumble
15034,60,76,50,16,Low,Tick
74085,67,38,83,37,Maximum,Rumble
85523,17,53,50,20,Low,Rumble
5698,72,67,12,96,Minimum,Sizzle
26681,25,18,87,94,Medium,Tick
52805,50,39,31,76,High,Beep
32345,47,9,86,89,Maximum,Rumble
51358,92,28,18,39,Low,Tick
9451,67,19,43,61,Maximum,Sizzle
39915,27,31,22,25,Minimum,Tick
64086,31,3,11,36,Medium,Tick
82947,100,92,88,58,Medium,Sizzle
18074,78,80,87,91,Low,Rumble
19910,73,78,36,56,Minimum,Sizzle
80162,15,29,98,25,Medium,Gargle
70089,66,39,67,71,Low,Gargle
2138,86,3,32,58,Medium,Sizzle
71667,75,67,5,53,Minimum,Sizzle
23225,8,84,31,95,High,Gargle
25695,55,22,11,27,Minimum,Rumble
98881,25,56,86,6,Medium,Tick
44375,16,76,100,27,Low,Gargle
83621,73,29,9,6,Medium,Sizzle
51724,50,96,35,55,High,Gargle
32663,8,1,38,35,High,Gargle
30744,31,58,86,12,High,Gargle
32504,86,67,46,2,Low,Tick
78344,40,7,13,8,Minimum,Rumble
14520,30,11,59,94,Minimum,Rumble
49195,49,76,63,44,Medium,Hiss
66765,2,55,42,4,High,Tick
66529,17,56,85,99,Maximum,Gargle
18349,34,89,83,25,Medium,Hiss
85017,16,32,53,64,Maximum,Gargle
39944,6,28,78,43,Medium,Gargle
46718,66,87,25,82,Maximum,Beep
46379,30,97,63,54,High,Tick
23951,10,5,46,6,Low,Gargle
83039,38,50,34,35,High,Gargle
12332,93,21,76,28,High,Gargle
85352,84,81,69,42,Medium,Rumble
39660,35,9,75,59,Maximum,Kaboom
91146,32,9,88,75,Medium,Hiss
60642,28,89,20,65,High,Gargle
34259,43,3,33,69,Minimum,Sizzle
10177,89,100,10,11,Minimum,Beep
18962,39,64,3,66,Low,Tick
86258,52,8,11,70,Maximum,Rumble
35291,54,47,9,62,High,Gargle
17531,96,18,43,39,High,Tick
44643,81,62,46,73,Low,Tick
78692,32,92,15,46,High,Rumble
34498,45,70,93,76,Minimum,Rumble
72568,45,65,53,66,Medium,Rumble
36504,6,12,79,79,Low,Gargle
87239,7,0,28,16,Maximum,Tick
11565,48,100,94,53,Low,Tick
35347,73,1,50,54,Low,Gargle
33000,66,51,49,73,Maximum,Sizzle
23924,32,90,10,70,Maximum,Sizzle
85800,64,95,1,24,High,Tick
22244,76,25,42,62,Maximum,Sizzle
80035,46,27,14,56,Medium,Rumble
92056,23,10,60,83,Low,Gargle
45192,54,13,82,72,Low,Gargle
84596,25,45,91,95,High,Gargle
77660,73,25,99,23,Maximum,Rumble
80326,13,71,48,10,Low,Tick
77736,52,94,96,6,Medium,Sizzle
49188,98,95,13,36,Low,Hiss
72108,15,94,31,72,Medium,Gargle
79722,4,7,43,35,Medium,Gargle
33962,39,5,81,53,Low,Gargle
66929,14,18,73,55,Minimum,Gargle
61517,69,85,12,17,Medium,Sizzle
52511,64,75,61,7,High,Tick
57780,10,49,48,50,Minimum,Tick
83603,54,36,12,100,High,Gargle
56564,78,18,23,36,High,Gargle
30551,40,19,95,51,Low,Gargle
26297,29,8,26,15,Minimum,Tick
66618,24,51,18,94,Maximum,Rumble
10165,44,41,69,0,Minimum,Kaboom
57552,15,0,74,8,Low,Gargle
54954,9,56,87,67,High,Gargle
12761,67,1,11,31,Maximum,Sizzle
55716,70,52,92,99,High,Beep
17415,74,38,69,11,High,Gargle
74336,25,97,73,84,Maximum,Tick
5456,64,80,41,89,Low,Rumble
26177,30,73,41,76,High,Gargle
75930,16,11,97,70,Medium,Beep
3376,96,64,92,24,Medium,Sizzle
24825,23,70,92,85,Maximum,Tick
90873,88,48,20,68,Minimum,Hiss
98419,28,38,51,40,Minimum,Tick
89586,41,57,72,3,Medium,Kaboom
47396,92,84,78,13,Maximum,Sizzle
4880,71,79,12,50,High,Gargle
73965,3,59,5,17,Maximum,Gargle
8239,52,42,31,54,Minimum,Rumble
73938,30,32,94,57,Medium,Tick
33171,14,68,93,49,Minimum,Gargle
49311,13,61,62,64,Minimum,Beep
75372,0,74,52,53,Medium,Gargle
86413,80,77,55,33,High,Tick
22045,81,30,76,88,Medium,Sizzle
51284,83,67,2,29,High,Gargle
31459,74,35,15,55,Minimum,Sizzle
73695,46,77,14,71,Low,Hiss
10034,76,24,35,38,Minimum,Sizzle
51879,92,29,84,95,Medium,Sizzle
17163,34,58,33,37,High,Gargle
8687,25,32,56,23,High,Gargle
57783,4,86,19,98,Minimum,Gargle
7125,32,95,50,20,Minimum,Hiss
63362,29,59,25,78,Low,Tick
16962,11,87,24,60,Maximum,Tick
95252,44,72,4,64,Minimum,Rumble
52627,44,84,69,14,Medium,Rumble
61040,54,70,8,86,Minimum,Hiss
6085,5,9,57,95,Low,Tick
19586,49,94,56,58,Low,Tick
75780,60,26,23,46,Minimum,Sizzle
71797,88,100,34,44,High,Gargle
39720,16,80,77,22,Maximum,Gargle
97177,43,71,21,57,Maximum,Kaboom
28729,61,53,54,46,Maximum,Beep
25865,37,55,50,57,Maximum,Hiss
3645,25,79,12,16,Medium,Tick
67878,96,14,6,27,Maximum,Beep
34009,17,41,17,44,Low,Tick
70788,44,12,96,100,Medium,Kaboom
49181,61,64,93,93,Low,Gargle
53536,60,53,82,81,Low,Tick
54945,8,49,21,78,Maximum,Tick
34937,85,7,16,51,Medium,Sizzle
99681,52,29,96,98,Maximum,Rumble
36121,11,49,14,34,Minimum,Beep
77103,57,0,100,96,Maximum,Hiss
47474,28,89,32,76,Maximum,Tick
74473,12,19,95,88,Maximum,Gargle
37010,43,26,90,98,Medium,Kaboom
75850,40,40,90,61,Low,Gargle
74250,6,79,49,64,Minimum,Gargle
51267,54,39,92,3,Maximum,Sizzle
72205,37,74,76,44,Low,Tick
92958,22,39,89,31,Medium,Beep
67698,13,29,2,7,High,Beep
89368,77,59,78,72,Medium,Hiss
87392,39,47,53,71,Low,Tick
4684,77,21,40,88,Medium,Sizzle
13845,29,23,40,69,Low,Gargle
79361,88,91,25,91,Medium,Sizzle
43150,49,16,38,40,High,Gargle
75565,0,60,13,21,Medium,Tick
53472,45,93,15,57,Medium,Rumble
93799,78,69,29,28,Low,Tick
68018,7,52,84,64,Medium,Gargle
17677,86,88,88,51,Medium,Sizzle
78361,80,2,36,61,Medium,Beep
63520,94,84,11,34,Low,Sizzle
50447,4,77,93,46,Minimum,Gargle
34445,92,66,71,37,Medium,Sizzle
70934,0,85,88,11,Low,Gargle
38152,25,54,29,38,High,Tick
5209,87,18,26,3,Minimum,Beep
52401,44,56,92,73,High,Gargle
78451,60,100,24,74,Minimum,Rumble
96718,86,29,98,15,Low,Gargle
9921,62,94,61,21,Medium,Sizzle
29615,38,78,88,99,Low,Tick
95244,22,62,62,1,Low,Tick
83965,41,58,11,30,High,Tick
47002,18,73,41,7,Minimum,Gargle
60716,97,5,18,3,Medium,Sizzle
53101,22,16,89,0,Low,Gargle
44924,57,26,53,70,High,Gargle
44923,13,25,75,14,High,Tick
12605,81,89,49,74,Medium,Sizzle
77613,0,25,22,70,High,Gargle
24195,98,85,40,81,Low,Tick
44676,86,13,65,87,Maximum,Hiss
13766,37,81,13,16,Low,Rumble
86980,30,75,80,66,Low,Rumble
4159,38,82,17,46,Low,Tick
54802,4,71,83,84,High,Gargle
83287,26,10,22,71,Medium,Tick
98118,97,42,50,21,Minimum,Sizzle
48803,0,19,63,19,High,Gargle
6529,80,25,3,89,Medium,Sizzle
78963,76,28,30,38,Low,Beep
30645,55,50,8,34,High,Beep
61922,48,30,22,62,Medium,Rumble
97279,87,41,61,98,Maximum,Rumble
27167,83,17,60,34,Maximum,Sizzle
93749,90,64,37,53,Low,Tick
82640,96,96,2,74,Minimum,Sizzle
98909,35,60,30,36,Low,Tick
43654,1,39,78,1,Maximum,Gargle
76532,100,90,48,25,Low,Tick
83859,38,61,50,75,Minimum,Kaboom
54625,37,0,33,79,Low,Gargle
7786,29,8,82,34,Low,Gargle
49469,66,87,79,93,Maximum,Sizzle
17877,55,87,10,89,Maximum,Sizzle
23964,40,20,70,40,Maximum,Kaboom
13705,63,50,96,92,Medium,Hiss
11638,94,42,72,95,Medium,Hiss
60672,46,77,82,74,High,Gargle
48248,83,27,32,57,Maximum,Sizzle
95961,40,76,14,35,Minimum,Kaboom
49238,13,43,94,8,Maximum,Gargle
21211,30,6,94,19,High,Gargle
