Studentid,Attendance,Major,Questions,Score,Seniority,Texting,Grade
34942,87,Stat,Always,6,Sophomore,Rarely,Fail
34943,93,Communication,Rarely,72,Junior,Always,Pass
34944,66,Communication,Always,98,Freshman,Always,Pass
34945,89,Communication,Rarely,42,Junior,Always,Pass
34946,7,Stat,Rarely,56,Senior,Rarely,Fail
34947,28,Stat,Rarely,14,Senior,Always,Fail
34948,22,Stat,Always,68,Freshman,Always,Pass
34949,16,Polsci,Rarely,49,Sophomore,Always,Fail
34950,16,Stat,Always,81,Freshman,Always,Pass
34951,9,Communication,Always,48,Senior,Always,Pass
34952,12,Communication,Rarely,35,Sophomore,Rarely,Fail
34953,86,Communication,Rarely,47,Freshman,Rarely,Pass
34954,94,Stat,Always,32,Freshman,Always,Fail
34955,46,Communication,Always,43,Junior,Always,Pass
34956,44,Polsci,Always,51,Junior,Always,Pass
34957,78,Polsci,Always,16,Senior,Rarely,Pass
34958,67,Polsci,Always,7,Junior,Rarely,Pass
34959,57,Cs,Rarely,83,Senior,Always,Pass
34960,25,Stat,Always,46,Junior,Always,Fail
34961,17,Stat,Always,38,Sophomore,Rarely,Pass
34962,55,Communication,Rarely,68,Senior,Always,Pass
34963,35,Communication,Always,8,Senior,Rarely,Fail
34964,69,Cs,Rarely,88,Freshman,Always,Pass
34965,89,Communication,Always,98,Senior,Rarely,Pass
34966,44,Cs,Rarely,22,Freshman,Always,Fail
34967,44,Cs,Always,3,Junior,Rarely,Fail
34968,87,Stat,Always,15,Junior,Always,Fail
34969,42,Polsci,Rarely,44,Sophomore,Rarely,Fail
34970,64,Communication,Rarely,84,Junior,Always,Pass
34971,16,Cs,Rarely,98,Senior,Rarely,Pass
34972,59,Communication,Always,81,Senior,Rarely,Pass
34973,87,Cs,Always,34,Sophomore,Rarely,Fail
34974,79,Cs,Always,41,Senior,Always,Fail
34975,64,Communication,Always,96,Sophomore,Always,Pass
34976,75,Stat,Rarely,50,Freshman,Always,Pass
34977,2,Cs,Always,63,Junior,Always,Fail
34978,57,Cs,Always,79,Freshman,Always,Pass
34979,70,Cs,Always,19,Senior,Always,Fail
34980,65,Cs,Always,0,Junior,Rarely,Pass
34981,77,Polsci,Rarely,84,Sophomore,Always,Pass
34982,29,Communication,Rarely,36,Freshman,Rarely,Fail
34983,91,Stat,Always,33,Senior,Rarely,Fail
34984,84,Polsci,Always,63,Freshman,Rarely,Pass
34985,97,Polsci,Rarely,53,Senior,Rarely,Pass
34986,10,Cs,Always,91,Freshman,Rarely,Pass
34987,99,Polsci,Always,90,Sophomore,Rarely,Pass
34988,14,Communication,Always,54,Senior,Always,Pass
34989,86,Stat,Always,2,Junior,Rarely,Pass
34990,64,Polsci,Always,1,Sophomore,Rarely,Fail
34991,61,Cs,Always,65,Sophomore,Rarely,Pass
34992,66,Communication,Rarely,28,Sophomore,Rarely,Fail
34993,4,Stat,Always,26,Junior,Rarely,Fail
34994,74,Cs,Always,34,Freshman,Always,Fail
34995,99,Cs,Rarely,11,Senior,Rarely,Fail
34996,75,Cs,Rarely,12,Junior,Rarely,Fail
34997,50,Communication,Always,60,Sophomore,Rarely,Pass
34998,45,Cs,Always,42,Freshman,Always,Fail
34999,91,Cs,Always,94,Senior,Rarely,Pass
35000,39,Polsci,Always,81,Sophomore,Rarely,Pass
35001,59,Cs,Rarely,71,Sophomore,Always,Pass
35002,65,Polsci,Always,37,Junior,Rarely,Pass
35003,45,Communication,Always,79,Freshman,Always,Pass
35004,29,Polsci,Rarely,90,Senior,Rarely,Pass
35005,7,Stat,Rarely,66,Senior,Always,Pass
35006,50,Polsci,Always,22,Senior,Always,Fail
35007,4,Communication,Always,27,Junior,Always,Pass
35008,53,Communication,Always,63,Freshman,Rarely,Pass
35009,58,Polsci,Rarely,82,Freshman,Rarely,Fail
35010,33,Stat,Always,18,Freshman,Always,Pass
35011,66,Polsci,Rarely,70,Sophomore,Rarely,Pass
35012,64,Cs,Always,81,Senior,Always,Pass
35013,45,Polsci,Rarely,96,Junior,Always,Pass
35014,14,Communication,Rarely,89,Junior,Rarely,Pass
35015,88,Cs,Always,89,Sophomore,Always,Pass
35016,14,Cs,Rarely,57,Junior,Always,Fail
35017,79,Communication,Rarely,65,Senior,Rarely,Pass
35018,47,Polsci,Rarely,18,Freshman,Always,Fail
35019,8,Cs,Rarely,30,Sophomore,Always,Fail
35020,55,Stat,Rarely,93,Freshman,Rarely,Pass
35021,34,Communication,Always,76,Sophomore,Always,Pass
35022,72,Communication,Always,1,Senior,Always,Fail
35023,23,Communication,Rarely,51,Senior,Rarely,Fail
35024,8,Cs,Rarely,69,Senior,Rarely,Fail
35025,80,Communication,Rarely,55,Senior,Rarely,Pass
35026,37,Communication,Always,9,Junior,Always,Fail
35027,87,Communication,Rarely,82,Sophomore,Rarely,Fail
35028,57,Stat,Rarely,24,Freshman,Always,Pass
35029,25,Communication,Rarely,27,Senior,Rarely,Fail
35030,2,Stat,Always,50,Junior,Always,Fail
35031,59,Communication,Rarely,3,Freshman,Rarely,Fail
35032,0,Communication,Rarely,17,Sophomore,Rarely,Fail
35033,45,Stat,Rarely,79,Senior,Always,Fail
35034,5,Stat,Rarely,39,Senior,Always,Pass
35035,36,Stat,Always,15,Junior,Always,Pass
35036,3,Cs,Always,32,Freshman,Always,Fail
35037,8,Polsci,Rarely,87,Sophomore,Rarely,Pass
35038,87,Communication,Always,24,Senior,Always,Pass
35039,65,Cs,Rarely,14,Sophomore,Always,Fail
35040,67,Stat,Rarely,12,Sophomore,Rarely,Pass
35041,25,Cs,Always,0,Junior,Always,Fail
35042,96,Polsci,Rarely,41,Sophomore,Rarely,Fail
35043,78,Cs,Always,1,Senior,Always,Fail
35044,51,Polsci,Always,26,Freshman,Always,Pass
35045,14,Communication,Always,48,Sophomore,Always,Pass
35046,45,Cs,Rarely,80,Junior,Always,Pass
35047,62,Polsci,Always,50,Junior,Always,Pass
35048,19,Polsci,Rarely,42,Sophomore,Rarely,Fail
35049,59,Polsci,Always,93,Junior,Rarely,Pass
35050,34,Polsci,Always,79,Senior,Always,Pass
35051,50,Communication,Rarely,70,Freshman,Rarely,Pass
35052,81,Stat,Always,38,Freshman,Rarely,Pass
35053,12,Stat,Rarely,34,Freshman,Rarely,Fail
35054,41,Cs,Rarely,91,Junior,Rarely,Pass
35055,66,Polsci,Always,95,Freshman,Rarely,Pass
35056,34,Polsci,Rarely,92,Senior,Always,Pass
35057,85,Stat,Rarely,93,Junior,Always,Pass
35058,46,Cs,Rarely,64,Junior,Always,Fail
35059,43,Communication,Always,97,Senior,Rarely,Pass
35060,12,Communication,Always,22,Sophomore,Always,Pass
35061,52,Cs,Rarely,61,Senior,Always,Fail
35062,26,Stat,Always,39,Sophomore,Always,Fail
35063,50,Communication,Rarely,87,Junior,Always,Pass
35064,58,Polsci,Always,97,Junior,Always,Pass
35065,34,Communication,Rarely,64,Freshman,Always,Fail
35066,86,Communication,Always,13,Junior,Always,Pass
35067,12,Stat,Always,52,Sophomore,Rarely,Fail
35068,87,Polsci,Always,85,Sophomore,Always,Pass
35069,81,Polsci,Rarely,80,Junior,Rarely,Pass
35070,50,Cs,Always,71,Junior,Rarely,Pass
35071,100,Communication,Rarely,18,Sophomore,Always,Pass
35072,32,Stat,Always,65,Freshman,Always,Pass
35073,99,Cs,Always,49,Senior,Always,Fail
35074,86,Communication,Rarely,56,Freshman,Always,Pass
35075,92,Cs,Rarely,18,Senior,Always,Fail
35076,21,Polsci,Always,87,Junior,Rarely,Pass
35077,5,Stat,Rarely,59,Junior,Rarely,Pass
35078,13,Polsci,Always,26,Senior,Rarely,Pass
35079,82,Communication,Always,69,Senior,Always,Pass
35080,99,Cs,Rarely,71,Sophomore,Always,Pass
35081,69,Polsci,Always,57,Freshman,Rarely,Pass
35082,56,Communication,Rarely,73,Sophomore,Rarely,Pass
35083,31,Communication,Always,62,Junior,Always,Pass
35084,7,Communication,Rarely,93,Sophomore,Rarely,Pass
35085,24,Communication,Always,19,Sophomore,Rarely,Fail
35086,98,Polsci,Rarely,9,Freshman,Always,Fail
35087,75,Cs,Always,30,Freshman,Rarely,Fail
35088,45,Polsci,Rarely,51,Senior,Always,Pass
35089,42,Polsci,Rarely,99,Senior,Rarely,Pass
35090,22,Communication,Rarely,90,Freshman,Always,Pass
35091,35,Polsci,Rarely,88,Junior,Always,Pass
35092,85,Stat,Always,81,Freshman,Always,Pass
35093,92,Stat,Rarely,16,Junior,Rarely,Fail
35094,35,Polsci,Rarely,23,Freshman,Rarely,Fail
35095,8,Polsci,Always,95,Senior,Always,Pass
35096,47,Stat,Always,92,Junior,Always,Pass
35097,100,Cs,Always,56,Junior,Always,Fail
35098,6,Stat,Rarely,2,Junior,Rarely,Pass
35099,21,Communication,Rarely,1,Senior,Rarely,Fail
35100,85,Stat,Rarely,45,Freshman,Always,Pass
35101,84,Polsci,Rarely,8,Freshman,Always,Fail
35102,54,Cs,Always,72,Sophomore,Always,Pass
35103,18,Communication,Rarely,49,Senior,Always,Pass
35104,35,Cs,Rarely,23,Senior,Always,Fail
35105,64,Stat,Always,77,Junior,Always,Pass
35106,86,Cs,Rarely,69,Sophomore,Rarely,Pass
35107,92,Polsci,Always,79,Freshman,Always,Pass
35108,56,Communication,Always,99,Senior,Rarely,Pass
35109,60,Stat,Always,93,Freshman,Rarely,Pass
35110,82,Polsci,Always,77,Senior,Always,Pass
35111,80,Cs,Always,42,Freshman,Rarely,Pass
35112,93,Polsci,Rarely,92,Senior,Rarely,Pass
35113,29,Cs,Rarely,27,Freshman,Always,Fail
35114,17,Polsci,Rarely,99,Freshman,Rarely,Pass
35115,38,Polsci,Rarely,73,Senior,Always,Pass
35116,86,Polsci,Always,30,Sophomore,Rarely,Pass
35117,74,Stat,Rarely,4,Senior,Always,Fail
35118,26,Polsci,Always,51,Junior,Always,Pass
35119,6,Cs,Always,6,Sophomore,Rarely,Fail
35120,37,Stat,Rarely,60,Junior,Always,Fail
35121,18,Polsci,Always,96,Sophomore,Rarely,Pass
35122,96,Communication,Rarely,8,Freshman,Always,Pass
35123,82,Cs,Always,50,Senior,Rarely,Fail
35124,81,Polsci,Always,72,Sophomore,Rarely,Pass
35125,19,Communication,Rarely,98,Sophomore,Rarely,Pass
35126,51,Polsci,Always,5,Freshman,Rarely,Pass
35127,80,Communication,Rarely,12,Junior,Always,Pass
35128,15,Stat,Always,98,Junior,Rarely,Pass
35129,53,Communication,Always,38,Senior,Rarely,Fail
35130,68,Polsci,Rarely,60,Junior,Rarely,Pass
35131,20,Polsci,Always,84,Freshman,Always,Pass
35132,73,Cs,Always,26,Junior,Always,Pass
35133,98,Cs,Always,61,Junior,Rarely,Pass
35134,86,Stat,Rarely,44,Senior,Rarely,Fail
35135,9,Stat,Always,72,Sophomore,Always,Pass
35136,76,Polsci,Rarely,1,Freshman,Always,Fail
35137,36,Polsci,Rarely,100,Sophomore,Rarely,Pass
35138,44,Stat,Rarely,16,Junior,Always,Pass
35139,97,Communication,Always,27,Sophomore,Rarely,Fail
35140,91,Stat,Always,21,Freshman,Rarely,Fail
35141,15,Cs,Rarely,61,Sophomore,Always,Pass
35142,88,Polsci,Always,22,Senior,Always,Pass
35143,67,Stat,Always,40,Sophomore,Always,Fail
35144,88,Stat,Always,83,Senior,Always,Pass
35145,72,Stat,Rarely,24,Freshman,Always,Pass
35146,51,Cs,Rarely,8,Junior,Rarely,Fail
35147,38,Communication,Rarely,67,Senior,Always,Pass
35148,86,Stat,Rarely,22,Junior,Rarely,Fail
35149,37,Cs,Always,11,Junior,Rarely,Pass
35150,31,Polsci,Always,98,Senior,Always,Pass
35151,11,Cs,Rarely,62,Sophomore,Always,Pass
35152,83,Cs,Rarely,74,Senior,Always,Pass
35153,93,Stat,Rarely,98,Freshman,Rarely,Pass
35154,5,Polsci,Always,80,Senior,Rarely,Pass
35155,65,Stat,Always,74,Senior,Rarely,Pass
35156,37,Polsci,Always,92,Freshman,Rarely,Pass
35157,74,Communication,Always,40,Senior,Always,Pass
35158,39,Polsci,Rarely,67,Sophomore,Rarely,Pass
35159,82,Communication,Rarely,29,Sophomore,Rarely,Fail
35160,77,Cs,Rarely,5,Junior,Always,Fail
35161,97,Communication,Rarely,34,Senior,Rarely,Fail
35162,10,Polsci,Always,17,Senior,Always,Pass
35163,29,Polsci,Always,59,Senior,Always,Pass
35164,28,Stat,Rarely,45,Freshman,Always,Pass
35165,100,Polsci,Always,3,Sophomore,Rarely,Pass
35166,99,Stat,Always,36,Sophomore,Always,Pass
35167,67,Polsci,Rarely,19,Freshman,Rarely,Fail
35168,43,Polsci,Rarely,1,Sophomore,Rarely,Fail
35169,95,Cs,Rarely,47,Freshman,Always,Pass
35170,41,Communication,Rarely,40,Sophomore,Always,Pass
35171,10,Communication,Rarely,12,Junior,Always,Fail
35172,78,Cs,Rarely,3,Sophomore,Rarely,Fail
35173,57,Cs,Always,97,Senior,Always,Pass
35174,37,Communication,Rarely,29,Freshman,Rarely,Fail
35175,2,Stat,Rarely,80,Sophomore,Always,Fail
35176,7,Cs,Rarely,19,Senior,Always,Fail
35177,18,Polsci,Always,51,Junior,Always,Pass
35178,82,Cs,Always,17,Junior,Rarely,Pass
35179,73,Communication,Rarely,91,Freshman,Always,Pass
35180,2,Polsci,Rarely,48,Freshman,Always,Fail
35181,9,Communication,Always,26,Freshman,Always,Fail
35182,66,Polsci,Rarely,80,Sophomore,Rarely,Pass
35183,23,Cs,Rarely,84,Senior,Always,Pass
35184,22,Cs,Always,42,Sophomore,Always,Fail
35185,100,Communication,Rarely,77,Senior,Always,Fail
35186,24,Cs,Always,61,Senior,Rarely,Fail
35187,47,Communication,Rarely,65,Senior,Always,Pass
35188,57,Stat,Always,54,Senior,Always,Fail
35189,91,Cs,Rarely,92,Sophomore,Rarely,Pass
35190,0,Cs,Always,48,Freshman,Always,Fail
35191,76,Polsci,Always,80,Senior,Rarely,Pass
35192,13,Cs,Always,78,Senior,Always,Pass
35193,54,Stat,Always,17,Junior,Always,Pass
35194,47,Cs,Always,65,Freshman,Always,Pass
35195,88,Cs,Always,69,Freshman,Always,Pass
35196,38,Stat,Rarely,100,Senior,Rarely,Pass
35197,86,Communication,Always,84,Freshman,Rarely,Pass
35198,29,Cs,Rarely,0,Freshman,Always,Fail
35199,32,Polsci,Always,2,Senior,Always,Pass
35200,36,Communication,Rarely,58,Senior,Rarely,Fail
35201,44,Stat,Always,94,Sophomore,Always,Fail
35202,33,Cs,Rarely,91,Sophomore,Always,Pass
35203,53,Polsci,Always,43,Junior,Always,Pass
35204,84,Cs,Rarely,86,Freshman,Rarely,Pass
35205,92,Stat,Always,40,Junior,Rarely,Pass
35206,45,Polsci,Always,57,Junior,Always,Pass
35207,79,Stat,Always,85,Freshman,Rarely,Pass
35208,100,Stat,Always,57,Sophomore,Always,Fail
35209,2,Cs,Always,46,Sophomore,Always,Fail
35210,67,Stat,Rarely,25,Junior,Always,Pass
35211,72,Cs,Rarely,52,Sophomore,Rarely,Pass
35212,18,Cs,Rarely,22,Sophomore,Rarely,Fail
35213,97,Cs,Always,63,Freshman,Rarely,Pass
35214,25,Stat,Always,43,Sophomore,Always,Pass
35215,7,Stat,Always,45,Senior,Rarely,Fail
35216,1,Communication,Always,26,Junior,Always,Fail
35217,34,Polsci,Rarely,52,Junior,Always,Pass
35218,93,Polsci,Rarely,17,Junior,Always,Fail
35219,13,Cs,Rarely,58,Senior,Always,Fail
35220,14,Communication,Always,57,Senior,Rarely,Pass
35221,93,Cs,Rarely,66,Senior,Always,Fail
35222,3,Cs,Rarely,36,Sophomore,Rarely,Fail
35223,56,Polsci,Rarely,89,Sophomore,Rarely,Fail
35224,3,Polsci,Always,1,Junior,Rarely,Fail
35225,0,Stat,Always,7,Sophomore,Rarely,Fail
35226,10,Cs,Rarely,91,Junior,Rarely,Pass
35227,94,Cs,Always,53,Senior,Rarely,Fail
35228,6,Polsci,Rarely,80,Senior,Always,Pass
35229,20,Polsci,Rarely,28,Sophomore,Always,Fail
35230,69,Stat,Rarely,32,Freshman,Always,Fail
35231,10,Stat,Always,57,Junior,Rarely,Pass
35232,47,Cs,Rarely,66,Junior,Always,Fail
35233,63,Polsci,Always,63,Sophomore,Rarely,Pass
35234,38,Stat,Rarely,61,Junior,Always,Fail
35235,77,Communication,Always,77,Freshman,Rarely,Pass
35236,43,Cs,Always,65,Senior,Always,Fail
35237,19,Stat,Always,53,Senior,Always,Fail
35238,0,Stat,Always,36,Sophomore,Rarely,Fail
35239,43,Stat,Rarely,90,Sophomore,Rarely,Pass
35240,31,Stat,Always,23,Freshman,Rarely,Fail
35241,98,Cs,Always,96,Freshman,Always,Pass
35242,79,Communication,Rarely,14,Senior,Always,Pass
35243,17,Polsci,Always,3,Freshman,Rarely,Pass
35244,46,Cs,Always,64,Sophomore,Always,Pass
35245,35,Communication,Always,72,Senior,Always,Pass
35246,58,Cs,Always,49,Sophomore,Rarely,Fail
35247,14,Communication,Always,73,Junior,Always,Pass
35248,64,Cs,Rarely,29,Senior,Rarely,Fail
35249,55,Cs,Rarely,67,Freshman,Rarely,Pass
35250,88,Polsci,Always,88,Freshman,Rarely,Pass
35251,45,Stat,Rarely,56,Freshman,Rarely,Pass
35252,91,Communication,Always,24,Senior,Rarely,Fail
35253,81,Polsci,Always,96,Senior,Rarely,Pass
35254,21,Polsci,Always,0,Senior,Rarely,Fail
35255,28,Cs,Rarely,23,Sophomore,Always,Fail
35256,65,Polsci,Always,18,Senior,Always,Fail
35257,90,Stat,Rarely,70,Junior,Always,Pass
35258,84,Polsci,Rarely,36,Junior,Rarely,Fail
35259,71,Stat,Rarely,35,Junior,Always,Fail
35260,95,Polsci,Rarely,66,Senior,Always,Pass
35261,13,Communication,Rarely,84,Junior,Always,Pass
35262,9,Cs,Rarely,27,Junior,Always,Fail
35263,3,Stat,Rarely,8,Freshman,Always,Pass
35264,24,Cs,Rarely,20,Junior,Always,Fail
35265,6,Communication,Rarely,68,Freshman,Rarely,Pass
35266,21,Polsci,Always,41,Sophomore,Always,Pass
35267,4,Polsci,Always,10,Freshman,Rarely,Pass
35268,60,Polsci,Always,14,Junior,Rarely,Pass
35269,57,Communication,Rarely,29,Junior,Always,Fail
35270,48,Communication,Rarely,80,Senior,Always,Pass
35271,9,Stat,Always,56,Junior,Rarely,Fail
35272,84,Stat,Always,4,Junior,Rarely,Pass
35273,16,Communication,Always,35,Junior,Rarely,Fail
35274,64,Stat,Always,24,Junior,Always,Pass
35275,52,Stat,Always,33,Junior,Always,Fail
35276,58,Stat,Always,84,Junior,Always,Pass
35277,41,Stat,Always,88,Freshman,Rarely,Fail
35278,20,Stat,Rarely,1,Senior,Rarely,Fail
35279,14,Stat,Always,85,Senior,Rarely,Fail
35280,21,Communication,Rarely,4,Freshman,Always,Fail
35281,27,Cs,Rarely,87,Senior,Always,Pass
35282,5,Stat,Always,86,Sophomore,Rarely,Pass
35283,2,Stat,Always,53,Freshman,Always,Fail
35284,41,Communication,Rarely,2,Junior,Rarely,Fail
35285,32,Cs,Rarely,97,Freshman,Always,Pass
35286,14,Communication,Rarely,17,Senior,Always,Fail
35287,82,Stat,Rarely,46,Sophomore,Always,Pass
35288,97,Cs,Always,64,Sophomore,Always,Pass
35289,86,Stat,Always,67,Junior,Rarely,Pass
35290,57,Cs,Rarely,77,Senior,Rarely,Pass
35291,41,Cs,Always,92,Freshman,Always,Pass
35292,77,Cs,Rarely,42,Senior,Always,Fail
35293,98,Polsci,Rarely,29,Junior,Rarely,Fail
35294,39,Stat,Rarely,53,Sophomore,Rarely,Fail
35295,42,Polsci,Always,97,Freshman,Always,Pass
35296,53,Communication,Always,77,Sophomore,Rarely,Pass
35297,36,Polsci,Always,17,Junior,Rarely,Fail
35298,96,Polsci,Always,9,Freshman,Always,Fail
35299,25,Polsci,Always,94,Senior,Rarely,Pass
35300,74,Cs,Rarely,33,Senior,Always,Fail
35301,44,Stat,Always,20,Senior,Always,Fail
35302,69,Polsci,Rarely,15,Freshman,Always,Fail
35303,73,Communication,Always,75,Senior,Rarely,Pass
35304,86,Cs,Rarely,45,Senior,Always,Fail
35305,72,Polsci,Rarely,47,Junior,Rarely,Fail
35306,32,Stat,Always,94,Sophomore,Rarely,Pass
35307,5,Communication,Always,12,Sophomore,Rarely,Fail
35308,1,Cs,Rarely,10,Senior,Always,Fail
35309,14,Communication,Always,26,Freshman,Rarely,Fail
35310,6,Polsci,Rarely,77,Sophomore,Always,Pass
35311,49,Polsci,Rarely,26,Sophomore,Always,Fail
35312,84,Polsci,Rarely,75,Junior,Rarely,Pass
35313,20,Cs,Rarely,22,Junior,Rarely,Fail
35314,71,Stat,Rarely,75,Sophomore,Rarely,Pass
35315,82,Communication,Always,29,Junior,Always,Pass
35316,35,Stat,Always,59,Sophomore,Always,Pass
35317,46,Cs,Rarely,47,Senior,Always,Fail
35318,29,Communication,Always,7,Junior,Always,Fail
35319,47,Cs,Always,42,Senior,Rarely,Fail
35320,24,Communication,Rarely,81,Sophomore,Always,Fail
35321,98,Communication,Always,65,Freshman,Always,Pass
35322,59,Polsci,Rarely,54,Junior,Rarely,Pass
35323,22,Cs,Always,86,Junior,Rarely,Pass
35324,53,Stat,Rarely,58,Senior,Rarely,Fail
35325,67,Stat,Always,0,Freshman,Rarely,Pass
35326,98,Cs,Rarely,69,Junior,Always,Fail
35327,9,Cs,Rarely,45,Freshman,Rarely,Fail
35328,39,Polsci,Rarely,63,Sophomore,Always,Pass
35329,22,Communication,Always,48,Junior,Rarely,Pass
35330,91,Polsci,Always,97,Senior,Rarely,Pass
35331,4,Stat,Rarely,93,Freshman,Rarely,Pass
35332,62,Stat,Always,54,Senior,Rarely,Fail
35333,34,Communication,Always,32,Junior,Always,Fail
35334,95,Communication,Always,10,Junior,Rarely,Fail
35335,7,Polsci,Always,87,Junior,Rarely,Pass
35336,12,Polsci,Rarely,30,Sophomore,Rarely,Fail
35337,72,Communication,Rarely,59,Senior,Always,Pass
35338,91,Communication,Always,52,Senior,Always,Pass
35339,44,Cs,Always,53,Senior,Always,Fail
35340,60,Communication,Rarely,18,Junior,Always,Pass
35341,23,Polsci,Rarely,31,Junior,Always,Fail
35342,60,Polsci,Always,72,Freshman,Rarely,Pass
35343,64,Polsci,Always,68,Junior,Always,Pass
35344,47,Communication,Rarely,75,Freshman,Always,Pass
35345,15,Stat,Rarely,2,Sophomore,Rarely,Pass
35346,10,Stat,Always,36,Junior,Always,Pass
35347,56,Stat,Rarely,70,Sophomore,Rarely,Pass
35348,34,Cs,Rarely,80,Freshman,Rarely,Pass
35349,24,Polsci,Always,65,Freshman,Rarely,Pass
35350,76,Communication,Always,60,Senior,Always,Pass
35351,50,Cs,Always,45,Junior,Rarely,Pass
35352,45,Polsci,Rarely,10,Freshman,Rarely,Fail
35353,36,Stat,Rarely,11,Sophomore,Always,Pass
35354,68,Cs,Rarely,39,Freshman,Rarely,Fail
35355,57,Polsci,Rarely,93,Sophomore,Always,Pass
35356,11,Stat,Always,59,Sophomore,Rarely,Pass
35357,17,Cs,Rarely,28,Sophomore,Always,Fail
35358,93,Communication,Always,63,Sophomore,Always,Pass
35359,22,Communication,Always,41,Sophomore,Always,Pass
35360,79,Cs,Always,78,Freshman,Rarely,Pass
35361,73,Stat,Always,57,Senior,Always,Fail
35362,90,Polsci,Rarely,89,Junior,Rarely,Pass
35363,79,Stat,Rarely,22,Junior,Always,Pass
35364,58,Polsci,Always,2,Sophomore,Always,Fail
35365,1,Communication,Rarely,11,Sophomore,Always,Fail
35366,2,Polsci,Always,99,Freshman,Rarely,Pass
35367,52,Cs,Always,62,Junior,Always,Fail
35368,98,Cs,Rarely,75,Sophomore,Rarely,Pass
35369,82,Communication,Always,89,Sophomore,Rarely,Pass
35370,8,Cs,Rarely,84,Freshman,Rarely,Pass
35371,75,Cs,Always,54,Senior,Always,Fail
35372,12,Communication,Always,34,Senior,Always,Fail
35373,87,Cs,Always,34,Freshman,Always,Fail
35374,19,Communication,Always,67,Freshman,Rarely,Pass
35375,82,Cs,Rarely,3,Freshman,Always,Fail
35376,7,Stat,Rarely,39,Freshman,Always,Pass
35377,69,Stat,Always,75,Sophomore,Always,Pass
35378,52,Polsci,Always,100,Senior,Always,Pass
35379,24,Stat,Always,3,Senior,Always,Fail
35380,3,Stat,Rarely,47,Senior,Rarely,Fail
35381,72,Communication,Always,1,Junior,Always,Fail
35382,83,Cs,Always,44,Senior,Always,Fail
35383,69,Polsci,Always,15,Freshman,Rarely,Pass
35384,87,Communication,Rarely,25,Senior,Rarely,Fail
35385,66,Communication,Rarely,6,Junior,Always,Fail
35386,50,Cs,Always,48,Senior,Rarely,Fail
35387,68,Communication,Rarely,97,Sophomore,Always,Pass
35388,89,Stat,Always,90,Freshman,Rarely,Pass
35389,59,Stat,Always,63,Senior,Rarely,Pass
35390,88,Polsci,Rarely,53,Freshman,Always,Pass
35391,24,Cs,Always,90,Freshman,Always,Pass
35392,28,Polsci,Always,13,Junior,Always,Pass
35393,25,Polsci,Rarely,48,Senior,Rarely,Fail
35394,59,Cs,Always,26,Sophomore,Always,Fail
35395,68,Cs,Always,97,Sophomore,Always,Pass
35396,93,Polsci,Always,56,Freshman,Always,Pass
35397,12,Polsci,Always,76,Freshman,Rarely,Pass
35398,35,Cs,Rarely,53,Junior,Always,Fail
35399,85,Stat,Rarely,65,Senior,Rarely,Fail
35400,3,Communication,Always,14,Sophomore,Always,Fail
35401,16,Polsci,Rarely,17,Senior,Rarely,Fail
35402,75,Cs,Rarely,27,Sophomore,Always,Fail
35403,2,Polsci,Rarely,69,Freshman,Rarely,Pass
35404,12,Cs,Rarely,83,Junior,Rarely,Pass
35405,37,Polsci,Always,35,Freshman,Always,Pass
35406,59,Stat,Always,28,Junior,Rarely,Fail
35407,87,Cs,Rarely,85,Junior,Always,Pass
35408,38,Stat,Rarely,69,Freshman,Rarely,Pass
35409,64,Polsci,Rarely,91,Freshman,Always,Pass
35410,4,Cs,Rarely,15,Senior,Rarely,Fail
35411,10,Communication,Rarely,55,Senior,Rarely,Pass
35412,97,Cs,Rarely,15,Freshman,Rarely,Fail
35413,35,Stat,Rarely,22,Sophomore,Always,Pass
35414,41,Cs,Always,8,Senior,Rarely,Fail
35415,0,Polsci,Always,48,Senior,Rarely,Pass
35416,100,Communication,Always,80,Senior,Always,Fail
35417,91,Stat,Rarely,44,Freshman,Always,Fail
35418,22,Stat,Always,73,Senior,Rarely,Pass
35419,56,Communication,Always,11,Junior,Rarely,Pass
35420,6,Stat,Always,2,Junior,Rarely,Fail
35421,45,Stat,Rarely,57,Junior,Rarely,Fail
35422,98,Stat,Rarely,58,Freshman,Always,Fail
35423,2,Polsci,Always,67,Junior,Rarely,Pass
35424,75,Communication,Rarely,16,Sophomore,Always,Pass
35425,75,Communication,Rarely,95,Senior,Rarely,Pass
35426,76,Cs,Always,35,Junior,Always,Fail
35427,82,Polsci,Always,48,Sophomore,Rarely,Pass
35428,80,Communication,Always,66,Freshman,Rarely,Pass
35429,93,Polsci,Rarely,96,Sophomore,Rarely,Pass
35430,19,Stat,Always,64,Sophomore,Rarely,Fail
35431,60,Polsci,Rarely,66,Sophomore,Rarely,Pass
35432,60,Communication,Rarely,93,Senior,Always,Pass
35433,72,Communication,Rarely,65,Sophomore,Always,Pass
35434,23,Stat,Rarely,50,Junior,Always,Fail
35435,43,Communication,Always,45,Senior,Always,Pass
35436,68,Communication,Always,14,Senior,Rarely,Fail
35437,77,Stat,Always,79,Sophomore,Rarely,Pass
35438,64,Stat,Rarely,94,Junior,Rarely,Pass
35439,15,Polsci,Always,28,Junior,Always,Pass
35440,27,Stat,Rarely,51,Junior,Rarely,Fail
35441,22,Communication,Always,30,Junior,Rarely,Fail
35442,10,Communication,Rarely,90,Freshman,Always,Pass
