country,content,imdb_score,Gross,Budget,genre
USA,G,5.47,Medium,Medium,Comedy
USA,G,5.53,Medium,Medium,Comedy
USA,G,5.48,Medium,Medium,Comedy
USA,PG-13,4.23,Medium,Medium,Action
USA,PG-13,4.19,Medium,Medium,Drama
USA,PG-13,4.19,Medium,Medium,Comedy
USA,PG-13,4.24,Medium,Medium,Drama
USA,PG-13,5.93,Medium,Medium,Drama
USA,PG-13,5.98,Medium,Medium,Action
USA,PG-13,5.93,Medium,Medium,Comedy
USA,G,6.36,Medium,Medium,Comedy
USA,G,6.31,Medium,Medium,Comedy
USA,G,6.41,Medium,Medium,Comedy
USA,G,6.47,Medium,Medium,Comedy
USA,G,6.4,Medium,Medium,Comedy
USA,R,7.02,Medium,Low,Drama
USA,R,7.01,Medium,Low,Action
USA,R,7.01,Medium,Low,Drama
USA,PG,6.88,Medium,Medium,Comedy
USA,PG,6.89,Medium,Medium,Comedy
USA,PG-13,2.35,Medium,Medium,Comedy
USA,PG-13,2.35,Medium,Medium,Comedy
USA,R,6.99,Medium,Medium,Sci-Fi
USA,R,6.95,Medium,Medium,Comedy
USA,R,8.23,Medium,Medium,Action
USA,R,8.12,Medium,Medium,History
USA,R,8.11,Medium,Medium,Comedy
USA,R,8.26,Medium,Medium,Comedy
USA,PG-13,6.18,Medium,Medium,Comedy
USA,PG-13,6.28,Medium,Medium,Action
USA,PG-13,6.24,Medium,Medium,Action
USA,PG-13,5.05,Medium,Medium,Action
USA,PG-13,5.01,Medium,Medium,Drama
USA,R,5.68,Medium,Medium,Drama
USA,R,5.61,Medium,Medium,Comedy
USA,R,5.52,Medium,Medium,Comedy
USA,PG,6.33,Medium,Medium,Comedy
USA,PG,6.21,Medium,Medium,Sci-Fi
USA,PG,6.33,Medium,Medium,Comedy
USA,PG,6.3,Medium,Medium,Comedy
USA,PG,6.22,Medium,Medium,Comedy
USA,PG-13,6.27,Medium,Medium,Action
USA,PG-13,6.27,Medium,Medium,Drama
USA,PG-13,6.38,Medium,Medium,Comedy
USA,PG-13,6.4,Medium,Medium,Comedy
USA,PG,5.99,Low,Medium,Comedy
USA,PG,6.03,Low,Medium,Comedy
USA,R,6.33,Medium,Medium,Comedy
USA,R,6.48,Medium,Medium,Action
USA,R,6.4,Medium,Medium,Action
USA,PG,6.76,Medium,Medium,Comedy
USA,PG,6.76,Medium,Medium,Comedy
USA,PG,6.71,Medium,Medium,History
USA,PG-13,3.57,Medium,Medium,Comedy
France,R,7.56,Medium,Medium,Comedy
USA,R,6.79,Medium,Medium,Comedy
USA,R,6.64,Medium,Medium,Comedy
USA,PG-13,7.6,Medium,Medium,Comedy
USA,PG-13,7.54,Medium,Medium,Drama
USA,R,7.29,Medium,Medium,Comedy
USA,R,7.26,Medium,Medium,Comedy
USA,R,4.94,Medium,Medium,Drama
USA,R,4.87,Medium,Medium,Action
USA,R,6.78,Medium,Medium,Action
USA,R,6.74,Medium,Medium,Comedy
USA,R,6.75,Medium,Medium,Drama
USA,R,6.71,Medium,Medium,Action
USA,PG-13,3.53,Medium,Medium,Comedy
USA,PG-13,6.87,Low,Medium,Comedy
USA,PG-13,6.73,Low,Medium,Comedy
USA,PG-13,6.81,Low,Medium,Drama
USA,PG-13,6.75,Low,Medium,Comedy
USA,PG-13,6.83,Low,Medium,Action
USA,R,7.62,Medium,Medium,Comedy
USA,R,7.75,Medium,Medium,History
USA,R,7.71,Medium,Medium,Comedy
USA,PG-13,6.47,Medium,Medium,Drama
USA,PG-13,6.43,Medium,Medium,Comedy
USA,PG-13,6.46,Medium,Medium,Comedy
USA,PG-13,6.3,Medium,Medium,Comedy
USA,R,5.67,Medium,Medium,Drama
USA,R,6.38,Medium,Medium,Comedy
USA,R,6.43,Medium,Medium,Comedy
USA,R,6.51,Medium,Medium,Action
USA,R,6.53,Medium,Medium,Drama
USA,R,6.5,Medium,Medium,Comedy
USA,R,6.69,Medium,Medium,Action
USA,PG-13,5.73,Medium,Low,Action
USA,PG-13,5.62,Medium,Low,Action
USA,R,7.01,Medium,Medium,Comedy
USA,R,7.03,Medium,Medium,Action
UK,R,7.75,Medium,Medium,Drama
UK,R,7.7,Medium,Medium,Comedy
UK,R,7.64,Medium,Medium,Comedy
UK,R,7.63,Medium,Medium,Comedy
Japan,PG-13,3.99,Medium,Medium,Drama
Japan,PG-13,4.05,Medium,Medium,Drama
USA,R,6.11,Medium,Medium,Action
USA,R,6.3,Medium,Medium,Action
USA,R,6.15,Medium,Medium,Comedy
UK,R,7.41,Medium,Medium,Action
UK,R,7.47,Medium,Medium,Comedy
UK,R,7.44,Medium,Medium,Drama
UK,R,7.33,Medium,Medium,Action
USA,R,8.37,Medium,Medium,Drama
USA,R,8.42,Medium,Medium,Comedy
USA,R,8.39,Medium,Medium,Comedy
USA,R,8.31,Medium,Medium,Sci-Fi
USA,PG,5.89,Medium,Medium,Comedy
USA,PG,5.91,Medium,Medium,Comedy
USA,PG,5.9,Medium,Medium,Drama
USA,R,6.95,Medium,Medium,Comedy
USA,R,6.97,Medium,Medium,Comedy
USA,R,6.91,Medium,Medium,Action
USA,R,6.81,Medium,Medium,Action
UK,R,7.15,Medium,Medium,Comedy
UK,R,7.15,Medium,Medium,Comedy
UK,R,7.16,Medium,Medium,Comedy
USA,PG,6.08,Medium,Medium,Drama
USA,PG,6,Medium,Medium,Action
USA,PG,5.9,Medium,Medium,Comedy
USA,PG,5.94,Medium,Medium,Drama
USA,PG,5.96,Medium,Medium,Comedy
USA,PG,6,Medium,Medium,Action
Australia,R,6.61,Medium,Medium,Comedy
Australia,R,6.51,Medium,Medium,Drama
Australia,R,6.61,Medium,Medium,Comedy
Australia,R,6.64,Medium,Medium,Action
USA,R,6.45,Medium,Medium,Comedy
USA,R,6.55,Medium,Medium,Drama
Hungary,PG,5.88,Medium,Medium,Comedy
Hungary,PG,5.92,Medium,Medium,Comedy
Hungary,PG,5.96,Medium,Medium,Drama
Hungary,PG,5.91,Medium,Medium,Comedy
USA,PG-13,5.27,Medium,Low,Drama
USA,PG-13,5.16,Medium,Low,Action
Australia,PG-13,6.94,Medium,Medium,Action
Australia,PG-13,6.99,Medium,Medium,Comedy
Australia,PG-13,6.9,Medium,Medium,Drama
Australia,PG-13,6.91,Medium,Medium,Comedy
Australia,PG-13,6.89,Medium,Medium,Comedy
USA,PG,5.42,Medium,Medium,Drama
USA,PG,5.3,Medium,Medium,Comedy
USA,PG,5.35,Medium,Medium,Comedy
USA,PG,5.3,Medium,Medium,Comedy
USA,PG,5.31,Medium,Medium,Comedy
USA,PG-13,5.4,Medium,Medium,Drama
USA,PG-13,5.41,Medium,Medium,Action
USA,PG-13,5.36,Medium,Medium,Comedy
USA,PG-13,5.48,Medium,Medium,Sci-Fi
Germany,PG-13,7.45,Medium,Low,History
Germany,PG-13,7.43,Medium,Low,History
Germany,PG-13,7.44,Medium,Low,History
USA,PG,5.06,Medium,Medium,Sci-Fi
USA,PG,4.94,Medium,Medium,Comedy
USA,PG,4.93,Medium,Medium,Comedy
USA,R,6.85,Medium,Medium,Comedy
USA,R,6.99,Medium,Medium,Action
USA,R,6.9,Medium,Medium,Comedy
USA,PG-13,7.21,Medium,Medium,Comedy
USA,PG-13,7.16,Medium,Medium,Drama
USA,PG-13,7.13,Medium,Medium,Action
USA,PG-13,7.12,Medium,Medium,Comedy
USA,PG-13,7.12,Medium,Medium,Action
USA,R,6.96,Medium,Low,Action
USA,R,7.78,Medium,Low,History
USA,R,6.86,Medium,Low,Action
USA,R,6.28,Medium,Medium,Action
USA,R,6.24,Medium,Medium,Comedy
USA,R,6.3,Medium,Medium,Drama
USA,R,8.67,Medium,Low,Action
USA,R,8.69,Medium,Low,Drama
USA,R,8.53,Medium,Low,Drama
USA,R,6.03,Medium,Medium,Comedy
USA,R,5.97,Medium,Medium,Drama
USA,PG-13,6.49,Medium,Medium,Comedy
USA,PG-13,6.42,Medium,Medium,Drama
USA,R,5.99,Medium,Medium,Comedy
USA,R,6,Medium,Medium,Comedy
USA,PG,5.4,Low,Medium,Comedy
USA,PG-13,7.09,Low,Medium,Sci-Fi
USA,PG-13,7.09,Low,Medium,Comedy
USA,PG-13,7.14,Low,Medium,Comedy
USA,PG-13,7.13,Low,Medium,Comedy
USA,PG,7.03,Medium,Medium,Comedy
USA,PG,7,Medium,Medium,Comedy
USA,PG,6.92,Medium,Medium,Comedy
USA,R,7.65,Medium,Medium,Comedy
USA,R,8.22,Medium,Medium,Comedy
USA,R,8.34,Medium,Medium,History
USA,R,8.26,Medium,Medium,Comedy
USA,PG-13,6.09,Medium,Medium,Comedy
France,R,5.01,Medium,Medium,Drama
France,R,5.01,Medium,Medium,Comedy
France,R,5.05,Medium,Medium,Action
France,R,5.02,Medium,Medium,Drama
France,R,5.17,Medium,Medium,Comedy
USA,R,7.33,Medium,Medium,Sci-Fi
USA,R,7.34,Medium,Medium,Drama
USA,R,7.36,Medium,Medium,Action
USA,G,6.48,Medium,Medium,Drama
USA,G,6.42,Medium,Medium,Sci-Fi
USA,G,6.54,Medium,Medium,Comedy
USA,G,6.49,Medium,Medium,Comedy
USA,PG-13,6.71,Medium,Medium,Comedy
USA,PG-13,6.62,Medium,Medium,Drama
USA,PG-13,6.6,Medium,Medium,Comedy
Hong Kong,R,7.89,Medium,Medium,Action
Hong Kong,R,7.97,Medium,Medium,Comedy
Hong Kong,R,7.82,Medium,Medium,Sci-Fi
Hong Kong,R,7.88,Medium,Medium,Comedy
USA,G,4.02,Medium,Medium,Comedy
USA,G,4.11,Medium,Medium,Comedy
USA,G,4.17,Medium,Medium,Comedy
USA,G,4.19,Medium,Medium,Comedy
USA,PG-13,7.77,Medium,Medium,Comedy
USA,R,7.85,Medium,Medium,Comedy
USA,PG-13,5.81,Medium,Medium,Action
USA,PG-13,5.87,Medium,Medium,Comedy
USA,PG-13,5.86,Medium,Medium,Action
USA,PG-13,5.96,Medium,Medium,Comedy
USA,PG-13,5.2,High,Medium,Sci-Fi
USA,PG-13,5.34,High,Medium,Drama
USA,PG-13,5.4,High,Medium,Comedy
USA,PG-13,5.7,Medium,Medium,Comedy
USA,PG-13,5.76,Medium,Medium,Drama
USA,PG-13,5.48,Medium,Medium,Drama
USA,PG-13,5.31,Medium,Medium,Comedy
USA,R,7.53,Medium,Low,Action
USA,R,8.43,Medium,Low,History
USA,R,8.48,Medium,Low,History
USA,G,6.69,Low,Medium,Comedy
USA,G,6.72,Low,Medium,Comedy
USA,G,6.69,Low,Medium,History
USA,PG-13,6.27,Low,Medium,Action
USA,PG-13,6.26,Low,Medium,Comedy
USA,PG-13,6.2,Low,Medium,Drama
USA,PG-13,6.33,Low,Medium,Action
USA,PG-13,1.98,Medium,Medium,Comedy
USA,PG-13,5.86,Medium,Medium,Action
USA,PG-13,5.72,Medium,Medium,Comedy
USA,PG-13,5.88,Medium,Medium,Action
USA,PG,6.64,Medium,Medium,Action
USA,PG,6.74,Medium,Medium,Comedy
USA,PG,6.63,Medium,Medium,Comedy
USA,PG,6.71,Medium,Medium,Action
USA,R,6.06,Medium,Medium,Comedy
USA,R,6.01,Medium,Medium,Drama
France,PG-13,6.28,Medium,Medium,Comedy
France,PG-13,6.25,Medium,Medium,Comedy
France,PG-13,6.28,Medium,Medium,Comedy
France,PG-13,6.13,Medium,Medium,Action
USA,PG-13,4.9,Medium,Medium,Comedy
USA,R,6.4,Medium,Medium,Action
USA,R,6.26,Medium,Medium,Comedy
USA,R,6.3,Medium,Medium,Comedy
USA,R,6.35,Medium,Medium,Action
USA,R,7.61,Medium,Medium,Comedy
USA,R,7.54,Medium,Medium,Action
USA,PG,6.42,Medium,Medium,Comedy
USA,PG,6.3,Medium,Medium,History
USA,PG,6.39,Medium,Medium,Comedy
UK,R,7.17,Medium,Medium,Drama
UK,R,7.27,Medium,Medium,Drama
UK,R,7.15,Medium,Medium,Action
UK,R,7.3,Medium,Medium,History
UK,R,7.11,Medium,Medium,Comedy
USA,R,6.61,Medium,Medium,Comedy
USA,R,6.74,Medium,Medium,Comedy
USA,R,6.11,Medium,Medium,Comedy
USA,R,6.27,Medium,Medium,History
USA,R,6.26,Medium,Medium,Action
USA,R,6.29,Medium,Medium,Comedy
USA,PG-13,6.71,Medium,Medium,Comedy
USA,PG-13,6.83,Medium,Medium,Sci-Fi
USA,PG-13,6.83,Medium,Medium,Drama
USA,PG-13,6.89,Medium,Medium,Comedy
USA,PG-13,5.77,Medium,Medium,Action
USA,PG-13,5.71,Medium,Medium,Action
USA,PG-13,5.61,Medium,Medium,Comedy
UK,R,7.39,Medium,Medium,Drama
UK,R,7.26,Medium,Medium,Comedy
UK,R,7.32,Medium,Medium,Drama
UK,R,7.33,Medium,Medium,Sci-Fi
USA,PG,4.48,Medium,Medium,Comedy
USA,PG,4.36,Medium,Medium,Comedy
USA,PG,4.31,Medium,Medium,Comedy
UK,PG-13,6.42,Medium,Medium,Comedy
UK,R,7.12,Medium,Medium,Comedy
UK,R,7.26,Medium,Medium,Comedy
UK,R,7.12,Medium,Medium,History
UK,R,7.17,Medium,Medium,Comedy
USA,R,6.38,Medium,Medium,Action
USA,R,6.35,Medium,Medium,Action
USA,R,6.33,Medium,Medium,Comedy
USA,R,6.39,Medium,Medium,Comedy
USA,R,7.56,Medium,Medium,Comedy
Australia,PG-13,6.15,Medium,Medium,Comedy
Australia,PG-13,6.25,Medium,Medium,Drama
USA,R,6.63,Medium,Medium,Comedy
USA,R,6.66,Medium,Medium,Comedy
USA,PG-13,6.08,Medium,Medium,Comedy
USA,PG-13,6.09,Medium,Medium,Action
USA,R,6.87,Low,Medium,Drama
USA,R,6.99,Low,Medium,Comedy
USA,R,6.83,Low,Medium,Comedy
USA,R,8.5,Low,Low,History
USA,R,6.85,Low,Medium,Action
USA,R,6.82,Low,Medium,Comedy
USA,R,6.89,Low,Medium,Action
USA,PG-13,7.3,Low,Medium,Comedy
USA,PG-13,7.25,Low,Medium,Comedy
Germany,PG,2.04,Low,Medium,Comedy
Germany,PG,2.03,Low,Medium,Comedy
Germany,PG,1.97,Low,Medium,Comedy
Germany,PG-13,5.55,Low,Medium,Comedy
Germany,PG-13,5.69,Low,Medium,Action
Germany,PG-13,5.52,Low,Medium,Comedy
USA,PG-13,4.69,Low,Medium,Comedy
USA,PG-13,4.6,Low,Medium,Action
USA,PG-13,4.58,Low,Medium,Comedy
USA,PG-13,6.47,Low,Medium,Action
USA,PG-13,6.33,Low,Medium,Comedy
USA,PG-13,6.46,Low,Medium,Comedy
USA,G,7.14,Low,Medium,Comedy
USA,G,7.05,Low,Medium,Comedy
USA,G,7,Low,Medium,Comedy
USA,G,7.14,Low,Medium,Drama
USA,G,7.17,Low,Medium,Comedy
USA,R,6.87,Low,Medium,Drama
USA,R,6.76,Low,Medium,Action
USA,R,6.83,Low,Medium,Comedy
USA,R,6.82,Low,Medium,Comedy
USA,R,6.87,Low,Medium,Drama
USA,G,2.97,Low,Medium,Comedy
USA,G,2.92,Low,Medium,Comedy
USA,G,2.81,Low,Medium,Comedy
USA,G,2.85,Low,Medium,Sci-Fi
USA,G,2.83,Low,Medium,Comedy
USA,PG-13,5.2,Low,Medium,Comedy
USA,PG-13,5.01,Low,Medium,Comedy
USA,PG-13,4.48,Low,Medium,Sci-Fi
USA,PG-13,4.44,Low,Medium,Comedy
Russia,R,5.73,Low,Medium,Comedy
Russia,R,5.66,Low,Medium,Action
Russia,R,5.78,Low,Medium,Comedy
Russia,R,5.68,Low,Medium,Action
Canada,PG-13,6.23,Low,Medium,Action
Canada,PG-13,6.3,Low,Medium,Drama
Canada,PG-13,6.3,Low,Medium,Comedy
Canada,PG-13,6.24,Low,Medium,Comedy
USA,R,5.45,Low,Medium,Comedy
USA,R,5.42,Low,Medium,Comedy
UK,R,7.54,Low,Medium,Comedy
UK,R,7.5,Low,Medium,History
UK,R,7.45,Low,Medium,Comedy
UK,R,7.58,Low,Medium,Comedy
UK,R,7.53,Low,Medium,Comedy
UK,R,7.59,Low,Medium,Comedy
Mexico,PG-13,7.4,Low,Medium,History
Mexico,PG-13,7.4,Low,Medium,Comedy
UK,R,6.52,Low,Medium,History
UK,R,6.6,Low,Medium,Action
UK,R,6.64,Low,Medium,Comedy
USA,R,8.11,Low,Low,History
USA,R,7.27,Low,Low,Action
USA,R,8.04,Low,Low,History
USA,R,7.24,Low,Low,Drama
USA,R,8.15,Low,Low,History
USA,PG,7.36,Low,Medium,History
USA,PG,7.32,Low,Medium,History
USA,PG,7.36,Low,Medium,Comedy
Canada,R,2.32,Low,Medium,Drama
Canada,R,2.38,Low,Medium,Comedy
USA,PG,6.41,Low,Medium,Comedy
USA,PG,6.6,Low,Medium,Comedy
USA,PG,6.56,Low,Medium,Comedy
USA,PG,6.54,Low,Medium,Drama
USA,PG,6.58,Low,Medium,Comedy
USA,R,6.1,Low,Medium,Drama
USA,R,6.28,Low,Medium,Comedy
USA,R,6.21,Low,Medium,Drama
USA,R,6.22,Low,Medium,Action
USA,R,7.18,Low,Medium,Comedy
USA,R,7.08,Low,Medium,Action
USA,R,7.13,Low,Medium,Action
USA,R,7.07,Low,Medium,Comedy
Canada,R,6.66,Low,Medium,Drama
Canada,R,6.51,Low,Medium,Comedy
Canada,R,6.64,Low,Medium,Comedy
Canada,R,6.65,Low,Medium,History
USA,PG-13,7.1,Low,Medium,History
USA,PG-13,7.14,Low,Medium,Comedy
USA,R,7.05,Low,Medium,History
USA,R,7.15,Low,Medium,Comedy
USA,R,7.19,Low,Medium,Comedy
USA,PG-13,4.93,Low,Medium,Comedy
USA,PG-13,5.09,Low,Medium,Action
USA,PG-13,7.06,Low,Medium,Comedy
USA,PG-13,6.91,Low,Medium,Drama
USA,PG-13,7.09,Low,Medium,Comedy
USA,PG-13,6.94,Low,Medium,Comedy
USA,R,7.7,Low,Medium,Comedy
USA,R,7.58,Low,Medium,Comedy
USA,R,7.5,Low,Medium,Drama
Japan,PG-13,8.48,Low,High,Sci-Fi
Japan,PG-13,7.87,Low,High,Family
Japan,PG-13,7.76,Low,High,Family
France,PG-13,6.95,Low,Medium,Comedy
France,PG-13,7.07,Low,Medium,History
France,PG-13,7.02,Low,Medium,Comedy
France,PG-13,6.96,Low,Medium,Action
France,PG-13,6.92,Low,Medium,Drama
France,PG-13,7.02,Low,Medium,Drama
USA,PG,4.57,Low,Medium,Comedy
USA,PG,4.64,Low,Medium,History
USA,PG,4.66,Low,Medium,Comedy
Australia,R,8.34,Low,Low,History
Australia,R,7.45,Low,Low,Action
Australia,R,7.59,Low,Low,Action
USA,PG,7,Low,Medium,History
USA,PG,7.13,Low,Medium,History
USA,PG,7.2,Low,Medium,Comedy
USA,R,2.91,Low,Medium,Comedy
USA,R,2.94,Low,Medium,Comedy
USA,R,7.61,Low,Medium,Action
USA,R,7.52,Low,Medium,Comedy
USA,R,7.6,Low,Medium,Comedy
USA,R,7.52,Low,Medium,Comedy
Australia,R,7.21,Low,Medium,Comedy
Australia,R,7.19,Low,Medium,History
USA,R,6.53,Low,Medium,Action
USA,R,6.54,Low,Medium,Comedy
USA,R,6.49,Low,Medium,Action
USA,R,6.49,Low,Medium,Drama
USA,G,6.82,Low,Medium,Comedy
USA,G,6.87,Low,Medium,Sci-Fi
USA,G,6.87,Low,Medium,Comedy
USA,G,6.83,Low,Medium,Comedy
USA,R,5.32,Low,Medium,Comedy
USA,R,5.42,Low,Medium,Drama
Japan,PG-13,7.08,Low,High,Action
Japan,PG-13,6.38,Low,High,Family
Japan,PG-13,6.39,Low,High,Family
Japan,PG-13,6.39,Low,High,Family
Japan,PG-13,6.3,Low,High,Family
Japan,PG-13,6.3,Low,High,Family
USA,PG,6.34,Low,Medium,Comedy
USA,PG,6.25,Low,Medium,Comedy
USA,PG,6.2,Low,Medium,History
USA,R,6.43,Low,Low,Action
USA,R,6.33,Low,Low,Drama
USA,R,6.41,Low,Low,Action
USA,R,7.26,Low,Low,History
USA,R,6.39,Low,Low,Drama
USA,R,6.44,Low,Medium,Comedy
USA,R,6.45,Low,Medium,Comedy
USA,R,6.52,Low,Medium,Comedy
USA,R,6.47,Low,Medium,Drama
USA,R,6.45,Low,Medium,Comedy
Hong Kong,PG,7.41,Low,Low,History
Hong Kong,PG,7.51,Low,Low,History
Hong Kong,PG,7.56,Low,Low,History
USA,PG-13,5.13,Low,Medium,Drama
USA,PG-13,5.16,Low,Medium,Comedy
USA,PG-13,5.28,Low,Medium,Sci-Fi
USA,PG-13,5.26,Low,Medium,Comedy
USA,PG-13,5.2,Low,Medium,Action
USA,PG-13,5.26,Low,Medium,Drama
USA,R,5.54,Low,Medium,Action
USA,R,5.61,Low,Medium,Comedy
USA,R,5.54,Low,Medium,Drama
USA,PG-13,5.45,Low,Medium,Drama
USA,PG-13,5.46,Low,Medium,Sci-Fi
USA,PG-13,5.57,Low,Medium,Comedy
USA,PG-13,5.55,Low,Medium,Comedy
Spain,R,5.79,Low,Low,Drama
Spain,R,5.89,Low,Low,Action
Spain,R,6.64,Low,Low,History
Spain,R,5.75,Low,Low,Action
China,R,6.31,Low,Medium,Comedy
China,R,6.37,Low,Medium,Comedy
China,R,6.32,Low,Medium,Comedy
China,R,6.28,Low,Medium,History
UK,R,6.73,Low,Medium,Action
UK,R,6.83,Low,Medium,Action
UK,R,6.73,Low,Medium,Comedy
South Africa,G,5.91,Low,Medium,Comedy
South Africa,G,5.84,Low,Medium,Comedy
South Africa,G,5.89,Low,Medium,Comedy
South Africa,G,5.82,Low,Medium,Comedy
USA,PG,4.81,Low,Medium,Comedy
Panama,R,7.37,Low,Medium,History
Panama,R,7.33,Low,Medium,Comedy
Panama,R,7.31,Low,Medium,Comedy
Panama,R,7.27,Low,Medium,History
USA,PG-13,5.75,Low,Medium,Comedy
USA,PG-13,5.69,Low,Medium,Action
USA,PG-13,5.62,Low,Medium,Action
USA,R,6.45,Low,Medium,Comedy
USA,R,6.55,Low,Medium,Action
USA,R,6.45,Low,Medium,Drama
USA,R,6.44,Low,Medium,Action
China,PG-13,7.56,Low,Medium,Comedy
China,PG-13,7.56,Low,Medium,Drama
Germany,R,7.52,Low,Medium,History
Germany,R,7.54,Low,Medium,Comedy
Germany,R,7.51,Low,Medium,Comedy
Germany,R,7.57,Low,Medium,Action
USA,PG-13,8.03,High,Medium,Comedy
USA,PG-13,8.09,High,Medium,Action
USA,PG-13,8.07,High,Medium,Comedy
USA,R,5.78,High,Medium,Comedy
USA,R,6.85,High,Medium,Comedy
USA,R,6.92,High,Medium,Action
USA,R,6.89,High,Medium,Drama
USA,R,6.83,High,Medium,Action
USA,PG,5.97,Medium,Medium,Drama
USA,PG,6.05,Medium,Medium,Comedy
USA,PG,5.97,Medium,Medium,Comedy
USA,R,7.25,High,Medium,Drama
USA,R,7.26,High,Medium,Drama
USA,R,5.6,Medium,Medium,Drama
USA,R,8.49,Low,Medium,Drama
USA,R,8.54,Low,Medium,Comedy
USA,PG,8.53,High,Medium,Comedy
USA,PG,8.64,High,Medium,Comedy
USA,PG,8.55,High,Medium,Comedy
USA,R,5.77,Medium,Medium,Action
USA,R,5.75,Medium,Medium,Drama
USA,R,5.68,Medium,Medium,Drama
USA,PG-13,4.19,Medium,Medium,Comedy
USA,PG-13,4.12,Medium,Medium,Comedy
USA,PG-13,6.13,Medium,Medium,Comedy
USA,PG-13,6.2,Medium,Medium,Drama
USA,PG-13,6.11,Medium,Medium,Comedy
USA,PG-13,5.44,Medium,Medium,Drama
USA,PG-13,5.46,Medium,Medium,Comedy
Belgium,R,7.11,Low,Medium,History
Belgium,R,7.29,Low,Medium,Action
Belgium,R,7.22,Low,Medium,Comedy
UK,G,3.65,Medium,Medium,Comedy
UK,G,3.67,Medium,Medium,Comedy
UK,G,3.61,Medium,Medium,Comedy
UK,G,3.62,Medium,Medium,Sci-Fi
UK,G,3.8,Medium,Medium,Comedy
USA,R,6.53,Medium,Medium,Action
USA,R,6.64,Medium,Medium,Drama
Japan,PG,8.74,Medium,Medium,Comedy
Japan,PG,8.68,Medium,Medium,Comedy
Japan,PG,8.68,Medium,Medium,Sci-Fi
Japan,PG,8.6,Medium,Medium,Comedy
UK,PG,7.19,Low,Medium,Comedy
UK,PG,7.03,Low,Medium,Comedy
UK,PG,7.12,Low,Medium,Comedy
UK,PG,7.13,Low,Medium,Comedy
UK,PG,7.1,Low,Medium,Drama
USA,PG-13,7.67,Medium,Medium,History
USA,PG-13,7.78,Medium,Medium,Comedy
USA,R,6.68,Low,Medium,Drama
USA,R,6.66,Low,Medium,Comedy
USA,R,6.51,Low,Medium,Comedy
USA,PG,6.56,Low,Medium,Comedy
USA,PG,6.45,Low,Medium,Drama
USA,R,6.43,Low,Medium,Drama
USA,R,6.32,Low,Medium,Comedy
USA,R,6.37,Low,Medium,Comedy
USA,PG,7.44,Low,Low,History
USA,G,5.81,Low,Medium,Comedy
USA,G,5.85,Low,Medium,Sci-Fi
USA,G,5.74,Low,Medium,Comedy
France,R,6.45,Low,Medium,Comedy
France,R,6.39,Low,Medium,Action
France,R,6.31,Low,Medium,Action
France,R,6.33,Low,Medium,Comedy
USA,R,8.77,Low,Low,History
USA,R,6.06,High,Medium,Action
USA,R,6,High,Medium,Drama
USA,R,6.01,High,Medium,Drama
USA,R,6.18,High,Medium,Comedy
USA,R,7.78,Medium,Medium,Comedy
USA,R,7.71,Medium,Medium,Comedy
Canada,R,6.22,Medium,Medium,Drama
China,PG-13,6.66,Low,Low,History
USA,R,7.89,Medium,Medium,Comedy
USA,R,7.84,Medium,Medium,Comedy
USA,R,7.74,Medium,Medium,Comedy
USA,PG-13,6.52,Medium,Medium,Drama
USA,PG-13,6.41,Medium,Medium,Sci-Fi
USA,PG-13,6.57,Medium,Medium,Comedy
USA,R,6.51,High,Medium,Comedy
USA,PG-13,6.95,High,Medium,Comedy
USA,PG-13,7.05,High,Medium,Sci-Fi
USA,PG-13,6.98,High,Medium,Action
USA,PG-13,7.04,High,Medium,Comedy
USA,PG,7.49,High,Medium,Sci-Fi
USA,PG,7.41,High,Medium,Comedy
USA,PG,7.45,High,Medium,Comedy
USA,PG,7.49,High,Medium,Drama
USA,PG,7.38,High,Medium,Comedy
USA,R,7.41,High,Medium,Comedy
USA,PG-13,6.22,High,Medium,Drama
USA,PG-13,6.25,High,Medium,Comedy
USA,PG,6.67,High,Medium,Comedy
USA,PG,6.74,High,Medium,Comedy
USA,PG,6.63,High,Medium,Comedy
USA,PG-13,6.7,High,Medium,Drama
USA,PG-13,6.84,High,Medium,Comedy
USA,PG-13,6.82,High,Medium,Action
USA,R,5.83,High,Medium,Drama
USA,R,5.86,High,Medium,Comedy
USA,PG-13,3.11,Medium,Medium,Comedy
USA,PG-13,3.22,Medium,Medium,Comedy
USA,PG-13,3.28,Medium,Medium,Drama
USA,PG-13,3.11,Medium,Medium,Sci-Fi
USA,PG-13,3.13,Medium,Medium,Action
USA,PG-13,6.48,Low,Medium,Drama
USA,PG-13,6.41,Low,Medium,Comedy
USA,PG-13,6.47,Low,Medium,Comedy
USA,PG-13,5.84,High,Medium,Comedy
USA,PG-13,5.75,High,Medium,Comedy
USA,R,7.11,High,Medium,Action
USA,R,7.2,High,Medium,Comedy
USA,R,7.12,High,Medium,Comedy
USA,PG-13,7.01,Medium,Medium,Comedy
USA,PG-13,7.06,Medium,Medium,Action
USA,PG-13,6.29,High,Medium,Drama
USA,PG-13,6.19,High,Medium,Comedy
USA,PG-13,6.15,High,Medium,Comedy
USA,PG,6.68,Medium,Medium,Comedy
USA,PG,6.66,Medium,Medium,Comedy
USA,R,7.89,High,Medium,Drama
USA,R,7.87,High,Medium,Comedy
USA,R,7.98,High,Medium,Comedy
USA,R,8.48,Medium,Medium,Comedy
USA,R,8.45,Medium,Medium,Comedy
USA,R,8.49,Medium,Medium,Comedy
