Party,Music,Host,WasThere,WasNotThere,CaloriesDanc
Fun,HipHop,Alex,Billy,Angela,322
ItwasOK,Classical,Janek,Billy,Manny,130
Boring,Rock,Xi,Janusz,Joe,167
ItwasOK,HipHop,Xi,Qiong,Manny,349
Fun,HipHop,Katya,Billy,Angela,490
Fun,Techno,Janek,Janusz,Vladimir,403
Boring,Techno,Janek,Ada,Angela,495
Fun,Classical,Janek,Janusz,Angela,159
Fun,HipHop,Janek,Billy,Vladimir,203
Fun,Techno,Sonya,Janusz,Manny,404
Fun,None,Sonya,Ada,Manny,247
Boring,HipHop,Xi,Billy,Manny,265
Boring,Classical,Sonya,Ada,Manny,62
Fun,None,Sonya,Billy,Vladimir,391
Boring,None,Alex,Ada,Joe,111
Fun,Rock,Janek,Eva,Vladimir,184
Fun,Rock,Alex,Janusz,Vladimir,196
Fun,None,Katya,Qiong,Vladimir,404
Boring,Rock,Katya,Ada,Angela,486
Fun,None,Sonya,Qiong,Vladimir,166
Fun,HipHop,Janek,Billy,Manny,469
Boring,Rock,Xi,Eva,Joe,160
Boring,Classical,Katya,Janusz,Manny,189
Fun,None,Janek,Ada,Vladimir,411
Fun,Techno,Katya,Qiong,Joe,53
Fun,None,Alex,Billy,Manny,140
Boring,Techno,Katya,Qiong,Manny,328
Fun,Classical,Katya,Qiong,Vladimir,388
Boring,HipHop,Janek,Eva,Vladimir,481
Fun,None,Alex,Janusz,Vladimir,367
Fun,None,Alex,Janusz,Manny,368
Boring,Classical,Sonya,Billy,Manny,258
Boring,Classical,Janek,Billy,Joe,212
Boring,Classical,Xi,Qiong,Joe,458
Fun,HipHop,Janek,Billy,Manny,26
Boring,Classical,Sonya,Qiong,Manny,128
Fun,None,Katya,Billy,Vladimir,434
Boring,None,Katya,Qiong,Joe,393
Fun,Classical,Xi,Eva,Vladimir,419
Fun,None,Sonya,Ada,Vladimir,169
ItwasOK,Rock,Janek,Billy,Manny,465
Fun,HipHop,Sonya,Eva,Joe,262
ItwasOK,None,Alex,Billy,Joe,11
Boring,None,Janek,Janusz,Angela,483
ItwasOK,Techno,Janek,Eva,Joe,91
Fun,Rock,Sonya,Billy,Vladimir,240
Boring,Classical,Janek,Eva,Manny,196
Fun,None,Xi,Eva,Vladimir,11
Fun,Techno,Sonya,Billy,Vladimir,490
ItwasOK,Classical,Katya,Janusz,Joe,273
Fun,Techno,Katya,Janusz,Joe,104
Fun,Techno,Sonya,Eva,Vladimir,280
Boring,HipHop,Xi,Janusz,Manny,319
Fun,Classical,Sonya,Billy,Vladimir,327
Fun,Classical,Sonya,Billy,Vladimir,410
Boring,Classical,Xi,Qiong,Joe,82
Fun,Techno,Alex,Billy,Vladimir,491
Fun,Rock,Sonya,Qiong,Joe,416
Fun,None,Alex,Janusz,Vladimir,187
ItwasOK,None,Sonya,Eva,Joe,199
Boring,Rock,Janek,Billy,Angela,460
Boring,Techno,Janek,Ada,Manny,319
Fun,None,Alex,Eva,Manny,388
Boring,Classical,Xi,Janusz,Angela,443
Boring,Techno,Alex,Billy,Angela,306
Fun,HipHop,Janek,Janusz,Manny,249
Boring,HipHop,Alex,Billy,Vladimir,341
Fun,Classical,Alex,Janusz,Joe,302
Boring,Classical,Janek,Janusz,Angela,119
Boring,Techno,Janek,Janusz,Angela,48
Fun,Rock,Katya,Ada,Joe,34
Boring,Classical,Alex,Ada,Joe,113
Fun,HipHop,Sonya,Eva,Manny,285
ItwasOK,Techno,Katya,Billy,Joe,389
Boring,None,Xi,Qiong,Manny,487
Fun,None,Janek,Eva,Vladimir,306
Boring,Rock,Alex,Qiong,Angela,499
Boring,None,Alex,Ada,Angela,202
Boring,Techno,Xi,Billy,Manny,198
Boring,Techno,Katya,Billy,Joe,426
Fun,Techno,Xi,Billy,Vladimir,236
Boring,Techno,Sonya,Ada,Angela,179
Boring,HipHop,Xi,Janusz,Joe,464
Boring,Techno,Xi,Billy,Manny,439
Boring,None,Alex,Qiong,Manny,230
Boring,None,Xi,Janusz,Joe,209
Fun,Rock,Katya,Qiong,Vladimir,79
Boring,Techno,Katya,Qiong,Angela,398
ItwasOK,Rock,Janek,Qiong,Joe,480
Fun,Classical,Janek,Qiong,Vladimir,4
Fun,Techno,Katya,Qiong,Manny,256
Boring,Techno,Katya,Janusz,Manny,256
Boring,Classical,Sonya,Billy,Joe,20
Fun,HipHop,Katya,Billy,Vladimir,439
ItwasOK,Techno,Janek,Billy,Manny,60
Boring,Classical,Sonya,Janusz,Angela,152
Boring,Rock,Katya,Qiong,Angela,111
Fun,HipHop,Sonya,Billy,Angela,235
Boring,Classical,Xi,Billy,Angela,463
Fun,Techno,Janek,Janusz,Vladimir,72
Boring,Classical,Alex,Qiong,Joe,13
Boring,Rock,Alex,Qiong,Angela,296
Fun,Classical,Janek,Billy,Manny,452
Fun,Techno,Alex,Eva,Vladimir,168
Boring,HipHop,Janek,Ada,Joe,146
Fun,Classical,Janek,Ada,Manny,289
Boring,Techno,Xi,Ada,Manny,201
ItwasOK,Classical,Sonya,Billy,Joe,275
Boring,Techno,Katya,Eva,Joe,10
Boring,Rock,Xi,Janusz,Manny,277
Fun,None,Janek,Qiong,Joe,34
Boring,None,Katya,Qiong,Angela,344
ItwasOK,Techno,Katya,Qiong,Manny,460
Boring,Techno,Janek,Qiong,Manny,498
Boring,None,Xi,Qiong,Angela,420
Boring,Techno,Sonya,Ada,Joe,156
Boring,None,Sonya,Janusz,Angela,233
ItwasOK,Classical,Sonya,Janusz,Manny,107
Fun,None,Sonya,Qiong,Vladimir,207
ItwasOK,Rock,Janek,Eva,Manny,481
Fun,Rock,Alex,Qiong,Manny,271
Fun,HipHop,Alex,Billy,Vladimir,439
Fun,None,Katya,Eva,Vladimir,88
Fun,HipHop,Sonya,Janusz,Manny,377
Boring,Classical,Alex,Qiong,Joe,390
Boring,None,Alex,Eva,Manny,223
Fun,Classical,Katya,Eva,Vladimir,478
Boring,Techno,Sonya,Billy,Angela,488
ItwasOK,Rock,Alex,Ada,Angela,353
Fun,Classical,Janek,Ada,Vladimir,381
Fun,Rock,Katya,Qiong,Vladimir,417
Fun,Techno,Katya,Qiong,Vladimir,100
ItwasOK,Rock,Janek,Janusz,Joe,99
Boring,Classical,Xi,Billy,Manny,322
Boring,Rock,Sonya,Eva,Angela,275
Fun,Rock,Xi,Ada,Vladimir,74
Fun,Techno,Alex,Billy,Vladimir,53
Boring,HipHop,Katya,Janusz,Angela,194
Boring,Techno,Janek,Ada,Angela,299
Boring,Rock,Xi,Janusz,Manny,33
Boring,Rock,Xi,Janusz,Angela,483
Fun,None,Janek,Ada,Manny,484
Fun,Classical,Janek,Qiong,Vladimir,260
Fun,Techno,Janek,Billy,Manny,5
Boring,Techno,Xi,Janusz,Angela,153
Fun,Classical,Sonya,Billy,Manny,438
Fun,Rock,Xi,Billy,Vladimir,71
Fun,Rock,Alex,Eva,Vladimir,170
Boring,Rock,Janek,Eva,Angela,344
Boring,Classical,Janek,Janusz,Angela,24
Boring,Rock,Katya,Janusz,Angela,338
Boring,Classical,Janek,Ada,Angela,224
Fun,HipHop,Katya,Ada,Vladimir,181
Boring,None,Sonya,Ada,Angela,374
Fun,None,Xi,Janusz,Vladimir,496
Boring,Rock,Katya,Ada,Angela,6
Fun,None,Janek,Janusz,Vladimir,432
Boring,Rock,Katya,Janusz,Angela,408
Fun,HipHop,Alex,Eva,Vladimir,468
Boring,None,Janek,Billy,Angela,16
Fun,Techno,Sonya,Qiong,Vladimir,245
Fun,Techno,Sonya,Qiong,Joe,10
Fun,Rock,Janek,Janusz,Vladimir,435
ItwasOK,None,Sonya,Billy,Joe,422
Fun,None,Katya,Billy,Vladimir,130
Boring,Techno,Alex,Janusz,Joe,283
Boring,HipHop,Xi,Janusz,Joe,495
Boring,None,Alex,Ada,Angela,335
Boring,Techno,Sonya,Billy,Angela,152
ItwasOK,HipHop,Sonya,Qiong,Manny,36
ItwasOK,None,Katya,Billy,Joe,8
ItwasOK,None,Sonya,Eva,Joe,366
ItwasOK,Classical,Janek,Ada,Manny,23
Boring,None,Katya,Eva,Joe,449
Boring,None,Janek,Qiong,Angela,69
Boring,Rock,Janek,Qiong,Manny,204
Fun,None,Alex,Janusz,Vladimir,96
Boring,Classical,Janek,Eva,Angela,135
Fun,Techno,Janek,Qiong,Vladimir,156
Fun,None,Alex,Billy,Manny,358
Boring,Classical,Katya,Ada,Angela,462
Fun,HipHop,Alex,Eva,Vladimir,206
Fun,Techno,Alex,Janusz,Joe,121
Fun,HipHop,Janek,Eva,Manny,227
Boring,Rock,Alex,Janusz,Angela,221
ItwasOK,None,Alex,Billy,Manny,260
Boring,Rock,Xi,Billy,Joe,213
Boring,Classical,Alex,Ada,Angela,65
Fun,HipHop,Katya,Ada,Vladimir,322
Boring,Classical,Katya,Billy,Angela,408
Fun,Techno,Katya,Ada,Joe,156
Boring,Classical,Alex,Billy,Angela,235
Boring,Classical,Katya,Ada,Angela,293
Fun,Techno,Janek,Eva,Vladimir,417
Boring,Rock,Alex,Eva,Manny,19
Fun,None,Alex,Qiong,Vladimir,142
ItwasOK,Techno,Sonya,Qiong,Joe,437
Boring,Rock,Xi,Eva,Joe,238
ItwasOK,Techno,Sonya,Ada,Joe,388
Fun,Techno,Janek,Ada,Joe,180
Fun,Rock,Janek,Eva,Vladimir,316
Fun,Techno,Alex,Billy,Vladimir,187
Fun,None,Sonya,Janusz,Vladimir,230
Boring,HipHop,Alex,Janusz,Manny,174
Boring,HipHop,Katya,Ada,Manny,5
Boring,None,Xi,Qiong,Manny,10
Fun,Classical,Sonya,Janusz,Manny,152
Fun,Techno,Katya,Qiong,Manny,18
Fun,HipHop,Janek,Qiong,Angela,484
Fun,Classical,Katya,Qiong,Vladimir,314
Boring,Classical,Janek,Janusz,Joe,71
Boring,HipHop,Alex,Qiong,Angela,200
ItwasOK,Rock,Janek,Qiong,Manny,418
ItwasOK,HipHop,Katya,Ada,Manny,81
Fun,Rock,Sonya,Ada,Vladimir,8
Boring,Techno,Janek,Qiong,Angela,203
Fun,HipHop,Alex,Eva,Manny,252
Boring,None,Sonya,Billy,Angela,83
Fun,Classical,Alex,Qiong,Vladimir,283
Boring,None,Xi,Janusz,Angela,298
Boring,None,Janek,Billy,Manny,425
Boring,Classical,Janek,Janusz,Joe,256
Boring,Techno,Xi,Ada,Manny,430
Fun,HipHop,Alex,Eva,Manny,247
ItwasOK,Rock,Sonya,Eva,Joe,195
Boring,Classical,Xi,Ada,Manny,431
ItwasOK,Techno,Alex,Ada,Manny,179
Boring,Techno,Xi,Ada,Joe,362
Boring,Rock,Alex,Janusz,Angela,103
Boring,Rock,Xi,Eva,Angela,409
ItwasOK,Rock,Janek,Billy,Joe,20
Boring,None,Xi,Eva,Angela,411
ItwasOK,None,Katya,Ada,Manny,149
Fun,HipHop,Katya,Janusz,Vladimir,313
Fun,HipHop,Sonya,Janusz,Vladimir,251
Fun,HipHop,Alex,Billy,Angela,442
ItwasOK,Techno,Sonya,Eva,Joe,82
Boring,Rock,Sonya,Ada,Angela,8
Fun,Classical,Alex,Janusz,Manny,35
Boring,HipHop,Xi,Eva,Manny,116
Fun,Techno,Janek,Ada,Vladimir,421
Boring,Classical,Janek,Janusz,Manny,482
Fun,Techno,Sonya,Billy,Manny,226
ItwasOK,Techno,Sonya,Billy,Joe,54
Fun,Classical,Alex,Janusz,Joe,418
Fun,Techno,Sonya,Eva,Vladimir,213
Boring,Techno,Alex,Billy,Joe,261
Fun,Classical,Sonya,Qiong,Joe,63
Fun,Techno,Sonya,Ada,Manny,218
Boring,None,Katya,Eva,Angela,393
Fun,HipHop,Katya,Ada,Manny,448
Fun,Techno,Xi,Billy,Vladimir,174
Boring,None,Sonya,Billy,Angela,348
Boring,Rock,Janek,Janusz,Joe,47
Fun,HipHop,Xi,Eva,Vladimir,180
Boring,None,Xi,Eva,Angela,385
ItwasOK,Techno,Janek,Billy,Manny,329
Fun,Rock,Katya,Ada,Manny,134
Fun,HipHop,Katya,Janusz,Manny,242
Fun,Classical,Xi,Ada,Angela,483
Boring,Techno,Sonya,Eva,Joe,257
Fun,Classical,Katya,Ada,Manny,301
Fun,Techno,Katya,Qiong,Vladimir,388
ItwasOK,None,Alex,Janusz,Manny,428
ItwasOK,HipHop,Sonya,Qiong,Manny,190
Fun,None,Xi,Ada,Vladimir,494
Fun,None,Sonya,Qiong,Manny,15
Boring,Techno,Katya,Billy,Angela,123
Boring,None,Xi,Qiong,Joe,329
Boring,Techno,Alex,Eva,Angela,45
Boring,None,Xi,Ada,Manny,212
Fun,Classical,Katya,Billy,Vladimir,117
Boring,Rock,Katya,Ada,Angela,146
ItwasOK,Techno,Janek,Billy,Manny,459
Fun,None,Sonya,Billy,Vladimir,232
Fun,Classical,Xi,Eva,Vladimir,489
Fun,None,Sonya,Ada,Vladimir,398
Fun,None,Alex,Eva,Manny,219
Boring,None,Sonya,Qiong,Manny,181
Fun,HipHop,Janek,Eva,Manny,304
Fun,Classical,Alex,Janusz,Manny,71
Boring,None,Xi,Eva,Joe,64
Boring,None,Janek,Janusz,Angela,166
Boring,Classical,Xi,Qiong,Manny,138
ItwasOK,HipHop,Xi,Eva,Joe,255
Boring,None,Alex,Eva,Angela,389
ItwasOK,Techno,Katya,Ada,Manny,485
Fun,Classical,Sonya,Eva,Manny,227
Boring,Rock,Katya,Billy,Manny,498
Fun,None,Katya,Qiong,Manny,334
Boring,None,Alex,Billy,Angela,278
Fun,HipHop,Alex,Billy,Vladimir,92
Boring,Techno,Alex,Eva,Angela,40
Boring,Classical,Katya,Qiong,Angela,194
ItwasOK,Rock,Alex,Janusz,Joe,111
Boring,Classical,Katya,Eva,Angela,398
Fun,HipHop,Katya,Janusz,Joe,493
Fun,None,Janek,Ada,Joe,173
ItwasOK,None,Alex,Qiong,Joe,23
Boring,HipHop,Xi,Janusz,Manny,218
Fun,Classical,Xi,Billy,Vladimir,426
ItwasOK,Rock,Janek,Janusz,Joe,215
Boring,HipHop,Katya,Eva,Angela,11
Fun,None,Xi,Billy,Vladimir,485
Fun,None,Janek,Ada,Vladimir,419
Boring,Classical,Xi,Eva,Manny,424
Boring,Rock,Janek,Billy,Joe,208
Boring,Classical,Xi,Janusz,Vladimir,27
Boring,None,Janek,Janusz,Angela,482
Fun,Classical,Katya,Janusz,Vladimir,243
ItwasOK,Rock,Alex,Billy,Joe,38
Boring,None,Katya,Ada,Angela,449
Boring,None,Katya,Qiong,Joe,436
Boring,HipHop,Xi,Qiong,Angela,396
ItwasOK,Techno,Katya,Billy,Joe,190
ItwasOK,Rock,Alex,Janusz,Manny,403
Boring,None,Sonya,Eva,Angela,359
Fun,HipHop,Alex,Eva,Angela,345
Fun,Techno,Janek,Janusz,Manny,465
Fun,HipHop,Xi,Billy,Vladimir,125
Fun,Rock,Sonya,Eva,Vladimir,494
Boring,HipHop,Katya,Billy,Angela,121
Boring,HipHop,Xi,Qiong,Angela,107
Fun,Techno,Sonya,Ada,Vladimir,31
Boring,Classical,Alex,Janusz,Angela,148
Boring,Techno,Katya,Janusz,Joe,51
Fun,HipHop,Katya,Janusz,Vladimir,6
Fun,HipHop,Alex,Janusz,Manny,11
Fun,HipHop,Xi,Ada,Vladimir,25
ItwasOK,Techno,Janek,Janusz,Manny,30
Fun,HipHop,Janek,Janusz,Angela,314
Boring,HipHop,Xi,Janusz,Joe,422
Boring,Rock,Katya,Billy,Manny,422
Fun,Techno,Xi,Ada,Vladimir,212
Fun,HipHop,Katya,Billy,Joe,349
Fun,None,Katya,Eva,Vladimir,293
Boring,None,Xi,Qiong,Joe,1
Fun,HipHop,Alex,Eva,Angela,343
Fun,Rock,Xi,Ada,Vladimir,496
Fun,HipHop,Janek,Qiong,Joe,413
ItwasOK,HipHop,Janek,Ada,Joe,156
ItwasOK,Rock,Alex,Qiong,Manny,443
Boring,Techno,Janek,Janusz,Angela,241
Boring,None,Janek,Janusz,Manny,83
ItwasOK,Classical,Xi,Ada,Vladimir,215
Fun,None,Janek,Ada,Vladimir,376
Fun,HipHop,Alex,Janusz,Angela,490
ItwasOK,None,Sonya,Ada,Joe,91
Fun,Rock,Alex,Janusz,Vladimir,50
ItwasOK,Classical,Sonya,Billy,Manny,65
ItwasOK,None,Katya,Ada,Joe,394
ItwasOK,Rock,Sonya,Billy,Manny,175
Fun,Rock,Alex,Janusz,Vladimir,177
Fun,Rock,Sonya,Billy,Joe,99
Boring,Rock,Sonya,Ada,Angela,123
Fun,Techno,Xi,Qiong,Vladimir,334
Boring,None,Alex,Ada,Angela,414
Fun,Techno,Alex,Eva,Joe,368
Boring,Rock,Sonya,Ada,Angela,190
Boring,None,Janek,Billy,Joe,208
Boring,Classical,Xi,Janusz,Manny,80
Boring,Techno,Alex,Eva,Joe,152
Fun,HipHop,Alex,Janusz,Joe,12
Fun,Rock,Janek,Qiong,Joe,446
Boring,Classical,Xi,Ada,Angela,22
Boring,Classical,Xi,Qiong,Joe,312
Fun,Techno,Xi,Eva,Vladimir,422
Boring,Techno,Katya,Ada,Angela,404
Fun,HipHop,Katya,Eva,Joe,289
Fun,Classical,Sonya,Janusz,Manny,319
ItwasOK,Techno,Katya,Ada,Manny,453
Fun,Techno,Sonya,Qiong,Vladimir,181
Fun,HipHop,Sonya,Qiong,Joe,331
Boring,Rock,Xi,Billy,Joe,89
Fun,None,Sonya,Ada,Manny,368
Fun,HipHop,Sonya,Eva,Vladimir,178
Boring,Classical,Alex,Eva,Manny,308
ItwasOK,HipHop,Janek,Qiong,Manny,122
Boring,Rock,Xi,Ada,Joe,24
Fun,Techno,Alex,Qiong,Manny,421
ItwasOK,Rock,Alex,Janusz,Manny,80
ItwasOK,Techno,Janek,Ada,Joe,241
Fun,Techno,Janek,Ada,Manny,12
ItwasOK,Rock,Alex,Janusz,Manny,332
Fun,HipHop,Katya,Janusz,Manny,244
Fun,HipHop,Sonya,Billy,Joe,252
Boring,Techno,Xi,Billy,Joe,295
ItwasOK,Classical,Alex,Eva,Joe,218
Boring,Techno,Katya,Billy,Angela,348
Boring,Classical,Alex,Janusz,Angela,23
Fun,Classical,Janek,Billy,Vladimir,302
Boring,HipHop,Alex,Qiong,Angela,69
ItwasOK,Rock,Katya,Ada,Manny,13
ItwasOK,Rock,Katya,Qiong,Joe,422
ItwasOK,None,Katya,Billy,Manny,490
Boring,Classical,Sonya,Eva,Manny,312
ItwasOK,Rock,Katya,Qiong,Manny,141
Boring,Classical,Janek,Ada,Angela,402
Fun,HipHop,Alex,Ada,Vladimir,467
ItwasOK,Techno,Alex,Janusz,Joe,357
Fun,Rock,Alex,Billy,Vladimir,19
Boring,Rock,Katya,Ada,Angela,106
Fun,Rock,Katya,Qiong,Joe,187
Boring,Classical,Alex,Qiong,Angela,223
ItwasOK,Classical,Alex,Billy,Joe,28
Fun,Rock,Alex,Billy,Vladimir,121
Fun,None,Katya,Eva,Manny,177
ItwasOK,Techno,Janek,Janusz,Joe,364
Fun,HipHop,Alex,Ada,Manny,500
Fun,Rock,Sonya,Eva,Vladimir,2
Fun,HipHop,Sonya,Ada,Vladimir,447
Fun,Classical,Katya,Ada,Vladimir,348
Fun,HipHop,Janek,Janusz,Joe,282
Fun,Classical,Alex,Qiong,Vladimir,402
Boring,Classical,Xi,Billy,Manny,104
ItwasOK,Techno,Janek,Eva,Joe,197
Fun,Classical,Katya,Qiong,Vladimir,474
Fun,Rock,Alex,Billy,Manny,38
Fun,Rock,Sonya,Qiong,Vladimir,196
Fun,HipHop,Xi,Eva,Vladimir,339
Boring,Classical,Janek,Janusz,Joe,60
Fun,HipHop,Katya,Billy,Joe,314
Boring,Classical,Sonya,Qiong,Manny,145
Boring,Rock,Alex,Qiong,Angela,30
Fun,HipHop,Sonya,Eva,Manny,283
ItwasOK,None,Janek,Janusz,Manny,7
Boring,Classical,Sonya,Billy,Angela,376
Boring,Classical,Katya,Ada,Angela,141
Boring,Classical,Janek,Ada,Angela,252
Boring,Rock,Katya,Eva,Manny,437
Fun,None,Katya,Qiong,Manny,371
Boring,Classical,Alex,Billy,Angela,278
Boring,Rock,Janek,Billy,Angela,160
Fun,None,Janek,Janusz,Vladimir,52
Boring,HipHop,Sonya,Eva,Joe,179
Boring,Techno,Sonya,Billy,Angela,141
Fun,HipHop,Katya,Ada,Joe,370
Boring,HipHop,Alex,Billy,Angela,26
Fun,Rock,Katya,Eva,Joe,265
Fun,None,Xi,Ada,Vladimir,256
Boring,None,Xi,Billy,Manny,121
ItwasOK,Techno,Katya,Eva,Manny,181
Boring,HipHop,Sonya,Janusz,Manny,179
ItwasOK,None,Janek,Ada,Joe,159
Boring,Classical,Katya,Billy,Angela,338
Boring,Techno,Sonya,Ada,Angela,385
ItwasOK,Rock,Katya,Janusz,Manny,228
ItwasOK,HipHop,Katya,Billy,Joe,174
Fun,HipHop,Alex,Billy,Manny,363
ItwasOK,None,Katya,Janusz,Manny,251
Boring,Rock,Xi,Qiong,Angela,225
Fun,None,Xi,Ada,Vladimir,338
Boring,Techno,Xi,Billy,Joe,339
Fun,None,Janek,Billy,Vladimir,129
Boring,Classical,Xi,Ada,Manny,231
Boring,Techno,Janek,Billy,Angela,103
ItwasOK,None,Janek,Qiong,Manny,24
Fun,HipHop,Janek,Qiong,Manny,453
Fun,Techno,Xi,Qiong,Vladimir,303
Fun,Rock,Janek,Eva,Joe,428
ItwasOK,Classical,Sonya,Billy,Manny,153
Fun,Techno,Janek,Janusz,Vladimir,267
Boring,Classical,Janek,Eva,Manny,463
Fun,Techno,Xi,Billy,Vladimir,3
Boring,Rock,Alex,Qiong,Joe,114
Fun,Techno,Sonya,Janusz,Vladimir,228
Fun,Rock,Janek,Ada,Joe,480
ItwasOK,None,Janek,Ada,Manny,277
ItwasOK,Techno,Alex,Ada,Joe,409
Boring,Techno,Sonya,Qiong,Manny,108
Fun,HipHop,Alex,Qiong,Angela,449
ItwasOK,Classical,Sonya,Billy,Manny,412
Boring,HipHop,Sonya,Qiong,Angela,60
Boring,Rock,Sonya,Ada,Joe,168
Fun,Rock,Janek,Billy,Vladimir,133
Fun,HipHop,Xi,Janusz,Vladimir,277
Boring,None,Xi,Janusz,Angela,42
Fun,Classical,Janek,Eva,Vladimir,128
Fun,Classical,Xi,Eva,Vladimir,320
Fun,Classical,Katya,Ada,Manny,232
Fun,Techno,Katya,Janusz,Vladimir,245
Fun,HipHop,Sonya,Billy,Angela,202
Boring,Classical,Janek,Janusz,Angela,490
Boring,None,Katya,Ada,Angela,443
Boring,Techno,Alex,Qiong,Manny,297
Boring,Rock,Xi,Eva,Angela,158
Fun,None,Xi,Qiong,Vladimir,347
Boring,Rock,Sonya,Ada,Angela,321
Fun,HipHop,Sonya,Eva,Manny,467
ItwasOK,Rock,Janek,Ada,Manny,427
Boring,Techno,Xi,Eva,Joe,245
Boring,Rock,Janek,Billy,Angela,331
Boring,Techno,Xi,Janusz,Joe,311
Fun,None,Alex,Billy,Vladimir,88
Boring,Rock,Katya,Ada,Angela,439
Fun,Rock,Alex,Billy,Vladimir,223
Boring,Classical,Alex,Billy,Joe,131
Fun,HipHop,Katya,Billy,Vladimir,101
Fun,Techno,Janek,Billy,Vladimir,296
Fun,Rock,Xi,Ada,Vladimir,368
Boring,Rock,Xi,Janusz,Manny,494
Fun,HipHop,Janek,Eva,Vladimir,325
Fun,Rock,Janek,Ada,Vladimir,431
Fun,Rock,Katya,Ada,Joe,173
Fun,HipHop,Janek,Eva,Vladimir,370
Boring,Rock,Alex,Janusz,Angela,114
Boring,None,Alex,Janusz,Angela,161
Boring,Rock,Sonya,Qiong,Joe,409
Fun,HipHop,Alex,Eva,Manny,482
Boring,Techno,Xi,Qiong,Angela,138
Fun,HipHop,Alex,Ada,Joe,298
Fun,HipHop,Janek,Janusz,Angela,212
Fun,Classical,Katya,Janusz,Manny,430
ItwasOK,Classical,Katya,Janusz,Manny,454
Fun,Rock,Alex,Eva,Manny,386
ItwasOK,None,Janek,Billy,Manny,460
Boring,HipHop,Xi,Eva,Manny,468
Boring,None,Katya,Ada,Manny,391
Fun,None,Janek,Qiong,Joe,337
Fun,Techno,Sonya,Janusz,Joe,407
Boring,None,Sonya,Eva,Angela,303
Fun,Classical,Katya,Janusz,Vladimir,324
Fun,HipHop,Janek,Janusz,Manny,110
Fun,Rock,Sonya,Qiong,Manny,125
Boring,None,Sonya,Ada,Manny,10
Fun,Classical,Katya,Billy,Vladimir,158
Boring,HipHop,Xi,Qiong,Angela,114
Boring,Rock,Xi,Eva,Joe,336
ItwasOK,Classical,Sonya,Ada,Vladimir,239
Boring,HipHop,Xi,Qiong,Joe,278
Boring,Techno,Janek,Janusz,Joe,485
Boring,None,Alex,Eva,Angela,430
Fun,Rock,Xi,Qiong,Vladimir,26
Boring,Classical,Xi,Eva,Manny,205
Boring,Techno,Katya,Janusz,Joe,106
Fun,Rock,Alex,Ada,Manny,346
Boring,Rock,Xi,Janusz,Joe,168
Fun,HipHop,Xi,Janusz,Vladimir,372
Boring,Rock,Janek,Eva,Angela,351
Fun,Rock,Janek,Eva,Joe,233
Boring,Rock,Alex,Qiong,Angela,99
Boring,HipHop,Xi,Ada,Angela,454
Fun,Techno,Katya,Janusz,Vladimir,339
Boring,Rock,Xi,Qiong,Angela,34
Boring,HipHop,Janek,Eva,Angela,163
Fun,Rock,Janek,Ada,Vladimir,131
Fun,Classical,Janek,Eva,Manny,423
Boring,Rock,Alex,Qiong,Manny,132
Fun,Rock,Sonya,Eva,Joe,335
Fun,Techno,Janek,Janusz,Vladimir,345
Fun,HipHop,Alex,Ada,Manny,200
Fun,Rock,Katya,Billy,Vladimir,62
ItwasOK,None,Sonya,Janusz,Manny,290
Boring,None,Alex,Ada,Angela,415
Boring,Rock,Xi,Qiong,Angela,383
Fun,Techno,Sonya,Qiong,Joe,251
Boring,None,Sonya,Eva,Angela,82
Fun,None,Sonya,Eva,Joe,309
Boring,None,Xi,Eva,Joe,227
Fun,HipHop,Alex,Ada,Vladimir,315
ItwasOK,Rock,Sonya,Janusz,Joe,454
Boring,Classical,Sonya,Billy,Manny,318
ItwasOK,HipHop,Alex,Billy,Joe,129
Fun,Rock,Sonya,Billy,Vladimir,48
Fun,Techno,Sonya,Janusz,Joe,324
ItwasOK,Classical,Janek,Billy,Joe,107
Fun,None,Janek,Ada,Vladimir,82
Boring,HipHop,Xi,Qiong,Manny,125
Fun,HipHop,Alex,Eva,Vladimir,260
Boring,HipHop,Xi,Ada,Manny,80
Boring,None,Katya,Qiong,Manny,184
Fun,Techno,Sonya,Billy,Vladimir,342
Fun,Rock,Sonya,Billy,Manny,209
ItwasOK,Techno,Katya,Qiong,Manny,103
Boring,Rock,Xi,Ada,Angela,31
Boring,Rock,Sonya,Janusz,Manny,214
Fun,HipHop,Alex,Qiong,Manny,97
Fun,HipHop,Sonya,Janusz,Joe,125
Fun,None,Xi,Ada,Vladimir,483
Fun,Techno,Sonya,Ada,Vladimir,31
Fun,Rock,Janek,Eva,Vladimir,146
Boring,Classical,Alex,Ada,Vladimir,193
Fun,HipHop,Alex,Billy,Vladimir,376
Boring,HipHop,Xi,Eva,Manny,211
ItwasOK,HipHop,Sonya,Billy,Joe,145
Boring,Classical,Alex,Janusz,Angela,495
Fun,HipHop,Alex,Qiong,Angela,373
Fun,HipHop,Sonya,Ada,Manny,345
Fun,None,Katya,Ada,Manny,178
Fun,None,Sonya,Janusz,Manny,370
Fun,Rock,Sonya,Qiong,Vladimir,73
Boring,HipHop,Xi,Billy,Angela,73
Boring,Classical,Sonya,Janusz,Joe,289
Fun,Techno,Janek,Janusz,Vladimir,169
Boring,Techno,Xi,Ada,Joe,326
Boring,None,Janek,Ada,Joe,411
Boring,None,Katya,Ada,Angela,266
Boring,Classical,Xi,Qiong,Joe,420
