Dealership,Season,Car,Buyer,Buyer_Age
Columbus,Spring,Subaru,Male,59
Austin,Summer,Nissan,Female,27
LA,Winter,Subaru,Female,32
San Antonio,Summer,Nissan,Male,34
Seattle,Winter,Subaru,Female,40
Seattle,Fall,Jeep,Male,70
Houston,Fall,Nissan,Female,19
LA,Winter,GMC,Female,58
NYC,Spring,GMC,Female,27
Chicago,Winter,Jeep,Male,73
San Antonio,Winter,GMC,Male,57
Austin,Spring,Chevrolet,Male,42
NYC,Fall,Nissan,Female,52
LA,Spring,Hyundai,Female,20
Chicago,Winter,GMC,Female,64
San Antonio,Spring,Nissan,Female,59
LA,Spring,GMC,Male,73
Houston,Summer,Kia,Female,70
Chicago,Spring,GMC,Female,62
Austin,Spring,Jeep,Male,56
Columbus,Spring,Ram,Male,19
Columbus,Spring,Subaru,Male,52
NYC,Fall,Kia,Female,70
Houston,Summer,Toyota,Male,66
Austin,Fall,Kia,Male,67
LA,Fall,Nissan,Female,25
San Antonio,Fall,Chevrolet,Male,64
San Diego,Summer,GMC,Female,38
Houston,Summer,GMC,Female,33
San Antonio,Fall,Toyota,Male,73
Phoenix,Fall,Jeep,Female,36
San Diego,Winter,Chevrolet,Female,55
Austin,Spring,Ram,Male,41
LA,Fall,Subaru,Female,32
Chicago,Spring,Chevrolet,Female,55
San Diego,Spring,Kia,Female,58
Chicago,Winter,Hyundai,Male,56
San Diego,Fall,Ram,Male,20
LA,Summer,Kia,Female,48
Columbus,Fall,Toyota,Male,54
Seattle,Fall,Chevrolet,Female,21
San Diego,Spring,Nissan,Female,58
Philladephia,Spring,Ford,Male,73
San Diego,Winter,Ford,Female,57
San Diego,Summer,Subaru,Male,20
Philladephia,Summer,Nissan,Male,47
Phoenix,Summer,Hyundai,Female,42
Phoenix,Fall,Kia,Female,73
Phoenix,Winter,Ford,Female,63
San Antonio,Spring,Hyundai,Female,34
San Diego,Summer,Jeep,Male,29
Columbus,Summer,Toyota,Male,45
Chicago,Spring,Nissan,Male,23
LA,Spring,Honda,Female,42
LA,Fall,Toyota,Female,37
LA,Spring,Ram,Female,24
Philladephia,Winter,Chevrolet,Male,28
Austin,Fall,Chevrolet,Male,74
San Diego,Winter,Subaru,Male,78
Phoenix,Spring,GMC,Male,80
Austin,Fall,Ford,Male,58
San Antonio,Spring,Chevrolet,Male,41
NYC,Winter,Hyundai,Male,69
San Diego,Winter,Subaru,Female,48
Philladephia,Summer,Nissan,Male,23
Houston,Summer,Ram,Female,41
LA,Spring,Honda,Male,59
Philladephia,Summer,Ram,Female,20
LA,Summer,Toyota,Female,59
San Antonio,Spring,Subaru,Male,68
Philladephia,Summer,Chevrolet,Female,70
Houston,Fall,Jeep,Female,35
Phoenix,Fall,Chevrolet,Male,60
Chicago,Winter,Ford,Male,36
San Diego,Spring,Nissan,Female,35
Philladephia,Winter,Toyota,Male,64
Phoenix,Winter,Chevrolet,Male,33
Philladephia,Summer,GMC,Female,56
Phoenix,Spring,GMC,Female,46
Houston,Winter,Ram,Male,76
Austin,Spring,Honda,Male,40
Houston,Spring,Ram,Male,55
Phoenix,Winter,Jeep,Female,53
Houston,Fall,Chevrolet,Female,58
Seattle,Spring,Ram,Female,35
Austin,Fall,GMC,Female,75
San Antonio,Winter,Kia,Female,21
Seattle,Spring,Hyundai,Male,27
San Antonio,Fall,Toyota,Male,38
Seattle,Fall,Hyundai,Female,75
Philladephia,Fall,Jeep,Female,53
Austin,Summer,GMC,Female,66
LA,Fall,Jeep,Female,72
Chicago,Winter,Kia,Female,61
San Diego,Winter,GMC,Female,35
Seattle,Fall,Hyundai,Male,68
Columbus,Fall,Jeep,Male,53
NYC,Winter,Kia,Female,76
LA,Summer,Chevrolet,Female,32
Philladephia,Summer,Nissan,Male,54
Columbus,Winter,Hyundai,Female,29
San Antonio,Summer,Honda,Male,49
Austin,Summer,Kia,Male,73
Phoenix,Summer,Jeep,Male,64
Phoenix,Fall,Ram,Female,44
San Antonio,Winter,Kia,Male,34
Chicago,Spring,Chevrolet,Male,61
San Diego,Summer,Hyundai,Male,65
Chicago,Summer,Ford,Male,31
Columbus,Fall,Kia,Male,69
Philladephia,Summer,Toyota,Male,78
Chicago,Spring,Jeep,Female,68
NYC,Winter,Hyundai,Female,51
Philladephia,Fall,Jeep,Female,26
Phoenix,Fall,Jeep,Female,79
Philladephia,Fall,Ford,Male,39
Philladephia,Spring,Honda,Male,22
LA,Summer,Hyundai,Male,27
Seattle,Spring,GMC,Female,58
San Antonio,Spring,Kia,Male,19
Columbus,Winter,Ram,Male,36
Houston,Fall,Kia,Female,18
Philladephia,Winter,Subaru,Male,45
Seattle,Winter,Toyota,Female,51
San Diego,Summer,Chevrolet,Male,63
San Antonio,Summer,Toyota,Female,27
Houston,Spring,GMC,Male,64
Houston,Winter,Ford,Female,44
LA,Summer,Ford,Male,21
Houston,Spring,Hyundai,Female,63
LA,Spring,Jeep,Male,64
Houston,Fall,Hyundai,Female,20
LA,Summer,Hyundai,Male,72
NYC,Summer,Nissan,Male,80
San Antonio,Winter,Nissan,Male,43
Philladephia,Fall,GMC,Male,22
San Diego,Summer,Subaru,Female,48
Columbus,Fall,Jeep,Female,23
Phoenix,Summer,GMC,Female,53
NYC,Winter,Nissan,Male,37
Chicago,Summer,GMC,Male,64
Philladephia,Spring,Chevrolet,Male,27
NYC,Winter,Jeep,Female,35
Austin,Winter,Kia,Male,69
NYC,Summer,Chevrolet,Male,74
Phoenix,Summer,Toyota,Female,75
Austin,Fall,Ford,Female,40
LA,Fall,Subaru,Female,40
Austin,Fall,Nissan,Female,40
LA,Winter,Ram,Female,52
Austin,Winter,Subaru,Female,34
LA,Winter,Jeep,Male,53
Columbus,Winter,Honda,Female,27
Austin,Summer,Ford,Female,77
Phoenix,Winter,Nissan,Female,58
Houston,Spring,GMC,Male,62
NYC,Fall,Ford,Female,72
Chicago,Winter,Toyota,Male,31
Houston,Fall,Chevrolet,Male,70
Chicago,Fall,Ram,Female,45
Seattle,Fall,Subaru,Male,79
NYC,Winter,Subaru,Female,51
Houston,Spring,Ram,Male,40
Phoenix,Spring,Ford,Male,27
San Antonio,Fall,Ford,Male,74
Chicago,Winter,Honda,Female,32
Chicago,Winter,Nissan,Female,54
Houston,Spring,Toyota,Female,31
Houston,Fall,Toyota,Female,24
San Diego,Summer,Subaru,Male,49
Chicago,Fall,Kia,Male,67
San Antonio,Spring,Chevrolet,Male,72
San Antonio,Fall,GMC,Female,56
Columbus,Summer,GMC,Female,76
Philladephia,Winter,GMC,Female,21
Columbus,Summer,Ford,Female,42
Phoenix,Fall,Honda,Female,56
Seattle,Summer,Subaru,Male,46
San Diego,Summer,Chevrolet,Male,67
Chicago,Fall,Ram,Male,21
Austin,Summer,Chevrolet,Female,20
Philladephia,Spring,Chevrolet,Male,80
Phoenix,Fall,Chevrolet,Male,18
Phoenix,Spring,Subaru,Female,51
Seattle,Fall,Kia,Female,70
Seattle,Fall,Chevrolet,Male,36
Seattle,Spring,Chevrolet,Male,27
NYC,Summer,Toyota,Male,35
Houston,Fall,Chevrolet,Female,19
San Diego,Fall,Chevrolet,Female,31
Chicago,Fall,Subaru,Female,52
Seattle,Spring,Hyundai,Female,43
Austin,Fall,GMC,Male,26
NYC,Summer,Subaru,Male,42
Columbus,Summer,Kia,Female,20
Phoenix,Summer,Ford,Female,38
Chicago,Summer,Ram,Male,44
Austin,Summer,Toyota,Female,34
NYC,Summer,Chevrolet,Female,59
Chicago,Spring,Hyundai,Female,51
NYC,Fall,Chevrolet,Male,74
Austin,Winter,Toyota,Male,18
San Antonio,Summer,Kia,Female,59
Chicago,Fall,Subaru,Male,29
Chicago,Fall,Subaru,Female,38
NYC,Winter,Toyota,Female,39
LA,Summer,Hyundai,Male,63
Columbus,Fall,Toyota,Female,32
Columbus,Winter,Ram,Male,63
San Diego,Winter,Ford,Female,49
Columbus,Spring,Hyundai,Male,50
Houston,Winter,GMC,Male,72
LA,Winter,Toyota,Female,55
Chicago,Summer,Honda,Female,18
Phoenix,Winter,Hyundai,Male,72
Columbus,Fall,Kia,Female,58
San Diego,Spring,Kia,Female,66
Chicago,Winter,Nissan,Female,36
San Antonio,Fall,Ram,Female,71
NYC,Fall,Chevrolet,Female,80
Houston,Winter,Ram,Female,48
Seattle,Winter,Chevrolet,Male,22
Austin,Spring,Hyundai,Male,34
LA,Spring,Toyota,Male,67
Austin,Winter,GMC,Male,35
Seattle,Summer,Subaru,Female,23
Austin,Fall,Jeep,Male,55
San Diego,Fall,Honda,Male,49
Columbus,Winter,Honda,Female,46
LA,Summer,Kia,Male,65
Philladephia,Fall,Ram,Male,42
LA,Spring,Jeep,Male,44
NYC,Summer,Honda,Female,37
San Antonio,Summer,Jeep,Male,31
Seattle,Winter,Toyota,Female,18
San Diego,Spring,Honda,Female,74
Columbus,Winter,Ram,Male,56
Columbus,Summer,Kia,Male,78
San Diego,Winter,GMC,Male,67
San Antonio,Summer,Ford,Male,55
Houston,Spring,GMC,Male,64
NYC,Fall,Ford,Female,72
Philladephia,Fall,Chevrolet,Male,24
Chicago,Summer,Toyota,Female,53
Philladephia,Spring,Kia,Male,26
Columbus,Spring,GMC,Female,33
San Antonio,Spring,Jeep,Male,42
Seattle,Winter,Ram,Male,28
San Diego,Winter,Kia,Male,44
Columbus,Spring,Ford,Male,56
Seattle,Spring,Hyundai,Female,74
Columbus,Fall,Toyota,Female,47
Phoenix,Winter,Nissan,Female,56
LA,Winter,Honda,Female,40
Houston,Fall,Ram,Male,48
Seattle,Fall,Toyota,Female,62
San Antonio,Spring,Chevrolet,Female,46
San Antonio,Fall,Jeep,Male,27
Seattle,Summer,Chevrolet,Female,51
Chicago,Summer,Subaru,Male,28
San Antonio,Spring,GMC,Male,47
Austin,Winter,Toyota,Female,80
San Antonio,Summer,Kia,Female,58
NYC,Spring,Chevrolet,Male,73
San Antonio,Fall,Hyundai,Male,56
San Antonio,Winter,Kia,Female,18
Chicago,Fall,Kia,Male,73
Phoenix,Spring,Nissan,Female,66
Philladephia,Summer,Ford,Male,76
San Diego,Spring,GMC,Male,32
Phoenix,Fall,Kia,Male,19
San Antonio,Summer,Subaru,Male,68
Chicago,Summer,Ford,Male,74
Seattle,Winter,Chevrolet,Female,37
San Diego,Spring,Subaru,Female,43
Chicago,Summer,Nissan,Male,66
LA,Fall,Ford,Male,74
LA,Summer,Honda,Female,37
San Diego,Fall,Kia,Male,73
NYC,Winter,Jeep,Female,38
Phoenix,Summer,Chevrolet,Female,46
NYC,Winter,Subaru,Female,68
Austin,Summer,Hyundai,Female,49
San Diego,Spring,Honda,Female,46
Columbus,Spring,Kia,Female,60
San Diego,Summer,Toyota,Female,42
Houston,Fall,Hyundai,Male,23
San Antonio,Fall,Nissan,Female,21
San Diego,Winter,Hyundai,Female,22
San Antonio,Winter,Ram,Female,48
San Diego,Summer,Nissan,Female,71
LA,Winter,GMC,Female,52
NYC,Winter,GMC,Male,69
Phoenix,Summer,Subaru,Female,71
Austin,Spring,Honda,Female,24
Seattle,Winter,Honda,Male,46
Houston,Winter,Toyota,Male,41
Seattle,Spring,Honda,Female,22
Austin,Summer,Kia,Female,74
Columbus,Summer,Subaru,Male,80
Seattle,Winter,Honda,Male,68
Phoenix,Winter,Toyota,Male,35
San Antonio,Fall,Honda,Male,49
Chicago,Summer,Subaru,Female,51
Austin,Summer,Ford,Female,64
Seattle,Fall,GMC,Female,22
San Diego,Spring,Jeep,Female,65
Philladephia,Summer,Chevrolet,Female,30
Phoenix,Winter,Ford,Male,24
Philladephia,Spring,Toyota,Female,31
Philladephia,Summer,Toyota,Male,40
Chicago,Fall,GMC,Female,18
Austin,Fall,Ram,Female,63
Chicago,Winter,Kia,Female,48
San Antonio,Fall,Subaru,Female,76
San Diego,Fall,Subaru,Male,79
NYC,Winter,Chevrolet,Male,67
LA,Summer,GMC,Female,39
Seattle,Spring,Honda,Female,34
NYC,Summer,Hyundai,Female,59
Philladephia,Summer,Honda,Female,29
Philladephia,Summer,Honda,Female,58
Philladephia,Summer,Subaru,Male,19
Columbus,Fall,Toyota,Male,35
Chicago,Summer,Honda,Female,38
LA,Fall,Hyundai,Male,56
San Diego,Fall,Ram,Female,59
Philladephia,Spring,Ford,Female,67
Phoenix,Fall,Hyundai,Male,45
San Antonio,Winter,Jeep,Female,50
Phoenix,Spring,Subaru,Female,46
Austin,Winter,Toyota,Female,77
San Antonio,Spring,Toyota,Female,43
Philladephia,Summer,Ford,Male,75
Austin,Winter,Nissan,Female,26
Chicago,Summer,GMC,Male,32
Houston,Fall,Toyota,Female,41
NYC,Winter,Nissan,Male,56
LA,Summer,Jeep,Female,46
Houston,Winter,Ram,Female,39
Philladephia,Spring,Honda,Female,47
San Antonio,Summer,Kia,Female,79
Chicago,Spring,Ram,Male,37
Chicago,Winter,Jeep,Male,77
Houston,Winter,Chevrolet,Female,48
Houston,Winter,Chevrolet,Female,33
Philladephia,Summer,GMC,Male,69
Philladephia,Summer,Subaru,Female,43
San Diego,Spring,GMC,Male,58
Chicago,Fall,Chevrolet,Female,75
Houston,Spring,Kia,Female,71
Seattle,Spring,Ram,Female,79
LA,Summer,Nissan,Male,37
San Diego,Winter,Ford,Female,35
San Diego,Fall,Hyundai,Female,62
Seattle,Spring,Subaru,Male,34
San Antonio,Fall,Ram,Male,48
Columbus,Fall,Honda,Male,79
Phoenix,Summer,Nissan,Female,26
Phoenix,Fall,Chevrolet,Female,37
Philladephia,Spring,Ram,Female,59
Columbus,Winter,Honda,Male,53
Philladephia,Fall,Ford,Male,39
Seattle,Summer,Ram,Female,26
Austin,Winter,Nissan,Male,24
NYC,Winter,Nissan,Female,35
Philladephia,Spring,Ram,Female,80
San Diego,Summer,Chevrolet,Male,37
Seattle,Spring,Nissan,Female,38
Phoenix,Summer,Honda,Male,66
Seattle,Fall,Kia,Male,62
Columbus,Summer,Nissan,Male,23
Phoenix,Winter,Ford,Male,24
San Antonio,Spring,Jeep,Female,72
Columbus,Summer,Kia,Female,59
NYC,Spring,Nissan,Male,30
Philladephia,Spring,Honda,Female,69
Chicago,Winter,Nissan,Male,37
Seattle,Summer,Ford,Female,35
San Antonio,Spring,Subaru,Male,60
Philladephia,Spring,Ram,Female,38
Austin,Summer,Honda,Male,48
Seattle,Winter,Ford,Male,48
Columbus,Summer,Nissan,Female,58
Austin,Summer,Hyundai,Female,28
Columbus,Fall,Nissan,Male,52
San Antonio,Summer,Subaru,Female,50
LA,Winter,Subaru,Male,36
Austin,Summer,Toyota,Male,31
Austin,Fall,Subaru,Female,64
Philladephia,Winter,Honda,Male,37
Phoenix,Spring,GMC,Female,65
Houston,Winter,Jeep,Female,38
LA,Spring,Nissan,Male,71
Houston,Fall,Hyundai,Male,72
Chicago,Summer,Chevrolet,Male,58
San Antonio,Summer,Subaru,Male,45
Philladephia,Summer,Ram,Male,25
LA,Summer,Honda,Male,31
Columbus,Fall,Ford,Female,54
Houston,Spring,Ram,Male,52
Chicago,Winter,Nissan,Female,35
San Diego,Summer,Toyota,Female,49
Phoenix,Fall,Ram,Male,35
Chicago,Spring,Subaru,Female,36
Austin,Fall,Honda,Female,22
San Antonio,Summer,GMC,Male,61
Phoenix,Summer,Toyota,Male,48
Austin,Spring,Kia,Female,38
Philladephia,Spring,Ram,Female,22
Phoenix,Summer,Subaru,Male,31
Philladephia,Winter,Chevrolet,Female,28
Seattle,Winter,Chevrolet,Male,71
LA,Winter,Chevrolet,Male,75
San Diego,Spring,Ford,Male,68
LA,Spring,Hyundai,Male,30
San Diego,Summer,Jeep,Male,54
Phoenix,Spring,Subaru,Female,37
Philladephia,Summer,Honda,Male,79
LA,Fall,Toyota,Female,64
Austin,Summer,Hyundai,Female,23
Houston,Summer,Toyota,Female,34
San Diego,Summer,Toyota,Male,39
Seattle,Summer,Toyota,Male,40
Seattle,Summer,Kia,Male,77
San Diego,Fall,GMC,Female,70
Houston,Fall,Honda,Female,64
Chicago,Fall,Subaru,Female,61
Chicago,Fall,Ram,Female,77
Houston,Fall,Ford,Female,63
Chicago,Summer,Ford,Male,69
LA,Winter,GMC,Male,39
Phoenix,Summer,Chevrolet,Male,22
Phoenix,Fall,Ford,Female,79
NYC,Spring,GMC,Male,47
Houston,Winter,Toyota,Male,55
Chicago,Spring,Nissan,Female,53
Houston,Spring,Honda,Male,61
Columbus,Summer,Nissan,Female,32
Columbus,Summer,Chevrolet,Female,54
Chicago,Summer,Nissan,Male,39
Chicago,Fall,Hyundai,Male,54
Chicago,Winter,Kia,Female,20
LA,Summer,GMC,Male,62
Chicago,Summer,Nissan,Female,18
Philladephia,Summer,Kia,Female,69
Houston,Winter,Toyota,Male,27
San Diego,Summer,Nissan,Male,69
Seattle,Winter,GMC,Female,39
Columbus,Winter,Chevrolet,Female,50
Seattle,Summer,Jeep,Female,66
Austin,Winter,Ram,Female,60
LA,Summer,Honda,Female,24
San Diego,Fall,Jeep,Male,47
Houston,Winter,Chevrolet,Female,55
San Diego,Summer,Chevrolet,Female,54
Austin,Winter,Subaru,Male,25
Seattle,Summer,Toyota,Male,39
Houston,Summer,Ford,Female,77
Houston,Summer,Ford,Male,21
NYC,Spring,Toyota,Female,30
Phoenix,Summer,Jeep,Male,72
Seattle,Spring,Chevrolet,Female,58
San Diego,Summer,Nissan,Male,32
NYC,Spring,Jeep,Male,68
Houston,Fall,Toyota,Female,77
Phoenix,Fall,Subaru,Male,33
San Diego,Summer,Ram,Female,59
Columbus,Fall,Ram,Female,32
San Diego,Winter,Ram,Male,56
San Antonio,Spring,Subaru,Female,24
Columbus,Spring,Nissan,Male,53
Seattle,Summer,Hyundai,Female,33
LA,Winter,Honda,Male,80
Columbus,Winter,Chevrolet,Male,44
Columbus,Winter,Hyundai,Female,65
Columbus,Winter,Subaru,Female,38
Chicago,Summer,Kia,Female,18
Houston,Winter,Kia,Female,31
Chicago,Spring,Ford,Male,57
Philladephia,Spring,Toyota,Female,38
Columbus,Fall,Hyundai,Female,68
Phoenix,Fall,Nissan,Female,67
LA,Summer,Subaru,Female,65
LA,Summer,Jeep,Male,79
Chicago,Summer,Subaru,Female,45
Chicago,Fall,Jeep,Female,29
Austin,Spring,Hyundai,Male,33
NYC,Summer,GMC,Male,41
Columbus,Summer,Kia,Male,69
Houston,Summer,GMC,Male,72
San Antonio,Summer,Ford,Male,26
LA,Fall,Ford,Female,41
Seattle,Summer,Subaru,Male,45
San Diego,Fall,GMC,Male,43
Philladephia,Fall,Hyundai,Female,18
Philladephia,Winter,Chevrolet,Female,33
LA,Winter,Ford,Male,20
Austin,Spring,Kia,Female,21
Seattle,Fall,Honda,Male,36
NYC,Fall,Ram,Female,50
LA,Winter,Nissan,Male,35
Philladephia,Fall,Toyota,Female,48
NYC,Summer,Jeep,Male,76
Phoenix,Summer,Ram,Female,33
Austin,Winter,Nissan,Male,66
Chicago,Summer,Toyota,Male,76
San Antonio,Winter,Honda,Male,23
Houston,Fall,GMC,Male,42
Houston,Fall,Kia,Male,56
Seattle,Summer,Nissan,Female,73
NYC,Summer,Chevrolet,Female,70
LA,Fall,Ford,Male,59
San Diego,Spring,Ram,Male,60
San Antonio,Summer,Subaru,Female,39
San Antonio,Summer,Hyundai,Male,50
San Antonio,Spring,Jeep,Female,73
Houston,Spring,Nissan,Male,30
Austin,Summer,GMC,Male,64
Phoenix,Fall,Kia,Female,55
San Diego,Fall,Toyota,Female,64
Seattle,Spring,Ram,Female,21
Columbus,Winter,Ford,Female,21
Chicago,Winter,Kia,Female,47
Philladephia,Spring,Nissan,Female,25
Seattle,Fall,Nissan,Female,66
San Diego,Winter,Jeep,Female,22
Columbus,Fall,Honda,Male,41
Phoenix,Summer,Chevrolet,Female,29
Phoenix,Summer,Honda,Male,19
Phoenix,Fall,Toyota,Female,63
NYC,Spring,Kia,Male,31
Chicago,Summer,Subaru,Male,26
LA,Winter,Subaru,Female,59
San Diego,Fall,Ford,Male,18
Seattle,Summer,Honda,Female,34
Columbus,Fall,Subaru,Female,48
Seattle,Winter,Ford,Female,72
NYC,Winter,Honda,Male,35
Chicago,Fall,Nissan,Male,33
San Diego,Summer,Nissan,Female,35
NYC,Fall,Ford,Female,31
Seattle,Spring,GMC,Male,51
Chicago,Winter,Ford,Male,30
Chicago,Summer,GMC,Female,32
Columbus,Winter,Nissan,Male,73
San Antonio,Spring,Ford,Female,42
Philladephia,Summer,Chevrolet,Female,41
San Antonio,Summer,Kia,Male,72
Austin,Fall,Nissan,Female,74
Chicago,Winter,Toyota,Male,38
Philladephia,Winter,Hyundai,Male,55
Houston,Winter,Jeep,Male,49
Chicago,Spring,Chevrolet,Male,23
Seattle,Summer,Ram,Male,73
San Antonio,Summer,Kia,Male,43
Seattle,Spring,Toyota,Male,20
Philladephia,Winter,Honda,Male,38
Columbus,Spring,Nissan,Female,79
Seattle,Fall,Jeep,Male,42
Seattle,Fall,Ford,Male,28
Chicago,Summer,Honda,Female,60
Austin,Winter,Honda,Male,63
Philladephia,Winter,Chevrolet,Female,19
Austin,Fall,Nissan,Male,50
San Diego,Spring,GMC,Male,29
Columbus,Winter,Nissan,Female,30
Columbus,Winter,Honda,Male,65
Columbus,Spring,GMC,Female,33
Philladephia,Fall,Nissan,Female,44
Seattle,Winter,GMC,Female,22
San Diego,Spring,Nissan,Male,33
Chicago,Winter,Hyundai,Male,26
Houston,Fall,Ram,Male,71
NYC,Fall,Chevrolet,Female,79
Austin,Fall,Ford,Male,25
Chicago,Summer,Kia,Male,39
Philladephia,Winter,Ram,Male,34
Chicago,Winter,GMC,Female,37
Phoenix,Winter,GMC,Female,76
Phoenix,Fall,Toyota,Male,71
NYC,Fall,Kia,Female,60
Philladephia,Spring,Jeep,Female,28
Austin,Summer,Nissan,Male,76
NYC,Spring,Subaru,Female,74
Phoenix,Fall,Hyundai,Female,39
Columbus,Summer,Subaru,Female,22
Columbus,Fall,Jeep,Male,36
Philladephia,Winter,Kia,Female,78
Columbus,Fall,Chevrolet,Female,38
Philladephia,Winter,Chevrolet,Female,25
Seattle,Fall,Honda,Female,22
Austin,Winter,Hyundai,Male,25
Philladephia,Winter,Toyota,Female,24
Houston,Winter,Toyota,Female,23
Columbus,Summer,Toyota,Male,62
Austin,Fall,Jeep,Male,26
LA,Fall,Toyota,Male,53
Austin,Fall,Toyota,Male,36
Philladephia,Spring,Jeep,Male,48
LA,Winter,Nissan,Male,70
San Antonio,Fall,Subaru,Male,55
San Diego,Summer,Kia,Male,73
NYC,Fall,Nissan,Female,64
Chicago,Summer,GMC,Male,46
Seattle,Fall,Chevrolet,Female,64
NYC,Winter,Ford,Female,23
Phoenix,Fall,Jeep,Male,57
LA,Winter,Chevrolet,Female,50
NYC,Winter,Hyundai,Female,40
Houston,Fall,Subaru,Male,74
LA,Fall,GMC,Male,42
Columbus,Fall,Honda,Male,39
Seattle,Winter,Kia,Female,28
Phoenix,Fall,Ram,Female,63
Chicago,Fall,Subaru,Female,39
Columbus,Summer,Ford,Female,79
Chicago,Spring,Ram,Male,40
Seattle,Winter,Subaru,Male,49
Houston,Spring,Subaru,Female,50
Seattle,Fall,GMC,Male,42
San Antonio,Spring,GMC,Female,30
Austin,Fall,Honda,Female,66
Columbus,Summer,Nissan,Female,34
Houston,Fall,Subaru,Male,57
Houston,Summer,Honda,Female,37
San Antonio,Winter,Hyundai,Male,51
Austin,Winter,Jeep,Female,59
San Diego,Fall,Hyundai,Male,75
Philladephia,Spring,Toyota,Female,51
Philladephia,Winter,GMC,Male,30
Houston,Spring,Kia,Female,79
LA,Fall,Subaru,Male,28
Houston,Spring,Toyota,Male,53
Chicago,Winter,Ram,Female,63
San Diego,Spring,Honda,Male,55
Columbus,Spring,Kia,Male,73
Seattle,Summer,Honda,Male,80
LA,Summer,Chevrolet,Female,62
Phoenix,Winter,Subaru,Female,26
Austin,Summer,Honda,Female,43
NYC,Spring,Nissan,Male,46
San Antonio,Fall,Kia,Female,79
Phoenix,Summer,Toyota,Female,79
Houston,Summer,Honda,Male,19
Austin,Fall,GMC,Male,71
LA,Winter,Honda,Male,72
Philladephia,Fall,Subaru,Female,25
NYC,Fall,Honda,Male,80
Philladephia,Spring,Nissan,Female,18
NYC,Spring,Chevrolet,Female,32
Houston,Spring,Honda,Male,61
Columbus,Summer,Chevrolet,Female,33
NYC,Fall,Hyundai,Female,69
NYC,Spring,GMC,Female,31
Phoenix,Winter,Ford,Female,38
San Diego,Spring,Jeep,Female,68
Houston,Spring,Kia,Female,51
LA,Summer,Ram,Female,67
LA,Winter,Subaru,Male,53
San Diego,Summer,Ford,Male,68
NYC,Fall,Ford,Male,48
Phoenix,Winter,Ford,Female,77
San Antonio,Summer,Chevrolet,Female,26
San Antonio,Fall,Nissan,Male,35
NYC,Spring,Nissan,Female,27
Philladephia,Summer,Nissan,Male,49
Austin,Spring,Subaru,Female,38
LA,Spring,Jeep,Female,54
San Diego,Spring,Ram,Male,39
Phoenix,Summer,Ram,Female,45
San Diego,Winter,Nissan,Male,36
Seattle,Spring,GMC,Female,30
Philladephia,Spring,Jeep,Female,35
LA,Spring,Ram,Female,36
Philladephia,Fall,Toyota,Female,24
Houston,Spring,Kia,Female,23
Columbus,Winter,Toyota,Female,79
Houston,Fall,Chevrolet,Male,44
San Diego,Winter,Subaru,Male,74
Austin,Spring,Ford,Female,42
Phoenix,Summer,Hyundai,Male,33
Houston,Spring,Subaru,Male,51
Phoenix,Winter,Ram,Female,66
Philladephia,Winter,Hyundai,Male,36
San Antonio,Fall,Chevrolet,Male,20
LA,Fall,Subaru,Female,23
Chicago,Summer,Chevrolet,Male,58
Philladephia,Winter,Honda,Male,47
San Antonio,Fall,Jeep,Female,60
NYC,Spring,Toyota,Male,57
San Diego,Fall,Chevrolet,Female,18
Columbus,Summer,Kia,Male,40
San Antonio,Spring,Chevrolet,Female,53
LA,Fall,Honda,Male,23
Philladephia,Fall,Jeep,Female,21
Columbus,Fall,Ford,Female,39
Chicago,Summer,Ram,Female,53
Houston,Summer,Subaru,Female,54
Austin,Spring,Subaru,Male,19
San Antonio,Fall,Ram,Male,22
San Antonio,Fall,Subaru,Female,64
Phoenix,Spring,Hyundai,Female,28
Houston,Spring,Ford,Female,32
San Antonio,Winter,Ram,Female,34
LA,Winter,Jeep,Female,31
Chicago,Fall,Kia,Female,80
Houston,Fall,Toyota,Female,39
NYC,Fall,Nissan,Female,56
NYC,Summer,Ford,Male,72
Philladephia,Winter,Honda,Female,77
Phoenix,Winter,Ram,Female,50
Columbus,Winter,Subaru,Male,21
Houston,Winter,Honda,Male,33
LA,Winter,GMC,Female,80
San Antonio,Winter,Nissan,Male,62
Phoenix,Spring,Nissan,Female,25
Phoenix,Spring,Chevrolet,Male,32
Chicago,Winter,Nissan,Female,77
Phoenix,Spring,Jeep,Male,67
Austin,Fall,Ram,Male,32
Chicago,Summer,Ram,Male,78
Houston,Winter,Nissan,Male,27
Phoenix,Winter,Toyota,Male,27
NYC,Winter,Ford,Male,43
LA,Winter,Hyundai,Male,33
Houston,Spring,Hyundai,Male,32
NYC,Summer,Chevrolet,Female,43
NYC,Summer,Subaru,Female,64
Chicago,Spring,Jeep,Male,78
San Antonio,Winter,Subaru,Female,69
Houston,Summer,Ford,Male,22
Houston,Summer,Subaru,Female,50
LA,Spring,Toyota,Female,68
LA,Summer,Subaru,Male,36
Chicago,Summer,Chevrolet,Male,59
NYC,Summer,Honda,Male,32
NYC,Summer,Kia,Female,36
Seattle,Spring,Kia,Male,33
Phoenix,Winter,Ford,Female,41
Philladephia,Fall,Hyundai,Male,41
Austin,Fall,Toyota,Female,72
San Antonio,Summer,GMC,Female,61
San Antonio,Fall,Toyota,Female,29
Austin,Summer,Jeep,Female,20
Houston,Fall,Toyota,Female,25
Philladephia,Summer,Kia,Male,22
San Diego,Summer,Hyundai,Female,80
