"Studentid","Attendance","Major","Questions","Score","Seniority","Texting","Grade"
"42337","73","Communication","Rarely","27","Freshman","Always","Fail"
"42338","65","Cs","Rarely","31","Sophomore","Rarely","Fail"
"42339","38","Stat","Rarely","83","Senior","Rarely","Pass"
"42340","14","Communication","Always","26","Senior","Always","Fail"
"42341","4","Stat","Rarely","60","Junior","Rarely","Pass"
"42342","37","Cs","Rarely","90","Sophomore","Rarely","Pass"
"42343","27","Polsci","Rarely","65","Sophomore","Rarely","Pass"
"42344","24","Polsci","Always","22","Senior","Rarely","Pass"
"42345","85","Polsci","Rarely","46","Freshman","Always","Fail"
"42346","3","Communication","Rarely","91","Freshman","Always","Pass"
"42347","98","Polsci","Always","2","Junior","Rarely","Pass"
"42348","26","Cs","Always","74","Freshman","Always","Pass"
"42349","81","Communication","Rarely","66","Junior","Rarely","Fail"
"42350","27","Polsci","Always","59","Senior","Always","Pass"
"42351","1","Cs","Rarely","86","Sophomore","Always","Pass"
"42352","46","Stat","Always","51","Junior","Rarely","Pass"
"42353","51","Stat","Always","27","Senior","Rarely","Fail"
"42354","36","Polsci","Always","66","Junior","Always","Pass"
"42355","70","Communication","Rarely","43","Junior","Rarely","Fail"
"42356","86","Polsci","Rarely","41","Junior","Always","Fail"
"42357","44","Cs","Always","66","Freshman","Rarely","Pass"
"42358","22","Cs","Rarely","82","Sophomore","Always","Pass"
"42359","63","Polsci","Rarely","39","Sophomore","Always","Fail"
"42360","90","Communication","Always","91","Freshman","Rarely","Pass"
"42361","55","Stat","Rarely","76","Junior","Rarely","Pass"
"42362","69","Cs","Rarely","93","Freshman","Always","Pass"
"42363","32","Communication","Always","82","Sophomore","Rarely","Pass"
"42364","66","Cs","Always","14","Freshman","Rarely","Fail"
"42365","73","Cs","Always","65","Senior","Always","Fail"
"42366","62","Stat","Rarely","28","Sophomore","Always","Fail"
"42367","37","Communication","Always","82","Freshman","Rarely","Pass"
"42368","37","Polsci","Always","90","Freshman","Rarely","Pass"
"42369","77","Communication","Always","53","Sophomore","Always","Pass"
"42370","73","Polsci","Rarely","73","Senior","Always","Pass"
"42371","87","Communication","Always","37","Sophomore","Always","Fail"
"42372","100","Cs","Always","36","Senior","Always","Fail"
"42373","66","Stat","Rarely","98","Junior","Rarely","Pass"
"42374","19","Cs","Always","7","Senior","Rarely","Fail"
"42375","70","Polsci","Always","15","Sophomore","Rarely","Pass"
"42376","9","Polsci","Always","48","Senior","Rarely","Pass"
"42377","43","Stat","Rarely","85","Junior","Rarely","Pass"
"42378","12","Communication","Rarely","48","Sophomore","Always","Pass"
"42379","24","Stat","Rarely","18","Sophomore","Rarely","Pass"
"42380","80","Stat","Always","44","Junior","Always","Fail"
"42381","1","Polsci","Always","13","Sophomore","Rarely","Pass"
"42382","36","Stat","Rarely","81","Sophomore","Always","Pass"
"42383","81","Communication","Always","66","Junior","Rarely","Pass"
"42384","11","Polsci","Always","72","Senior","Rarely","Pass"
"42385","3","Cs","Rarely","61","Sophomore","Always","Pass"
"42386","38","Communication","Rarely","35","Freshman","Always","Fail"
"42387","23","Cs","Always","71","Freshman","Always","Pass"
"42388","13","Stat","Always","39","Junior","Always","Pass"
"42389","7","Cs","Always","94","Junior","Rarely","Pass"
"42390","89","Polsci","Always","84","Senior","Rarely","Pass"
"42391","21","Cs","Rarely","78","Sophomore","Rarely","Pass"
"42392","89","Stat","Always","51","Senior","Rarely","Fail"
"42393","87","Polsci","Always","50","Freshman","Rarely","Pass"
"42394","96","Stat","Rarely","88","Freshman","Always","Pass"
"42395","34","Polsci","Rarely","69","Freshman","Always","Pass"
"42396","31","Cs","Rarely","87","Junior","Rarely","Pass"
"42397","91","Stat","Rarely","40","Junior","Rarely","Pass"
"42398","70","Stat","Always","27","Sophomore","Rarely","Pass"
"42399","81","Communication","Rarely","22","Junior","Rarely","Fail"
"42400","60","Communication","Always","75","Freshman","Rarely","Pass"
"42401","62","Cs","Always","52","Junior","Rarely","Fail"
"42402","0","Cs","Always","76","Freshman","Always","Pass"
"42403","26","Stat","Always","90","Freshman","Rarely","Pass"
"42404","71","Cs","Always","62","Senior","Always","Fail"
"42405","2","Stat","Always","14","Senior","Always","Fail"
"42406","78","Communication","Rarely","8","Freshman","Always","Pass"
"42407","13","Polsci","Always","16","Junior","Always","Pass"
"42408","78","Communication","Always","55","Freshman","Always","Pass"
"42409","78","Cs","Always","61","Sophomore","Rarely","Pass"
"42410","68","Stat","Always","92","Freshman","Rarely","Pass"
"42411","64","Cs","Rarely","5","Senior","Rarely","Fail"
"42412","51","Polsci","Always","19","Junior","Always","Fail"
"42413","55","Polsci","Rarely","80","Junior","Always","Pass"
"42414","19","Cs","Always","10","Senior","Rarely","Fail"
"42415","52","Polsci","Always","87","Junior","Always","Pass"
"42416","7","Polsci","Rarely","59","Freshman","Always","Pass"
"42417","44","Cs","Rarely","34","Senior","Always","Fail"
"42418","31","Cs","Rarely","90","Freshman","Always","Pass"
"42419","64","Cs","Rarely","70","Sophomore","Rarely","Pass"
"42420","91","Communication","Rarely","23","Senior","Rarely","Fail"
"42421","39","Stat","Rarely","23","Senior","Rarely","Fail"
"42422","55","Communication","Rarely","16","Senior","Rarely","Fail"
"42423","26","Polsci","Always","36","Sophomore","Rarely","Pass"
"42424","17","Communication","Always","90","Senior","Always","Pass"
"42425","13","Stat","Rarely","84","Sophomore","Always","Fail"
"42426","0","Communication","Always","44","Sophomore","Always","Pass"
"42427","16","Communication","Always","79","Sophomore","Always","Pass"
"42428","89","Communication","Rarely","33","Freshman","Rarely","Fail"
"42429","45","Polsci","Always","93","Senior","Rarely","Fail"
"42430","63","Communication","Always","79","Junior","Always","Pass"
"42431","45","Polsci","Rarely","59","Junior","Always","Pass"
"42432","15","Polsci","Always","100","Junior","Always","Pass"
"42433","20","Stat","Rarely","100","Senior","Always","Pass"
"42434","88","Stat","Always","45","Junior","Always","Fail"
"42435","3","Communication","Always","82","Freshman","Always","Pass"
"42436","63","Cs","Rarely","63","Junior","Always","Pass"
"42437","78","Cs","Always","56","Freshman","Always","Pass"
"42438","73","Communication","Always","30","Sophomore","Rarely","Fail"
"42439","94","Stat","Rarely","40","Senior","Always","Pass"
"42440","56","Stat","Always","13","Sophomore","Always","Pass"
"42441","67","Communication","Rarely","72","Sophomore","Always","Pass"
"42442","90","Polsci","Rarely","66","Junior","Rarely","Fail"
"42443","44","Cs","Always","69","Junior","Rarely","Pass"
"42444","35","Polsci","Rarely","93","Junior","Rarely","Pass"
"42445","74","Cs","Always","67","Freshman","Always","Pass"
"42446","100","Stat","Rarely","29","Sophomore","Always","Fail"
"42447","16","Communication","Rarely","66","Junior","Rarely","Pass"
"42448","15","Polsci","Always","62","Sophomore","Rarely","Pass"
"42449","25","Communication","Rarely","87","Senior","Rarely","Pass"
"42450","26","Cs","Rarely","28","Sophomore","Rarely","Fail"
"42451","43","Cs","Always","48","Senior","Always","Fail"
"42452","99","Stat","Always","91","Junior","Rarely","Pass"
"42453","30","Stat","Always","40","Senior","Rarely","Pass"
"42454","79","Communication","Always","34","Sophomore","Always","Fail"
"42455","62","Communication","Rarely","45","Senior","Rarely","Fail"
"42456","29","Communication","Rarely","2","Junior","Always","Fail"
"42457","83","Cs","Always","31","Freshman","Always","Fail"
"42458","64","Cs","Always","40","Junior","Rarely","Fail"
"42459","34","Polsci","Rarely","57","Sophomore","Rarely","Pass"
"42460","74","Polsci","Rarely","23","Freshman","Always","Fail"
"42461","64","Polsci","Rarely","37","Sophomore","Rarely","Fail"
"42462","33","Cs","Always","55","Sophomore","Always","Pass"
"42463","29","Communication","Rarely","33","Junior","Rarely","Fail"
"42464","4","Cs","Always","25","Freshman","Rarely","Fail"
"42465","51","Communication","Rarely","82","Sophomore","Always","Pass"
"42466","65","Polsci","Always","92","Sophomore","Always","Pass"
"42467","66","Cs","Rarely","43","Freshman","Rarely","Pass"
"42468","3","Communication","Always","22","Freshman","Always","Fail"
"42469","65","Stat","Rarely","62","Junior","Rarely","Pass"
"42470","45","Polsci","Always","83","Sophomore","Always","Pass"
"42471","41","Polsci","Rarely","53","Junior","Rarely","Fail"
"42472","100","Polsci","Always","15","Junior","Rarely","Pass"
"42473","26","Stat","Always","16","Junior","Rarely","Fail"
"42474","27","Cs","Rarely","71","Sophomore","Always","Pass"
"42475","58","Cs","Rarely","95","Freshman","Rarely","Pass"
"42476","7","Cs","Rarely","75","Sophomore","Always","Pass"
"42477","88","Polsci","Rarely","87","Senior","Always","Pass"
"42478","90","Polsci","Always","53","Junior","Always","Pass"
"42479","84","Communication","Rarely","5","Freshman","Rarely","Fail"
"42480","18","Polsci","Always","85","Junior","Rarely","Fail"
"42481","22","Cs","Rarely","98","Junior","Always","Pass"
"42482","33","Stat","Always","27","Junior","Rarely","Fail"
"42483","5","Polsci","Rarely","15","Freshman","Rarely","Fail"
"42484","57","Cs","Always","39","Senior","Rarely","Fail"
"42485","65","Communication","Always","71","Senior","Rarely","Fail"
"42486","3","Communication","Rarely","94","Freshman","Rarely","Pass"
"42487","99","Polsci","Always","27","Freshman","Rarely","Pass"
"42488","71","Polsci","Always","85","Junior","Rarely","Pass"
"42489","22","Communication","Always","73","Freshman","Always","Pass"
"42490","52","Stat","Always","60","Junior","Always","Pass"
"42491","32","Cs","Always","91","Sophomore","Always","Pass"
"42492","23","Communication","Always","9","Sophomore","Always","Pass"
"42493","70","Polsci","Always","73","Freshman","Rarely","Pass"
"42494","58","Communication","Always","39","Senior","Always","Fail"
"42495","20","Communication","Always","88","Junior","Rarely","Pass"
"42496","82","Communication","Rarely","61","Sophomore","Always","Pass"
"42497","31","Polsci","Rarely","31","Freshman","Rarely","Fail"
"42498","69","Polsci","Always","31","Freshman","Rarely","Pass"
"42499","58","Polsci","Always","3","Senior","Always","Fail"
"42500","33","Cs","Rarely","18","Freshman","Rarely","Fail"
"42501","26","Polsci","Always","28","Freshman","Rarely","Pass"
"42502","60","Cs","Rarely","36","Freshman","Always","Fail"
"42503","50","Stat","Rarely","29","Junior","Rarely","Fail"
"42504","0","Communication","Always","0","Freshman","Rarely","Fail"
"42505","23","Polsci","Rarely","72","Senior","Always","Fail"
"42506","99","Communication","Always","66","Freshman","Always","Pass"
"42507","88","Polsci","Rarely","91","Freshman","Rarely","Pass"
"42508","80","Cs","Always","38","Freshman","Always","Fail"
"42509","88","Communication","Rarely","80","Sophomore","Rarely","Pass"
"42510","70","Cs","Always","80","Sophomore","Rarely","Pass"
"42511","16","Polsci","Rarely","72","Junior","Rarely","Pass"
"42512","72","Communication","Rarely","95","Sophomore","Always","Pass"
"42513","66","Polsci","Always","57","Senior","Rarely","Pass"
"42514","98","Polsci","Always","13","Junior","Always","Fail"
"42515","77","Stat","Rarely","2","Sophomore","Always","Pass"
"42516","75","Cs","Always","82","Senior","Always","Pass"
"42517","54","Cs","Always","43","Junior","Always","Fail"
"42518","8","Communication","Rarely","38","Senior","Always","Pass"
"42519","97","Communication","Rarely","43","Sophomore","Always","Fail"
"42520","64","Communication","Always","96","Senior","Rarely","Pass"
"42521","96","Stat","Rarely","60","Sophomore","Always","Pass"
"42522","100","Communication","Always","87","Junior","Always","Pass"
"42523","35","Stat","Rarely","27","Sophomore","Rarely","Fail"
"42524","35","Cs","Always","56","Junior","Rarely","Fail"
"42525","13","Polsci","Rarely","27","Junior","Always","Fail"
"42526","64","Communication","Rarely","42","Sophomore","Rarely","Pass"
"42527","35","Cs","Rarely","60","Freshman","Always","Pass"
"42528","85","Communication","Always","84","Junior","Rarely","Pass"
"42529","53","Stat","Rarely","89","Sophomore","Always","Pass"
"42530","92","Stat","Rarely","51","Freshman","Rarely","Pass"
"42531","15","Cs","Always","6","Sophomore","Always","Fail"
"42532","84","Communication","Always","11","Senior","Rarely","Fail"
"42533","50","Communication","Always","55","Sophomore","Always","Pass"
"42534","13","Stat","Rarely","75","Sophomore","Rarely","Pass"
"42535","1","Communication","Always","23","Sophomore","Rarely","Fail"
"42536","73","Cs","Rarely","93","Freshman","Rarely","Pass"
"42537","20","Cs","Always","18","Sophomore","Always","Fail"
"42538","99","Cs","Rarely","7","Freshman","Always","Fail"
"42539","94","Cs","Rarely","89","Junior","Rarely","Pass"
"42540","60","Stat","Rarely","55","Sophomore","Always","Fail"
"42541","55","Cs","Always","55","Freshman","Always","Pass"
"42542","69","Polsci","Rarely","33","Sophomore","Rarely","Fail"
"42543","24","Communication","Always","89","Junior","Always","Pass"
"42544","68","Polsci","Always","6","Senior","Rarely","Pass"
"42545","65","Communication","Rarely","24","Sophomore","Always","Fail"
"42546","93","Communication","Rarely","75","Senior","Rarely","Pass"
"42547","77","Polsci","Always","46","Senior","Always","Pass"
"42548","31","Stat","Always","25","Senior","Always","Pass"
"42549","20","Polsci","Rarely","29","Freshman","Rarely","Fail"
"42550","31","Communication","Always","41","Sophomore","Rarely","Pass"
"42551","9","Communication","Always","0","Junior","Rarely","Fail"
"42552","16","Cs","Rarely","87","Sophomore","Always","Pass"
"42553","59","Communication","Rarely","41","Senior","Always","Pass"
"42554","6","Stat","Always","59","Sophomore","Rarely","Pass"
"42555","68","Stat","Rarely","93","Freshman","Always","Pass"
"42556","16","Cs","Always","6","Freshman","Rarely","Fail"
"42557","90","Communication","Always","97","Freshman","Rarely","Pass"
"42558","17","Communication","Rarely","5","Junior","Always","Fail"
"42559","79","Cs","Rarely","36","Freshman","Rarely","Fail"
"42560","94","Cs","Rarely","43","Senior","Rarely","Fail"
"42561","85","Polsci","Always","41","Senior","Rarely","Pass"
"42562","35","Communication","Rarely","95","Sophomore","Rarely","Pass"
"42563","80","Communication","Always","54","Freshman","Rarely","Pass"
"42564","63","Cs","Always","11","Freshman","Always","Fail"
"42565","52","Communication","Rarely","62","Freshman","Rarely","Pass"
"42566","27","Communication","Rarely","91","Junior","Always","Pass"
"42567","82","Communication","Always","47","Junior","Always","Pass"
"42568","30","Cs","Always","36","Sophomore","Rarely","Fail"
"42569","43","Stat","Always","3","Freshman","Always","Pass"
"42570","49","Communication","Rarely","80","Senior","Rarely","Fail"
"42571","12","Communication","Rarely","63","Senior","Rarely","Fail"
"42572","63","Communication","Always","79","Junior","Rarely","Fail"
"42573","48","Polsci","Always","40","Sophomore","Always","Pass"
"42574","0","Stat","Always","79","Junior","Always","Pass"
"42575","98","Stat","Always","78","Freshman","Rarely","Pass"
"42576","71","Cs","Always","37","Sophomore","Rarely","Fail"
"42577","83","Communication","Always","81","Junior","Always","Pass"
"42578","19","Cs","Always","38","Sophomore","Rarely","Fail"
"42579","83","Stat","Rarely","46","Senior","Always","Pass"
"42580","80","Polsci","Always","96","Freshman","Rarely","Pass"
"42581","57","Cs","Rarely","24","Senior","Rarely","Fail"
"42582","33","Communication","Rarely","39","Senior","Rarely","Fail"
"42583","28","Polsci","Rarely","37","Sophomore","Always","Fail"
"42584","49","Communication","Rarely","99","Sophomore","Always","Pass"
"42585","51","Communication","Rarely","65","Junior","Always","Pass"
"42586","99","Stat","Always","4","Sophomore","Always","Fail"
"42587","99","Communication","Rarely","25","Sophomore","Always","Pass"
"42588","52","Cs","Always","1","Freshman","Always","Fail"
"42589","10","Cs","Rarely","37","Senior","Rarely","Fail"
"42590","23","Polsci","Rarely","7","Freshman","Always","Fail"
"42591","62","Cs","Always","74","Freshman","Always","Pass"
"42592","40","Cs","Rarely","24","Senior","Always","Fail"
"42593","46","Communication","Always","81","Senior","Rarely","Pass"
"42594","7","Cs","Rarely","18","Senior","Rarely","Fail"
"42595","17","Stat","Rarely","82","Freshman","Rarely","Pass"
"42596","16","Cs","Rarely","52","Senior","Rarely","Fail"
"42597","18","Communication","Rarely","90","Freshman","Always","Pass"
"42598","21","Communication","Rarely","91","Freshman","Rarely","Pass"
"42599","26","Communication","Always","33","Senior","Rarely","Fail"
"42600","43","Stat","Always","96","Sophomore","Rarely","Pass"
"42601","16","Stat","Rarely","84","Senior","Always","Pass"
"42602","50","Cs","Rarely","21","Sophomore","Rarely","Fail"
"42603","100","Cs","Always","79","Sophomore","Always","Pass"
"42604","39","Communication","Rarely","12","Senior","Always","Fail"
"42605","2","Stat","Always","32","Sophomore","Rarely","Fail"
"42606","59","Stat","Rarely","27","Junior","Rarely","Fail"
"42607","12","Communication","Always","45","Senior","Always","Pass"
"42608","97","Stat","Always","7","Senior","Rarely","Fail"
"42609","52","Stat","Always","86","Junior","Rarely","Pass"
"42610","35","Cs","Rarely","38","Sophomore","Rarely","Fail"
"42611","69","Stat","Rarely","54","Junior","Rarely","Fail"
"42612","71","Communication","Rarely","35","Senior","Rarely","Fail"
"42613","65","Cs","Rarely","40","Freshman","Rarely","Pass"
"42614","3","Stat","Rarely","80","Sophomore","Always","Pass"
"42615","83","Polsci","Always","22","Junior","Rarely","Fail"
"42616","92","Polsci","Always","77","Junior","Always","Pass"
"42617","34","Cs","Rarely","41","Freshman","Rarely","Fail"
"42618","0","Communication","Rarely","45","Sophomore","Always","Pass"
"42619","83","Polsci","Rarely","77","Freshman","Always","Pass"
"42620","60","Communication","Always","85","Senior","Rarely","Pass"
"42621","31","Cs","Always","25","Senior","Rarely","Fail"
"42622","73","Stat","Rarely","91","Sophomore","Rarely","Pass"
"42623","4","Cs","Rarely","98","Freshman","Always","Pass"
"42624","47","Stat","Always","36","Senior","Always","Pass"
"42625","82","Stat","Rarely","14","Senior","Rarely","Pass"
"42626","11","Stat","Rarely","34","Junior","Always","Fail"
"42627","35","Cs","Rarely","15","Senior","Rarely","Fail"
"42628","77","Stat","Always","28","Sophomore","Rarely","Pass"
"42629","3","Communication","Rarely","86","Sophomore","Rarely","Pass"
"42630","32","Stat","Always","79","Freshman","Rarely","Pass"
"42631","23","Polsci","Always","98","Sophomore","Rarely","Pass"
"42632","93","Cs","Always","52","Junior","Always","Fail"
"42633","45","Polsci","Rarely","88","Sophomore","Always","Fail"
"42634","2","Polsci","Rarely","42","Freshman","Always","Fail"
"42635","54","Cs","Always","61","Senior","Rarely","Fail"
"42636","80","Stat","Rarely","7","Senior","Rarely","Pass"
"42637","81","Communication","Rarely","89","Senior","Always","Pass"
"42638","22","Stat","Always","87","Senior","Rarely","Pass"
"42639","33","Polsci","Rarely","68","Junior","Rarely","Pass"
"42640","58","Cs","Always","87","Senior","Rarely","Pass"
"42641","22","Stat","Rarely","57","Sophomore","Rarely","Fail"
"42642","12","Polsci","Rarely","20","Freshman","Rarely","Fail"
"42643","82","Polsci","Rarely","52","Freshman","Always","Pass"
"42644","5","Polsci","Rarely","86","Senior","Rarely","Pass"
"42645","13","Cs","Rarely","77","Sophomore","Rarely","Pass"
"42646","7","Communication","Always","68","Junior","Always","Pass"
"42647","9","Stat","Rarely","65","Junior","Always","Pass"
"42648","100","Polsci","Rarely","35","Senior","Rarely","Fail"
"42649","25","Stat","Rarely","70","Sophomore","Rarely","Pass"
"42650","15","Cs","Rarely","80","Junior","Always","Pass"
"42651","29","Polsci","Always","89","Sophomore","Always","Pass"
"42652","18","Communication","Rarely","23","Senior","Rarely","Fail"
"42653","3","Cs","Rarely","36","Sophomore","Always","Fail"
"42654","79","Stat","Rarely","72","Sophomore","Always","Pass"
"42655","90","Cs","Rarely","81","Junior","Always","Pass"
"42656","77","Cs","Rarely","86","Senior","Rarely","Pass"
"42657","79","Stat","Always","16","Junior","Always","Fail"
"42658","71","Communication","Rarely","71","Sophomore","Rarely","Pass"
"42659","33","Stat","Always","83","Junior","Rarely","Pass"
"42660","55","Stat","Always","7","Sophomore","Rarely","Pass"
"42661","2","Polsci","Always","47","Senior","Rarely","Pass"
"42662","19","Polsci","Always","94","Freshman","Rarely","Pass"
"42663","77","Cs","Rarely","94","Sophomore","Rarely","Pass"
"42664","57","Cs","Always","2","Senior","Rarely","Fail"
"42665","38","Communication","Rarely","79","Junior","Always","Pass"
"42666","53","Polsci","Rarely","76","Freshman","Rarely","Pass"
"42667","65","Cs","Always","63","Freshman","Rarely","Pass"
"42668","14","Communication","Rarely","67","Junior","Always","Pass"
"42669","88","Stat","Rarely","25","Sophomore","Always","Fail"
"42670","40","Polsci","Rarely","43","Freshman","Always","Fail"
"42671","72","Polsci","Rarely","70","Freshman","Always","Pass"
"42672","31","Communication","Rarely","100","Senior","Rarely","Pass"
"42673","38","Communication","Always","21","Freshman","Rarely","Fail"
"42674","88","Communication","Always","77","Senior","Always","Pass"
"42675","7","Polsci","Always","69","Senior","Rarely","Pass"
"42676","51","Polsci","Always","9","Senior","Always","Fail"
"42677","19","Communication","Always","81","Junior","Rarely","Pass"
"42678","93","Polsci","Rarely","38","Sophomore","Always","Fail"
"42679","2","Cs","Always","43","Freshman","Always","Fail"
"42680","66","Stat","Rarely","57","Freshman","Rarely","Pass"
"42681","57","Cs","Rarely","74","Senior","Always","Pass"
"42682","23","Communication","Always","15","Freshman","Always","Fail"
"42683","9","Cs","Always","47","Freshman","Rarely","Fail"
"42684","14","Stat","Rarely","73","Senior","Rarely","Pass"
"42685","93","Cs","Rarely","33","Freshman","Rarely","Fail"
"42686","11","Stat","Always","90","Freshman","Rarely","Pass"
"42687","64","Stat","Always","72","Junior","Rarely","Pass"
"42688","21","Communication","Always","79","Senior","Rarely","Pass"
"42689","34","Cs","Rarely","78","Freshman","Rarely","Pass"
"42690","41","Cs","Always","84","Junior","Always","Pass"
"42691","22","Stat","Always","66","Sophomore","Always","Fail"
"42692","11","Cs","Always","45","Senior","Rarely","Fail"
"42693","95","Stat","Always","61","Senior","Rarely","Pass"
"42694","10","Stat","Rarely","56","Senior","Always","Pass"
"42695","65","Polsci","Rarely","32","Freshman","Rarely","Fail"
"42696","34","Cs","Rarely","95","Freshman","Always","Pass"
"42697","60","Cs","Always","43","Freshman","Rarely","Pass"
"42698","54","Polsci","Always","86","Senior","Rarely","Pass"
"42699","7","Polsci","Always","35","Junior","Rarely","Pass"
"42700","79","Stat","Always","95","Freshman","Rarely","Pass"
"42701","68","Communication","Rarely","3","Junior","Always","Fail"
"42702","85","Cs","Rarely","44","Freshman","Rarely","Pass"
"42703","62","Stat","Rarely","28","Senior","Always","Fail"
"42704","18","Stat","Always","75","Junior","Rarely","Pass"
"42705","39","Stat","Always","12","Junior","Rarely","Fail"
"42706","95","Communication","Always","66","Freshman","Always","Pass"
"42707","23","Cs","Rarely","85","Junior","Rarely","Pass"
"42708","12","Stat","Rarely","89","Senior","Rarely","Pass"
"42709","41","Polsci","Rarely","81","Junior","Rarely","Pass"
"42710","67","Communication","Always","7","Freshman","Rarely","Fail"
"42711","74","Polsci","Rarely","68","Freshman","Always","Pass"
"42712","84","Cs","Always","100","Junior","Always","Pass"
"42713","69","Stat","Rarely","86","Sophomore","Rarely","Pass"
"42714","28","Cs","Rarely","60","Freshman","Rarely","Pass"
"42715","28","Cs","Rarely","90","Sophomore","Rarely","Pass"
"42716","56","Stat","Always","71","Sophomore","Always","Fail"
"42717","60","Stat","Always","58","Sophomore","Always","Fail"
"42718","5","Polsci","Always","24","Senior","Rarely","Pass"
"42719","96","Stat","Always","90","Senior","Rarely","Pass"
"42720","89","Polsci","Rarely","6","Junior","Always","Fail"
"42721","52","Cs","Always","54","Junior","Always","Fail"
"42722","18","Stat","Rarely","65","Senior","Always","Pass"
"42723","35","Communication","Always","99","Sophomore","Always","Pass"
"42724","81","Polsci","Rarely","19","Freshman","Always","Fail"
"42725","11","Stat","Rarely","91","Senior","Always","Pass"
"42726","31","Stat","Rarely","51","Junior","Rarely","Fail"
"42727","89","Communication","Always","32","Freshman","Rarely","Fail"
"42728","70","Communication","Rarely","64","Senior","Always","Pass"
"42729","99","Stat","Always","100","Senior","Always","Pass"
"42730","0","Stat","Rarely","5","Sophomore","Rarely","Pass"
"42731","67","Stat","Always","94","Junior","Rarely","Pass"
"42732","40","Polsci","Rarely","21","Junior","Rarely","Fail"
"42733","86","Communication","Rarely","3","Sophomore","Always","Pass"
"42734","84","Cs","Rarely","99","Junior","Always","Pass"
"42735","21","Stat","Always","49","Freshman","Always","Pass"
"42736","49","Communication","Rarely","67","Senior","Rarely","Pass"
"42737","40","Stat","Always","88","Junior","Always","Pass"
"42738","95","Cs","Always","27","Senior","Rarely","Fail"
"42739","52","Polsci","Rarely","54","Freshman","Rarely","Fail"
"42740","29","Stat","Rarely","3","Freshman","Always","Fail"
"42741","29","Communication","Rarely","4","Freshman","Always","Fail"
"42742","98","Cs","Always","69","Senior","Always","Fail"
"42743","32","Cs","Always","34","Freshman","Rarely","Fail"
"42744","54","Polsci","Always","91","Freshman","Rarely","Pass"
"42745","82","Cs","Always","98","Junior","Rarely","Pass"
"42746","32","Communication","Always","79","Sophomore","Rarely","Fail"
"42747","41","Cs","Always","84","Senior","Rarely","Pass"
"42748","16","Cs","Rarely","49","Freshman","Rarely","Fail"
"42749","26","Stat","Rarely","28","Sophomore","Always","Pass"
"42750","72","Stat","Always","83","Junior","Rarely","Pass"
"42751","69","Polsci","Always","28","Senior","Always","Pass"
"42752","83","Cs","Always","47","Junior","Rarely","Fail"
"42753","97","Communication","Rarely","69","Senior","Always","Pass"
"42754","18","Stat","Rarely","29","Junior","Rarely","Fail"
"42755","96","Cs","Rarely","24","Senior","Always","Fail"
"42756","54","Communication","Rarely","23","Freshman","Rarely","Fail"
"42757","62","Polsci","Always","56","Sophomore","Always","Pass"
"42758","49","Polsci","Rarely","99","Sophomore","Rarely","Pass"
"42759","88","Polsci","Rarely","21","Junior","Always","Fail"
"42760","32","Polsci","Rarely","40","Freshman","Always","Fail"
"42761","38","Communication","Always","63","Freshman","Rarely","Fail"
"42762","6","Communication","Always","3","Junior","Rarely","Fail"
"42763","70","Stat","Rarely","46","Junior","Always","Pass"
"42764","91","Polsci","Always","53","Freshman","Rarely","Pass"
"42765","63","Polsci","Rarely","26","Sophomore","Rarely","Fail"
"42766","18","Stat","Always","8","Senior","Rarely","Fail"
"42767","16","Communication","Always","72","Senior","Always","Pass"
"42768","96","Cs","Rarely","55","Senior","Rarely","Fail"
"42769","18","Communication","Rarely","99","Freshman","Rarely","Pass"
"42770","17","Cs","Always","92","Senior","Always","Pass"
"42771","37","Stat","Always","20","Sophomore","Always","Pass"
"42772","70","Polsci","Always","24","Freshman","Rarely","Pass"
"42773","57","Stat","Always","95","Senior","Rarely","Pass"
"42774","18","Polsci","Rarely","67","Freshman","Rarely","Fail"
"42775","73","Communication","Always","97","Freshman","Rarely","Pass"
"42776","65","Polsci","Rarely","96","Freshman","Always","Pass"
"42777","23","Communication","Rarely","75","Junior","Always","Pass"
"42778","99","Cs","Always","78","Freshman","Always","Pass"
"42779","44","Communication","Rarely","37","Junior","Rarely","Fail"
"42780","95","Stat","Always","95","Junior","Rarely","Pass"
"42781","0","Communication","Always","47","Junior","Always","Pass"
"42782","89","Stat","Always","44","Freshman","Always","Pass"
"42783","2","Polsci","Rarely","65","Senior","Rarely","Pass"
"42784","47","Polsci","Always","100","Junior","Always","Fail"
"42785","36","Cs","Always","62","Freshman","Rarely","Pass"
"42786","75","Polsci","Rarely","76","Junior","Always","Pass"
"42787","47","Stat","Always","94","Senior","Always","Pass"
"42788","73","Stat","Rarely","42","Senior","Rarely","Fail"
"42789","98","Stat","Rarely","18","Junior","Rarely","Pass"
"42790","21","Polsci","Always","32","Junior","Always","Pass"
"42791","32","Communication","Always","55","Sophomore","Always","Pass"
"42792","9","Communication","Always","60","Freshman","Always","Pass"
"42793","61","Communication","Rarely","15","Junior","Always","Fail"
"42794","32","Communication","Rarely","23","Freshman","Rarely","Fail"
"42795","14","Communication","Always","19","Sophomore","Rarely","Fail"
"42796","30","Communication","Always","66","Senior","Always","Pass"
"42797","11","Polsci","Always","58","Sophomore","Always","Pass"
"42798","70","Cs","Always","39","Freshman","Rarely","Fail"
"42799","56","Stat","Rarely","81","Freshman","Always","Pass"
"42800","78","Cs","Always","48","Senior","Always","Fail"
