country,content,imdb_score,Gross,Budget,genre,DataMaker
USA,R,5.67,Low,Medium,Comedy,Quit
USA,PG-13,4.66,High,High,Family,Quit
USA,PG,7.65,Low,Low,Comedy,FellAsleep
USA,R,6.54,Medium,High,Family,Quit
USA,PG-13,5.43,High,High,Family,Quit
USA,R,5.79,Medium,Medium,Comedy,Quit
USA,PG-13,6.08,High,Medium,Comedy,Survived
USA,R,7.2,High,Medium,Action,LovedIt
USA,PG,7.67,High,High,Drama,Survived
USA,PG-13,5.62,Medium,Medium,Drama,Quit
Canada,PG-13,5.41,Medium,Medium,Drama,Quit
USA,PG-13,6.96,High,Medium,Comedy,Quit
Japan,R,7.5,Low,High,Family,Quit
USA,PG-13,6.48,Low,Low,History,Quit
USA,PG-13,8.41,Medium,High,Drama,LikedIt
USA,R,7.79,High,Medium,Drama,LovedIt
USA,PG-13,5.4,Medium,Medium,Drama,Quit
USA,R,5.9,Medium,High,History,Quit
Canada,PG-13,7.99,Low,Low,Drama,Quit
UK,PG-13,9.72,Medium,Medium,Comedy,LikedIt
USA,R,6.94,Medium,Medium,Action,Survived
France,PG-13,6.47,High,Medium,Action,LovedIt
USA,PG,6.08,Medium,Medium,Comedy,FellAsleep
USA,R,7.13,Low,Low,Action,FellAsleep
USA,R,8.35,Medium,Low,History,Survived
USA,PG-13,8.7,Medium,Medium,Drama,LikedIt
USA,R,6.48,High,Low,History,LovedIt
Australia,PG-13,6.08,Medium,High,Family,Survived
USA,PG-13,5.88,High,High,Family,Quit
USA,R,6.75,Medium,Medium,Comedy,Survived
Australia,R,6.23,Low,Medium,Comedy,Survived
Canada,R,9.31,Low,Low,History,LikedIt
USA,PG,7.38,High,Medium,Comedy,FellAsleep
Canada,R,7.31,Low,Medium,Action,Quit
Germany,PG-13,7.33,High,Low,Drama,LovedIt
USA,PG-13,6,High,High,Action,LikedIt
Norway,R,7.77,High,Medium,Comedy,LovedIt
Germany,R,6.83,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.47,High,High,Family,Quit
USA,PG-13,5.1,High,Medium,Comedy,Quit
USA,PG-13,6.43,Low,Low,Action,Quit
USA,R,6.96,Medium,Low,Action,Survived
USA,PG,7.16,High,High,Sci-Fi,FellAsleep
UK,PG,3.68,Medium,Medium,Comedy,FellAsleep
Canada,R,7.39,Low,Low,Action,FellAsleep
UK,R,6.3,Low,Medium,Comedy,Survived
USA,PG-13,7.06,High,Medium,Comedy,Survived
USA,PG-13,6.93,Low,Medium,Comedy,FellAsleep
USA,R,7.26,Low,Low,History,Quit
USA,PG,7.53,High,High,Family,Quit
USA,R,6.34,Medium,Medium,Action,Survived
Israel,R,8.92,Low,Low,History,Quit
Spain,PG,5.51,Medium,High,Family,Quit
USA,PG-13,5.55,High,High,Family,Quit
UK,G,8.04,High,Low,History,LovedIt
USA,R,7.18,High,Low,History,FellAsleep
USA,PG,7.34,Low,Medium,Comedy,FellAsleep
France,R,5.01,Medium,Medium,Comedy,Quit
USA,PG,5.22,High,Medium,Comedy,FellAsleep
USA,R,6.62,Medium,Medium,History,Quit
USA,PG,8.97,Medium,Medium,History,LikedIt
USA,PG-13,4.85,High,High,Family,Quit
USA,PG-13,5.16,Medium,High,Family,Quit
USA,R,6.77,Low,Medium,Comedy,FellAsleep
USA,PG-13,7.11,High,Medium,Comedy,LovedIt
USA,PG-13,7.22,Medium,Medium,Action,Survived
USA,R,7.56,Low,Low,History,Quit
USA,PG,5.25,Medium,Medium,Comedy,FellAsleep
USA,R,6.72,Medium,Medium,Comedy,FellAsleep
USA,R,8.26,High,Medium,Drama,LikedIt
USA,PG-13,10.25,Low,Low,History,LikedIt
USA,PG,7.48,Low,Low,History,Quit
USA,R,7.2,High,Medium,Comedy,Survived
UK,R,5.79,High,High,Family,Quit
Hong Kong,R,7.1,Low,Medium,History,FellAsleep
USA,PG-13,9.04,Low,Medium,Comedy,LikedIt
USA,PG-13,5.44,Medium,Medium,Comedy,Quit
USA,R,7.91,High,Low,History,LovedIt
USA,PG,9.44,High,High,Drama,LikedIt
USA,PG-13,6.92,Low,Low,History,Quit
USA,PG-13,8.64,Low,Low,History,LikedIt
USA,PG,2.78,Low,Medium,Sci-Fi,Quit
USA,R,7.22,Medium,Medium,Action,Quit
USA,R,8.3,Medium,Low,History,LikedIt
USA,PG-13,7.73,High,Medium,Comedy,FellAsleep
USA,PG-13,7.71,High,Medium,Comedy,Survived
USA,PG,6.56,High,High,Sci-Fi,Quit
USA,R,6.18,Low,Medium,Action,FellAsleep
USA,R,5.9,High,High,Family,Quit
UK,PG,3.58,Low,High,Family,Quit
USA,R,7.37,High,Low,Action,LovedIt
USA,PG-13,7.52,High,High,Family,Quit
Canada,PG-13,5.49,High,Medium,Comedy,Quit
USA,PG-13,6.29,High,Medium,Drama,Quit
USA,PG,6.66,High,High,Sci-Fi,LovedIt
France,R,8.18,High,Medium,Drama,LikedIt
Canada,PG-13,6.5,High,Medium,Comedy,LovedIt
USA,R,7.44,High,Low,History,Survived
USA,R,5.58,Medium,High,Family,Quit
USA,PG-13,8.26,Low,Low,History,Survived
USA,PG-13,5.71,Low,Medium,Sci-Fi,Quit
UK,R,6.97,Medium,Low,Sci-Fi,Survived
USA,PG-13,6.95,Low,Medium,Comedy,Quit
USA,R,6.95,Medium,Medium,Comedy,FellAsleep
USA,PG-13,4.85,Medium,Medium,Comedy,Quit
USA,G,6.21,Medium,Medium,Sci-Fi,Quit
USA,R,7.35,Medium,Medium,Comedy,Survived
USA,PG-13,5.95,Medium,Medium,Sci-Fi,Quit
USA,PG-13,5.54,High,High,Action,Quit
USA,PG,4.93,High,Medium,Sci-Fi,Quit
USA,PG,5.34,High,Medium,Comedy,FellAsleep
UK,R,5.34,Medium,High,Family,Quit
USA,PG-13,4.94,Medium,Medium,Drama,Quit
USA,PG-13,6.19,Medium,High,Drama,Quit
USA,PG-13,6.12,Medium,Medium,Action,FellAsleep
USA,R,7.74,High,Low,History,LovedIt
UK,PG,7.38,Low,Low,History,FellAsleep
USA,PG,7.35,High,Medium,Comedy,FellAsleep
USA,R,6.86,Low,Medium,Drama,Quit
UK,PG-13,8.54,Medium,Medium,Action,LikedIt
USA,PG-13,8.16,High,Low,History,LovedIt
USA,R,7.33,Medium,Low,History,Quit
USA,PG,6.2,Medium,Low,History,Quit
USA,PG,5.94,Medium,Medium,Comedy,FellAsleep
UK,R,6.44,Medium,Medium,Comedy,Quit
USA,R,6,Medium,Medium,Sci-Fi,Quit
USA,PG-13,8.82,Low,Low,History,LikedIt
USA,PG-13,5.97,High,High,Family,Quit
USA,R,7.74,Medium,Medium,Comedy,Quit
USA,R,6.96,Low,Low,Drama,FellAsleep
USA,PG-13,6.66,High,Medium,Comedy,Survived
USA,PG,5.38,High,Medium,Action,Quit
USA,R,7.69,Low,Low,History,FellAsleep
Hong Kong,PG-13,7.31,Low,Medium,History,Quit
USA,R,5.21,High,Medium,Comedy,Quit
USA,G,6.95,High,High,Drama,LovedIt
USA,PG,6.74,High,Medium,Comedy,FellAsleep
Greece,PG-13,6.76,Low,Medium,Comedy,Quit
USA,R,7.09,Low,Low,Action,FellAsleep
New Zealand,R,6.65,Low,Low,Action,Quit
USA,R,6.89,Medium,Medium,Comedy,Survived
USA,PG,5.22,Medium,High,Family,Quit
USA,PG-13,5.68,Medium,Medium,Comedy,Quit
USA,PG-13,6.47,Medium,High,Family,Quit
Canada,R,7.38,Low,Medium,Comedy,Quit
USA,R,6.6,Low,Low,Drama,Quit
USA,R,6.07,Medium,High,Drama,Quit
USA,R,6.65,High,Low,History,LovedIt
Australia,PG-13,8.76,Medium,Low,History,Quit
USA,R,8.22,Medium,Medium,Drama,Survived
USA,PG,4.83,Medium,High,Family,FellAsleep
UK,PG,8.19,Low,Medium,Comedy,FellAsleep
USA,R,6.43,High,High,Family,FellAsleep
USA,PG-13,8.66,High,Medium,Drama,LikedIt
Canada,R,7.35,Low,Low,Action,FellAsleep
Mexico,PG-13,8.56,Medium,Low,History,Quit
USA,R,8.48,High,Low,History,LovedIt
USA,PG-13,7.26,High,High,Family,Quit
USA,R,6.01,Low,Low,Action,Survived
Australia,PG,7.14,High,High,Family,Quit
USA,R,5.26,Medium,Medium,Drama,Quit
USA,R,7.59,High,Medium,Sci-Fi,LovedIt
USA,PG,6.79,Low,Medium,Drama,Survived
USA,PG-13,8.13,Low,Medium,Drama,LikedIt
USA,R,10.2,High,Medium,Comedy,LikedIt
USA,PG,6.63,Medium,Medium,Comedy,FellAsleep
USA,PG,6.1,High,High,Family,LovedIt
UK,R,9.93,Low,Low,History,LikedIt
USA,R,8.33,Low,Medium,Action,LikedIt
USA,R,10.24,Low,Low,History,LikedIt
USA,PG-13,8.61,Medium,Medium,Comedy,LikedIt
USA,PG-13,5.67,High,High,Family,Quit
USA,PG,4.99,Medium,Medium,Drama,Quit
USA,PG-13,5.8,Low,Low,Action,Quit
USA,R,6.21,Low,Low,History,Quit
USA,R,6,Medium,Medium,Comedy,Quit
UK,PG-13,8.05,High,High,Action,Survived
USA,G,6.35,High,High,Family,LovedIt
USA,R,6.45,Low,Medium,Action,FellAsleep
USA,R,6.88,High,Medium,Drama,FellAsleep
USA,PG-13,5.3,High,High,Family,FellAsleep
USA,R,6.25,Low,Medium,Drama,Quit
USA,R,6.48,Low,Medium,Action,Quit
USA,PG-13,8.17,Medium,High,Family,LikedIt
USA,PG-13,5.33,Low,Medium,Comedy,Quit
Spain,R,7.69,High,Low,History,LovedIt
USA,PG-13,5.65,Medium,Medium,Drama,Quit
Canada,R,6.99,Low,Low,History,Survived
USA,PG,7.86,High,Medium,Comedy,FellAsleep
USA,PG,6.3,High,Low,Sci-Fi,LovedIt
USA,PG-13,5.67,High,High,Family,Quit
USA,PG,5.45,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.64,High,High,Family,Quit
Canada,PG-13,8.21,Medium,Medium,Action,LikedIt
USA,R,8.04,High,Low,History,LovedIt
USA,R,5.72,High,Low,Action,Quit
USA,R,8.53,Low,Low,Action,LikedIt
Australia,PG,8.53,Low,Low,History,Survived
USA,PG,5.9,High,High,Family,Quit
USA,PG,8.62,Low,Low,Drama,Quit
USA,PG-13,8.35,High,Medium,Drama,LikedIt
USA,R,5.17,High,Medium,Action,Quit
USA,PG,5.81,High,Medium,Comedy,FellAsleep
UK,R,6.76,High,Medium,Comedy,LovedIt
USA,R,8.94,Low,Low,History,LikedIt
Australia,PG,5.2,High,High,Family,Quit
USA,R,8,Low,Low,History,Survived
USA,R,8.36,Medium,High,Action,LikedIt
USA,R,9.38,Medium,Low,Drama,LikedIt
Australia,R,9.21,Low,Medium,Comedy,LikedIt
UK,PG-13,7.53,Low,Low,History,FellAsleep
USA,PG-13,5.6,High,High,Family,Quit
USA,PG-13,5.5,Medium,High,Family,Quit
USA,R,6.4,Low,Medium,Comedy,FellAsleep
Canada,PG-13,3.9,Low,Medium,Comedy,Quit
USA,PG,5.37,Medium,Medium,Comedy,FellAsleep
USA,G,6.78,Medium,Medium,Comedy,Quit
USA,PG,6.52,Medium,Low,Drama,Quit
UK,R,7.65,Low,Low,History,Survived
UK,R,9.84,Low,Low,History,LikedIt
UK,PG,9.24,Medium,Low,History,Survived
USA,R,6.76,Low,Low,Drama,Quit
Canada,R,9.26,Low,Low,History,FellAsleep
USA,PG-13,6.05,Low,Low,Action,FellAsleep
USA,PG-13,5.75,High,High,Family,Quit
USA,R,6.36,Low,Medium,Comedy,FellAsleep
Canada,PG-13,6.9,High,High,Family,Survived
UK,R,10.38,Low,Medium,History,LikedIt
USA,R,5.25,High,Low,Action,Quit
USA,R,6.65,Medium,High,Family,FellAsleep
Japan,PG,8.37,High,Medium,Comedy,FellAsleep
USA,PG,11.05,Medium,Low,History,LikedIt
France,PG-13,8.53,Low,Medium,History,LikedIt
USA,PG,6.05,Medium,Medium,Comedy,FellAsleep
USA,PG-13,8.89,High,High,Family,LikedIt
USA,PG-13,7.31,Low,Low,Action,Quit
USA,R,7.98,Medium,Low,Action,FellAsleep
USA,G,8.65,High,Medium,Comedy,Quit
USA,PG-13,5.13,High,High,Family,Quit
Canada,R,7.08,Low,Medium,Drama,FellAsleep
USA,R,7.39,Medium,Medium,Action,Quit
USA,PG-13,5.84,Medium,High,Comedy,Quit
UK,PG-13,6.95,Medium,High,History,Survived
UK,PG-13,5.94,Medium,Medium,Comedy,Quit
UK,PG-13,7.77,Medium,Medium,Drama,FellAsleep
USA,R,7.92,Medium,Low,History,FellAsleep
USA,PG,8.37,Low,Low,History,Survived
USA,PG-13,5.48,Medium,Medium,Drama,Quit
USA,R,4.17,Medium,Medium,Comedy,Quit
USA,R,6.65,Medium,Medium,Comedy,Survived
USA,PG-13,6.69,Medium,Medium,Drama,FellAsleep
USA,R,6.78,High,Medium,Action,LovedIt
USA,PG-13,5.02,Medium,High,Family,Quit
USA,R,6.01,Medium,Medium,Comedy,FellAsleep
USA,R,7.05,High,Medium,Comedy,Quit
USA,G,9.34,High,High,Family,LikedIt
USA,PG-13,8.85,High,High,Drama,LikedIt
USA,PG-13,5.43,Medium,High,Drama,Quit
USA,R,6.76,High,Medium,Action,LovedIt
Spain,R,10.37,Medium,Medium,Comedy,LikedIt
USA,R,8.22,High,High,Drama,Survived
USA,PG,6.07,High,High,Family,Quit
Hong Kong,R,7.69,Medium,Low,History,Quit
UK,R,5.91,High,High,Action,Quit
USA,R,5.82,High,Medium,Comedy,Quit
USA,PG,6.56,Low,Low,Drama,Quit
USA,PG,6.34,High,High,Family,FellAsleep
USA,R,6.7,High,High,Family,FellAsleep
USA,R,5.92,High,High,Action,Quit
France,R,7.58,Low,Low,Action,Quit
USA,R,8.57,Low,Medium,Action,LikedIt
UK,PG,6.41,Medium,Medium,Comedy,FellAsleep
UK,PG-13,8.99,High,Medium,Comedy,LikedIt
USA,R,7.07,Low,Low,History,FellAsleep
USA,R,9.02,High,Medium,Action,Survived
USA,PG,5.9,Medium,Medium,Comedy,FellAsleep
USA,R,7.29,Low,Medium,Comedy,LikedIt
Australia,R,10.54,Low,Low,History,LikedIt
USA,PG-13,8.39,High,High,Family,LovedIt
USA,PG-13,7.2,High,Medium,Comedy,Quit
USA,PG-13,9.06,High,High,Family,LikedIt
Germany,PG-13,5.15,Medium,High,Family,Quit
USA,R,5.88,Low,Low,Action,Quit
USA,R,9.64,Medium,Medium,Comedy,LikedIt
USA,PG-13,5.22,High,Medium,Comedy,Quit
USA,R,5.77,Medium,Medium,Comedy,Quit
USA,G,6.63,High,High,Family,FellAsleep
USA,R,7.52,High,Medium,Drama,LovedIt
USA,R,4.56,Low,Low,History,Quit
USA,R,6.9,High,Medium,Comedy,LovedIt
UK,R,8.45,Low,Low,History,Quit
USA,PG-13,7.42,Low,Low,History,Survived
USA,R,5.84,Medium,Medium,Comedy,Quit
USA,PG-13,7.19,High,High,Family,Survived
USA,PG,8.89,High,High,Sci-Fi,LikedIt
USA,R,8.59,Medium,Medium,Comedy,LikedIt
UK,R,7.43,High,Low,Drama,Survived
USA,R,8.12,Low,Low,Action,LikedIt
USA,R,5.43,Low,Medium,History,Quit
USA,R,6.36,Medium,Medium,Comedy,FellAsleep
South Korea,R,8.6,Low,Low,Drama,Quit
South Korea,R,6.61,High,Low,History,LovedIt
Netherlands,R,8.72,Low,Low,History,Survived
USA,R,8.24,Medium,Medium,Comedy,LikedIt
UK,R,8.26,Low,Low,History,FellAsleep
USA,PG-13,6.85,Low,Medium,Comedy,Survived
USA,PG-13,5.8,Medium,High,Drama,Quit
USA,PG,8.62,High,Medium,Comedy,FellAsleep
Hong Kong,PG-13,8.8,Low,Medium,Comedy,LikedIt
USA,R,8.06,High,Low,History,LovedIt
USA,R,6.2,Low,Medium,Comedy,Survived
USA,R,6.76,High,High,Action,LovedIt
USA,R,5.15,Medium,Medium,Drama,Quit
USA,R,5.74,Medium,Medium,Action,Quit
USA,PG,5.88,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.94,High,Medium,Action,Quit
USA,R,5.7,Medium,Medium,Comedy,Quit
USA,PG-13,5.7,Low,Medium,Drama,Quit
USA,R,8.35,High,High,Family,LikedIt
USA,PG-13,6.1,High,High,Family,LovedIt
USA,R,7.46,Medium,Medium,Drama,Quit
USA,R,6.69,Medium,Medium,Action,Quit
USA,PG-13,6.8,Medium,High,Family,Quit
Canada,R,8.3,Low,Low,History,FellAsleep
USA,PG-13,5.8,High,High,Action,Quit
USA,R,6.12,Low,Low,History,FellAsleep
USA,R,7.82,Low,Low,History,Survived
USA,R,8.97,Medium,Medium,Comedy,LikedIt
USA,R,6.96,Low,Medium,Action,Survived
USA,PG,4.79,Medium,High,Family,Quit
USA,PG-13,7.91,High,Medium,Comedy,Quit
USA,PG-13,3.64,High,High,Family,Quit
USA,R,8,Medium,Low,Action,Survived
USA,PG,7.45,High,Medium,Comedy,FellAsleep
USA,PG,4.6,High,Medium,Comedy,LovedIt
USA,R,5.2,Low,Medium,Comedy,Quit
USA,PG-13,5.2,High,High,Family,Quit
Chile,PG-13,7.03,Medium,Medium,Comedy,Quit
USA,R,5.67,High,High,Action,Quit
France,R,9.64,Low,Low,Action,LikedIt
USA,PG-13,8.01,High,High,Family,LikedIt
Germany,R,7.38,High,Medium,Drama,LovedIt
USA,R,10.75,Low,Low,History,LikedIt
USA,R,5.69,Medium,Low,Action,Quit
USA,PG-13,6.97,High,Medium,Comedy,LovedIt
USA,PG-13,5.23,High,High,Family,Quit
USA,R,6.01,High,High,Family,LovedIt
USA,R,7.36,High,Medium,Drama,FellAsleep
USA,PG-13,7.69,High,High,Action,FellAsleep
USA,R,5.36,Low,Medium,Comedy,Quit
USA,PG,7.57,High,High,Action,Survived
USA,PG-13,6.22,High,High,Drama,LovedIt
UK,R,7.11,Low,Medium,Action,FellAsleep
USA,R,6.09,Low,Low,Action,Survived
USA,G,2.85,Low,Medium,Sci-Fi,Quit
USA,PG,9.65,Low,Low,History,Survived
USA,G,8.47,High,Medium,Comedy,FellAsleep
USA,PG,7.1,Medium,Medium,Comedy,FellAsleep
USA,R,7.41,Low,Low,Drama,Survived
USA,R,8.24,Medium,Low,History,Quit
USA,R,5.96,High,High,Family,Quit
France,PG,8.25,Low,Low,History,Quit
USA,PG,8.05,High,High,Family,LikedIt
Germany,PG,4.92,High,High,Family,Quit
USA,PG-13,7.11,High,Medium,Comedy,FellAsleep
USA,PG,6.88,High,Low,Action,LovedIt
USA,PG-13,7.39,High,High,Family,Quit
Argentina,R,7.92,Low,Low,Action,Quit
USA,PG-13,6.07,Medium,High,Family,FellAsleep
USA,PG,8.34,High,High,Family,LikedIt
USA,G,8.63,High,High,Family,LikedIt
USA,PG-13,8.48,High,Medium,Sci-Fi,FellAsleep
USA,PG-13,7.13,High,Medium,Comedy,LovedIt
USA,R,5.53,Medium,Medium,Action,Quit
Canada,PG,5.1,High,Medium,Comedy,FellAsleep
USA,PG-13,6.3,High,High,Drama,LikedIt
USA,R,5.66,Medium,Medium,Action,Quit
USA,R,8.93,Medium,Medium,Drama,LikedIt
USA,R,5.9,High,High,Family,Quit
USA,R,5.76,High,High,Sci-Fi,Quit
USA,R,9.16,High,Medium,Drama,LikedIt
Greece,PG-13,8.88,Low,Medium,Comedy,FellAsleep
USA,R,5.83,Medium,Medium,Comedy,Quit
USA,R,8.12,Low,Medium,Action,LikedIt
USA,PG,8.14,High,Low,History,LovedIt
USA,R,6.77,Low,Low,Action,Survived
Australia,PG,7.5,Low,Low,Drama,Survived
USA,PG,8.53,High,Medium,Comedy,FellAsleep
USA,PG-13,5.33,Medium,High,Family,LovedIt
China,PG-13,8.85,High,High,Family,LikedIt
USA,PG-13,6.26,High,Medium,Comedy,LovedIt
USA,PG-13,9.56,High,High,Family,LikedIt
USA,R,8.6,High,Medium,Action,LovedIt
USA,R,6.73,Low,Low,History,FellAsleep
USA,R,5.44,High,Low,Drama,Quit
USA,PG,5.83,High,High,Family,Quit
USA,PG-13,6.62,Medium,Medium,Drama,Survived
UK,PG-13,7.18,Low,Medium,History,Survived
USA,PG,4.87,High,High,Family,Quit
USA,PG,9.21,High,Low,History,FellAsleep
USA,PG-13,6.28,Medium,Medium,Comedy,FellAsleep
Japan,PG,6.22,High,High,Family,FellAsleep
USA,G,6.61,High,High,Family,Quit
USA,PG-13,4.08,Low,Medium,Drama,Quit
USA,R,1.92,High,Low,Sci-Fi,Quit
USA,PG-13,6.46,High,Medium,Comedy,LovedIt
USA,R,7.9,High,High,Family,Quit
USA,PG-13,5.22,High,High,Family,Quit
USA,PG-13,6.49,High,Medium,Comedy,LovedIt
USA,PG,5.33,Medium,Medium,Comedy,FellAsleep
USA,G,8.06,High,Medium,Comedy,LovedIt
Italy,PG,7.1,Medium,Medium,Comedy,FellAsleep
USA,PG,7.4,High,High,Drama,LovedIt
USA,R,6.5,Low,Medium,Comedy,Quit
USA,PG-13,6.21,High,Medium,Comedy,LovedIt
USA,PG-13,10.01,High,High,History,LikedIt
USA,PG,5.46,Medium,Medium,Comedy,FellAsleep
USA,PG-13,6.82,Low,Medium,History,FellAsleep
USA,R,6.16,High,Low,History,LovedIt
USA,R,7.7,High,Medium,History,Quit
USA,PG,4.55,High,High,Family,Quit
USA,PG-13,6.12,High,High,Family,Survived
USA,PG-13,4.9,High,Medium,Action,Quit
Australia,PG-13,6.71,High,High,Family,Survived
USA,R,6.6,High,Medium,Comedy,LovedIt
USA,PG-13,6.98,High,Medium,Drama,LovedIt
USA,PG,6.45,High,Medium,Comedy,FellAsleep
USA,PG-13,8.16,High,Low,Action,LovedIt
USA,R,6.66,Medium,Medium,Comedy,Survived
USA,R,8.43,Low,Low,History,FellAsleep
USA,PG,8.12,High,Low,History,LovedIt
USA,PG-13,5.43,High,Medium,Action,Quit
USA,PG,4.5,High,High,Family,Quit
USA,PG,8.24,High,High,Family,LikedIt
USA,R,8.58,Low,Low,History,Quit
USA,PG-13,5.53,Low,High,Family,Quit
USA,R,8.59,High,Low,History,Survived
USA,PG-13,5.4,Low,High,Family,Quit
Spain,PG-13,7.78,High,Medium,Action,LovedIt
UK,R,9.32,Medium,Medium,Action,LikedIt
UK,PG-13,6.85,High,Medium,Comedy,LovedIt
USA,R,8.48,High,Low,Drama,LikedIt
USA,PG,7.2,High,High,Sci-Fi,Survived
UK,R,4.93,Low,Low,History,Quit
UK,R,6.16,Medium,Medium,Comedy,Quit
USA,R,5.83,Medium,Low,Sci-Fi,Quit
USA,R,4.6,Low,Medium,Drama,Quit
USA,R,8.49,High,Medium,Drama,LovedIt
UK,R,8.2,Medium,Low,History,Quit
USA,PG,6.68,High,High,Family,Quit
USA,PG-13,5.51,Medium,Medium,Comedy,Quit
USA,PG,5.97,Medium,High,Family,Quit
USA,G,10.82,High,Low,History,LikedIt
USA,R,5.94,Medium,Low,History,Quit
USA,PG,6.78,Medium,Medium,Comedy,FellAsleep
USA,R,7.44,Medium,Medium,Comedy,Survived
China,PG-13,7.92,High,Medium,Comedy,LovedIt
Switzerland,R,5.82,Low,Low,Drama,Quit
USA,PG-13,5.81,High,High,Family,Quit
USA,PG,5.84,High,High,Family,Quit
USA,R,6.11,Medium,Low,Action,Survived
UK,R,6.32,High,Medium,Drama,LovedIt
USA,R,6.25,High,High,Family,LovedIt
USA,R,4.96,High,High,Family,Quit
USA,PG-13,5.4,Medium,High,Action,Quit
USA,R,5.37,Medium,High,Family,Quit
USA,R,6.69,Low,Medium,Comedy,Survived
USA,R,9.8,High,Low,History,LikedIt
USA,R,9.14,Low,Low,History,LovedIt
USA,PG,7.21,High,Medium,History,Survived
USA,R,7.26,High,Medium,Drama,LikedIt
USA,PG-13,7.07,Medium,High,History,Survived
USA,PG-13,6.15,Medium,Medium,Comedy,FellAsleep
China,R,6.18,High,Medium,Comedy,LovedIt
USA,R,7.42,Low,Low,History,FellAsleep
Canada,R,7.55,Low,Medium,Comedy,FellAsleep
Spain,PG-13,7.73,Medium,Medium,Drama,Quit
USA,PG,5.9,Medium,Medium,Drama,Quit
USA,R,6.39,Low,Low,Drama,FellAsleep
USA,R,6.5,Low,Low,Action,Quit
USA,R,5.88,High,Low,Drama,Quit
USA,PG-13,2.39,Low,Low,Drama,Quit
USA,PG-13,6.32,High,High,Drama,Quit
USA,R,7.2,Low,Low,History,Survived
USA,G,4.38,High,Medium,Comedy,Quit
USA,PG-13,7.35,Low,Medium,Comedy,FellAsleep
USA,R,7.39,High,Low,Action,LovedIt
USA,PG-13,4.66,High,Low,History,Quit
USA,PG,7.22,High,High,Family,FellAsleep
USA,PG-13,5.98,High,High,Action,Quit
USA,R,8.44,High,Medium,Drama,FellAsleep
USA,PG-13,5.66,High,Medium,Action,Quit
USA,PG,8.57,High,Medium,Comedy,LovedIt
USA,PG,5.38,High,Medium,Action,Quit
USA,R,4.56,Medium,Medium,Comedy,Quit
UK,R,7.77,Low,Medium,Comedy,Survived
USA,PG,5.08,High,High,Family,Quit
USA,R,8.08,Low,Low,History,FellAsleep
France,PG-13,5.76,Low,Medium,Comedy,Quit
UK,PG-13,8.72,Medium,Low,History,Quit
USA,R,6.85,Medium,High,Family,FellAsleep
USA,PG-13,6.12,High,High,Action,Survived
USA,PG-13,10.13,High,Medium,Comedy,LikedIt
USA,PG,9.09,High,Low,History,Survived
USA,G,4.37,High,Medium,Comedy,Survived
USA,R,8.51,Low,Low,History,FellAsleep
USA,R,8.09,Low,Low,History,Quit
USA,R,8.94,Medium,Medium,Action,LikedIt
USA,R,7.22,High,High,Action,LovedIt
USA,R,4.44,Medium,Low,Sci-Fi,Quit
USA,PG-13,7.56,High,Medium,Drama,Quit
UK,R,9.76,Medium,Medium,Comedy,Survived
UK,R,9.67,Medium,Medium,Action,LikedIt
USA,PG,9.78,Low,Low,History,LikedIt
USA,R,6.81,Medium,Medium,Comedy,Quit
USA,PG-13,9.32,Low,Low,History,LikedIt
USA,R,8.98,Low,Low,History,LikedIt
UK,PG,3.8,Medium,Medium,Comedy,FellAsleep
USA,PG-13,5.37,Medium,High,Family,Quit
USA,R,7.2,High,Medium,Comedy,LovedIt
Australia,R,5.38,Low,Medium,Comedy,Quit
USA,PG-13,5.28,High,Medium,Comedy,Quit
USA,PG-13,6.8,High,High,Family,LovedIt
USA,PG-13,5.96,Medium,High,Drama,Quit
USA,PG-13,8.79,Low,Low,History,Survived
USA,PG-13,5.75,High,Medium,Comedy,Quit
USA,R,8.52,High,High,Drama,Survived
USA,R,9.8,Low,Medium,Comedy,LikedIt
USA,PG-13,5.33,Low,Medium,Comedy,Quit
USA,R,8.75,Low,Low,Drama,LikedIt
USA,R,8.45,Medium,Medium,Comedy,LikedIt
USA,PG,8.89,High,Low,History,Survived
USA,R,7,High,Low,History,LikedIt
USA,PG,6.63,High,Medium,Sci-Fi,LovedIt
USA,PG-13,7.49,High,High,Drama,Survived
USA,R,6.11,Medium,Medium,Action,Survived
France,PG-13,8.01,Medium,Medium,Comedy,FellAsleep
USA,R,7.57,Medium,Medium,History,Survived
USA,PG-13,9.29,High,High,Drama,LikedIt
UK,PG,9.23,High,High,Family,LikedIt
USA,R,6.82,High,Medium,Comedy,LovedIt
USA,PG-13,4.33,High,High,Comedy,Quit
USA,PG,7.62,High,Low,Comedy,FellAsleep
Germany,PG-13,5.78,High,High,Drama,Quit
USA,R,5.85,Low,Medium,Comedy,Quit
USA,R,6.51,High,Low,Drama,LovedIt
USA,PG-13,6.06,Medium,Medium,Comedy,Quit
West Germany,R,8.42,Medium,Medium,Comedy,Quit
USA,PG,6.56,Low,Medium,Comedy,FellAsleep
USA,PG-13,6.55,Medium,Medium,Drama,Survived
USA,PG,5.75,High,Medium,Action,Quit
USA,PG-13,5.09,Medium,High,Family,Quit
USA,R,6.12,High,Medium,Drama,LovedIt
Germany,PG-13,5.47,Medium,Medium,Comedy,Quit
