"Party","Music","Host","WasThere","WasNotThere","CaloriesDanc"
"Fun","Rock","Xi","Qiong","Vladimir",321
"Boring","Rock","Alex","Ada","Manny",426
"Boring","Classical","Sonya","Eva","Angela",63
"ItwasOK","HipHop","Xi","Janusz","Manny",208
"Fun","Techno","Katya","Janusz","Joe",358
"Boring","None","Alex","Qiong","Angela",214
"Fun","Rock","Alex","Ada","Vladimir",108
"Fun","Rock","Xi","Ada","Manny",330
"Fun","HipHop","Katya","Janusz","Vladimir",221
"Fun","Techno","Janek","Billy","Vladimir",452
"Boring","Rock","Alex","Qiong","Vladimir",174
"Boring","None","Xi","Qiong","Angela",452
"Fun","HipHop","Alex","Ada","Vladimir",405
"Boring","HipHop","Xi","Eva","Angela",158
"ItwasOK","Classical","Janek","Qiong","Joe",175
"Fun","Techno","Xi","Billy","Joe",47
"Fun","HipHop","Katya","Billy","Angela",491
"Fun","Techno","Alex","Billy","Manny",293
"Fun","None","Alex","Ada","Vladimir",28
"Boring","Techno","Xi","Ada","Angela",333
"Boring","Rock","Katya","Eva","Manny",271
"Fun","Classical","Sonya","Janusz","Joe",340
"Boring","None","Xi","Eva","Angela",224
"Boring","Rock","Janek","Qiong","Manny",83
"Boring","None","Katya","Ada","Joe",112
"Boring","Classical","Sonya","Billy","Angela",117
"Boring","Rock","Alex","Qiong","Angela",103
"Boring","Techno","Janek","Ada","Angela",125
"ItwasOK","Classical","Janek","Qiong","Vladimir",44
"Boring","HipHop","Xi","Billy","Angela",73
"Fun","HipHop","Xi","Eva","Angela",405
"ItwasOK","Techno","Janek","Billy","Manny",72
"Fun","HipHop","Alex","Billy","Vladimir",500
"Boring","HipHop","Xi","Ada","Manny",30
"Fun","Techno","Katya","Eva","Joe",15
"ItwasOK","Rock","Katya","Janusz","Manny",398
"Boring","Classical","Katya","Billy","Angela",49
"Fun","None","Sonya","Janusz","Manny",416
"ItwasOK","Rock","Alex","Janusz","Manny",80
"Fun","Classical","Janek","Billy","Vladimir",382
"Fun","Rock","Alex","Janusz","Manny",396
"ItwasOK","Rock","Sonya","Janusz","Manny",350
"Fun","Rock","Janek","Ada","Manny",365
"Fun","HipHop","Janek","Janusz","Manny",110
"Boring","None","Alex","Ada","Angela",253
"Fun","Rock","Katya","Ada","Manny",142
"ItwasOK","Techno","Janek","Billy","Manny",329
"ItwasOK","None","Katya","Eva","Manny",278
"Fun","HipHop","Sonya","Ada","Manny",205
"Boring","None","Xi","Ada","Angela",117
"Fun","Techno","Janek","Ada","Angela",299
"Boring","Classical","Xi","Qiong","Manny",0
"Fun","Classical","Katya","Janusz","Vladimir",435
"ItwasOK","None","Xi","Qiong","Manny",66
"Fun","HipHop","Katya","Ada","Vladimir",332
"Fun","Techno","Xi","Ada","Vladimir",234
"Boring","Classical","Sonya","Billy","Angela",190
"ItwasOK","None","Alex","Billy","Manny",422
"Fun","HipHop","Alex","Ada","Manny",339
"Fun","Rock","Sonya","Eva","Manny",24
"Boring","None","Janek","Ada","Joe",347
"Boring","Classical","Sonya","Eva","Manny",225
"Fun","Techno","Alex","Qiong","Angela",478
"Boring","None","Alex","Ada","Angela",292
"Boring","Rock","Katya","Ada","Joe",54
"Boring","Techno","Xi","Qiong","Joe",257
"Fun","None","Alex","Ada","Manny",43
"Fun","Rock","Xi","Ada","Joe",24
"Boring","Rock","Katya","Eva","Joe",61
"ItwasOK","Techno","Alex","Janusz","Joe",357
"Boring","Rock","Sonya","Qiong","Angela",495
"Fun","None","Alex","Ada","Vladimir",386
"Boring","Techno","Sonya","Janusz","Manny",302
"Fun","HipHop","Alex","Eva","Vladimir",260
"ItwasOK","None","Janek","Janusz","Joe",118
"Boring","Techno","Xi","Billy","Manny",239
"Boring","Rock","Xi","Qiong","Angela",158
"Boring","Rock","Alex","Janusz","Joe",98
"ItwasOK","None","Katya","Ada","Joe",394
"Fun","HipHop","Janek","Qiong","Manny",453
"Fun","HipHop","Xi","Eva","Angela",78
"Boring","Classical","Xi","Janusz","Joe",293
"ItwasOK","Techno","Katya","Eva","Joe",85
"Fun","Techno","Sonya","Janusz","Vladimir",450
"Fun","HipHop","Katya","Eva","Joe",321
"Fun","Classical","Xi","Eva","Vladimir",393
"Fun","HipHop","Katya","Janusz","Manny",242
"Boring","Rock","Xi","Billy","Angela",470
"Fun","HipHop","Alex","Billy","Manny",436
"ItwasOK","Techno","Alex","Billy","Joe",468
"ItwasOK","HipHop","Katya","Billy","Joe",174
"ItwasOK","Techno","Xi","Qiong","Manny",239
"Boring","Rock","Katya","Ada","Joe",389
"ItwasOK","HipHop","Xi","Ada","Vladimir",246
"ItwasOK","Techno","Janek","Ada","Manny",58
"Boring","Classical","Sonya","Billy","Joe",3
"Boring","Techno","Katya","Billy","Manny",473
"Boring","Classical","Alex","Eva","Angela",472
"Boring","None","Alex","Billy","Angela",278
"Fun","Techno","Xi","Eva","Vladimir",116
"Fun","None","Alex","Qiong","Vladimir",115
"ItwasOK","Classical","Xi","Eva","Vladimir",475
"Boring","None","Katya","Ada","Joe",34
"Boring","Classical","Janek","Janusz","Manny",482
"ItwasOK","Rock","Katya","Qiong","Joe",118
"Boring","Rock","Xi","Qiong","Angela",442
"Boring","HipHop","Xi","Billy","Vladimir",11
"Fun","Techno","Xi","Billy","Vladimir",236
"ItwasOK","Techno","Xi","Billy","Manny",198
"Boring","Techno","Sonya","Billy","Angela",488
"Boring","Classical","Janek","Janusz","Manny",331
"Fun","Techno","Janek","Qiong","Joe",385
"ItwasOK","None","Janek","Janusz","Joe",0
"Boring","Classical","Janek","Qiong","Angela",462
"ItwasOK","Rock","Janek","Eva","Manny",151
"ItwasOK","HipHop","Xi","Billy","Joe",50
"ItwasOK","Classical","Alex","Ada","Joe",73
"Boring","Rock","Xi","Qiong","Joe",284
"Boring","HipHop","Xi","Janusz","Angela",186
"Fun","Classical","Alex","Eva","Vladimir",338
"Boring","Techno","Katya","Billy","Angela",436
"Fun","HipHop","Alex","Ada","Manny",452
"ItwasOK","Classical","Alex","Eva","Manny",32
"Fun","HipHop","Sonya","Qiong","Vladimir",457
"Boring","None","Janek","Ada","Joe",411
"ItwasOK","None","Janek","Ada","Joe",141
"ItwasOK","Rock","Katya","Eva","Manny",310
"ItwasOK","Classical","Katya","Eva","Manny",224
"ItwasOK","HipHop","Xi","Billy","Vladimir",144
"Fun","HipHop","Katya","Billy","Vladimir",345
"Fun","Classical","Sonya","Qiong","Manny",86
"Boring","Rock","Janek","Janusz","Angela",438
"Boring","None","Alex","Ada","Angela",257
"Fun","Techno","Janek","Billy","Manny",247
"ItwasOK","None","Xi","Billy","Angela",50
"Boring","None","Xi","Billy","Manny",260
"Fun","HipHop","Sonya","Ada","Angela",314
"Boring","Rock","Janek","Janusz","Vladimir",229
"Boring","Classical","Sonya","Ada","Manny",140
"Fun","Classical","Sonya","Qiong","Vladimir",345
"Fun","HipHop","Janek","Billy","Angela",405
"ItwasOK","Techno","Sonya","Qiong","Manny",303
"Boring","None","Katya","Janusz","Angela",281
"Fun","Rock","Sonya","Ada","Joe",199
"Fun","None","Alex","Qiong","Joe",4
"ItwasOK","None","Sonya","Billy","Manny",317
"Boring","Classical","Janek","Eva","Joe",485
"Fun","HipHop","Janek","Eva","Manny",150
"ItwasOK","HipHop","Xi","Janusz","Joe",67
"Boring","Classical","Katya","Janusz","Angela",260
"ItwasOK","Classical","Katya","Billy","Joe",332
"Boring","None","Janek","Janusz","Manny",83
"Fun","HipHop","Xi","Eva","Angela",399
"Fun","HipHop","Alex","Ada","Vladimir",400
"Fun","Classical","Janek","Billy","Vladimir",5
"ItwasOK","Techno","Katya","Eva","Joe",121
"Fun","HipHop","Janek","Qiong","Angela",358
"Boring","None","Alex","Janusz","Joe",248
"Fun","Classical","Xi","Janusz","Angela",11
"Boring","Rock","Alex","Eva","Angela",114
"Fun","HipHop","Sonya","Qiong","Joe",331
"Boring","Rock","Alex","Ada","Angela",61
"Fun","Classical","Xi","Ada","Joe",49
"Fun","None","Alex","Eva","Vladimir",338
"Boring","Classical","Alex","Janusz","Joe",345
"Boring","Rock","Katya","Janusz","Angela",152
"Boring","Rock","Janek","Ada","Joe",121
"Fun","Rock","Xi","Ada","Manny",401
"Fun","Rock","Xi","Billy","Joe",89
"Fun","Classical","Katya","Janusz","Vladimir",103
"Boring","Rock","Janek","Janusz","Angela",261
"Boring","None","Katya","Ada","Angela",259
"Boring","Classical","Janek","Billy","Joe",27
"Fun","HipHop","Xi","Eva","Manny",116
"Fun","HipHop","Katya","Ada","Joe",336
"Fun","Techno","Sonya","Billy","Vladimir",476
"Boring","Rock","Katya","Eva","Angela",359
"Boring","HipHop","Sonya","Qiong","Joe",276
"Fun","None","Janek","Ada","Joe",197
"Fun","HipHop","Alex","Billy","Angela",419
"ItwasOK","Classical","Alex","Eva","Vladimir",76
"Fun","HipHop","Katya","Ada","Vladimir",322
"Fun","None","Sonya","Billy","Vladimir",315
"Fun","None","Sonya","Eva","Joe",309
"ItwasOK","None","Xi","Qiong","Joe",329
"ItwasOK","Rock","Alex","Billy","Joe",38
"Fun","Classical","Xi","Qiong","Vladimir",345
"Fun","HipHop","Katya","Janusz","Manny",381
"Boring","None","Sonya","Eva","Joe",135
"Boring","Rock","Sonya","Eva","Angela",17
"Boring","Classical","Janek","Billy","Angela",32
"Fun","Classical","Xi","Janusz","Vladimir",429
"ItwasOK","None","Janek","Billy","Angela",196
"ItwasOK","None","Alex","Janusz","Manny",428
"Fun","Techno","Janek","Janusz","Manny",465
"Fun","Rock","Katya","Eva","Angela",123
"Boring","Rock","Xi","Billy","Angela",453
"ItwasOK","Techno","Janek","Eva","Angela",96
"Fun","Classical","Alex","Billy","Vladimir",420
"ItwasOK","Techno","Xi","Janusz","Manny",445
"Boring","None","Janek","Eva","Angela",452
"Fun","None","Janek","Ada","Manny",484
"ItwasOK","Classical","Katya","Ada","Angela",372
"Fun","HipHop","Katya","Qiong","Angela",394
"Boring","Classical","Sonya","Eva","Angela",267
"Fun","Classical","Sonya","Janusz","Manny",414
"ItwasOK","None","Alex","Billy","Joe",16
"Fun","Classical","Katya","Ada","Manny",301
"Boring","None","Alex","Ada","Angela",172
"Boring","Techno","Janek","Ada","Angela",348
"Boring","Classical","Xi","Eva","Manny",477
"Fun","None","Janek","Eva","Vladimir",250
"Fun","None","Katya","Eva","Manny",471
"Boring","Rock","Xi","Eva","Angela",293
"ItwasOK","Classical","Sonya","Eva","Angela",58
"Fun","Techno","Sonya","Janusz","Vladimir",68
"Fun","HipHop","Xi","Qiong","Vladimir",202
"Fun","None","Sonya","Janusz","Vladimir",470
"Fun","None","Katya","Janusz","Joe",391
"Fun","None","Xi","Billy","Vladimir",485
"ItwasOK","None","Alex","Janusz","Manny",45
"Boring","None","Alex","Eva","Angela",315
"Fun","None","Katya","Billy","Joe",31
"ItwasOK","Classical","Janek","Ada","Manny",277
"Boring","Techno","Xi","Ada","Angela",347
"Boring","Techno","Katya","Janusz","Angela",3
"Boring","Rock","Alex","Janusz","Angela",268
"Fun","HipHop","Janek","Qiong","Manny",266
"Boring","Classical","Xi","Billy","Manny",202
"Fun","Techno","Janek","Qiong","Vladimir",392
"Boring","Rock","Janek","Eva","Angela",375
"Fun","Classical","Katya","Billy","Joe",298
"Fun","None","Alex","Billy","Joe",285
"Fun","None","Janek","Eva","Joe",89
"ItwasOK","Classical","Janek","Eva","Joe",278
"Fun","Classical","Xi","Eva","Vladimir",421
"ItwasOK","Classical","Janek","Ada","Vladimir",187
"Boring","Techno","Alex","Qiong","Manny",176
"Boring","Rock","Janek","Eva","Joe",124
"ItwasOK","HipHop","Xi","Eva","Vladimir",180
"Fun","Classical","Alex","Billy","Manny",119
"Fun","HipHop","Sonya","Ada","Vladimir",447
"ItwasOK","Techno","Alex","Billy","Joe",253
"Boring","Classical","Janek","Qiong","Angela",51
"Fun","Rock","Xi","Ada","Vladimir",364
"Boring","Techno","Alex","Ada","Angela",445
"ItwasOK","Rock","Alex","Billy","Joe",127
"ItwasOK","Rock","Sonya","Billy","Manny",313
"Boring","Rock","Janek","Qiong","Joe",202
"Fun","Techno","Sonya","Ada","Vladimir",280
"Fun","Rock","Xi","Eva","Angela",409
"Boring","Classical","Alex","Billy","Angela",305
"Boring","HipHop","Xi","Billy","Manny",127
"ItwasOK","None","Janek","Billy","Manny",470
"Fun","None","Sonya","Qiong","Manny",448
"Boring","Rock","Katya","Qiong","Joe",428
"Boring","Rock","Alex","Eva","Angela",437
"Boring","HipHop","Xi","Eva","Manny",147
"Fun","HipHop","Katya","Qiong","Angela",316
"Boring","None","Janek","Eva","Joe",294
"ItwasOK","Classical","Xi","Qiong","Vladimir",412
"ItwasOK","None","Alex","Billy","Joe",417
"Fun","Techno","Katya","Ada","Manny",24
"ItwasOK","Rock","Alex","Eva","Joe",309
"Fun","Techno","Xi","Qiong","Joe",253
"Fun","Classical","Janek","Janusz","Manny",235
"Fun","Techno","Sonya","Billy","Vladimir",2
"ItwasOK","HipHop","Alex","Janusz","Manny",117
"Boring","Techno","Janek","Qiong","Angela",241
"Fun","HipHop","Sonya","Eva","Manny",235
"ItwasOK","Techno","Xi","Ada","Manny",77
"Fun","None","Janek","Eva","Vladimir",83
"Fun","Classical","Alex","Ada","Manny",126
"Fun","HipHop","Janek","Eva","Vladimir",436
"Boring","Classical","Xi","Billy","Angela",216
"Fun","Techno","Xi","Ada","Vladimir",428
"Fun","HipHop","Sonya","Billy","Joe",325
"Fun","HipHop","Katya","Billy","Manny",44
"Fun","HipHop","Janek","Eva","Vladimir",102
"Boring","Techno","Janek","Eva","Manny",406
"Boring","Rock","Alex","Janusz","Angela",103
"ItwasOK","Rock","Alex","Eva","Vladimir",170
"Fun","None","Janek","Eva","Manny",278
"Boring","Techno","Alex","Janusz","Joe",238
"Boring","Rock","Alex","Janusz","Manny",354
"Fun","None","Katya","Eva","Manny",212
"Fun","Classical","Alex","Eva","Manny",456
"Boring","None","Katya","Ada","Manny",91
"Boring","Techno","Janek","Qiong","Angela",203
"Fun","HipHop","Katya","Billy","Joe",214
"ItwasOK","Techno","Xi","Eva","Joe",280
"Fun","Rock","Janek","Ada","Joe",72
"Boring","None","Katya","Billy","Angela",21
"Fun","Techno","Sonya","Janusz","Manny",63
"Fun","None","Xi","Qiong","Manny",424
"Fun","HipHop","Sonya","Qiong","Manny",190
"Fun","HipHop","Janek","Billy","Manny",323
"Boring","None","Katya","Janusz","Angela",82
"Boring","Rock","Katya","Billy","Joe",107
"Boring","Rock","Katya","Ada","Angela",486
"ItwasOK","Rock","Alex","Billy","Angela",259
"Fun","Classical","Alex","Eva","Manny",338
"Boring","Rock","Janek","Janusz","Angela",377
"Fun","Techno","Alex","Janusz","Vladimir",480
"Fun","Classical","Xi","Qiong","Joe",477
"Fun","Techno","Katya","Ada","Vladimir",216
"Fun","HipHop","Janek","Qiong","Manny",258
"ItwasOK","None","Alex","Ada","Manny",55
"Boring","HipHop","Janek","Qiong","Angela",168
"Boring","HipHop","Sonya","Janusz","Joe",306
"Fun","HipHop","Janek","Eva","Manny",15
"ItwasOK","Rock","Janek","Eva","Vladimir",65
"ItwasOK","Rock","Sonya","Janusz","Manny",21
"Boring","None","Sonya","Janusz","Angela",233
"ItwasOK","Classical","Alex","Qiong","Vladimir",237
"ItwasOK","HipHop","Alex","Ada","Angela",360
"ItwasOK","Techno","Xi","Eva","Manny",495
"Fun","None","Alex","Ada","Manny",166
"ItwasOK","HipHop","Xi","Eva","Vladimir",10
"ItwasOK","HipHop","Sonya","Billy","Angela",23
"Fun","Classical","Sonya","Qiong","Manny",77
"Boring","Classical","Katya","Janusz","Manny",306
"Fun","HipHop","Sonya","Ada","Manny",392
"Fun","HipHop","Alex","Janusz","Manny",370
"Boring","Rock","Janek","Eva","Vladimir",367
"Fun","Classical","Xi","Qiong","Vladimir",135
"Fun","Techno","Katya","Janusz","Joe",104
"ItwasOK","Rock","Alex","Qiong","Joe",38
"Boring","HipHop","Xi","Janusz","Angela",0
"ItwasOK","Techno","Janek","Billy","Vladimir",387
"Boring","Classical","Xi","Billy","Vladimir",280
"Fun","None","Alex","Qiong","Joe",29
"ItwasOK","None","Katya","Janusz","Angela",194
"Boring","None","Xi","Janusz","Joe",183
"ItwasOK","Classical","Janek","Janusz","Vladimir",92
"Fun","HipHop","Alex","Eva","Angela",443
"ItwasOK","HipHop","Janek","Billy","Joe",10
"Fun","HipHop","Katya","Billy","Vladimir",439
"Fun","Rock","Sonya","Qiong","Vladimir",171
"Boring","Classical","Katya","Qiong","Manny",285
"ItwasOK","HipHop","Xi","Eva","Vladimir",350
"Fun","Techno","Sonya","Ada","Vladimir",441
"Boring","Techno","Sonya","Billy","Angela",206
"Boring","Classical","Janek","Ada","Angela",150
"Boring","Techno","Janek","Janusz","Angela",146
"Boring","HipHop","Xi","Billy","Joe",62
"Boring","Techno","Sonya","Janusz","Angela",108
"Boring","Classical","Sonya","Billy","Manny",369
"Boring","Techno","Xi","Janusz","Manny",48
"ItwasOK","Classical","Janek","Janusz","Manny",492
"ItwasOK","Classical","Janek","Qiong","Joe",335
"Boring","Techno","Xi","Janusz","Joe",357
"ItwasOK","HipHop","Alex","Eva","Manny",137
"ItwasOK","HipHop","Alex","Billy","Joe",47
"Boring","Classical","Janek","Ada","Manny",399
"Fun","Rock","Janek","Eva","Manny",129
"Boring","Rock","Janek","Ada","Angela",422
"Fun","Rock","Janek","Janusz","Joe",107
"Fun","None","Janek","Ada","Manny",235
"Boring","Classical","Janek","Janusz","Manny",96
"Boring","None","Xi","Eva","Angela",156
"Fun","Classical","Alex","Janusz","Joe",302
"Boring","Rock","Alex","Billy","Manny",310
"Boring","Rock","Alex","Janusz","Vladimir",177
"Boring","Classical","Alex","Janusz","Angela",491
"Fun","Classical","Xi","Janusz","Manny",218
"Fun","Classical","Katya","Eva","Vladimir",222
"Boring","Classical","Alex","Ada","Angela",264
"Boring","Techno","Alex","Janusz","Angela",39
"Boring","HipHop","Xi","Janusz","Joe",154
"ItwasOK","Techno","Xi","Eva","Manny",42
"Fun","HipHop","Janek","Billy","Vladimir",247
"Boring","Rock","Sonya","Ada","Angela",72
"Fun","None","Alex","Eva","Vladimir",165
"Fun","HipHop","Sonya","Billy","Manny",253
"Boring","Techno","Katya","Ada","Angela",155
"Boring","Classical","Janek","Janusz","Angela",490
"Boring","Rock","Xi","Ada","Manny",419
"Boring","Techno","Katya","Janusz","Manny",254
"Boring","Techno","Alex","Billy","Joe",401
"Fun","None","Xi","Billy","Joe",469
"Fun","Techno","Janek","Ada","Angela",95
"Fun","None","Alex","Janusz","Vladimir",164
"Fun","None","Xi","Billy","Manny",476
"Fun","HipHop","Janek","Ada","Manny",217
"Fun","HipHop","Katya","Eva","Joe",353
"Boring","Techno","Xi","Qiong","Joe",361
"ItwasOK","Classical","Alex","Billy","Angela",391
"ItwasOK","Techno","Sonya","Billy","Manny",374
"Boring","Rock","Katya","Billy","Angela",207
"Fun","HipHop","Sonya","Janusz","Joe",325
"Fun","Techno","Janek","Qiong","Vladimir",407
"Fun","None","Xi","Eva","Joe",423
"ItwasOK","HipHop","Janek","Janusz","Joe",137
"Fun","Techno","Xi","Janusz","Vladimir",94
"Boring","HipHop","Katya","Janusz","Joe",168
"Boring","Rock","Katya","Janusz","Angela",49
"Boring","Techno","Janek","Eva","Angela",472
"Fun","Classical","Sonya","Ada","Manny",95
"Boring","Techno","Sonya","Billy","Angela",492
"Fun","HipHop","Katya","Billy","Vladimir",347
"Boring","Rock","Sonya","Ada","Manny",430
"Boring","None","Katya","Eva","Manny",114
"ItwasOK","None","Alex","Billy","Joe",11
"Boring","Rock","Katya","Billy","Manny",498
"Boring","Techno","Xi","Ada","Manny",108
"Boring","Classical","Alex","Eva","Angela",214
"Boring","Techno","Sonya","Billy","Manny",300
"Boring","None","Janek","Janusz","Angela",258
"Boring","None","Xi","Eva","Angela",208
"ItwasOK","None","Katya","Qiong","Vladimir",404
"Fun","HipHop","Janek","Janusz","Manny",476
"ItwasOK","Techno","Janek","Ada","Joe",309
"Fun","Classical","Xi","Eva","Joe",247
"Boring","None","Xi","Janusz","Vladimir",422
"ItwasOK","Techno","Sonya","Ada","Manny",215
"Boring","Techno","Sonya","Eva","Angela",251
"Fun","Classical","Janek","Ada","Vladimir",362
"Fun","HipHop","Alex","Ada","Angela",242
"Fun","None","Sonya","Billy","Vladimir",232
"ItwasOK","Techno","Sonya","Billy","Joe",271
"Fun","Rock","Katya","Qiong","Joe",187
"ItwasOK","Rock","Sonya","Eva","Manny",1
"Boring","None","Janek","Ada","Angela",380
"Boring","Techno","Katya","Eva","Angela",202
"Boring","Classical","Sonya","Billy","Joe",112
"Fun","None","Katya","Eva","Joe",206
"Fun","HipHop","Alex","Billy","Vladimir",367
"ItwasOK","Rock","Janek","Billy","Joe",402
"Boring","None","Alex","Ada","Angela",411
"Boring","None","Alex","Ada","Angela",390
"Boring","Techno","Alex","Billy","Angela",471
"Boring","None","Sonya","Janusz","Joe",87
"Fun","HipHop","Alex","Eva","Vladimir",468
"Boring","Classical","Alex","Qiong","Joe",13
"Fun","Techno","Katya","Eva","Vladimir",189
"Fun","Techno","Sonya","Eva","Vladimir",129
"ItwasOK","None","Alex","Eva","Manny",439
"ItwasOK","HipHop","Janek","Qiong","Angela",140
"Fun","HipHop","Katya","Janusz","Manny",359
"ItwasOK","Rock","Xi","Ada","Joe",347
"Fun","Techno","Katya","Qiong","Vladimir",100
"ItwasOK","HipHop","Katya","Qiong","Joe",68
"Fun","HipHop","Katya","Ada","Vladimir",181
"ItwasOK","Rock","Janek","Qiong","Angela",358
"Boring","Rock","Katya","Eva","Angela",395
"ItwasOK","Classical","Janek","Eva","Joe",466
"Fun","HipHop","Sonya","Billy","Angela",430
"Fun","HipHop","Xi","Billy","Vladimir",55
"Fun","Techno","Sonya","Qiong","Vladimir",124
"Fun","Rock","Katya","Eva","Vladimir",5
"ItwasOK","None","Sonya","Qiong","Angela",125
"Boring","HipHop","Xi","Eva","Manny",167
"Boring","None","Alex","Billy","Angela",82
"Fun","Techno","Katya","Janusz","Vladimir",51
"Fun","Techno","Alex","Qiong","Angela",62
"Boring","None","Sonya","Ada","Angela",147
"Fun","Classical","Xi","Qiong","Joe",213
"Fun","Rock","Janek","Billy","Manny",438
"Boring","Classical","Sonya","Ada","Angela",102
"Fun","Classical","Katya","Ada","Manny",303
"Boring","Techno","Katya","Qiong","Manny",65
"Boring","Rock","Xi","Eva","Manny",148
"Fun","Classical","Sonya","Eva","Joe",211
"Boring","Classical","Janek","Eva","Manny",62
"ItwasOK","Rock","Katya","Ada","Joe",18
"Fun","None","Xi","Ada","Vladimir",483
"ItwasOK","Rock","Xi","Eva","Manny",55
"ItwasOK","HipHop","Sonya","Eva","Manny",283
"Fun","Rock","Sonya","Qiong","Vladimir",30
"Fun","HipHop","Alex","Ada","Angela",317
"Boring","Classical","Sonya","Qiong","Vladimir",230
"Fun","Classical","Xi","Billy","Vladimir",441
"Boring","HipHop","Sonya","Eva","Angela",411
"Boring","Classical","Xi","Janusz","Angela",64
"Boring","Rock","Katya","Qiong","Manny",132
"ItwasOK","HipHop","Alex","Billy","Vladimir",341
"Boring","Rock","Alex","Eva","Angela",395
"ItwasOK","Techno","Alex","Eva","Joe",421
"ItwasOK","None","Alex","Janusz","Joe",483
"ItwasOK","Classical","Katya","Billy","Angela",192
"Fun","HipHop","Janek","Eva","Angela",143
"Fun","Classical","Xi","Eva","Vladimir",470
"ItwasOK","Techno","Sonya","Ada","Manny",438
"Boring","Techno","Katya","Ada","Joe",128
"ItwasOK","HipHop","Sonya","Eva","Joe",183
"ItwasOK","None","Sonya","Janusz","Vladimir",252
"Fun","Classical","Xi","Eva","Vladimir",446
"Fun","Rock","Janek","Janusz","Manny",339
"Fun","HipHop","Alex","Ada","Manny",219
"Boring","Classical","Alex","Eva","Manny",256
"ItwasOK","None","Janek","Ada","Angela",413
"Fun","HipHop","Katya","Eva","Joe",338
"Fun","Techno","Janek","Eva","Joe",367
"Boring","Rock","Alex","Qiong","Vladimir",294
"ItwasOK","Classical","Janek","Janusz","Joe",342
"Fun","Techno","Janek","Janusz","Vladimir",176
"Fun","Techno","Janek","Ada","Vladimir",292
"Boring","None","Xi","Qiong","Angela",386
"Boring","Classical","Alex","Qiong","Angela",394
"ItwasOK","Rock","Sonya","Eva","Joe",420
"ItwasOK","Rock","Sonya","Eva","Vladimir",2
"Fun","None","Sonya","Janusz","Joe",104
"Fun","HipHop","Janek","Billy","Manny",436
"Fun","HipHop","Sonya","Ada","Vladimir",164
"Boring","Rock","Xi","Eva","Angela",144
"Boring","Rock","Sonya","Eva","Angela",425
"Fun","None","Janek","Janusz","Vladimir",66
"Fun","None","Alex","Qiong","Joe",216
"ItwasOK","Classical","Xi","Qiong","Joe",240
"Fun","None","Alex","Janusz","Vladimir",344
"Fun","Rock","Alex","Qiong","Vladimir",303
"ItwasOK","Rock","Katya","Qiong","Joe",387
"ItwasOK","Rock","Janek","Ada","Vladimir",431
"ItwasOK","Classical","Sonya","Eva","Vladimir",114
"Boring","None","Sonya","Eva","Angela",359
"ItwasOK","None","Alex","Qiong","Manny",108
"Boring","Classical","Alex","Ada","Manny",291
"Boring","Rock","Alex","Ada","Manny",19
"Fun","Rock","Katya","Ada","Manny",443
"Fun","HipHop","Janek","Ada","Joe",343
"Boring","None","Janek","Billy","Angela",303
"Boring","Rock","Xi","Ada","Angela",405
"ItwasOK","Rock","Janek","Eva","Angela",113
"Fun","HipHop","Alex","Billy","Vladimir",152
"ItwasOK","None","Sonya","Billy","Manny",131
"Fun","Rock","Sonya","Janusz","Joe",287
"Boring","None","Janek","Billy","Vladimir",291
"Fun","HipHop","Alex","Eva","Angela",345
"ItwasOK","Techno","Xi","Eva","Vladimir",422
"ItwasOK","Classical","Alex","Eva","Joe",218
"Boring","None","Janek","Janusz","Angela",335
"Fun","HipHop","Alex","Qiong","Angela",380
"Fun","Techno","Alex","Eva","Joe",467
"Fun","Rock","Katya","Janusz","Manny",172
"Boring","Techno","Alex","Eva","Joe",152
"Boring","None","Janek","Ada","Angela",114
"Fun","None","Janek","Ada","Manny",3
"Fun","HipHop","Katya","Billy","Vladimir",55
"ItwasOK","Techno","Xi","Qiong","Joe",359
"Boring","Rock","Janek","Janusz","Angela",109
"Boring","Rock","Katya","Billy","Angela",3
"Fun","HipHop","Xi","Janusz","Angela",216
"Boring","Classical","Xi","Eva","Angela",161
"Fun","Techno","Janek","Ada","Manny",12
"Fun","Rock","Alex","Billy","Vladimir",223
"Fun","Techno","Sonya","Billy","Manny",43
"Boring","Techno","Sonya","Janusz","Angela",44
"Fun","Classical","Sonya","Qiong","Manny",338
"Boring","None","Xi","Qiong","Angela",68
"Boring","None","Xi","Eva","Angela",411
"ItwasOK","None","Sonya","Janusz","Angela",430
"ItwasOK","HipHop","Sonya","Ada","Manny",166
"Boring","Rock","Katya","Eva","Angela",337
"Fun","Techno","Sonya","Eva","Vladimir",280
"Boring","Techno","Janek","Ada","Manny",319
"Boring","None","Janek","Janusz","Joe",428
"Fun","HipHop","Katya","Janusz","Manny",454
"ItwasOK","Rock","Sonya","Qiong","Joe",427
"Boring","Classical","Xi","Billy","Vladimir",75
"Boring","Rock","Xi","Billy","Manny",12
"Boring","None","Katya","Qiong","Angela",39
"Boring","Techno","Sonya","Ada","Joe",93
"Fun","HipHop","Xi","Janusz","Joe",37
"ItwasOK","None","Sonya","Janusz","Manny",1
"Boring","Techno","Xi","Eva","Angela",305
"Boring","None","Alex","Qiong","Angela",478
"ItwasOK","Classical","Xi","Janusz","Manny",369
"Fun","HipHop","Xi","Ada","Vladimir",4
"Boring","None","Xi","Eva","Angela",403
"ItwasOK","None","Katya","Ada","Angela",280
