Studentid,Attendance,Major,Questions,Score,Seniority,Texting
41989,68,Stat,Always,1,Freshman,Always
41990,4,Stat,Rarely,32,Senior,Rarely
41991,0,Communication,Always,99,Sophomore,Always
41992,41,Polsci,Rarely,78,Sophomore,Rarely
41993,13,Stat,Always,23,Junior,Always
41994,53,Cs,Rarely,40,Sophomore,Always
41995,56,Communication,Always,59,Senior,Rarely
41996,27,Communication,Rarely,10,Freshman,Rarely
41997,70,Communication,Always,15,Freshman,Always
41998,68,Communication,Always,87,Sophomore,Always
41999,46,Cs,Rarely,47,Senior,Always
42000,75,Polsci,Always,20,Senior,Rarely
42001,98,Communication,Rarely,55,Sophomore,Always
42002,94,Cs,Always,33,Sophomore,Rarely
42003,88,Cs,Always,1,Freshman,Always
42004,26,Polsci,Always,1,Junior,Always
42005,40,Stat,Rarely,26,Junior,Rarely
42006,87,Stat,Always,6,Senior,Always
42007,84,Polsci,Rarely,69,Freshman,Rarely
42008,5,Stat,Rarely,15,Freshman,Always
42009,84,Communication,Always,65,Sophomore,Always
42010,76,Communication,Rarely,62,Sophomore,Always
42011,86,Communication,Rarely,5,Senior,Rarely
42012,36,Stat,Rarely,68,Senior,Rarely
42013,85,Polsci,Always,66,Sophomore,Rarely
42014,43,Stat,Rarely,5,Senior,Rarely
42015,1,Stat,Always,19,Freshman,Rarely
42016,25,Cs,Rarely,20,Freshman,Always
42017,31,Stat,Rarely,1,Junior,Always
42018,73,Polsci,Rarely,99,Sophomore,Always
42019,62,Stat,Always,35,Senior,Always
42020,96,Stat,Rarely,57,Freshman,Always
42021,76,Cs,Rarely,29,Sophomore,Always
42022,4,Polsci,Rarely,53,Junior,Always
42023,85,Communication,Always,54,Freshman,Always
42024,5,Communication,Always,83,Senior,Always
42025,9,Communication,Rarely,13,Freshman,Always
42026,77,Stat,Rarely,30,Sophomore,Always
42027,63,Cs,Rarely,67,Senior,Rarely
42028,19,Cs,Rarely,43,Sophomore,Always
42029,1,Stat,Always,76,Freshman,Always
42030,99,Polsci,Always,28,Freshman,Always
42031,24,Cs,Always,91,Sophomore,Rarely
42032,33,Communication,Always,65,Freshman,Always
42033,68,Cs,Always,73,Senior,Always
42034,37,Polsci,Always,76,Junior,Rarely
42035,87,Communication,Rarely,93,Senior,Rarely
42036,36,Cs,Always,54,Sophomore,Rarely
42037,20,Polsci,Rarely,86,Freshman,Rarely
42038,99,Stat,Always,67,Senior,Always
42039,63,Cs,Rarely,84,Freshman,Always
42040,63,Stat,Rarely,87,Sophomore,Rarely
42041,99,Communication,Always,44,Senior,Always
42042,85,Stat,Rarely,17,Sophomore,Rarely
42043,22,Cs,Rarely,65,Junior,Rarely
42044,99,Communication,Rarely,34,Freshman,Always
42045,85,Communication,Always,97,Freshman,Rarely
42046,37,Communication,Always,92,Senior,Always
42047,15,Cs,Rarely,97,Senior,Rarely
42048,58,Stat,Always,6,Senior,Rarely
42049,45,Polsci,Rarely,27,Sophomore,Always
42050,22,Polsci,Always,32,Freshman,Rarely
42051,72,Communication,Always,59,Freshman,Always
42052,84,Cs,Rarely,60,Senior,Rarely
42053,86,Polsci,Always,46,Sophomore,Rarely
42054,77,Stat,Always,65,Senior,Always
42055,44,Cs,Always,28,Senior,Always
42056,82,Polsci,Always,66,Sophomore,Rarely
42057,89,Cs,Rarely,1,Freshman,Rarely
42058,36,Polsci,Rarely,78,Senior,Always
42059,72,Communication,Rarely,12,Sophomore,Rarely
42060,26,Communication,Rarely,56,Sophomore,Rarely
42061,40,Cs,Always,86,Junior,Rarely
42062,74,Cs,Always,33,Senior,Always
42063,92,Cs,Always,54,Junior,Always
42064,96,Polsci,Rarely,74,Senior,Rarely
42065,83,Stat,Rarely,89,Sophomore,Rarely
42066,32,Stat,Rarely,12,Sophomore,Rarely
42067,29,Communication,Always,2,Sophomore,Rarely
42068,25,Communication,Rarely,9,Sophomore,Rarely
42069,62,Polsci,Always,19,Freshman,Rarely
42070,15,Stat,Always,46,Junior,Rarely
42071,38,Stat,Rarely,98,Freshman,Rarely
42072,40,Communication,Always,70,Sophomore,Always
42073,46,Stat,Always,53,Junior,Rarely
42074,29,Communication,Always,22,Sophomore,Always
42075,21,Stat,Rarely,32,Senior,Rarely
42076,56,Communication,Rarely,12,Freshman,Rarely
42077,32,Polsci,Rarely,50,Junior,Always
42078,80,Communication,Rarely,43,Senior,Always
42079,37,Cs,Rarely,19,Sophomore,Always
42080,14,Stat,Rarely,21,Sophomore,Always
42081,82,Communication,Always,14,Sophomore,Always
42082,36,Stat,Rarely,54,Senior,Always
42083,32,Communication,Always,72,Junior,Rarely
42084,4,Communication,Rarely,40,Senior,Always
42085,47,Polsci,Rarely,91,Junior,Always
42086,60,Communication,Rarely,83,Senior,Always
42087,10,Cs,Always,21,Senior,Always
42088,51,Stat,Always,48,Freshman,Rarely
42089,8,Communication,Rarely,22,Senior,Rarely
42090,61,Cs,Rarely,34,Junior,Always
42091,51,Cs,Always,34,Sophomore,Always
42092,46,Polsci,Always,68,Freshman,Always
42093,73,Communication,Always,92,Sophomore,Rarely
42094,0,Polsci,Rarely,73,Junior,Always
42095,78,Communication,Always,33,Senior,Always
42096,74,Polsci,Always,32,Senior,Rarely
42097,30,Stat,Rarely,15,Junior,Rarely
42098,91,Communication,Rarely,41,Freshman,Always
42099,60,Communication,Always,57,Freshman,Always
42100,79,Cs,Rarely,9,Sophomore,Always
42101,53,Stat,Always,39,Junior,Rarely
42102,38,Polsci,Rarely,32,Freshman,Rarely
42103,75,Polsci,Always,1,Sophomore,Always
42104,33,Cs,Rarely,11,Junior,Rarely
42105,90,Communication,Rarely,58,Senior,Always
42106,20,Stat,Always,58,Sophomore,Always
42107,26,Stat,Rarely,87,Sophomore,Rarely
42108,99,Cs,Rarely,87,Freshman,Always
42109,70,Cs,Always,38,Junior,Rarely
42110,21,Stat,Rarely,75,Senior,Always
42111,33,Polsci,Rarely,3,Senior,Always
42112,99,Polsci,Rarely,88,Sophomore,Rarely
42113,47,Polsci,Always,86,Freshman,Always
42114,15,Polsci,Rarely,71,Junior,Always
42115,58,Stat,Rarely,6,Junior,Rarely
42116,81,Polsci,Always,76,Freshman,Always
42117,30,Cs,Always,80,Senior,Rarely
42118,43,Cs,Always,38,Senior,Always
42119,83,Stat,Rarely,91,Senior,Always
42120,78,Polsci,Rarely,45,Sophomore,Always
42121,67,Communication,Always,90,Freshman,Rarely
42122,46,Communication,Always,4,Sophomore,Always
42123,2,Stat,Always,28,Sophomore,Rarely
42124,45,Polsci,Rarely,93,Junior,Always
42125,49,Stat,Rarely,71,Freshman,Rarely
42126,88,Communication,Always,2,Junior,Rarely
42127,96,Polsci,Rarely,18,Junior,Always
42128,48,Stat,Rarely,97,Junior,Rarely
42129,58,Cs,Rarely,93,Sophomore,Rarely
42130,83,Communication,Always,19,Freshman,Always
42131,33,Polsci,Rarely,76,Freshman,Always
42132,37,Cs,Rarely,90,Freshman,Always
42133,52,Polsci,Always,26,Junior,Rarely
42134,13,Cs,Always,33,Sophomore,Rarely
42135,27,Stat,Rarely,36,Senior,Rarely
42136,25,Cs,Always,93,Freshman,Always
42137,27,Polsci,Always,100,Senior,Rarely
42138,92,Polsci,Always,30,Senior,Always
42139,22,Cs,Always,96,Junior,Always
42140,43,Stat,Always,43,Senior,Always
42141,59,Cs,Rarely,22,Senior,Always
42142,13,Stat,Rarely,24,Junior,Always
42143,90,Cs,Always,27,Junior,Always
42144,27,Cs,Always,75,Junior,Rarely
42145,8,Polsci,Always,74,Junior,Always
42146,6,Cs,Rarely,92,Freshman,Always
42147,83,Cs,Rarely,23,Junior,Rarely
42148,67,Cs,Always,0,Junior,Always
42149,69,Stat,Always,0,Junior,Always
42150,44,Communication,Always,61,Freshman,Always
42151,89,Cs,Always,40,Sophomore,Rarely
42152,3,Stat,Always,12,Freshman,Rarely
42153,90,Stat,Always,11,Junior,Always
42154,22,Communication,Rarely,25,Freshman,Always
42155,1,Communication,Rarely,95,Sophomore,Rarely
42156,92,Communication,Always,46,Sophomore,Rarely
42157,51,Communication,Always,49,Freshman,Always
42158,99,Stat,Rarely,42,Junior,Always
42159,51,Communication,Rarely,48,Senior,Always
42160,68,Cs,Rarely,96,Freshman,Rarely
42161,81,Cs,Rarely,52,Sophomore,Always
42162,15,Polsci,Always,99,Sophomore,Always
42163,90,Cs,Rarely,62,Junior,Rarely
42164,40,Stat,Rarely,16,Sophomore,Rarely
42165,99,Polsci,Always,43,Freshman,Rarely
42166,99,Stat,Always,27,Sophomore,Always
42167,87,Polsci,Rarely,79,Junior,Always
42168,21,Communication,Always,86,Sophomore,Rarely
42169,73,Polsci,Rarely,74,Senior,Always
42170,29,Cs,Always,47,Sophomore,Always
42171,81,Communication,Always,15,Sophomore,Always
42172,73,Communication,Always,71,Junior,Rarely
42173,31,Communication,Rarely,19,Freshman,Always
42174,57,Communication,Rarely,45,Junior,Rarely
42175,72,Cs,Always,43,Sophomore,Always
42176,82,Communication,Always,53,Sophomore,Rarely
42177,71,Stat,Rarely,25,Senior,Always
42178,70,Polsci,Always,18,Junior,Rarely
42179,99,Polsci,Always,78,Junior,Always
42180,57,Stat,Rarely,71,Sophomore,Rarely
42181,65,Communication,Rarely,21,Senior,Rarely
42182,6,Stat,Rarely,84,Sophomore,Rarely
42183,69,Stat,Always,92,Freshman,Always
42184,24,Stat,Rarely,95,Junior,Rarely
42185,92,Cs,Always,34,Freshman,Rarely
42186,47,Polsci,Always,91,Freshman,Rarely
42187,90,Polsci,Rarely,15,Freshman,Rarely
42188,75,Communication,Rarely,77,Sophomore,Rarely
42189,91,Polsci,Rarely,62,Senior,Rarely
42190,38,Stat,Rarely,60,Sophomore,Rarely
42191,71,Stat,Always,78,Freshman,Always
42192,33,Stat,Rarely,15,Junior,Rarely
42193,61,Stat,Always,33,Freshman,Rarely
42194,44,Stat,Always,11,Freshman,Always
42195,49,Cs,Rarely,78,Junior,Always
42196,63,Stat,Rarely,88,Freshman,Always
42197,67,Communication,Always,40,Senior,Always
42198,50,Cs,Rarely,99,Senior,Always
42199,21,Communication,Always,29,Sophomore,Always
42200,76,Polsci,Rarely,78,Freshman,Rarely
42201,48,Cs,Always,13,Junior,Always
42202,43,Communication,Always,59,Freshman,Rarely
42203,61,Polsci,Always,77,Senior,Always
42204,58,Polsci,Always,53,Freshman,Always
42205,81,Stat,Rarely,76,Sophomore,Always
42206,76,Polsci,Rarely,68,Sophomore,Always
42207,69,Stat,Rarely,82,Senior,Rarely
42208,74,Polsci,Rarely,33,Freshman,Always
42209,96,Cs,Always,30,Senior,Always
42210,37,Stat,Always,21,Sophomore,Rarely
42211,4,Stat,Rarely,62,Freshman,Always
42212,84,Communication,Rarely,27,Senior,Rarely
42213,40,Polsci,Always,35,Junior,Always
42214,94,Polsci,Rarely,78,Senior,Always
42215,26,Stat,Always,78,Sophomore,Rarely
42216,57,Stat,Always,91,Sophomore,Rarely
42217,83,Stat,Rarely,27,Freshman,Rarely
42218,59,Stat,Rarely,40,Junior,Rarely
42219,33,Stat,Always,12,Sophomore,Always
42220,23,Stat,Rarely,1,Sophomore,Rarely
42221,22,Stat,Always,82,Sophomore,Rarely
42222,19,Cs,Always,36,Senior,Rarely
42223,48,Cs,Always,8,Junior,Rarely
42224,89,Cs,Always,88,Freshman,Always
42225,24,Polsci,Rarely,40,Freshman,Rarely
42226,99,Communication,Rarely,75,Freshman,Always
42227,18,Polsci,Always,42,Junior,Always
42228,18,Cs,Always,66,Freshman,Rarely
42229,22,Cs,Rarely,90,Freshman,Always
42230,86,Communication,Rarely,6,Senior,Rarely
42231,13,Stat,Always,22,Junior,Always
42232,93,Polsci,Rarely,11,Senior,Rarely
42233,22,Communication,Rarely,8,Junior,Rarely
42234,41,Communication,Rarely,52,Senior,Always
42235,5,Cs,Rarely,77,Junior,Rarely
42236,16,Stat,Always,67,Freshman,Always
42237,51,Cs,Rarely,46,Sophomore,Always
42238,99,Stat,Always,66,Freshman,Always
42239,57,Communication,Rarely,90,Sophomore,Always
42240,21,Stat,Always,60,Junior,Rarely
42241,96,Communication,Always,14,Senior,Always
42242,65,Stat,Always,88,Freshman,Rarely
42243,87,Polsci,Always,33,Senior,Rarely
42244,29,Cs,Rarely,43,Sophomore,Rarely
42245,89,Communication,Rarely,100,Senior,Rarely
42246,78,Communication,Always,6,Freshman,Always
42247,12,Cs,Rarely,7,Senior,Rarely
42248,61,Cs,Always,25,Freshman,Always
42249,41,Polsci,Always,37,Sophomore,Rarely
42250,74,Communication,Rarely,44,Sophomore,Always
42251,56,Cs,Always,69,Sophomore,Rarely
42252,25,Polsci,Always,95,Senior,Rarely
42253,40,Cs,Always,78,Senior,Rarely
42254,44,Stat,Rarely,47,Freshman,Rarely
42255,75,Stat,Rarely,47,Senior,Always
42256,58,Communication,Always,64,Junior,Always
42257,73,Polsci,Always,72,Sophomore,Always
42258,33,Polsci,Rarely,77,Freshman,Rarely
42259,33,Communication,Always,94,Junior,Rarely
42260,55,Stat,Rarely,96,Senior,Always
42261,55,Communication,Always,20,Freshman,Rarely
42262,49,Communication,Rarely,27,Senior,Rarely
42263,76,Communication,Rarely,76,Senior,Always
42264,53,Cs,Rarely,39,Senior,Rarely
42265,74,Stat,Always,81,Freshman,Rarely
42266,69,Cs,Always,49,Sophomore,Always
42267,17,Communication,Always,41,Junior,Always
42268,7,Communication,Rarely,14,Freshman,Rarely
42269,71,Stat,Rarely,61,Senior,Rarely
42270,74,Stat,Always,85,Freshman,Rarely
42271,82,Polsci,Rarely,35,Junior,Always
42272,98,Communication,Always,30,Freshman,Rarely
42273,5,Stat,Always,82,Sophomore,Always
42274,38,Communication,Rarely,64,Senior,Always
42275,35,Cs,Rarely,100,Junior,Always
42276,58,Polsci,Rarely,75,Senior,Rarely
42277,29,Cs,Always,25,Junior,Always
42278,47,Cs,Rarely,31,Junior,Rarely
42279,23,Cs,Rarely,41,Freshman,Rarely
42280,82,Communication,Rarely,58,Freshman,Always
42281,95,Cs,Rarely,56,Sophomore,Rarely
42282,13,Stat,Rarely,29,Freshman,Rarely
42283,77,Communication,Rarely,95,Sophomore,Rarely
42284,36,Stat,Rarely,11,Sophomore,Rarely
42285,93,Communication,Rarely,10,Senior,Always
42286,88,Polsci,Always,86,Freshman,Always
42287,33,Cs,Always,30,Freshman,Always
42288,3,Polsci,Rarely,8,Senior,Always
42289,17,Communication,Rarely,59,Sophomore,Rarely
42290,67,Cs,Rarely,37,Freshman,Rarely
42291,33,Polsci,Always,6,Sophomore,Rarely
42292,66,Polsci,Rarely,69,Junior,Rarely
42293,66,Polsci,Always,9,Senior,Always
42294,62,Stat,Rarely,89,Freshman,Rarely
42295,53,Stat,Rarely,84,Junior,Rarely
42296,30,Stat,Rarely,5,Senior,Rarely
42297,58,Stat,Always,3,Freshman,Always
42298,44,Cs,Rarely,70,Junior,Always
42299,71,Polsci,Rarely,46,Senior,Always
42300,16,Communication,Rarely,86,Junior,Always
42301,67,Stat,Rarely,46,Senior,Always
42302,91,Communication,Always,98,Senior,Always
42303,31,Cs,Rarely,90,Senior,Always
42304,54,Stat,Always,57,Senior,Always
42305,59,Polsci,Rarely,5,Senior,Always
42306,41,Stat,Always,11,Junior,Always
42307,44,Stat,Rarely,43,Freshman,Rarely
42308,97,Stat,Always,25,Sophomore,Always
42309,71,Cs,Always,31,Senior,Always
42310,39,Cs,Rarely,91,Sophomore,Always
42311,50,Communication,Rarely,39,Junior,Rarely
42312,45,Polsci,Rarely,22,Freshman,Rarely
42313,76,Communication,Always,24,Sophomore,Always
42314,59,Communication,Rarely,75,Senior,Rarely
42315,3,Stat,Rarely,53,Sophomore,Rarely
42316,85,Cs,Rarely,11,Junior,Always
42317,8,Cs,Always,17,Freshman,Rarely
42318,74,Communication,Rarely,17,Junior,Rarely
42319,49,Stat,Always,98,Freshman,Rarely
42320,53,Polsci,Always,3,Junior,Rarely
42321,49,Cs,Always,40,Freshman,Rarely
42322,35,Polsci,Always,86,Senior,Rarely
42323,81,Cs,Rarely,82,Sophomore,Always
42324,6,Polsci,Always,8,Freshman,Always
42325,94,Cs,Always,33,Senior,Always
42326,58,Communication,Always,0,Senior,Always
42327,84,Stat,Rarely,50,Sophomore,Always
42328,57,Stat,Rarely,30,Junior,Always
42329,71,Cs,Always,71,Freshman,Always
42330,29,Polsci,Rarely,57,Senior,Rarely
42331,32,Polsci,Rarely,91,Freshman,Rarely
42332,75,Cs,Rarely,52,Senior,Always
42333,91,Polsci,Rarely,30,Sophomore,Rarely
42334,96,Stat,Rarely,44,Sophomore,Always
42335,11,Communication,Rarely,87,Freshman,Rarely
42336,100,Cs,Always,19,Senior,Rarely
42337,73,Communication,Rarely,27,Freshman,Always
42338,65,Cs,Rarely,31,Sophomore,Rarely
42339,38,Stat,Rarely,83,Senior,Rarely
42340,14,Communication,Always,26,Senior,Always
42341,4,Stat,Rarely,60,Junior,Rarely
42342,37,Cs,Rarely,90,Sophomore,Rarely
42343,27,Polsci,Rarely,65,Sophomore,Rarely
42344,24,Polsci,Always,22,Senior,Rarely
42345,85,Polsci,Rarely,46,Freshman,Always
42346,3,Communication,Rarely,91,Freshman,Always
42347,98,Polsci,Always,2,Junior,Rarely
42348,26,Cs,Always,74,Freshman,Always
42349,81,Communication,Rarely,66,Junior,Rarely
42350,27,Polsci,Always,59,Senior,Always
42351,1,Cs,Rarely,86,Sophomore,Always
42352,46,Stat,Always,51,Junior,Rarely
42353,51,Stat,Always,27,Senior,Rarely
42354,36,Polsci,Always,66,Junior,Always
42355,70,Communication,Rarely,43,Junior,Rarely
42356,86,Polsci,Rarely,41,Junior,Always
42357,44,Cs,Always,66,Freshman,Rarely
42358,22,Cs,Rarely,82,Sophomore,Always
42359,63,Polsci,Rarely,39,Sophomore,Always
42360,90,Communication,Always,91,Freshman,Rarely
42361,55,Stat,Rarely,76,Junior,Rarely
42362,69,Cs,Rarely,93,Freshman,Always
42363,32,Communication,Always,82,Sophomore,Rarely
42364,66,Cs,Always,14,Freshman,Rarely
42365,73,Cs,Always,65,Senior,Always
42366,62,Stat,Rarely,28,Sophomore,Always
42367,37,Communication,Always,82,Freshman,Rarely
42368,37,Polsci,Always,90,Freshman,Rarely
42369,77,Communication,Always,53,Sophomore,Always
42370,73,Polsci,Rarely,73,Senior,Always
42371,87,Communication,Always,37,Sophomore,Always
42372,100,Cs,Always,36,Senior,Always
42373,66,Stat,Rarely,98,Junior,Rarely
42374,19,Cs,Always,7,Senior,Rarely
42375,70,Polsci,Always,15,Sophomore,Rarely
42376,9,Polsci,Always,48,Senior,Rarely
42377,43,Stat,Rarely,85,Junior,Rarely
42378,12,Communication,Rarely,48,Sophomore,Always
42379,24,Stat,Rarely,18,Sophomore,Rarely
42380,80,Stat,Always,44,Junior,Always
42381,1,Polsci,Always,13,Sophomore,Rarely
42382,36,Stat,Rarely,81,Sophomore,Always
42383,81,Communication,Always,66,Junior,Rarely
42384,11,Polsci,Always,72,Senior,Rarely
42385,3,Cs,Rarely,61,Sophomore,Always
42386,38,Communication,Rarely,35,Freshman,Always
42387,23,Cs,Always,71,Freshman,Always
42388,13,Stat,Always,39,Junior,Always
42389,7,Cs,Always,94,Junior,Rarely
42390,89,Polsci,Always,84,Senior,Rarely
42391,21,Cs,Rarely,78,Sophomore,Rarely
42392,89,Stat,Always,51,Senior,Rarely
42393,87,Polsci,Always,50,Freshman,Rarely
42394,96,Stat,Rarely,88,Freshman,Always
42395,34,Polsci,Rarely,69,Freshman,Always
42396,31,Cs,Rarely,87,Junior,Rarely
42397,91,Stat,Rarely,40,Junior,Rarely
42398,70,Stat,Always,27,Sophomore,Rarely
42399,81,Communication,Rarely,22,Junior,Rarely
42400,60,Communication,Always,75,Freshman,Rarely
42401,62,Cs,Always,52,Junior,Rarely
42402,0,Cs,Always,76,Freshman,Always
42403,26,Stat,Always,90,Freshman,Rarely
42404,71,Cs,Always,62,Senior,Always
42405,2,Stat,Always,14,Senior,Always
42406,78,Communication,Rarely,8,Freshman,Always
42407,13,Polsci,Always,16,Junior,Always
42408,78,Communication,Always,55,Freshman,Always
42409,78,Cs,Always,61,Sophomore,Rarely
42410,68,Stat,Always,92,Freshman,Rarely
42411,64,Cs,Rarely,5,Senior,Rarely
42412,51,Polsci,Always,19,Junior,Always
42413,55,Polsci,Rarely,80,Junior,Always
42414,19,Cs,Always,10,Senior,Rarely
42415,52,Polsci,Always,87,Junior,Always
42416,7,Polsci,Rarely,59,Freshman,Always
42417,44,Cs,Rarely,34,Senior,Always
42418,31,Cs,Rarely,90,Freshman,Always
42419,64,Cs,Rarely,70,Sophomore,Rarely
42420,91,Communication,Rarely,23,Senior,Rarely
42421,39,Stat,Rarely,23,Senior,Rarely
42422,55,Communication,Rarely,16,Senior,Rarely
42423,26,Polsci,Always,36,Sophomore,Rarely
42424,17,Communication,Always,90,Senior,Always
42425,13,Stat,Rarely,84,Sophomore,Always
42426,0,Communication,Always,44,Sophomore,Always
42427,16,Communication,Always,79,Sophomore,Always
42428,89,Communication,Rarely,33,Freshman,Rarely
42429,45,Polsci,Always,93,Senior,Rarely
42430,63,Communication,Always,79,Junior,Always
42431,45,Polsci,Rarely,59,Junior,Always
42432,15,Polsci,Always,100,Junior,Always
42433,20,Stat,Rarely,100,Senior,Always
42434,88,Stat,Always,45,Junior,Always
42435,3,Communication,Always,82,Freshman,Always
42436,63,Cs,Rarely,63,Junior,Always
42437,78,Cs,Always,56,Freshman,Always
42438,73,Communication,Always,30,Sophomore,Rarely
42439,94,Stat,Rarely,40,Senior,Always
42440,56,Stat,Always,13,Sophomore,Always
42441,67,Communication,Rarely,72,Sophomore,Always
42442,90,Polsci,Rarely,66,Junior,Rarely
42443,44,Cs,Always,69,Junior,Rarely
42444,35,Polsci,Rarely,93,Junior,Rarely
42445,74,Cs,Always,67,Freshman,Always
42446,100,Stat,Rarely,29,Sophomore,Always
42447,16,Communication,Rarely,66,Junior,Rarely
42448,15,Polsci,Always,62,Sophomore,Rarely
42449,25,Communication,Rarely,87,Senior,Rarely
42450,26,Cs,Rarely,28,Sophomore,Rarely
42451,43,Cs,Always,48,Senior,Always
42452,99,Stat,Always,91,Junior,Rarely
42453,30,Stat,Always,40,Senior,Rarely
42454,79,Communication,Always,34,Sophomore,Always
42455,62,Communication,Rarely,45,Senior,Rarely
42456,29,Communication,Rarely,2,Junior,Always
42457,83,Cs,Always,31,Freshman,Always
42458,64,Cs,Always,40,Junior,Rarely
42459,34,Polsci,Rarely,57,Sophomore,Rarely
42460,74,Polsci,Rarely,23,Freshman,Always
42461,64,Polsci,Rarely,37,Sophomore,Rarely
42462,33,Cs,Always,55,Sophomore,Always
42463,29,Communication,Rarely,33,Junior,Rarely
42464,4,Cs,Always,25,Freshman,Rarely
42465,51,Communication,Rarely,82,Sophomore,Always
42466,65,Polsci,Always,92,Sophomore,Always
42467,66,Cs,Rarely,43,Freshman,Rarely
42468,3,Communication,Always,22,Freshman,Always
42469,65,Stat,Rarely,62,Junior,Rarely
42470,45,Polsci,Always,83,Sophomore,Always
42471,41,Polsci,Rarely,53,Junior,Rarely
42472,100,Polsci,Always,15,Junior,Rarely
42473,26,Stat,Always,16,Junior,Rarely
42474,27,Cs,Rarely,71,Sophomore,Always
42475,58,Cs,Rarely,95,Freshman,Rarely
42476,7,Cs,Rarely,75,Sophomore,Always
42477,88,Polsci,Rarely,87,Senior,Always
42478,90,Polsci,Always,53,Junior,Always
42479,84,Communication,Rarely,5,Freshman,Rarely
42480,18,Polsci,Always,85,Junior,Rarely
42481,22,Cs,Rarely,98,Junior,Always
42482,33,Stat,Always,27,Junior,Rarely
42483,5,Polsci,Rarely,15,Freshman,Rarely
42484,57,Cs,Always,39,Senior,Rarely
42485,65,Communication,Always,71,Senior,Rarely
42486,3,Communication,Rarely,94,Freshman,Rarely
42487,99,Polsci,Always,27,Freshman,Rarely
42488,71,Polsci,Always,85,Junior,Rarely
42489,22,Communication,Always,73,Freshman,Always
42490,52,Stat,Always,60,Junior,Always
42491,32,Cs,Always,91,Sophomore,Always
42492,23,Communication,Always,9,Sophomore,Always
42493,70,Polsci,Always,73,Freshman,Rarely
42494,58,Communication,Always,39,Senior,Always
42495,20,Communication,Always,88,Junior,Rarely
42496,82,Communication,Rarely,61,Sophomore,Always
42497,31,Polsci,Rarely,31,Freshman,Rarely
42498,69,Polsci,Always,31,Freshman,Rarely
42499,58,Polsci,Always,3,Senior,Always
42500,33,Cs,Rarely,18,Freshman,Rarely
42501,26,Polsci,Always,28,Freshman,Rarely
42502,60,Cs,Rarely,36,Freshman,Always
42503,50,Stat,Rarely,29,Junior,Rarely
42504,0,Communication,Always,0,Freshman,Rarely
42505,23,Polsci,Rarely,72,Senior,Always
42506,99,Communication,Always,66,Freshman,Always
42507,88,Polsci,Rarely,91,Freshman,Rarely
42508,80,Cs,Always,38,Freshman,Always
42509,88,Communication,Rarely,80,Sophomore,Rarely
42510,70,Cs,Always,80,Sophomore,Rarely
42511,16,Polsci,Rarely,72,Junior,Rarely
42512,72,Communication,Rarely,95,Sophomore,Always
42513,66,Polsci,Always,57,Senior,Rarely
42514,98,Polsci,Always,13,Junior,Always
42515,77,Stat,Rarely,2,Sophomore,Always
42516,75,Cs,Always,82,Senior,Always
42517,54,Cs,Always,43,Junior,Always
42518,8,Communication,Rarely,38,Senior,Always
42519,97,Communication,Rarely,43,Sophomore,Always
42520,64,Communication,Always,96,Senior,Rarely
42521,96,Stat,Rarely,60,Sophomore,Always
42522,100,Communication,Always,87,Junior,Always
42523,35,Stat,Rarely,27,Sophomore,Rarely
42524,35,Cs,Always,56,Junior,Rarely
42525,13,Polsci,Rarely,27,Junior,Always
42526,64,Communication,Rarely,42,Sophomore,Rarely
42527,35,Cs,Rarely,60,Freshman,Always
42528,85,Communication,Always,84,Junior,Rarely
42529,53,Stat,Rarely,89,Sophomore,Always
42530,92,Stat,Rarely,51,Freshman,Rarely
42531,15,Cs,Always,6,Sophomore,Always
42532,84,Communication,Always,11,Senior,Rarely
42533,50,Communication,Always,55,Sophomore,Always
42534,13,Stat,Rarely,75,Sophomore,Rarely
42535,1,Communication,Always,23,Sophomore,Rarely
42536,73,Cs,Rarely,93,Freshman,Rarely
42537,20,Cs,Always,18,Sophomore,Always
42538,99,Cs,Rarely,7,Freshman,Always
42539,94,Cs,Rarely,89,Junior,Rarely
42540,60,Stat,Rarely,55,Sophomore,Always
42541,55,Cs,Always,55,Freshman,Always
42542,69,Polsci,Rarely,33,Sophomore,Rarely
42543,24,Communication,Always,89,Junior,Always
42544,68,Polsci,Always,6,Senior,Rarely
42545,65,Communication,Rarely,24,Sophomore,Always
42546,93,Communication,Rarely,75,Senior,Rarely
42547,77,Polsci,Always,46,Senior,Always
42548,31,Stat,Always,25,Senior,Always
42549,20,Polsci,Rarely,29,Freshman,Rarely
42550,31,Communication,Always,41,Sophomore,Rarely
42551,9,Communication,Always,0,Junior,Rarely
42552,16,Cs,Rarely,87,Sophomore,Always
42553,59,Communication,Rarely,41,Senior,Always
42554,6,Stat,Always,59,Sophomore,Rarely
42555,68,Stat,Rarely,93,Freshman,Always
42556,16,Cs,Always,6,Freshman,Rarely
42557,90,Communication,Always,97,Freshman,Rarely
42558,17,Communication,Rarely,5,Junior,Always
42559,79,Cs,Rarely,36,Freshman,Rarely
42560,94,Cs,Rarely,43,Senior,Rarely
42561,85,Polsci,Always,41,Senior,Rarely
42562,35,Communication,Rarely,95,Sophomore,Rarely
42563,80,Communication,Always,54,Freshman,Rarely
42564,63,Cs,Always,11,Freshman,Always
42565,52,Communication,Rarely,62,Freshman,Rarely
42566,27,Communication,Rarely,91,Junior,Always
42567,82,Communication,Always,47,Junior,Always
42568,30,Cs,Always,36,Sophomore,Rarely
42569,43,Stat,Always,3,Freshman,Always
