GPA,Number_Of_Professional_Connections,Earnings,Major,Graduation_Year,Height,Number_Of_Credits,Number_Of_Parking_Tickets
1.79,36,13180.19,Vocational,2004,67.95,125,1
2.18,57,13219.75,Vocational,1985,67.86,120,0
2.66,3,13271.54,Vocational,1984,68.71,120,0
1.35,29,13140.74,Vocational,1979,66.37,121,1
2.73,14,13275.76,Vocational,1971,68.11,120,0
1.85,4,13185.62,Vocational,2009,68.04,121,1
2.33,5,13240.5,Vocational,1961,66.98,123,0
1.71,12,13190.27,Vocational,1998,69.45,120,1
2.39,60,13248.72,Vocational,2000,67.12,120,0
2.66,10,13260.79,Vocational,1967,65.35,121,1
1.8,6,13171.69,Vocational,2012,66.72,123,0
2.38,64,13228.97,Vocational,1965,65.07,124,2
2.26,28,13227.53,Vocational,1987,68.11,124,1
2.45,7,13247.28,Vocational,2014,69.32,121,0
2.51,11,13255.92,Vocational,1966,65.77,122,3
3.05,46,13308.68,Vocational,1970,66.45,127,1
3.15,48,13302.48,Vocational,1971,66.47,128,2
1.6,13,13163.88,Vocational,2011,68.9,125,4
3.55,27,13353.86,Vocational,1965,68.77,120,1
1.78,24,13180.93,Vocational,1968,69.53,121,1
2.2,1,13216.19,Vocational,1970,71.14,121,1
2.22,9,13224.08,Vocational,2011,67.55,122,0
3.36,7,13341.69,Vocational,1972,68.67,122,1
2.57,14,13258.34,Vocational,1989,68.15,122,1
2.24,42,13234.66,Vocational,1966,68.24,121,4
2.68,37,13252.73,Vocational,2007,68.51,123,0
1.71,8,13169.66,Vocational,2010,65.71,121,1
2.68,3,13278.9,Vocational,1980,65.53,120,1
2.76,1,13270.73,Vocational,1961,66.78,122,0
2.23,7,13225.16,Vocational,2014,67.25,121,0
2.21,16,13242.44,Vocational,1964,67.8,120,0
2.88,29,13279.74,Vocational,2001,67.31,121,1
1.52,11,13154.55,Vocational,2000,65.69,123,0
2.11,33,13206.61,Vocational,1967,68.52,124,0
3.28,38,13319.89,Vocational,1993,70.73,123,0
2.44,7,13263.3,Vocational,2014,66.21,122,2
2.52,27,13254.35,Vocational,1962,66.66,122,1
2.22,8,13207.67,Vocational,1981,67.02,121,5
1.42,16,13140.82,Vocational,1997,70.37,121,2
2.69,1,13287.42,Vocational,1965,65.57,120,2
2.85,5,13295.47,Vocational,1977,64.22,121,0
2.13,12,13230.1,Vocational,2009,71.38,121,1
1.88,4,13208.39,Vocational,2006,69.61,122,0
2.36,27,13232.77,Vocational,2004,65.43,120,1
2.47,1,13259.09,Vocational,1973,68,121,0
3.33,66,13327.12,Vocational,1989,69.44,125,0
3.29,1,13325.35,Vocational,1973,69.77,124,0
1.82,41,13193.96,Vocational,1968,69.7,121,2
1.96,33,13200.07,Vocational,1981,63.63,120,3
1.72,14,13183.15,Vocational,1963,67.19,122,1
2.82,1,13277.97,Vocational,1967,69.6,120,0
2.16,6,13222.74,Vocational,1963,66.71,122,0
2.34,15,13239.8,Vocational,1994,67.17,122,2
2.42,25,13240.29,Vocational,1966,67.66,122,1
2.41,7,13232.98,Vocational,1992,68.62,120,1
2.06,12,13221.16,Vocational,2015,69.57,121,1
2.73,48,13268.21,Vocational,1972,66.51,121,1
2.42,57,13228.93,Vocational,2011,67.34,122,1
2.31,33,13251.93,Vocational,1963,68.91,123,3
2.4,28,13252.55,Vocational,1963,68.8,122,0
1.5,26,13153.45,Vocational,2009,65.43,123,3
2.21,4,13219.44,Vocational,2013,67.95,121,1
2.25,22,13214.17,Vocational,1962,68.32,122,1
2.99,59,13298.95,Vocational,1998,67.49,122,0
2.81,27,13274.42,Vocational,1980,65.42,127,1
2.71,17,13292.77,Vocational,1986,65.89,123,2
1.82,37,13164.64,Vocational,1984,69.55,121,1
3.14,81,13327.78,Vocational,1969,68.39,124,2
2.11,5,13217.42,Vocational,2015,71.91,121,1
2.14,13,13223.12,Vocational,1981,69.75,122,0
3.39,0,13330.49,Vocational,1965,69.99,121,3
2.76,19,13257.48,Vocational,2009,66.69,122,1
2.35,6,13231.65,Vocational,1985,61.9,121,2
3.36,14,13352.06,Vocational,1990,69.27,120,1
2.42,4,13247.4,Vocational,1990,72.21,121,1
2.3,2,13216.19,Vocational,1990,66,120,1
2.53,30,13255.74,Vocational,1982,67.87,120,1
2.49,2,13247.14,Vocational,1978,68.04,121,3
3.41,16,13341.13,Vocational,1997,69.42,122,0
2.21,10,13227.25,Vocational,1986,69.15,120,1
2.34,21,13230.37,Vocational,1965,69.08,120,0
2.59,26,13250.15,Vocational,2014,71.11,121,0
3.01,1,13283.45,Vocational,2004,67.43,122,0
2.15,39,13223.42,Vocational,1996,64.77,128,2
2.81,61,13289.48,Vocational,2011,70.66,122,0
2.34,0,13248.67,Vocational,1970,69.51,122,1
3.07,41,13299.37,Vocational,1995,68.51,121,0
3.15,20,13304.71,Vocational,1990,69.42,121,0
2.33,11,13251.92,Vocational,2000,68.58,121,1
2.67,10,13268.14,Vocational,1979,68.5,122,0
2.8,29,13270.42,Vocational,1985,74.61,120,3
2.32,32,13237.31,Vocational,2001,70.05,123,0
1.91,26,13196.47,Vocational,1963,72.84,121,1
2.23,36,13215.94,Vocational,1979,66.64,121,1
2.47,9,13237.56,Vocational,1986,69.11,134,1
2.31,6,13232.65,Vocational,2011,65.59,121,0
2.44,13,13227.76,Vocational,1994,69.01,121,0
2.03,27,13215.14,Vocational,1980,64.82,121,0
2.37,29,13227.65,Vocational,1994,69.88,122,1
3.32,54,13318.06,Vocational,1990,67.41,125,2
2.36,6,13213.68,Vocational,1994,66.61,121,1
2.29,42,13213.99,Vocational,1998,65.94,126,1
3.13,15,13319.14,Vocational,1992,71.35,120,3
2.3,37,13235.97,Vocational,2011,69.56,120,2
2.41,40,13249.42,Vocational,2012,69.56,121,0
2.88,14,13291.28,Vocational,2006,67.8,125,0
2.22,14,13223.91,Vocational,2001,64.93,120,0
2.47,19,13244.86,Vocational,1977,70.81,126,0
2.74,32,13275.67,Vocational,1973,70.68,123,0
2.28,18,13227.39,Vocational,2004,67.92,123,0
2.74,10,13256.95,Vocational,1984,71.3,121,0
2,56,13210.3,Vocational,2001,67.46,120,1
3.03,4,13305.35,Vocational,1989,67.47,127,0
2.73,1,13275.02,Vocational,1996,66.13,122,0
1.71,7,13160.1,Vocational,1969,64.7,120,1
3.04,16,13299.19,Vocational,1963,65.79,120,0
2.07,2,13203.2,Vocational,1965,72.51,120,0
2.46,0,13245.16,Vocational,1974,67.15,122,0
3.22,20,13318.98,Vocational,1987,67.29,122,3
2.91,2,13295.99,Vocational,1985,65.81,123,0
2.05,22,13194.2,Vocational,1961,63.93,123,2
2.65,12,13258.7,Vocational,1970,66.77,124,1
2.59,57,13263.4,Vocational,1993,68.19,121,2
3.24,37,13321.7,Vocational,1995,64.58,120,1
3.54,86,13356.34,Vocational,1968,71.52,122,0
2.87,7,13285.43,Vocational,1986,70.83,121,1
2.61,10,13265.19,Vocational,1974,71.72,121,1
3.08,57,13312.5,Vocational,2009,67.98,122,0
2.48,62,13249.75,Vocational,2003,67.25,122,0
1.72,5,13174.46,Vocational,1982,69.97,124,0
2.63,15,13252.4,Vocational,2009,66.66,123,1
1.37,27,13149.35,Vocational,1987,69.06,128,0
2.09,3,13182.77,Vocational,2004,69.41,121,2
2.35,2,13223.9,Vocational,1970,70.59,121,1
2.19,29,13223.55,Vocational,1993,67.61,123,0
2.02,43,13206.53,Vocational,2007,67.68,123,0
2.08,42,13210.33,Vocational,1966,66.14,122,1
2.97,12,13281.05,Vocational,1967,68.32,120,1
2.78,3,13294.85,Vocational,1976,67.46,125,2
2.93,13,13297.14,Vocational,2002,67.35,121,2
1.96,1,13195.41,Vocational,1982,69.38,123,2
2.4,1,13224.39,Vocational,1967,66.74,123,1
3.03,5,13296.09,Vocational,1967,67.44,121,0
2.43,8,13243.32,Vocational,1986,69.63,120,1
2.73,0,13242.93,Vocational,1965,69.37,121,0
2.57,19,13251.2,Vocational,2000,69.81,120,0
2.31,66,13207.09,Vocational,1976,67.6,120,1
2.37,62,13247.9,Vocational,1996,68.4,120,1
3.19,40,13314.91,Vocational,1995,70.87,120,1
2.21,41,13217.75,Vocational,1965,66.3,122,0
2.59,12,13263.08,Vocational,1979,65.77,123,0
1.76,0,13172.4,Vocational,1985,69.92,124,0
3.18,16,13314.99,Vocational,1970,66.3,122,2
2.36,33,13248.27,Vocational,2012,67.33,123,0
1.5,55,13151.49,Vocational,1966,67.94,120,1
2.9,48,13290.76,Vocational,2003,70.23,121,1
2.82,88,13291.29,Vocational,1986,68.54,120,0
2.15,4,13208.75,Vocational,1972,67.39,122,2
2.6,15,13255.48,Vocational,2000,68.61,123,3
2.88,13,13285.19,Vocational,1961,66.24,121,0
2.66,38,13249.94,Vocational,1975,70.44,127,2
3.1,2,13318.68,Vocational,1964,68.2,122,2
2.17,23,13226.77,Vocational,1996,73.45,121,1
3.1,20,13304.48,Vocational,2000,69.55,121,0
2.21,10,13231.14,Vocational,1975,67.49,128,3
1.51,17,13156.99,Vocational,1985,66.49,123,0
2.43,26,13231.34,Vocational,1977,66.74,122,4
2.95,8,13284.05,Vocational,1999,64.1,123,1
3.13,16,13328.19,Vocational,2010,68.93,120,1
2.42,2,13231.55,Vocational,1990,67.8,126,3
2.44,8,13254.87,Vocational,1964,64.81,120,0
1.81,5,13178.78,Vocational,2012,64.61,120,1
2.38,2,13239.03,Vocational,1969,74.09,120,1
2.31,0,13228.68,Vocational,2010,67.26,123,0
2.44,8,13241.73,Vocational,1962,70.04,121,1
2.47,17,13262.34,Vocational,1974,69.71,121,1
3.18,96,13312.65,Vocational,2002,69.92,122,0
2.69,7,13276.23,Vocational,1961,71.88,120,0
2.71,43,13262.89,Vocational,1973,67.05,121,1
2.56,3,13275.42,Vocational,1999,65.9,122,0
2.33,23,13217.67,Vocational,1980,67.37,122,0
2.82,8,13292.34,Vocational,1974,68.07,124,0
2.91,25,13313.13,Vocational,1989,67.52,120,0
3.12,12,13302.33,Vocational,1980,67.27,123,3
2.38,34,13243.52,Vocational,1986,67.32,125,1
1.46,7,13134.32,Vocational,1992,70.84,121,1
2.34,4,13240,Vocational,2011,67.21,120,1
2.41,2,13246.1,Vocational,2012,71.62,121,1
2.43,33,13255.84,Vocational,1983,69.58,120,0
2.15,24,13225.64,Vocational,2001,71.31,121,0
2.15,3,13204.08,Vocational,1972,67.5,122,3
2.01,1,13206.04,Vocational,1973,68.14,124,3
2.19,12,13225.89,Vocational,1993,65.61,120,1
2.04,5,13206.3,Vocational,1987,66.97,122,1
2.73,2,13259.05,Vocational,1968,66.89,121,0
2.26,48,13247.88,Vocational,1983,67.47,122,1
3.21,13,13313,Vocational,1990,66.02,122,1
2.72,33,13273.42,Vocational,1969,67.82,121,1
2.84,43,13279.3,Vocational,2007,70.03,134,2
2.84,10,13278.33,Vocational,1987,65.6,120,2
2.33,34,13230.53,Vocational,2007,71.99,125,1
2.78,4,13277.68,Vocational,1980,67.88,123,0
2.41,2,13231.54,Vocational,1966,64.72,121,0
3.12,10,13332.46,Vocational,1987,68.32,122,0
2.28,56,13236.47,Vocational,2006,71.63,125,0
2.72,5,13277.47,Vocational,1980,64.27,122,1
2.19,29,13213.12,Vocational,2005,66.5,121,0
2.29,2,13222.24,Vocational,2014,66.29,120,3
2.22,8,13208.03,Vocational,1984,63.83,121,0
2.73,48,13269.38,Vocational,1968,65.62,120,1
2.3,7,13233.89,Vocational,1961,69.87,120,1
2.39,9,13241.66,Vocational,1995,70.26,121,2
2.04,11,13225.34,Vocational,2015,67.23,123,2
1.81,4,13184.89,Vocational,1962,69.02,121,1
3.06,13,13276.46,Vocational,1974,67.55,125,1
1.54,18,13143.04,Vocational,1982,70.63,131,0
2.96,25,13285.21,Vocational,2000,70.11,121,1
2.49,16,13235.34,Vocational,2000,67.33,124,2
1.84,8,13182.23,Vocational,1978,69.04,123,1
3.27,23,13330,Vocational,1987,65.98,120,0
2.76,18,13285.94,Vocational,2006,66.23,120,0
1.78,7,13184.33,Vocational,2008,67.35,121,1
2.14,52,13215.82,Vocational,1967,70.65,121,0
2.64,77,13261.4,Vocational,1974,69.1,121,0
2.97,48,13287.56,Vocational,1997,68.82,120,2
2.07,12,13205.03,Vocational,2010,67.94,125,0
3.24,2,13325.97,Vocational,1965,67.09,122,1
2.6,5,13239.86,Vocational,2005,67.19,120,2
3.15,32,13318.2,Vocational,1969,68.75,121,1
2.07,29,13203.92,Vocational,2002,66.37,120,2
1.86,30,13187.93,Vocational,1987,69.05,122,1
2.87,38,13292.84,Vocational,1973,68.43,120,1
2.29,53,13213.62,Vocational,2004,66.76,120,0
2.52,21,13251.71,Vocational,1965,64.18,121,0
3.49,4,13327.9,Vocational,1982,69.53,120,0
2.96,13,13310.07,Vocational,1970,65.11,120,0
2.31,44,13227.24,Vocational,1972,67.43,120,1
2.59,41,13259.27,Vocational,1975,67.94,122,1
2.95,38,13291.53,Vocational,1970,68.23,120,1
2.45,37,13242.09,Vocational,2011,65.06,120,4
2.39,16,13234.17,Vocational,2001,73.24,122,0
2.6,2,13264.37,Vocational,1991,73.53,120,2
2.87,4,13296.56,Vocational,2008,66.55,125,1
2.22,3,13221.99,Vocational,2008,69.57,122,1
2.7,24,13293.93,Vocational,1974,66.49,123,0
2.86,13,13282.66,Vocational,2007,64.62,121,0
2.43,36,13248.43,Vocational,1999,67.8,121,2
1.75,19,13161.39,Vocational,2005,67.13,123,2
2.07,2,13198.39,Vocational,2011,66.68,122,0
2.9,35,13299.99,Vocational,1966,67.24,127,1
2.72,25,13268.73,Vocational,1991,69.75,124,0
2.69,6,13275.99,Vocational,2000,67.23,123,1
2.23,0,13230.61,Vocational,2007,68.25,124,2
2.72,8,13272.93,Vocational,1971,66.62,123,1
2.38,31,13245.6,Vocational,1968,68.78,121,0
1.76,14,13170.21,Vocational,2009,68.17,120,0
3.02,43,13293.86,Vocational,1965,66.82,127,1
2.82,23,13285.7,Vocational,1962,63.07,124,2
1.98,50,13201.18,Vocational,1966,68.02,121,4
2.15,11,13211.58,Vocational,1962,69.86,121,1
1.91,7,13185.84,Vocational,2010,65.75,123,1
2.83,30,13275.16,Vocational,1995,67.99,124,1
1.43,44,13139.36,Vocational,1991,67.97,123,1
3.14,44,13297.84,Vocational,1992,70.54,121,0
2.54,51,13247.1,Vocational,1964,70.43,122,2
2.11,16,13203.25,Vocational,2012,69.08,124,2
2.74,3,13271.92,Vocational,1995,71.91,122,0
2.77,23,13267.87,Vocational,2003,64.99,120,1
1.66,16,13165.53,Vocational,1970,71.56,121,1
2.81,45,13281.46,Vocational,1994,67.53,121,0
2.34,76,13220.1,Vocational,1965,72.61,120,1
2.86,17,13278.58,Vocational,1967,66.9,123,0
1.93,38,13206.34,Vocational,1991,67.59,121,1
2.88,7,13277.46,Vocational,1971,66.78,122,0
2.45,2,13243.19,Vocational,2013,66.01,123,1
2.97,10,13306.51,Vocational,2013,66.21,121,0
2.61,3,13262.48,Vocational,2013,70.38,120,0
2.79,30,13288.1,Vocational,1991,69.48,121,2
2.66,8,13266.54,Vocational,1967,69.77,124,1
3.54,2,13342.14,Vocational,1981,66.36,123,1
2.82,4,13271.13,Vocational,1995,67.85,121,0
2.69,2,13270.19,Vocational,1995,70.52,128,1
3.28,4,13319.25,Vocational,1987,68.78,122,0
3.04,6,13306.53,Vocational,1993,67.52,121,0
2.57,3,13252.59,Vocational,1988,68.24,128,1
1.76,19,13183.83,Vocational,1973,68.98,123,2
1.98,26,13193.79,Vocational,1976,66.2,123,2
2.17,6,13222.33,Vocational,1962,70.54,121,0
1.99,95,13178.64,Vocational,2007,66.49,120,1
2.57,4,13269.51,Vocational,2015,70.53,122,1
2.32,19,13220.29,Vocational,1966,64.44,120,0
2.08,9,13190.31,Vocational,1992,69.7,121,1
2.63,1,13257.24,Vocational,1961,68.84,123,0
2.92,3,13288.72,Vocational,1972,69.28,121,0
2.77,24,13280.85,Vocational,1991,70.12,121,0
3.14,48,13296.21,Vocational,1987,66.91,124,0
2.87,62,13280.44,Vocational,2003,65.1,127,1
2.25,11,13207.33,Vocational,1999,68.39,120,0
2.89,8,13292.75,Vocational,2014,66.09,120,1
2.31,60,13215.91,Vocational,1973,66.39,123,0
2.65,19,13256.42,Vocational,2013,67.52,126,0
2.24,5,13239.68,Vocational,1984,71.03,126,2
2.6,42,13257.13,Vocational,1994,68.6,123,1
2.62,11,13243.03,Vocational,2006,66.93,134,0
2.69,1,13267.41,Vocational,1966,70.46,120,0
2.2,1,13221.1,Vocational,1974,66.04,123,1
2.6,5,13248.17,Vocational,1979,66.03,123,1
1.98,34,13186.08,Vocational,2007,70.76,122,1
1.95,3,13187.34,Vocational,2003,67.67,120,1
2.4,20,13251.56,Vocational,1991,67.89,122,1
3.01,6,13301.48,Vocational,2002,69.55,120,0
2.23,24,13224.37,Vocational,1998,66.19,120,1
2.73,4,13278.19,Vocational,1992,67,121,0
3.06,18,13317.5,Vocational,1977,66.65,120,1
1.96,6,13204.6,Vocational,1992,65.95,121,0
1.86,7,13180.16,Vocational,1987,69.01,121,0
2.48,42,13250.56,Vocational,2009,69.92,121,0
2.52,43,13259.62,Vocational,1995,68.29,121,1
2.52,34,13243.55,Vocational,2006,69.5,128,2
2.5,32,13258.56,Vocational,2002,65.27,121,1
2.19,7,13226.67,Vocational,2013,69.44,121,0
2.67,51,13267.29,Vocational,2015,68.15,122,2
2.41,33,13238.18,Vocational,1995,70.71,120,0
2.6,4,13262.1,Vocational,1996,67.89,131,1
2.28,30,13224.75,Vocational,1998,67.81,120,2
2.69,6,13258.21,Vocational,1972,69.25,122,4
2.85,4,13285.13,Vocational,2012,67.78,122,1
2.98,29,13299.34,Vocational,1989,66.43,121,0
2.56,7,13248.84,Vocational,1988,67.87,121,1
2.51,26,13265.25,Vocational,1985,67.81,123,2
2.76,17,13275.46,Vocational,1963,67.45,123,1
2.05,59,13208.45,Vocational,1980,67.98,121,1
1.78,5,13177.3,Vocational,1987,66.87,123,0
3.02,17,13311.15,Vocational,1989,66.96,120,0
2.76,13,13273.79,Vocational,1983,68.54,123,1
2.1,3,13229.94,Vocational,1992,70.11,122,1
2.14,5,13210.94,Vocational,1976,67.13,121,1
2.67,13,13254.32,Vocational,1967,66.07,120,1
2.77,2,13279.25,Vocational,1969,66.24,123,1
2.84,114,13285.64,Vocational,1968,69.18,124,0
2.58,8,13270.71,Vocational,1969,67.43,122,1
2.25,37,13236.84,Vocational,1992,66.29,124,1
3.05,12,13311.8,Vocational,1998,67.58,120,1
3.02,52,13309.39,Vocational,1970,68.24,129,1
2.49,1,13248.93,Vocational,2004,71.28,120,1
2.53,4,13245.72,Vocational,2000,64.97,121,0
2.47,2,13245.26,Vocational,1963,67.06,121,1
1.83,34,13199.47,Vocational,1977,65.52,120,1
3.09,1,13321.03,Vocational,1983,70.57,122,1
2.87,38,13292,Vocational,1969,66.83,121,1
2.08,1,13213.98,Vocational,1971,67.03,122,0
1.96,41,13212.79,Vocational,1987,66.18,121,5
3.53,1,13342.16,Vocational,1993,68.6,121,1
2.19,52,13227.73,Vocational,1962,68.53,121,6
2.95,11,13295.84,Vocational,1994,66.24,120,3
2.24,26,13210.48,Vocational,1983,64.25,121,1
2.52,65,13222.52,Vocational,1972,66.55,120,1
2.52,26,13265.21,Vocational,1997,67.02,124,1
2.94,8,13287.11,Vocational,2006,67.4,121,1
2.79,3,13264.02,Vocational,1998,66.24,121,0
2.45,8,13235.41,Vocational,1991,67.43,122,0
2.77,5,13278.9,Vocational,2000,68.7,121,1
2.91,12,13306.98,Vocational,1990,68.23,122,1
2.87,17,13287.24,Vocational,2000,62.99,121,2
2.81,26,13271.53,Vocational,1995,65.16,122,5
2.4,8,13234.17,Vocational,1992,65.8,120,0
1.77,21,13181.53,Vocational,2014,69.33,121,0
2.65,34,13275.72,Vocational,1974,67,123,0
3,10,13290.26,Vocational,1966,66.79,126,1
2,35,13200.01,Vocational,1992,68.39,123,2
2.4,21,13252.55,Vocational,1982,68.14,125,1
4,12,13399.83,Vocational,1985,66.37,123,0
2.44,21,13261.16,Vocational,1962,67.26,120,1
2.26,8,13220.84,Vocational,2012,67.69,121,1
2.89,10,13287.76,Vocational,1974,67.49,121,3
2.19,19,13232.76,Vocational,1981,69.96,124,1
2.57,47,13255.55,Vocational,1993,68.86,121,1
3.02,32,13314.25,Vocational,1999,66.79,120,1
2.3,53,13234.14,Vocational,2015,67.79,120,1
2.33,1,13226.92,Vocational,1970,71.61,120,3
2.49,6,13265.75,Vocational,2015,65.86,121,1
3.07,1,13305.97,Vocational,2015,66.69,121,0
2.39,37,13235.86,Vocational,2004,64.43,122,2
3.34,6,13335.38,Vocational,1962,69.35,122,0
1.96,7,13208.35,Vocational,1968,72.08,121,1
3.24,25,13313.96,Vocational,1973,68.96,121,1
3.2,6,13313.06,Vocational,1961,69.8,121,0
2.63,8,13282.62,Vocational,1988,68.7,123,1
2.31,14,13238.67,Vocational,2004,66.59,127,0
2.29,20,13214.6,Vocational,2004,66.93,121,0
2.49,77,13258.82,Vocational,1980,66.27,120,0
3.08,10,13320.95,Vocational,1986,69.95,122,1
2.87,1,13302.75,Vocational,1984,69.85,120,0
2.89,22,13309.47,Vocational,1997,66.93,120,2
2.66,1,13275.12,Vocational,2010,67.13,121,1
2.35,9,13232.08,Vocational,1984,68.47,123,0
2.65,36,13249.02,Vocational,2009,67,126,1
1.98,11,13172.85,Vocational,2006,64.89,123,2
2.78,52,13288.81,Vocational,1971,66.9,123,0
2.15,5,13220.38,Vocational,1966,69.87,121,1
2.52,9,13261.77,Vocational,2003,64.44,122,1
2.97,13,13310.6,Vocational,2013,65.32,120,0
2.85,9,13295.64,Vocational,2002,64.57,121,2
1.82,37,13192.79,Vocational,2005,71.71,126,0
2.59,39,13257.71,Vocational,1988,66.95,121,0
2.62,79,13260.97,Vocational,1973,69.56,123,0
3,3,13309.55,Vocational,2000,68.62,120,0
2.35,2,13230.18,Vocational,1974,67.88,124,1
2.69,25,13266.19,Vocational,2009,66.6,121,0
2.14,3,13231.78,Vocational,1998,67.8,120,2
2.23,11,13235.5,Vocational,2006,67.54,122,0
2.83,27,13278.73,Vocational,2013,68.11,122,0
3.03,5,13292.85,Vocational,1964,67.75,120,1
2.16,17,13204.11,Vocational,1990,70.3,122,0
2.53,33,13263.04,Vocational,1994,68.3,121,1
2.46,15,13252.49,Vocational,1986,68.75,120,0
2.16,11,13215.82,Vocational,1973,68.6,120,0
2.69,11,13269.51,Vocational,1983,68.82,121,1
3.25,23,13333.23,Vocational,1988,65,124,1
2.04,2,13215.56,Vocational,1987,68.49,121,1
2.59,10,13239.8,Vocational,1961,72.39,121,0
2.41,1,13239.43,Vocational,1972,68.66,121,1
2.53,8,13255.52,Vocational,2012,66.22,122,0
2.6,53,13246.88,Vocational,1974,69.1,123,5
2.15,28,13209.14,Vocational,1978,63.83,122,4
1.92,16,13201.29,Vocational,2015,69.19,122,0
2.48,28,13269.05,Vocational,2007,66.12,121,1
2.18,42,11801.93,Professional,1985,69.17,122,1
1.96,1,11795.22,Professional,1993,69.7,122,0
2.65,4,11724.92,Professional,2012,68.75,120,2
2.91,7,11702.01,Professional,1989,67.93,120,0
2.48,45,11751.84,Professional,1997,71.21,121,1
2.46,31,11748.8,Professional,1975,66.57,120,2
2.47,0,11741.16,Professional,1989,69.06,123,1
2.38,8,11764.55,Professional,1996,65.76,122,1
1.97,15,11790,Professional,1997,66.13,126,1
2.04,5,11781.1,Professional,1991,66.78,122,0
2.41,55,11751.24,Professional,1988,66.98,122,5
1.96,14,11805.31,Professional,1969,67.1,122,0
2.03,29,11788.52,Professional,1992,69.22,123,3
2.22,30,11780.16,Professional,1984,66.33,122,0
2.52,12,11755.46,Professional,1976,68.49,121,0
2.21,0,11775.05,Professional,1981,70.01,121,1
1.96,18,11792.47,Professional,1994,70.33,120,3
2.65,4,11725.66,Professional,1969,70.98,122,0
2.08,2,11770.51,Professional,2003,63.42,123,1
2.81,2,11725.45,Professional,1963,70.1,124,1
2.76,5,11734.21,Professional,2000,67.76,129,0
3.14,4,11676.21,Professional,1981,70.98,123,1
3.56,47,11652.68,Professional,1962,63.62,121,1
2.5,1,11748,Professional,1991,66.3,122,0
2.11,16,11784.13,Professional,2007,64.6,124,0
2.16,9,11781.77,Professional,1971,70.41,120,0
2.68,27,11736.11,Professional,2004,67.61,124,1
2.2,41,11760.62,Professional,2004,68.04,120,0
2.54,2,11750.87,Professional,2002,69.48,127,1
2.62,42,11743.96,Professional,1972,70.66,121,0
2.53,1,11739.01,Professional,1988,68.03,121,0
2.5,46,11764.51,Professional,1992,66.05,124,0
2.68,21,11737.69,Professional,1977,64.59,121,0
2.68,16,11721.59,Professional,1995,65.92,120,0
3.65,11,11632.89,Professional,1978,65.39,120,0
3.21,27,11691.33,Professional,1997,66.88,121,1
1.63,5,11853.22,Professional,2004,65.72,121,0
2.39,43,11764.21,Professional,1996,68.14,122,0
2.31,40,11753.26,Professional,1981,66.29,120,1
2.68,59,11738.59,Professional,2005,66.69,121,4
3.05,2,11684.31,Professional,1964,70.06,121,0
1.61,45,11851.46,Professional,1982,68.41,120,1
2.41,17,11756.38,Professional,1975,64.73,123,0
2.3,23,11780.2,Professional,1984,65.1,127,1
2.75,11,11705.64,Professional,1975,66.34,121,1
2.68,32,11737.73,Professional,1999,70.01,123,1
2.17,82,11791.11,Professional,1992,69.79,122,1
2.36,46,11752.16,Professional,1964,68.9,120,2
3.27,12,11667.14,Professional,1966,68.6,120,1
2.28,11,11745.7,Professional,1980,67.3,120,0
2.41,10,11753.65,Professional,2014,70.06,122,1
2.25,10,11787.01,Professional,1987,67.09,121,2
2.38,27,11749.23,Professional,2007,67.38,121,2
2.14,14,11779.21,Professional,1997,68.86,121,1
1.73,42,11808.46,Professional,1991,67.96,121,1
1.65,21,11828.06,Professional,1990,66.28,121,0
2.48,4,11757.76,Professional,1994,65.4,122,2
2.59,6,11742.87,Professional,1981,67.89,124,0
1.89,29,11804.99,Professional,1961,70.76,122,2
3.6,13,11637.95,Professional,1986,70.75,120,1
1.85,45,11805.86,Professional,2011,67.88,123,1
2.54,11,11731.81,Professional,1999,66.29,124,2
2.02,2,11781.66,Professional,2015,70.02,121,2
2.81,31,11724.6,Professional,1972,68.2,121,1
2.81,2,11723.02,Professional,2000,70.43,120,0
2.7,11,11724.91,Professional,1973,68.94,120,0
2.69,100,11750.82,Professional,1984,70.24,121,0
2.78,11,11716.03,Professional,1995,65.71,120,0
2.8,11,11722.26,Professional,2000,68.07,121,1
2.97,66,11716.35,Professional,1982,70.6,122,0
2.8,24,11726.04,Professional,1966,67.14,122,0
3.14,14,11692.47,Professional,1965,70.54,121,1
2.52,46,11732.29,Professional,2013,67.23,124,1
1.95,26,11798.83,Professional,1965,69.87,120,0
2.17,15,11777.87,Professional,1974,66.55,122,0
2.88,8,11717.2,Professional,1992,68.48,123,0
2.88,10,11703.57,Professional,2005,67.23,122,0
2.26,3,11771.6,Professional,1996,68.47,121,0
2.68,2,11731.41,Professional,1966,69.93,120,2
2.39,9,11767.61,Professional,1983,66.53,120,0
2.12,11,11784.48,Professional,1984,69.05,120,0
2.49,1,11753.15,Professional,1991,70.53,121,1
2.82,65,11723.54,Professional,1997,68.2,120,2
2.67,25,11742.81,Professional,1983,70.02,124,0
2.33,112,11776.2,Professional,2001,66.75,120,3
2.82,34,11716.17,Professional,2003,66.33,120,0
2.8,5,11715.39,Professional,2009,66.79,121,0
2.33,15,11779.82,Professional,1995,70,120,1
2.65,27,11719.72,Professional,1966,72.06,122,0
3.15,1,11683.94,Professional,2007,67.14,122,1
2.24,2,11772.13,Professional,1974,67.33,121,0
2.21,9,11753.58,Professional,1982,67.48,120,0
1.78,3,11811.76,Professional,1984,68.25,120,1
2.37,48,11767.67,Professional,2014,73.26,120,0
