IDN,AGE,COUNTRY,GENDER,IMMIGRANT,INCOME,HAPPINESS
54099,45,Comoros,Female,0,67732,5.49
89558,61,Hong Kong,Female,0,104893,8.67
24555,39,Israel,Male,0,41764,3.41
34934,20,Uzbekistan,Female,0,50299,4.23
73433,23,India,Male,0,87960,7.28
70576,35,South Korea,Male,0,86712,7.40
58555,49,Singapore,Male,0,74881,6.53
97473,38,United Arab Emirates,Female,0,114561,9.45
43681,39,Netherlands,Male,0,61160,5.43
28407,32,Afghanistan,Female,0,42400,3.34
32341,28,China,Male,0,47041,3.30
94010,26,Swaziland,Female,0,108779,9.33
12970,62,Belarus,Female,1,29195,9.41
19281,29,Algeria,Male,0,34492,2.30
26559,68,Congo-Kinshasa,Female,1,41719,9.91
48893,54,Oman,Male,0,65712,5.58
31159,43,Ethiopia,Female,0,45590,3.45
96734,61,Malaysia,Female,0,112259,9.68
84588,56,Japan,Female,0,100399,8.62
47177,19,Sweden,Female,0,64611,5.23
77927,47,Jordan,Female,0,93361,7.52
17936,20,Sri Lanka,Male,0,32021,2.21
17244,22,Peru,Female,1,33260,4.98
92497,56,Somaliland region,Male,0,107088,8.62
51436,67,Cyprus,Male,0,67895,5.71
34579,18,Mali,Male,0,48572,4.21
44681,62,Russia,Female,0,59986,4.65
69347,41,Mauritius,Male,0,84557,7.46
95550,66,Qatar,Male,0,112198,9.73
63103,42,Suriname,Female,0,79284,6.46
51374,47,Congo-Kinshasa,Male,0,65688,5.51
10985,50,Iceland,Female,0,28242,2.51
75569,42,Swaziland,Male,0,90200,7.47
40460,58,Cameroon,Male,0,54632,4.61
78725,66,Ukraine,Female,0,93693,7.71
81334,48,Tanzania,Female,0,95029,7.53
48675,65,Tanzania,Female,0,62443,5.69
10431,41,Zimbabwe,Female,0,25061,2.42
21760,40,Uganda,Female,0,35939,2.41
62984,27,Kuwait,Male,0,79234,6.31
78385,24,Laos,Male,1,93343,5.70
15407,39,Chad,Male,0,29336,2.40
69215,41,Uruguay,Female,0,85595,7.46
27800,28,Kenya,Female,1,42580,2.44
64885,28,Paraguay,Female,0,80455,6.32
78322,23,Kuwait,Female,0,94609,7.28
33404,41,South Africa,Male,0,48154,4.44
13209,66,Mauritius,Male,0,28567,2.67
36962,31,Taiwan,Male,0,53015,4.34
88958,60,France,Male,0,105512,8.66
70055,26,Kenya,Male,0,84184,7.31
44214,44,Cameroon,Female,0,58456,4.47
74979,33,Colombia,Male,0,91283,7.38
57971,44,Madagascar,Male,0,71743,5.48
59420,27,Qatar,Female,0,75910,6.31
83263,27,Afghanistan,Male,0,97203,8.33
48225,50,Armenia,Male,0,62402,5.54
61975,64,Malawi,Female,0,76122,6.68
97875,53,Peru,Female,1,113744,8.38
17950,63,Iraq,Female,0,32526,2.64
56242,59,Nicaragua,Male,0,71525,5.63
90640,57,Latvia,Male,0,105482,8.63
52853,59,Mauritius,Female,0,68176,5.63
21277,66,Cameroon,Female,0,35605,2.67
82853,47,Sri Lanka,Female,0,96857,8.53
98394,47,Lebanon,Male,0,113228,9.54
24578,29,Lesotho,Female,0,39439,3.31
84996,69,Jordan,Female,0,100176,8.75
64328,18,Algeria,Female,0,79591,6.22
22692,60,Moldova,Female,0,38326,3.62
17079,54,United States,Female,1,34768,4.71
11773,49,China,Male,0,26679,2.50
76563,24,Estonia,Female,0,92001,7.29
63754,38,Vietnam,Female,0,79142,6.42
33345,51,Somaliland region,Male,0,48022,4.54
88504,57,Indonesia,Male,0,103886,8.63
79019,38,Saudi Arabia,Male,0,95447,7.43
57548,61,Qatar,Male,0,74203,6.65
84987,54,Bangladesh,Male,0,99646,8.60
14237,19,Syria,Female,0,28061,2.20
68008,57,Botswana,Male,0,81950,6.61
84745,41,Sweden,Female,0,102025,8.47
31108,44,Ukraine,Male,0,46190,3.46
62317,30,Georgia,Female,0,76299,6.34
40793,24,Estonia,Male,0,56231,4.27
69921,51,Georgia,Female,0,84098,7.56
96369,67,Angola,Male,0,111798,9.74
55932,30,Afghanistan,Male,0,69914,5.34
73328,69,Afghanistan,Male,0,87358,7.74
31917,36,Ecuador,Male,0,47743,3.38
49943,49,Paraguay,Female,0,65589,5.53
97736,61,Argentina,Female,0,114221,9.68
38822,59,Slovakia,Male,1,55095,5.07
12230,64,Iraq,Female,0,26867,2.65
50183,38,Benin,Female,0,63661,5.42
54473,23,Estonia,Male,0,69770,5.27
82018,58,Cyprus,Male,0,98370,8.64
88657,64,Tajikistan,Male,0,103034,8.70
25506,24,Czech Republic,Male,0,41574,3.26
49162,32,Israel,Male,0,66225,5.36
21248,56,Bosnia and Herzegovina,Female,0,35989,2.57
79808,68,Georgia,Male,0,93808,7.73
59969,56,Chile,Female,0,76560,6.60
74894,52,Botswana,Female,0,88662,7.57
92496,39,Italy,Female,1,109195,9.88
26821,54,Algeria,Male,1,42700,5.24
52125,51,Yemen,Female,0,65982,5.55
60520,25,United Kingdom,Male,0,77348,6.29
45990,42,Burkina Faso,Female,0,60091,5.46
96261,41,Singapore,Female,0,112581,9.48
17611,33,Uruguay,Male,0,33875,2.34
14372,40,Swaziland,Female,0,29171,2.41
72990,38,Central African Republic,Female,0,86508,7.43
78252,70,North Cyprus,Male,0,93703,7.75
21479,69,Algeria,Female,0,36849,3.71
60233,56,Bolivia,Female,0,76084,6.60
25235,27,Nepal,Male,0,39195,3.29
54270,19,Madagascar,Female,0,68164,5.23
78191,63,Congo-Kinshasa,Male,0,92577,7.68
18503,47,Niger,Female,0,32587,2.48
51346,61,Japan,Female,1,67741,3.29
88839,50,Kyrgyzstan,Female,0,103656,8.56
76895,48,Dominican Republic,Male,0,91600,7.53
44909,68,Mexico,Female,0,61759,5.72
92717,51,Comoros,Female,0,106334,8.57
35121,49,Austria,Male,0,52337,4.52
52415,55,Denmark,Male,0,69915,5.59
20830,66,Guatemala,Female,0,36688,3.68
65747,30,Belgium,Female,1,82799,3.61
40992,61,Greece,Male,0,56447,4.64
75067,59,Romania,Female,0,90030,7.64
85196,56,Congo-Kinshasa,Female,0,99697,8.62
60088,26,Russia,Male,0,75407,6.30
94572,56,Chad,Male,0,108593,9.63
56723,34,Lesotho,Male,0,71408,5.38
63827,33,Sudan,Female,0,77991,6.37
12248,26,Denmark,Female,0,29867,2.27
44175,69,Lebanon,Male,0,58855,4.72
66696,31,Honduras,Female,0,81729,6.35
23923,61,Georgia,Female,0,38088,3.63
49286,60,Zimbabwe,Female,0,64040,5.64
16618,21,Ghana,Male,0,31433,2.22
55695,70,South Africa,Male,0,70586,5.74
87040,48,France,Female,0,103725,8.54
89059,47,Brazil,Female,0,105713,8.53
64863,30,Mexico,Female,0,81875,6.34
89668,34,Ecuador,Male,0,105513,8.40
66944,69,Central African Republic,Male,0,80524,6.73
37804,32,Thailand,Male,0,54037,4.35
14829,62,Belarus,Female,0,30144,2.63
67377,57,Bahrain,Male,0,82509,6.61
23046,66,Croatia,Female,0,38464,3.68
81333,50,Brazil,Male,1,98690,3.29
88762,38,Bosnia and Herzegovina,Male,0,103440,8.44
49224,29,Iceland,Female,0,66355,5.33
96960,64,Ghana,Male,0,112067,9.71
24168,44,Tunisia,Male,0,38990,3.46
14533,57,Afghanistan,Female,0,28425,2.58
41019,42,Costa Rica,Male,0,58150,4.45
50176,36,Italy,Female,0,66192,5.40
27741,65,Kazakhstan,Male,0,43169,3.67
96069,20,Cameroon,Female,0,110394,9.27
86639,38,Kuwait,Female,0,103117,8.44
15955,68,Botswana,Female,0,29865,2.69
45300,41,Kenya,Female,0,59560,4.44
84591,32,Georgia,Male,0,98574,8.38
63694,56,Spain,Male,1,80615,9.22
59067,30,Qatar,Female,0,75689,6.34
54577,46,Madagascar,Male,0,68501,5.50
69272,51,Iraq,Female,0,83919,6.55
17014,39,Mauritius,Male,0,32333,2.40
17706,58,Swaziland,Female,0,32528,2.59
82253,33,Jordan,Male,0,97657,8.39
71456,67,Iraq,Male,0,86095,7.72
34979,34,Germany,Male,0,51394,4.37
88861,53,Belgium,Male,1,106520,8.01
46659,43,Liberia,Female,0,60800,5.47
22163,33,India,Female,0,36797,3.35
25323,29,Liberia,Female,0,39284,3.31
85977,29,Qatar,Male,0,102468,8.35
38588,24,Sri Lanka,Female,0,52546,4.27
80235,43,Dominican Republic,Male,0,95216,7.48
85360,47,Algeria,Male,0,100634,8.53
80776,27,Kyrgyzstan,Female,0,95576,7.32
11802,67,Afghanistan,Female,0,25651,2.68
96594,63,Botswana,Female,0,110570,9.70
64218,30,Netherlands,Female,1,82390,2.56
88558,53,Costa Rica,Female,1,106307,8.93
17382,22,Moldova,Female,0,32888,2.23
38816,26,Honduras,Male,0,53715,4.29
59234,50,Ireland,Female,1,76711,4.96
17273,55,Kuwait,Female,0,33763,2.56
79046,38,Cameroon,Male,0,93314,7.43
15011,29,Azerbaijan,Male,0,29392,2.30
78512,41,Luxembourg,Female,0,95432,7.46
68469,25,Ireland,Female,0,85367,7.30
34853,63,Lebanon,Male,0,49819,4.66
24595,36,Hungary,Male,0,39141,3.38
39299,48,Iceland,Female,0,56564,4.51
30164,45,Sweden,Female,0,47657,3.47
61831,67,Iraq,Male,0,76470,6.71
97180,50,Rwand2a4,Female,0,110697,9.57
49623,63,Nigeria,Male,0,64729,5.67
32021,54,United States,Male,1,49580,2.30
57967,65,Latvia,Male,0,72885,6.69
94514,25,Kuwait,Female,0,110792,9.32
91457,64,Vietnam,Female,0,107004,8.70
30863,56,Kenya,Male,0,45094,3.58
27161,62,Myanmar,Male,0,41506,3.64
86241,39,South Korea,Female,0,102350,8.45
96201,47,Botswana,Female,0,109975,9.54
92689,65,Qatar,Male,0,109137,9.72
38070,46,Azerbaijan,Female,0,52544,4.49
41566,64,Gabon,Female,0,55603,4.67
26010,30,Ecuador,Female,0,41792,3.32
53964,30,Dominican Republic,Male,0,68686,5.34
18846,69,Uzbekistan,Male,0,34336,2.70
54004,59,Togo,Male,0,66887,5.63
88120,54,Somaliland region,Male,0,102799,8.60
43440,20,Mauritius,Female,0,58795,4.23
84649,65,Uzbekistan,Male,0,100127,8.71
45282,57,Afghanistan,Male,0,59354,4.60
82159,26,Kenya,Male,0,96318,8.32
41732,27,Honduras,Male,0,56742,4.30
93196,64,Lebanon,Female,0,108143,9.71
17898,45,Honduras,Male,1,33471,9.55
52236,48,Azerbaijan,Female,0,66631,5.52
73394,57,Hong Kong,Female,0,88786,7.62
70334,60,Hong Kong,Male,0,85698,7.65
59384,46,Cambodia,Female,0,73268,6.50
48117,23,Tajikistan,Female,0,62464,5.27
69103,38,Belarus,Female,0,84561,7.43
69974,70,Estonia,Female,0,85335,7.75
96515,27,Kosovo,Male,0,111705,9.34
20454,41,Finland,Female,1,38454,7.71
94138,21,France,Male,0,110653,9.28
10257,47,Denmark,Male,0,27901,2.48
62179,52,Spain,Male,0,78267,6.56
33318,28,Venezuela,Female,0,50228,4.31
95436,38,Japan,Female,0,111234,9.45
50232,34,Jordan,Male,0,65597,5.38
50430,63,Cyprus,Female,1,67476,7.51
82774,58,Singapore,Female,0,99256,8.64
20458,21,Iran,Male,0,34913,2.22
52853,59,Ecuador,Male,0,68606,5.63
16758,39,Switzerland,Male,0,34267,2.40
92581,40,Costa Rica,Female,0,109630,9.47
22767,54,Djibouti,Male,0,37386,3.56
10091,60,Senegal,Male,0,23975,1.61
44423,64,Chile,Male,0,60790,5.68
59004,68,Indonesia,Male,0,74114,6.72
87352,59,Uzbekistan,Male,0,102735,8.65
76170,19,Swaziland,Male,0,90944,7.24
70121,56,Kazakhstan,Male,0,85782,7.61
99799,21,Chad,Female,0,113764,9.28
97044,38,Philippines,Female,0,111902,9.45
97471,44,Lithuania,Female,1,113373,8.62
92005,25,Saudi Arabia,Male,0,108333,9.32
70320,69,Bosnia and Herzegovina,Male,0,85070,7.74
56102,50,Trinidad and Tobago,Male,0,72399,6.54
50610,33,India,Female,1,65904,8.96
15870,22,Sri Lanka,Male,0,29996,2.23
97929,29,Egypt,Female,0,111940,9.36
80286,52,Paraguay,Male,0,95954,7.57
76985,59,Netherlands,Male,0,94268,7.64
91101,70,Jordan,Female,0,106352,8.76
49548,58,Hong Kong,Female,0,65050,5.62
30678,24,Canada,Female,0,47946,3.26
88223,40,Comoros,Female,0,102032,8.46
72042,53,Bangladesh,Female,0,86861,7.58
49900,61,Belarus,Female,1,65965,6.43
33743,45,Burundi,Male,0,47366,3.47
39874,68,Swaziland,Female,0,54664,4.71
52482,41,Syria,Female,0,66352,5.45
90896,40,Thailand,Female,0,107025,8.46
36114,21,Belarus,Male,0,51529,4.24
23785,21,Bangladesh,Female,0,38310,3.23
81934,67,Nigeria,Female,0,97043,8.73
13354,25,Mexico,Male,0,30222,2.26
36490,19,Turkmenistan,Female,0,52094,4.22
63311,64,China,Female,0,78238,6.68
86789,30,North Cyprus,Male,0,102231,8.36
12935,44,Uganda,Male,0,27277,2.45
40979,29,Malawi,Female,0,54810,4.32
93920,36,Lesotho,Male,1,109206,7.29
10083,69,Netherlands,Male,1,28083,6.99
75134,58,Tunisia,Female,0,89766,7.63
51254,24,Afghanistan,Male,0,65142,5.28
90342,59,Croatia,Male,0,106035,8.65
72306,64,Malawi,Female,0,86283,7.69
94150,32,Lebanon,Male,0,108903,9.39
83405,47,Albania,Male,0,98739,8.53
41037,59,Yemen,Female,0,55040,4.62
83067,39,New Zealand,Female,0,100076,8.45
51926,41,Congo-Brazzaville,Male,0,66186,5.45
12246,64,Liberia,Male,0,26493,2.65
76888,27,Djibouti,Female,0,91308,7.32
96381,52,Moldova,Male,0,112079,9.59
78014,46,Costa Rica,Male,1,95978,5.12
79863,36,Kenya,Female,0,94129,7.41
90454,45,Jordan,Female,0,105887,8.51
91695,59,Afghanistan,Male,0,105628,8.65
14206,45,Benin,Male,0,27769,2.46
77959,44,Chile,Male,0,94331,7.49
26740,47,Lesotho,Male,0,41614,3.49
70617,35,Iceland,Female,0,87763,7.40
12955,35,Congo-Kinshasa,Female,0,27381,2.36
37894,20,Bosnia and Herzegovina,Female,0,52509,4.23
46006,41,Greece,Male,0,61296,5.45
98258,41,Tajikistan,Male,0,112568,9.48
19906,34,Swaziland,Male,1,34941,6.75
67738,45,Laos,Female,0,82331,6.49
26606,38,Togo,Female,0,39514,3.40
13865,68,Cameroon,Male,0,28075,2.69
72704,37,Kazakhstan,Female,0,88201,7.42
34095,49,Somaliland region,Female,0,48901,4.52
81555,25,Montenegro,Female,0,96643,8.31
53707,43,Laos,Female,0,68328,5.47
81622,28,Congo-Brazzaville,Male,0,95742,7.33
98483,34,Bangladesh,Male,0,113248,9.41
98790,58,Singapore,Male,1,115462,6.27
93802,20,Sierra Leone,Female,0,107867,8.26
22605,63,Oman,Female,0,39331,3.65
75456,63,Spain,Male,0,91742,7.68
80487,47,Guatemala,Female,0,96191,8.53
76461,44,Algeria,Female,0,91823,7.49
92954,58,Bolivia,Male,0,108636,9.65
21484,46,Luxembourg,Female,0,38508,3.48
56937,69,Kyrgyzstan,Female,0,72007,6.73
61603,52,Palestinian Territories,Male,0,76251,6.56
58290,58,Estonia,Female,0,73572,6.62
22296,34,United Kingdom,Male,0,39141,3.36
70445,55,Dominican Republic,Female,0,85145,7.60
66407,19,Taiwan,Female,0,82421,6.23
40748,30,Jordan,Male,0,55920,4.33
56956,44,Botswana,Male,0,70878,5.48
52143,61,South Korea,Male,0,68308,5.65
46324,30,Comoros,Female,0,59916,4.33
33019,53,Uruguay,Female,0,49278,4.56
99449,58,Kyrgyzstan,Male,0,114471,9.65
14041,60,Benin,Male,0,27345,2.61
57942,37,Tajikistan,Female,0,72309,6.41
94738,46,Montenegro,Female,0,109802,9.53
32338,38,Turkmenistan,Female,0,47836,3.40
26213,45,Tajikistan,Female,0,40436,3.47
94492,25,Lithuania,Female,0,109780,9.32
58403,64,Czech Republic,Male,0,74530,6.68
59329,28,Thailand,Male,0,75499,6.32
97558,20,Cameroon,Female,0,111973,9.27
22787,36,France,Female,0,39473,3.38
68928,58,Swaziland,Female,0,83710,6.62
76890,67,Moldova,Female,0,92479,7.72
65208,54,Mauritius,Female,0,80587,6.58
71986,50,Czech Republic,Male,0,88143,7.55
43688,27,Jordan,Female,1,59128,6.74
46437,69,Pakistan,Female,0,61577,5.73
57795,51,Mongolia,Female,0,72482,6.55
20295,25,Mauritius,Female,1,36233,3.33
30481,67,Syria,Male,0,44220,3.69
72660,66,Myanmar,Male,0,87008,7.71
19920,18,Suriname,Female,0,36153,3.20
68880,35,Nepal,Female,0,82916,6.39
36154,64,Romania,Male,0,50991,4.67
48998,41,Oman,Male,0,65878,5.45
40059,51,Poland,Male,0,55766,4.54
71526,26,Afghanistan,Male,0,85415,7.31
79028,18,France,Male,1,96431,3.41
44102,18,Ukraine,Female,1,59815,7.19
80387,44,Netherlands,Female,0,97799,8.50
10752,38,Bahrain,Female,0,26020,2.39
77404,41,Mongolia,Female,0,91984,7.46
86742,37,Yemen,Male,0,100639,8.43
85177,22,Sri Lanka,Male,0,99143,8.28
75597,21,Latvia,Female,0,90372,7.26
91934,64,Oman,Male,0,108781,9.71
66225,66,Armenia,Female,0,80423,6.70
37759,61,Djibouti,Male,0,52264,4.64
22889,49,Mexico,Male,1,40215,6.22
11547,20,Serbia,Male,0,26212,2.21
13432,20,Malta,Male,0,29217,2.21
24334,58,Israel,Female,0,41466,3.60
57870,38,Jamaica,Male,0,73258,6.42
94403,31,Kuwait,Female,0,110946,9.38
32474,48,Zimbabwe,Female,0,47179,3.50
58645,64,Argentina,Female,0,75012,6.68
84163,39,Netherlands,Male,0,101672,8.45
81719,31,Ethiopia,Male,0,96162,8.37
10440,37,Tanzania,Male,0,24067,2.38
47343,63,Mexico,Female,0,64279,5.67
19621,38,Nigeria,Female,0,34809,2.39
88798,50,El Salvador,Male,1,104925,9.09
65646,46,Madagascar,Male,0,79530,6.50
56249,36,South Africa,Female,0,70965,5.40
83774,27,Gabon,Male,0,97614,8.33
40614,43,Mozambique,Female,0,55385,4.46
25361,62,South Korea,Female,0,41636,3.64
92943,41,Italy,Male,0,108773,9.48
53270,19,Somaliland region,Male,0,68014,5.23
36815,55,Azerbaijan,Male,1,51785,9.73
12908,35,Cambodia,Male,0,26714,2.36
96762,50,Lebanon,Male,0,111729,9.57
10519,51,Cyprus,Male,0,26756,2.52
16904,46,Finland,Male,0,34228,2.47
57020,70,Paraguay,Male,0,72651,6.74
65266,66,Germany,Male,0,81754,6.70
14379,69,Slovakia,Female,0,30139,2.70
25611,30,Sweden,Male,0,43023,3.32
81469,37,Jordan,Male,0,96686,8.43
39408,58,Argentina,Female,0,55730,4.61
22348,52,Libya,Male,0,37536,3.54
37608,46,Australia,Female,0,54872,4.49
63658,23,Sweden,Female,0,80995,6.27
71338,49,Mexico,Female,0,88274,7.54
24474,44,Tunisia,Female,0,39286,3.46
19593,57,Bangladesh,Male,0,34315,2.58
23799,34,Romania,Male,0,38684,3.36
58900,44,Congo-Brazzaville,Female,0,73122,6.48
98579,68,Thailand,Male,0,114779,9.75
68486,53,Congo-Kinshasa,Male,0,82905,6.57
51660,50,Thailand,Male,0,67847,5.54
88032,59,Uzbekistan,Male,0,103655,8.65
80247,45,Senegal,Female,0,94040,7.50
91183,44,Mauritania,Female,0,105835,8.50
12623,57,Nigeria,Female,0,27685,2.58
94587,27,Italy,Male,0,110337,9.34
90214,23,South Africa,Female,0,104911,8.29
10989,55,Mongolia,Male,0,25629,2.56
92170,33,Myanmar,Male,1,107214,7.12
27681,57,Kazakhstan,Male,0,43273,3.59
35032,56,Kenya,Male,0,49373,4.59
39944,26,Armenia,Female,1,54533,9.62
61652,41,Serbia,Female,0,76312,6.45
88912,55,Angola,Male,0,104472,8.61
89998,62,Ireland,Male,0,106983,8.68
20051,52,Syria,Female,0,33839,2.53
52523,20,Colombia,Male,0,68828,5.24
88936,34,Suriname,Male,0,105101,8.40
15544,55,Lesotho,Male,0,30334,2.56
66457,29,Nigeria,Female,0,81588,6.33
98774,33,Malta,Female,0,114748,9.40
76755,33,Tajikistan,Male,0,90869,7.38
61325,35,Benin,Male,0,74691,6.39
13310,42,Turkey,Female,0,28541,2.43
40169,70,Bulgaria,Male,0,53920,4.73
67105,29,Malaysia,Female,0,82846,6.33
16797,51,Argentina,Female,0,33204,2.52
25406,43,Spain,Male,0,41747,3.45
71101,29,Poland,Female,1,87542,7.58
22274,25,Burkina Faso,Female,0,36292,3.27
45929,57,Iran,Male,0,60361,5.61
54602,66,Libya,Female,0,69930,5.70
20789,68,Denmark,Female,1,38669,7.40
76995,70,Latvia,Male,0,92096,7.75
31096,59,El Salvador,Female,1,47239,4.56
15334,39,Niger,Female,0,29313,2.40
74257,30,Peru,Male,0,89809,7.35
99509,36,Nigeria,Male,0,114685,9.43
98756,59,Italy,Female,0,114799,9.66
42521,40,Luxembourg,Male,0,59530,4.43
53008,66,Czech Republic,Female,1,69696,7.51
46661,20,Germany,Male,0,63316,5.24
51726,30,Australia,Male,0,68898,5.34
44786,39,Oman,Female,0,61645,5.43
96585,24,Kyrgyzstan,Male,0,111503,9.31
44349,22,United Kingdom,Male,0,61085,5.26
31410,26,Somaliland region,Male,0,46159,3.28
84778,22,Oman,Male,0,101594,8.28
19986,60,Kosovo,Female,0,35070,2.61
13906,27,Congo-Brazzaville,Male,0,27986,2.28
45422,50,Malaysia,Female,0,60969,5.54
65129,41,Belarus,Female,1,80799,2.61
35711,49,Romania,Female,0,50587,4.52
74281,35,Jordan,Male,0,89657,7.40
29565,66,Japan,Female,0,45393,3.68
62299,69,Mozambique,Male,0,77029,6.73
67894,66,Thailand,Male,0,84102,7.71
35703,20,Peru,Female,0,51468,4.23
49564,39,Algeria,Male,0,64723,5.43
84324,51,Algeria,Female,0,99501,8.57
83483,57,Poland,Female,1,99765,7.81
72951,50,Lithuania,Male,0,88398,7.55
77480,26,Madagascar,Female,0,91189,7.31
47755,52,Switzerland,Male,0,65203,5.56
94859,70,Turkmenistan,Female,1,110710,4.15
90137,21,Central African Republic,Female,0,103482,8.27
51133,63,Denmark,Female,1,69279,7.37
73772,40,Costa Rica,Female,0,90841,7.45
72324,50,Senegal,Female,0,86111,7.55
46198,31,Hungary,Female,0,60951,5.35
29494,57,United States,Male,0,46556,3.59
28646,53,Netherlands,Female,0,46065,3.55
66532,59,Bosnia and Herzegovina,Male,0,81385,6.63
69667,62,Nicaragua,Female,0,85122,7.67
86131,55,Vietnam,Male,0,101641,8.61
80827,56,Belarus,Male,0,96088,8.62
28414,46,Ghana,Female,0,43278,3.48
81939,51,Pakistan,Female,1,97926,8.26
25311,38,Djibouti,Female,0,39859,3.40
42941,45,South Korea,Male,0,59224,4.48
25978,21,South Africa,Male,0,40673,3.23
41284,63,Niger,Female,1,55890,9.69
30397,39,Ireland,Male,1,47646,2.48
46649,29,Iraq,Female,0,61410,5.33
39250,67,Finland,Female,0,56529,4.70
13651,29,Taiwan,Female,1,30302,9.35
60365,33,Italy,Male,0,76339,6.37
39492,27,Bangladesh,Male,0,54272,4.30
76312,66,Latvia,Female,0,91120,7.71
76335,45,Kosovo,Female,0,91548,7.50
63033,66,Denmark,Female,0,80591,6.70
98967,24,Malawi,Male,0,113085,9.31
18742,24,Israel,Female,0,35920,2.25
29532,41,Brazil,Male,0,46312,3.43
87639,29,Saudi Arabia,Male,0,104090,8.35
83715,36,Spain,Male,1,100741,2.30
67786,69,Kuwait,Male,0,84266,7.74
61729,69,Rwand2a4,Male,0,75229,6.73
70086,34,Australia,Male,0,87431,7.39
41882,38,Russia,Male,0,57280,4.41
82764,20,Australia,Female,0,99979,8.26
35961,57,Malta,Female,0,51963,4.60
67580,64,Burundi,Female,0,81307,6.68
67722,53,Comoros,Female,0,81371,6.57
85846,50,Ecuador,Male,0,101463,8.56
56585,31,Sierra Leone,Male,0,70678,5.35
50266,25,New Zealand,Male,0,67454,5.29
98941,33,Canada,Male,0,116365,9.40
15751,18,Serbia,Female,0,30554,2.19
50350,67,Cameroon,Male,0,64699,5.71
65736,66,Kenya,Male,0,80154,6.70
71295,27,Haiti,Female,0,85405,7.32
83456,52,Guinea,Male,0,97084,8.58
12889,37,Panama,Female,0,29836,2.38
90797,54,Uzbekistan,Male,0,106406,8.60
76927,48,Bahrain,Male,0,92212,7.53
56523,63,Uruguay,Male,0,72899,6.67
71869,66,India,Male,0,86447,7.71
48762,58,Vietnam,Male,0,64074,5.62
57619,35,Kosovo,Male,0,72615,6.39
91346,24,Nicaragua,Male,0,106584,8.30
76674,67,Taiwan,Female,0,92923,7.72
41228,60,Brazil,Male,1,58162,6.54
42901,32,Congo-Brazzaville,Male,0,56964,4.35
66910,68,Benin,Female,0,80290,6.72
95298,57,Belarus,Female,0,110550,9.64
98824,38,Chad,Female,0,112652,9.45
93888,21,Guatemala,Female,0,109713,9.28
35123,56,Jordan,Male,0,50304,4.59
98785,52,Qatar,Male,0,115273,9.59
16756,65,Senegal,Female,0,30574,2.66
23568,54,Chile,Female,0,39927,3.56
44230,33,Yemen,Female,0,58104,4.36
44859,29,Azerbaijan,Male,0,59320,4.32
72891,57,Bahrain,Male,0,87963,7.62
36171,38,Croatia,Female,0,51659,4.41
70638,70,Bolivia,Female,0,86299,7.75
28765,39,Hungary,Female,0,43524,3.41
76160,66,Colombia,Female,0,92478,7.71
82929,40,Niger,Male,0,96958,8.46
71027,18,Senegal,Female,0,84990,7.23
28724,20,Saudi Arabia,Male,0,45099,3.22
58627,52,Nigeria,Female,0,73645,6.56
81661,67,Estonia,Female,1,97180,6.65
43643,40,Morocco,Male,0,58272,4.43
95488,61,Greece,Male,0,110703,9.68
84578,57,Botswana,Female,0,98550,8.63
96408,43,Rwand2a4,Female,0,110069,9.50
85091,39,Trinidad and Tobago,Male,0,101510,8.45
36602,51,Hong Kong,Female,0,51949,4.54
20953,46,Slovakia,Male,1,37537,7.39
49852,43,Turkey,Male,0,64973,5.47
78415,57,Croatia,Male,0,93947,7.62
65318,32,United Kingdom,Female,0,82031,6.36
10899,70,Honduras,Male,0,26010,2.71
37875,29,Algeria,Male,0,53026,4.32
69273,20,Botswana,Female,0,83108,6.24
39549,38,Germany,Male,0,56197,4.41
47704,59,Jamaica,Female,0,62837,5.63
47338,56,Sudan,Female,0,61519,5.60
10713,69,Mongolia,Male,0,25323,2.70
19999,40,Macedonia,Male,0,34408,2.41
21942,28,Iceland,Male,1,39532,4.76
50384,34,Yemen,Female,0,64269,5.38
41750,46,Rwand2a4,Male,0,55404,4.49
36020,50,Oman,Male,0,52717,4.53
73402,62,Latvia,Male,0,88207,7.67
35434,70,Uruguay,Male,0,51815,4.73
10107,62,Kosovo,Female,0,25182,2.63
18536,42,Bahrain,Female,0,33707,2.43
27669,37,Ecuador,Female,0,43316,3.39
64797,51,Lithuania,Male,0,80134,6.55
90789,59,Syria,Male,0,104452,8.65
34798,37,Philippines,Male,0,49805,4.40
45087,58,Guinea,Male,0,58749,4.61
48546,59,Lebanon,Male,1,63609,8.76
46054,58,Azerbaijan,Male,0,60456,5.62
80459,47,Lithuania,Female,0,95923,7.52
72124,36,Tunisia,Female,0,86950,7.41
73143,20,Kosovo,Male,0,88188,7.25
57006,23,Bosnia and Herzegovina,Female,1,72503,9.25
83833,24,Montenegro,Female,0,98941,8.30
54063,26,Hong Kong,Female,1,69822,2.52
67252,29,Cyprus,Male,1,83783,4.29
54812,47,Malawi,Male,0,68816,5.51
91474,51,Cyprus,Male,0,107971,8.57
29643,63,Bolivia,Female,1,45929,6.97
39056,66,Chile,Male,0,55564,4.69
78225,38,United Arab Emirates,Female,1,95873,3.06
16310,51,Guatemala,Female,0,32047,2.52
88939,49,Nepal,Female,0,102945,8.55
46210,20,Kyrgyzstan,Male,0,61265,5.24
21680,48,Japan,Female,0,37625,3.50
24085,65,Singapore,Female,0,40433,3.67
19196,49,Tanzania,Male,0,32872,2.50
