SchoolRank,Income,Tuition,SAT,GPA
14,216345.3374,53500,1435,1.514349211
14,215513.0524,53500,1429,1.878052567
32,171991.7502,44500,1218,1.847215231
16,209919.5935,52500,1403,2.601918487
48,132441.4672,36500,1028,1.467946769
77,59648.55546,22000,675,1.533978417
46,136843.3757,37500,1047,4
88,32202.46218,16500,543,2.266051809
68,82250.9338,26500,785,3
27,182447.2825,47000,1272,1.728323823
84,42139.86114,18500,590,4
35,163726.2082,43000,1177,2.843463718
77,58886.45773,22000,671,1.032347152
30,175272.414,45500,1235,4
71,73740.19694,25000,744,3
54,116314.9927,33500,948,4
41,147779.3725,40000,1104,1.631344637
62,96783.13449,29500,857,3
7,234396.305,57000,1520,1.059681762
16,211832.1217,52500,1413,4
60,103052.9435,30500,886,2.404374929
85,39793.35231,18000,579,1.842829387
58,107170.4311,31500,903,3
60,101390.8488,30500,877,3
17,207661.7007,52000,1391,2.001022182
93,19929.70725,14000,483,1.47662278
60,100925.934,30500,876,4
20,199790.5485,50500,1355,2.380047385
67,84618.69037,27000,794,1.470368615
58,106765.5564,31500,904,3
92,21484.21098,14500,492,1.21170095
61,98711.88571,30000,866,3
26,186738.0456,47500,1291,4
23,192298.321,49000,1320,1.647398936
41,149152.468,40000,1107,4
92,21704.87724,14500,493,1.601891862
66,86648.23217,27500,805,2.067262531
6,235989.0292,57500,1532,1.530637102
29,177825.4493,46000,1249,2.451397946
98,6678.909246,11500,420,2.665078453
64,92624.44823,28500,834,1.971198461
86,38873.01347,17500,572,4
58,107310.4727,31500,905,1.860756975
20,201695.8229,50500,1363,1.390189525
71,75610.19664,25000,750,3
28,182407.2645,46500,1268,1.36867673
63,95749.48256,29000,849,1.672815105
8,231388.1193,56500,1507,4
92,23217.14908,14500,496,4
31,175183.8874,45000,1233,2.258045364
88,31599.23977,16500,538,1.271781539
18,206619.5367,51500,1387,4
92,22731.21414,14500,494,2.584771632
22,196528.7107,49500,1338,2.108513573
65,90249.91095,28000,824,2.788253002
76,63525.92279,22500,692,2.615724319
51,124498.6311,35000,991,1.713862622
17,207015.3873,52000,1391,1.722140182
35,163049.793,43000,1177,3
73,70252.80331,24000,728,4
17,208558.3875,52000,1396,2.469113077
1,247971.0277,60000,1586,1.179144871
18,204811.2261,51500,1379,3
86,37743.04733,17500,569,4
63,93800.30838,29000,839,4
59,105216.1499,31000,895,3
59,105642.3246,31000,896,3
78,58531.9231,21500,670,4
65,89113.89181,28000,819,3
64,92129.93979,28500,830,3
98,8195.523546,11500,427,2.488385152
64,92612.79839,28500,833,2.904491177
29,179083.6713,46000,1253,1.05730046
84,44179.96151,18500,598,1.573028799
18,204467.5436,51500,1378,3
68,83272.83341,26500,788,4
13,218592.7863,54000,1443,3
57,109551.6814,32000,916,2.693242646
95,16117.54828,13000,465,1.747126862
45,138388.9471,38000,1058,2.655906405
86,38017.09056,17500,571,4
10,225137.3616,55500,1476,3
96,14041.78648,12500,452,3
82,49028.09757,19500,621,4
96,12890.12841,12500,449,4
42,146422.5994,39500,1095,4
95,14092.61165,13000,456,1.038151469
77,59076.51019,22000,672,3
57,110004.716,32000,920,3
11,223619.0495,55000,1468,1.223038161
92,22137.34951,14500,493,1.00073643
65,89254.59909,28000,817,1.334567698
44,140442.1969,38500,1067,2.67062923
59,104597.1874,31000,892,1.349443087
44,142503.0963,38500,1074,2.735327774
4,239980.1695,58500,1551,3
35,164454.0584,43000,1183,4
66,86486.03377,27500,807,4
62,97380.49357,29500,856,4
91,25625.61656,15000,512,4
53,118636.6021,34000,960,1.628309643
34,164924.9109,43500,1187,4
48,132027.2484,36500,1025,3
24,190355.2593,48500,1307,1.93556492
93,20719.55116,14000,488,2.792895704
61,99806.97798,30000,867,3
69,79338.73647,26000,769,4
2,245335.2485,59500,1574,1.157783792
70,76628.78286,25500,758,2.410231876
69,79588.16899,26000,772,4
6,235266.9964,57500,1524,2.577808034
34,167295.4751,43500,1196,1.658344575
1,247182.6363,60000,1585,4
4,239383.0062,58500,1546,1.558298803
44,140842.1222,38500,1067,4
78,57667.84221,21500,666,1.816460319
89,29931.59461,16000,532,4
86,36854.44646,17500,566,2.407405217
85,40589.94847,18000,580,3
96,11842.65304,12500,443,3
68,83412.16979,26500,790,4
19,204957.8899,51000,1377,3
2,245177.9401,59500,1575,4
87,35903.53076,17000,558,1.587645158
84,41146.33359,18500,587,2.71601017
35,163696.0757,43000,1177,3
25,189003.8778,48000,1302,2.817115406
80,52099.9121,20500,638,3
87,34425.42699,17000,554,1.937546553
58,107964.8987,31500,910,4
34,167779.4625,43500,1197,3
61,99271.36646,30000,866,4
22,196355.9448,49500,1337,2.236386577
27,183196.8748,47000,1276,1.369293256
22,195035.2897,49500,1332,3
92,24023.32417,14500,502,3
5,238535.7517,58000,1542,3
86,35946.28582,17500,562,1.13730658
91,26067.92417,15000,511,2.578653165
100,4007.013404,10500,406,4
87,36031.29455,17000,561,1.481346113
39,153260.4326,41000,1127,2.670771102
87,34577.02919,17000,555,3
11,223897.5983,55000,1473,4
5,238375.6539,58000,1543,4
4,241104.2246,58500,1555,4
54,115644.1614,33500,946,4
1,249058.1331,60000,1593,3
79,56214.43121,21000,656,3
87,34535.25694,17000,555,4
36,162726.7411,42500,1174,3
61,98946.68458,30000,864,1.909817202
72,73178.19973,24500,738,2.536772734
81,50113.44492,20000,628,1.954412095
34,166926.3755,43500,1197,2.161742305
36,160535.2925,42500,1164,3
41,147866.0863,40000,1104,2.945475268
81,50387.05402,20000,630,3
62,97093.26118,29500,855,2.242149458
98,6611.393888,11500,418,4
20,200214.6859,50500,1355,1.374321514
18,207220.498,51500,1390,1.145159229
3,243827.1822,59000,1568,4
100,3243.167012,10500,401,2.602831632
93,20228.03853,14000,484,2.578680507
54,117991.9416,33500,958,2.084907666
22,195744.3426,49500,1333,3
66,88739.63809,27500,814,2.688496841
5,238446.4127,58000,1540,4
83,45125.64927,19000,604,2.187761237
34,166964.0083,43500,1196,4
87,34643.0936,17000,552,3
34,165742.1932,43500,1191,3
94,16431.68519,13500,467,4
92,23394.34643,14500,500,3
28,180295.4266,46500,1262,2.873315694
41,149787.8438,40000,1113,1.803294788
81,50071.68914,20000,630,1.396526889
6,235301.1643,57500,1524,3
28,180147.0044,46500,1259,2.572750114
54,118050.2788,33500,958,2.67416993
18,205297.881,51500,1379,1.652599342
98,6838.568769,11500,421,4
47,133661.7007,37000,1034,3
74,69061.54747,23500,718,1.240486949
72,73091.38515,24500,739,2.24463675
90,28722.28337,15500,525,4
17,209143.5114,52000,1401,3
48,130988.2071,36500,1020,4
75,65910.50134,23000,705,3
9,228406.6354,56000,1492,4
89,31239.1728,16000,535,3
57,109975.958,32000,919,2.501722934
31,173956.0215,45000,1229,4
48,132514.7334,36500,1030,2.774704451
84,43886.8528,18500,596,1.368353485
53,118990.0637,34000,962,4
44,142339.7603,38500,1078,4
7,232953.6103,57000,1516,1.517654104
34,165823.7707,43500,1190,2.483210093
36,162026.7725,42500,1173,4
72,71912.55046,24500,735,2.863088184
74,68394.93487,23500,718,1.865810672
4,240887.023,58500,1553,4
66,86806.5603,27500,804,1.739788837
18,206027.9826,51500,1386,4
84,42570.23219,18500,590,4
70,77873.46314,25500,761,3
36,161837.8692,42500,1168,3
55,115225.2064,33000,942,3
37,159506.1745,42000,1157,4
56,110724.0032,32500,922,4
60,101476.4928,30500,879,2.101512203
65,88941.70454,28000,818,2.288194534
52,120660.2942,34500,970,1.13643609
0,249476.3573,60500,1596,4
32,170275.904,44500,1210,4
88,33069.19801,16500,545,4
71,73624.52817,25000,744,4
67,84027.54686,27000,791,4
14,215007.8998,53500,1426,1.81759688
77,59838.10853,22000,674,3
64,91835.59324,28500,831,2.678676159
41,148638.6406,40000,1105,1.940590186
35,164123.9235,43000,1182,2.666922484
26,186959.9458,47500,1292,1.512841894
7,233915.4583,57000,1520,4
20,200297.454,50500,1356,1.563442047
51,125465.8954,35000,992,1.278684586
24,191887.115,48500,1316,2.703096817
20,200800.3887,50500,1358,4
68,81878.09861,26500,784,1.679430359
36,162683.077,42500,1173,3
42,146481.089,39500,1097,1.287861374
48,132687.4642,36500,1027,1.401015822
47,133312.804,37000,1031,2.141495021
38,156276.6273,41500,1142,4
86,37632.2246,17500,567,2.50442767
74,66868.74116,23500,711,2.097653317
53,118265.782,34000,961,1.974983607
15,212466.4367,53000,1415,1.581958116
14,215872.3374,53500,1430,1.984839787
78,56518.62683,21500,658,3
38,155557.3721,41500,1141,2.178324618
53,118505.9799,34000,959,4
34,166320.2834,43500,1190,4
64,92083.47726,28500,833,3
88,33144.03613,16500,545,2.937103759
98,9544.748898,11500,430,4
16,209441.6361,52500,1403,4
85,41448.93401,18000,585,2.15054497
13,217538.5117,54000,1439,1.941413607
29,178364.5064,46000,1251,1.255433156
9,229044.497,56000,1496,4
40,151435.2159,40500,1120,3
34,166748.8385,43500,1193,3
88,33388.545,16500,549,1.452924991
57,109633.7094,32000,916,1.498325514
84,41140.41199,18500,587,4
11,222388.4318,55000,1465,3
18,207014.6731,51500,1387,1.13285263
22,195995.5699,49500,1338,3
5,238365.0806,58000,1542,4
4,241669.9431,58500,1557,3
64,92723.22383,28500,834,3
74,68818.78986,23500,717,1.169286638
48,132168.0279,36500,1026,2.44787533
11,223740.0197,55000,1468,1.731516766
36,161058.5149,42500,1168,4
29,179122.5156,46000,1252,3
43,143380.7833,39000,1083,1.313957872
81,50098.86989,20000,629,1.375239093
90,28258.24946,15500,521,2.93432188
81,51050.88764,20000,631,3
0,249717.1898,60500,1598,2.545892153
12,222052.0363,54500,1460,2.926495152
10,224464.8622,55500,1475,4
98,9136.952045,11500,430,3
95,15590.17363,13000,461,2.994799335
15,213071.262,53000,1420,4
95,15329.53939,13000,460,1.194511251
43,143227.6608,39000,1079,1.988158278
48,131668.436,36500,1026,2.357257669
49,129984.1973,36000,1017,2.821813542
0,250353.1789,60500,1597,3
17,209132.0525,52000,1401,3
23,193831.9758,49000,1323,3
79,53938.72141,21000,648,1.037294734
92,22441.42977,14500,494,4
65,90234.73464,28000,821,4
79,55949.38391,21000,655,3
66,87630.21569,27500,810,3
47,134359.1768,37000,1038,1.721033076
32,170217.7368,44500,1210,1.493281206
32,172292.4035,44500,1221,4
96,13771.30734,12500,453,2.303306832
9,228454.3262,56000,1494,1.036690575
88,33795.2089,16500,549,4
44,141763.066,38500,1071,2.273532409
65,89779.70335,28000,820,2.257590353
2,244684.3188,59500,1571,2.467354566
54,115888.7339,33500,948,4
22,197403.2132,49500,1341,2.564001804
93,20462.36419,14000,487,1.417945351
60,100889.6815,30500,874,4
59,104880.0648,31000,896,1.397721374
32,172556.2797,44500,1222,1.734770847
91,25128.70405,15000,508,4
19,202980.9312,51000,1371,2.480690145
49,128899.7938,36000,1008,1.199138216
32,171987.4257,44500,1220,1.553620674
1,248956.4969,60000,1591,1.170688754
80,53388.95736,20500,642,3
89,30581.54624,16000,534,1.192581779
98,8359.609124,11500,427,3
94,16853.40694,13500,469,2.450842661
70,78313.20736,25500,764,1.676468001
2,246199.566,59500,1580,2.029812054
68,81489.45794,26500,781,4
45,139723.5917,38000,1065,2.119656296
24,190918.3349,48500,1313,4
35,163527.1494,43000,1179,3
85,39255.74219,18000,576,1.508845347
94,17553.51284,13500,472,4
10,224662.8377,55500,1474,1.185257881
2,246722.3998,59500,1581,2.399753394
4,241592.2361,58500,1558,2.442993357
49,128662.7312,36000,1010,3
79,54636.9478,21000,648,1.015706635
19,204477.7953,51000,1375,3
63,94946.88334,29000,846,1.749553134
19,204238.5307,51000,1375,3
89,29539.5035,16000,527,3
90,26925.67545,15500,517,3
79,54997.36678,21000,650,3
67,83934.80757,27000,791,4
23,192813.1876,49000,1322,2.700645798
57,110130.2651,32000,920,4
6,234568.0129,57500,1523,3
2,243918.0192,59500,1570,1.254569615
30,175517.3072,45500,1238,4
92,23707.47872,14500,500,2.170910715
75,65572.97191,23000,704,1.090844761
12,221242.4234,54500,1460,3
28,181374.4514,46500,1265,4
80,54226.23656,20500,646,1.941491689
68,81826.57878,26500,782,1.434924191
55,114191.6843,33000,938,1.350145921
87,33878.68501,17000,552,2.445957064
65,89668.37229,28000,818,1.179347587
32,172112.0564,44500,1219,3
15,213886.4153,53000,1422,4
15,213170.9072,53000,1417,1.558866773
49,130326.5403,36000,1016,1.256291136
17,207032.4797,52000,1391,4
33,167864.0277,44000,1200,2.604855393
34,165428.9496,43500,1188,4
34,166571.4149,43500,1191,1.255403585
21,198863.9755,50000,1350,1.462451778
11,222299.3828,55000,1464,1.546048165
34,165079.9877,43500,1186,1.342885522
81,50639.29013,20000,632,4
88,33481.48754,16500,550,3
60,101027.0674,30500,876,1.076283144
98,7872.124183,11500,423,2.352759186
56,111073.1689,32500,926,1.534946527
23,193205.7219,49000,1322,2.616455109
33,168371.6028,44000,1202,3
28,180747.0984,46500,1261,1.477435993
95,15001.93372,13000,456,1.537814668
5,237355.8734,58000,1535,1.256765393
85,40992.3157,18000,582,4
7,233781.4584,57000,1519,4
32,170549.095,44500,1212,2.670382991
99,5382.349842,11000,412,3
76,61595.71421,22500,685,1.581618808
89,30075.27155,16000,532,4
70,76526.71517,25500,755,4
73,69489.01123,24000,720,3
97,10446.16064,12000,436,4
18,206295.0196,51500,1385,3
40,152867.866,40500,1126,4
50,126485.5211,35500,1000,2.896945096
1,247811.5076,60000,1588,4
96,12713.47479,12500,446,3
69,80614.10117,26000,775,3
35,163430.0815,43000,1177,1.73986909
23,192514.3541,49000,1321,3
88,31850.27596,16500,541,4
59,105177.0675,31000,897,3
24,191059.5099,48500,1314,4
36,160797.5967,42500,1164,1.008510189
76,61134.45404,22500,682,3
42,145210.7301,39500,1091,3
78,56875.28826,21500,661,1.822943708
9,228488.0011,56000,1495,2.089188002
37,157689.1409,42000,1152,4
8,230625.4513,56500,1506,1.977108918
1,248116.0839,60000,1587,2.617980615
0,250741.5654,60500,1599,3
33,167847.0753,44000,1200,4
47,133535.6805,37000,1031,1.158576351
99,6218.426603,11000,416,4
95,14260.09152,13000,455,4
22,195138.9278,49500,1330,3
92,23389.36449,14500,497,2.93893994
3,243923.7891,59000,1566,2.218970679
19,202594.602,51000,1370,4
92,23476.64257,14500,500,4
64,91849.40703,28500,830,4
15,213748.3575,53000,1423,4
39,153762.3162,41000,1132,4
86,37616.50885,17500,567,3
75,64464.34556,23000,698,3
20,199753.4513,50500,1354,2.278033605
56,113174.2198,32500,932,4
38,155810.7451,41500,1142,4
39,154199.8162,41000,1133,2.733256019
0,249948.0956,60500,1596,1.832179312
81,49834.77938,20000,628,3
44,140504.6102,38500,1068,1.961128535
17,207524.963,52000,1393,1.309104767
25,188735.9843,48000,1301,2.662138262
2,246036.2826,59500,1579,2.383377037
60,102123.4601,30500,880,3
79,55314.70256,21000,656,2.930470433
11,223596.8827,55000,1471,3
52,121034.0556,34500,970,3
22,196004.6301,49500,1337,1.502221084
63,95227.23375,29000,848,4
14,217478.5285,53500,1438,4
40,150648.4412,40500,1116,3
33,169844.1204,44000,1208,3
98,7706.528541,11500,425,3
25,189119.0315,48000,1304,4
2,245331.8221,59500,1574,4
59,103908.2659,31000,887,2.71969415
41,150295.8634,40000,1113,2.091807531
89,31354.51918,16000,536,2.299955236
73,69716.25577,24000,722,1.224353617
93,20430.22134,14000,484,2.221902409
76,61689.83941,22500,684,4
5,237883.5331,58000,1540,4
85,39248.14709,18000,576,2.436451223
79,54940.13632,21000,652,3
24,190549.9903,48500,1307,3
42,146973.2928,39500,1098,3
62,97778.99294,29500,859,3
6,236700.0864,57500,1533,4
74,67613.45307,23500,712,2.51654892
82,48342.00625,19500,621,4
2,245475.9221,59500,1578,3
7,232134.8416,57000,1512,2.273390961
97,11340.19205,12000,441,4
24,191077.6853,48500,1314,1.817308076
2,246461.6005,59500,1582,2.26636753
89,31431.19678,16000,537,2.87991345
47,135558.6823,37000,1041,3
62,96374.82107,29500,854,2.600464692
8,229591.8085,56500,1498,4
18,204647.0795,51500,1378,4
74,66516.22212,23500,709,3
25,189071.122,48000,1304,4
30,175675.6937,45500,1236,3
76,61258.85264,22500,683,3
61,100754.6821,30000,873,4
69,79134.35237,26000,770,4
58,107376.4657,31500,906,1.36258314
100,4341.771476,10500,406,3
19,204073.2103,51000,1375,1.011521656
52,121678.237,34500,975,3
22,195827.8042,49500,1335,4
44,141354.3101,38500,1070,4
69,79488.13804,26000,769,2.96985889
90,27452.75983,15500,519,2.814729514
20,201105.635,50500,1361,2.164070931
92,24101.14576,14500,501,3
68,82557.57371,26500,785,4
58,107396.9313,31500,904,2.376166145
56,113418.1854,32500,934,1.38861796
20,201181.3832,50500,1363,4
99,6564.859864,11000,415,3
82,48748.89969,19500,621,1.814591397
51,123581.1689,35000,985,4
70,77077.8955,25500,761,1.907103137
62,97089.72079,29500,857,3
9,228439.9175,56000,1494,3
69,80355.42504,26000,775,4
72,71419.87283,24500,731,3
28,181833.089,46500,1266,2.091741524
100,3974.576727,10500,404,1.737398239
43,143867.3666,39000,1085,1.411766652
35,162825.6026,43000,1175,4
65,89275.91356,28000,820,2.846638577
40,151515.2599,40500,1121,2.997892958
76,61167.30882,22500,684,3
68,82234.51447,26500,784,3
27,184601.8959,47000,1281,4
84,41237.18617,18500,586,4
87,34536.49315,17000,552,4
3,241852.1573,59000,1559,1.449549091
77,60938.80688,22000,681,3
19,204081.3127,51000,1375,4
7,233665.1427,57000,1516,3
70,78475.52566,25500,766,4
76,62575.95015,22500,689,2.254066609
35,164465.6738,43000,1181,4
49,128325.5186,36000,1010,3
31,173274.3215,45000,1226,4
23,193507.5519,49000,1326,1.921685805
79,55133.54481,21000,651,1.846229226
43,143838.8185,39000,1084,1.466088748
64,93149.70815,28500,836,3
53,120275.8352,34000,967,2.791756092
9,227886.3018,56000,1488,4
2,244660.2533,59500,1572,1.560514248
2,245267.3613,59500,1576,2.427302996
61,100837.2964,30000,873,3
29,179509.3984,46000,1257,4
45,139753.8526,38000,1061,2.454972266
92,22741.06779,14500,494,1.992952371
77,60956.28126,22000,681,3
35,164933.203,43000,1183,1.599845089
52,120259.6711,34500,970,4
13,217992.4968,54000,1444,3
4,240552.2204,58500,1553,1.020368361
26,186583.6119,47500,1289,3
57,109205.1484,32000,913,3
99,5699.906374,11000,414,1.302306569
94,16977.83659,13500,466,1.450427795
84,42489.46387,18500,592,2.345219299
27,184557.5596,47000,1281,2.374813138
88,32169.40638,16500,541,1.838407825
37,159518.1032,42000,1157,1.06759974
87,35138.54667,17000,555,4
3,244294.6739,59000,1569,2.822775257
50,127713.9796,35500,1005,3
15,213798.3762,53000,1424,2.911077094
55,113243.6922,33000,936,1.087059732
24,192510.8324,48500,1318,1.702067407
86,37110.58536,17500,564,3
10,225745.4297,55500,1478,1.249157869
70,77139.14258,25500,761,3
7,233071.9238,57000,1517,1.139587154
79,55498.44112,21000,655,4
64,90813.93432,28500,826,4
11,222199.3483,55000,1465,1.950462194
74,68329.9385,23500,715,3
99,5976.647688,11000,416,2.33354954
36,161405.923,42500,1169,1.816361148
99,5324.671759,11000,409,3
76,62636.83995,22500,687,3
95,15478.9345,13000,459,4
58,107084.1527,31500,906,1.08115715
89,31433.96,16000,537,2.956702337
77,60148.59194,22000,676,1.540040264
48,132816.0797,36500,1029,3
48,131334.6228,36500,1021,3
77,60262.37494,22000,680,1.830094343
47,135508.0063,37000,1041,1.530350952
86,38121.65671,17500,568,1.161471762
58,105871.7647,31500,899,3
36,160631.3533,42500,1165,2.216305984
64,92816.47265,28500,836,2.597114667
30,177688.3033,45500,1245,2.336655412
74,67829.59846,23500,715,2.891933091
8,230076.8325,56500,1503,1.449699249
14,216714.1172,53500,1437,3
98,7040.08856,11500,420,2.572697001
80,52695.59119,20500,643,3
53,118551.4403,34000,962,1.51438729
43,143420.4279,39000,1081,2.85384548
4,240179.0686,58500,1548,4
23,193202.8092,49000,1324,1.726065558
20,202251.8405,50500,1364,2.068791382
69,79888.27485,26000,774,1.165760267
21,198292.1028,50000,1347,4
16,211014.4393,52500,1408,3
25,187745.8881,48000,1295,3
36,160286.1225,42500,1163,3
53,117924.1985,34000,959,2.622427218
56,112625.1249,32500,932,3
82,48896.77913,19500,622,3
58,106883.5209,31500,902,2.614855322
23,192652.2673,49000,1320,2.206994984
64,91454.52359,28500,829,4
25,189109.5662,48000,1304,3
95,14634.26018,13000,457,3
23,194517.6024,49000,1329,3
100,4041.481304,10500,403,2.190408988
19,203148.3495,51000,1371,1.331060018
51,124111.0535,35000,989,2.084073155
61,99328.96902,30000,867,2.427185754
73,70311.68469,24000,728,1.883709334
73,69602.76641,24000,724,3
45,140560.028,38000,1065,3
98,9373.090823,11500,430,4
72,71897.87014,24500,733,3
36,160395.0783,42500,1163,4
57,110025.5309,32000,919,2.136989438
65,89954.91963,28000,820,4
69,79723.00556,26000,771,3
39,153919.0189,41000,1134,1.03381922
67,83188.57802,27000,791,3
14,216510.8334,53500,1437,1.758127817
34,166982.1827,43500,1195,3
95,14022.16358,13000,455,3
94,16464.26976,13500,466,3
31,172467.3581,45000,1223,1.689181454
16,209431.4813,52500,1403,3
50,126274.0822,35500,997,3
18,205888.4672,51500,1386,2.171523852
9,228338.8396,56000,1494,1.790074926
34,165541.2962,43500,1186,2.435803105
35,162383.7125,43000,1175,2.808790777
93,20238.42375,14000,484,4
4,241047.2313,58500,1552,2.7365446
82,46514.63529,19500,611,4
100,4375.232578,10500,406,4
24,192538.507,48500,1318,4
60,101679.3375,30500,878,1.256350703
8,230643.6666,56500,1502,1.072119744
60,100974.0704,30500,875,2.59154664
9,228064.3522,56000,1489,2.741374002
94,18037.0497,13500,474,3
62,96842.19204,29500,855,2.932230118
41,149606.0611,40000,1110,3
88,33872.47954,16500,548,2.437028614
47,133081.7144,37000,1032,3
44,142128.6332,38500,1074,4
68,81879.27301,26500,783,1.388452749
83,45066.71546,19000,606,2.631177934
40,151445.7583,40500,1121,2.990531451
46,136903.6451,37500,1047,3
98,6499.700678,11500,419,4
61,100581.3181,30000,873,4
13,219032.4885,54000,1448,2.059123485
8,229918.4884,56500,1501,3
31,172782.4766,45000,1223,3
90,26900.66757,15500,515,1.324023105
44,140862.1582,38500,1067,2.442745097
51,123871.2881,35000,984,1.241656204
35,164632.4661,43000,1185,1.880045758
93,19985.9664,14000,483,1.675260211
10,226644.9336,55500,1486,1.736163811
11,223460.5188,55000,1468,4
13,219399.0431,54000,1447,4
100,4044.909129,10500,404,1.655038451
14,215052.4165,53500,1427,3
58,107164.8549,31500,905,2.066700852
24,190117.0252,48500,1308,4
54,117359.3113,33500,956,2.368388937
8,229857.9809,56500,1498,4
5,238136.9707,58000,1538,1.641842162
32,170704.6607,44500,1211,3
86,36818.64148,17500,562,1.104044029
65,89022.97535,28000,816,1.594693688
53,118896.4523,34000,960,1.661336386
14,214425.8357,53500,1426,3
55,114546.0715,33000,939,4
79,54921.60042,21000,652,2.522600897
10,225232.2876,55500,1477,4
42,147127.8869,39500,1098,3
98,8386.321654,11500,426,2.628995358
64,93460.4476,28500,838,4
24,190318.2731,48500,1308,3
54,115960.0227,33500,946,3
78,57764.04415,21500,665,4
2,244721.4027,59500,1572,3
81,51008.6313,20000,632,1.577174128
63,95910.19829,29000,849,2.998884596
62,95356.34759,29500,850,4
76,61676.14312,22500,683,1.262900627
99,6499.17285,11000,415,4
5,238142.4349,58000,1542,3
55,115714.6561,33000,945,1.31784938
33,168227.2258,44000,1200,1.80054505
98,8692.160549,11500,429,3
12,221585.3755,54500,1458,3
84,43656.64579,18500,596,2.049177138
78,57814.60253,21500,668,2.844250573
51,124190.5753,35000,990,2.07372148
3,243884.0691,59000,1566,1.835855711
28,180142.3694,46500,1259,4
47,135178.3896,37000,1040,3
100,3677.340033,10500,401,2.958114147
10,226070.2814,55500,1480,1.283003633
72,71163.13673,24500,732,1.540675755
80,53304.83962,20500,644,2.854367907
42,147916.0379,39500,1101,1.6498123
60,100996.9208,30500,874,1.685957811
34,167048.9901,43500,1197,4
76,62122.9381,22500,686,1.480352187
18,207361.4703,51500,1390,1.343887532
29,178688.5374,46000,1252,2.278381127
76,63433.27582,22500,694,4
71,74157.01707,25000,747,4
21,199610.2579,50000,1353,3
24,191723.9884,48500,1315,4
71,74107.91811,25000,743,1.360243072
4,240905.1255,58500,1552,4
76,61508.12326,22500,684,1.96607201
14,215481.4898,53500,1429,4
99,5220.579195,11000,411,3
44,142139.6766,38500,1077,3
72,72074.14564,24500,734,2.749630864
52,121707.9483,34500,976,4
66,88454.80466,27500,812,2.849938319
50,127956.4284,35500,1005,2.000799035
70,76361.47814,25500,756,3
36,160850.6055,42500,1167,1.454180248
63,95374.84298,29000,848,3
84,44034.89852,18500,597,2.268504164
44,139956.2137,38500,1066,1.97998011
80,53582.62295,20500,644,1.094388088
38,156250.7237,41500,1143,1.532000142
49,128368.2495,36000,1009,1.376836474
70,77539.0767,25500,760,1.288181978
27,184159.3849,47000,1280,4
45,139260.9446,38000,1061,3
8,229839.0683,56500,1499,1.310400496
62,97025.00782,29500,858,3
18,206370.3341,51500,1387,2.687456576
82,47164.14726,19500,615,4
53,118697.2339,34000,960,1.506081423
6,235262.4778,57500,1526,4
30,175870.6871,45500,1238,3
55,114378.5023,33000,942,3
76,63580.45015,22500,692,3
7,231854.2439,57000,1512,2.468037419
60,101748.6192,30500,879,1.821942858
23,193130.3642,49000,1323,4
97,11899.71354,12000,441,1.705602064
76,62626.22507,22500,687,2.062181774
74,67269.48475,23500,710,4
22,195706.2486,49500,1335,1.194102708
19,204116.5387,51000,1376,3
30,176657.6979,45500,1242,3
47,134613.8735,37000,1038,1.783968252
51,124952.5237,35000,993,1.337533165
58,107633.4979,31500,909,4
4,241453.6686,58500,1557,2.3357611
25,188899.0993,48000,1303,4
32,171815.7409,44500,1217,1.666206037
7,232431.4063,57000,1512,3
53,120334.809,34000,969,3
86,36561.07611,17500,562,3
36,162738.4536,42500,1173,3
5,238334.0397,58000,1543,3
17,207336.0875,52000,1393,4
60,103203.3187,30500,884,2.323746916
69,78495.83079,26000,767,4
85,41325.44801,18000,584,2.6201165
4,240364.7477,58500,1551,1.129341781
60,101197.3945,30500,875,3
31,172473.9796,45000,1223,3
23,194452.7145,49000,1326,1.786359438
3,243535.3837,59000,1568,1.543771875
70,76500.02487,25500,755,4
96,12693.97336,12500,447,1.359781091
70,76288.54224,25500,757,1.167589864
55,113748.2911,33000,938,2.758606076
29,179594.579,46000,1254,2.290260819
60,101190.5218,30500,874,1.175485898
61,99793.87174,30000,868,3
36,162197.7934,42500,1174,4
41,150138.602,40000,1111,3
68,81255.87963,26500,778,4
21,198801.0922,50000,1347,3
93,21387.82234,14000,489,3
23,193785.835,49000,1324,1.006647063
36,162478.2081,42500,1171,1.506777654
19,204052.2855,51000,1374,2.51394711
75,65026.8032,23000,701,2.04940262
68,82552.15955,26500,787,1.705171799
41,148942.8882,40000,1106,3
81,49564.21227,20000,626,1.377651167
62,96286.14685,29500,851,2.772740466
43,143644.3475,39000,1082,2.730748863
48,131719.5469,36500,1026,1.335522945
20,200589.6919,50500,1360,3
95,14589.8189,13000,458,1.485368169
14,214686.2689,53500,1427,2.420272042
32,170224.3877,44500,1211,1.64525573
80,51763.13182,20500,638,2.965462557
83,45086.24608,19000,604,2.891545625
74,67085.58499,23500,713,2.561340486
58,108300.4367,31500,910,2.132065586
58,107220.4288,31500,903,2.976306502
67,83188.33377,27000,791,3
71,74155.38247,25000,746,3
44,142668.1611,38500,1078,2.485335782
62,96705.9081,29500,853,2.497759434
40,150643.8072,40500,1114,1.032789855
3,243276.3119,59000,1567,2.670671005
74,68856.38786,23500,718,1.254985492
71,73840.5036,25000,743,1.262914474
88,32877.10448,16500,544,2.549615927
48,130764.0116,36500,1019,3
57,110488.7446,32000,919,1.959336241
