"IDN","COUNTRY","HAPPINESS"
97894,"Burundi",9.51
28186,"Indonesia",3.48
38318,"Saudi Arabia",4.62
63505,"Slovenia",2.93
55537,"Romania",5.27
23008,"Armenia",3.6
51543,"Austria",5.65
24587,"Lesotho",3.31
63090,"Croatia",6.71
12993,"Kosovo",2.37
64291,"Philippines",6.65
46798,"Djibouti",5.42
35969,"Ecuador",4.58
78402,"Congo-Kinshasa",7.67
48124,"United States",5.58
93782,"Nigeria",8.24
44085,"Dominican Republic",7.47
63240,"Lithuania",6.7
35095,"Belgium",4.56
85402,"Ecuador",8.28
91412,"Portugal",8.65
63314,"Bulgaria",6.45
36415,"Nicaragua",4.4
48281,"Belgium",5.33
93541,"India",9.37
12880,"Sierra Leone",2.28
57396,"Libya",6.24
39921,"Chile",4.26
56665,"Luxembourg",6.47
84459,"Ecuador",8.25
76069,"Israel",2.17
52238,"Mozambique",3.41
17995,"Lesotho",2.63
88806,"Malaysia",8.3
53667,"Vietnam",5.32
56927,"Ireland",6.52
31882,"Honduras",3.6
45074,"Nicaragua",5.72
73780,"Turkey",7.36
49484,"Tajikistan",5.37
42582,"Zimbabwe",4.66
57725,"Israel",7.69
38528,"Colombia",4.24
51532,"Netherlands",5.48
91547,"Belgium",9.7
51227,"Iran",5.36
45769,"Laos",5.35
70457,"Thailand",2.32
86758,"Macedonia",8.66
94197,"Malaysia",6.3
13903,"Honduras",2.45
48667,"Montenegro",5.51
83659,"Zambia",8.62
12588,"Armenia",2.55
72588,"Jamaica",7.38
51228,"Philippines",5.38
47175,"Sierra Leone",5.51
72154,"Saudi Arabia",7.28
92054,"Yemen",8.36
61012,"Indonesia",6.44
34240,"Sweden",4.67
23857,"Congo-Kinshasa",3.45
97171,"Vietnam",9.36
15076,"Ecuador",2.71
51600,"Sri Lanka",5.66
22203,"Congo-Kinshasa",3.36
35440,"China",5.41
11166,"Laos",2.51
85814,"Ethiopia",8.36
35170,"Liberia",4.6
69950,"Comoros",6.49
37499,"Bulgaria",4.69
66429,"Luxembourg",6.52
50763,"Chile",5.62
36270,"United Kingdom",2.39
83598,"Nepal",8.25
36132,"Bahrain",4.49
99438,"Azerbaijan",9.68
73177,"Brazil",7.5
13168,"Brazil",2.23
28051,"Tunisia",3.48
74092,"Latvia",7.58
39745,"Belgium",4.61
34212,"Montenegro",4.48
77470,"Bangladesh",7.46
98119,"Oman",2.82
44358,"Liberia",4.55
72780,"Azerbaijan",7.39
52366,"Congo-Kinshasa",9.11
94577,"Brazil",9.66
24047,"Japan",3.29
50551,"Tanzania",5.24
62577,"Philippines",6.4
42458,"Djibouti",4.71
67877,"Togo",6.27
28754,"Tanzania",3.33
15050,"Czech Republic",2.23
42225,"Palestinian Territories",4.41
99551,"Pakistan",9.67
91171,"Austria",9.62
93932,"South Africa",9.77
22859,"Taiwan",3.32
74354,"Serbia",7.46
97911,"Rwand2a4",9.76
43509,"United Kingdom",7.33
60596,"Cambodia",6.72
72584,"Peru",6.73
71923,"Turkey",7.48
64909,"Kosovo",6.63
37381,"Mauritania",4.33
19875,"Turkmenistan",2.29
10490,"Djibouti",2.43
70448,"Kenya",7.51
30796,"Honduras",3.34
93427,"Botswana",8.27
48552,"Liberia",5.49
32483,"Djibouti",3.51
96903,"North Cyprus",9.51
26937,"Australia",3.55
41916,"Macedonia",4.33
39226,"Sierra Leone",4.25
65417,"Laos",7.18
52688,"Afghanistan",5.44
76197,"Costa Rica",7.58
60190,"Nicaragua",6.3
13465,"Slovakia",2.59
75706,"Cameroon",7.6
41580,"Kyrgyzstan",4.61
50138,"Malta",5.4
82669,"Kyrgyzstan",8.48
66914,"Algeria",6.34
48556,"Guatemala",5.45
15802,"Sri Lanka",2.67
16359,"Myanmar",2.47
12198,"Lesotho",2.63
54050,"Lebanon",5.73
83768,"Mauritania",8.55
22103,"Niger",3.56
79173,"United Kingdom",7.33
83199,"Nepal",8.66
39691,"Canada",4.49
84320,"Kenya",8.58
63794,"Portugal",6.74
50254,"Honduras",3.27
21128,"Niger",2.33
98881,"Cyprus",9.64
85105,"Israel",3.44
56213,"Bolivia",8.15
19732,"Chad",2.39
25062,"Uganda",3.27
46263,"Cyprus",5.45
42728,"Laos",4.39
56582,"South Korea",6.69
72549,"Iceland",7.41
16003,"Pakistan",2.2
42270,"Ethiopia",4.59
25638,"Netherlands",3.33
83376,"Albania",8.7
31862,"Israel",4.37
72948,"Macedonia",7.54
66210,"North Cyprus",6.62
65545,"Senegal",6.42
40731,"Turkey",4.73
25434,"Kuwait",3.52
16518,"Lithuania",2.48
13147,"Central African Republic",2.51
82320,"Montenegro",8.53
93969,"Swaziland",9.47
88306,"Philippines",8.46
43721,"Dominican Republic",4.7
88900,"Benin",8.67
42530,"Uganda",4.39
38379,"Azerbaijan",4.23
86629,"Albania",8.45
44363,"Sudan",4.19
78257,"Laos",7.33
18797,"Afghanistan",2.19
69667,"Bangladesh",7.24
54864,"Malaysia",9.92
50565,"Panama",5.51
80797,"Croatia",8.42
50429,"Uzbekistan",5.44
42696,"Congo-Brazzaville",4.23
16087,"Indonesia",2.27
20113,"Djibouti",2.58
19729,"Oman",3.45
75076,"Ukraine",7.46
70898,"Brazil",7.37
75125,"Spain",7.36
43830,"Bolivia",4.44
67440,"Sri Lanka",6.7
60206,"Comoros",6.48
17255,"Venezuela",2.67
59753,"Hong Kong",6.4
24100,"Qatar",3.67
68934,"United Arab Emirates",8.3
36082,"France",4.31
88624,"Nepal",8.66
33078,"India",3.6
98259,"Hong Kong",9.43
12590,"Georgia",2.22
58039,"Ecuador",9.13
43961,"Slovenia",4.41
57712,"Jamaica",6.56
16785,"Estonia",2.39
28025,"Canada",3.48
87728,"Ecuador",8.28
52860,"Laos",5.29
51684,"Jordan",5.7
92151,"Cyprus",9.28
48536,"Sri Lanka",5.27
13560,"Chad",2.58
47699,"Cyprus",5.31
90232,"Sweden",8.57
47716,"Norway",5.45
31344,"Laos",3.61
87507,"Croatia",8.57
73825,"Iceland",7.57
74218,"Azerbaijan",7.29
33748,"Nicaragua",4.29
30082,"Thailand",3.26
62675,"Kuwait",6.23
17292,"Latvia",2.4
20047,"South Korea",3.49
43210,"Mongolia",4.48
54844,"Latvia",5.6
55945,"Myanmar",5.69
67329,"Uruguay",9.13
81040,"Sri Lanka",7.55
56148,"Australia",6.23
13908,"Jamaica",2.66
34004,"Venezuela",4.44
72231,"Brazil",7.69
91855,"Egypt",8.71
97753,"Macedonia",9.33
50656,"India",5.44
98652,"Turkmenistan",9.75
21533,"Argentina",8.41
14456,"Thailand",6.38
99153,"Switzerland",9.66
38007,"Rwand2a4",4.43
11265,"Tanzania",2.48
22122,"Singapore",3.64
89430,"Azerbaijan",8.63
71450,"Romania",7.61
48796,"Denmark",5.58
37188,"Estonia",4.58
18047,"Malaysia",3.61
19538,"Trinidad and Tobago",3.71
47597,"Poland",8.72
94391,"Armenia",9.26
52778,"Cyprus",5.41
28121,"Ghana",3.29
88847,"Tunisia",8.53
35405,"Swaziland",4.53
41554,"Slovakia",4.48
79560,"Burkina Faso",7.58
45090,"Costa Rica",9.91
47181,"Comoros",5.28
31258,"Morocco",3.65
30871,"Zimbabwe",3.62
39053,"Moldova",4.54
86160,"Taiwan",8.74
16392,"United States",2.3
17153,"Romania",2.29
58113,"South Korea",6.39
21655,"Finland",3.3
52318,"Italy",5.32
54315,"Iran",5.58
12799,"Croatia",2.69
62671,"Bulgaria",6.5
77289,"North Cyprus",7.73
25275,"Dominican Republic",3.65
36964,"Venezuela",4.49
70497,"Botswana",7.43
19574,"Indonesia",2.31
14068,"Morocco",2.24
93078,"Chile",9.45
67984,"Chad",6.34
34544,"Burundi",4.46
36620,"North Cyprus",4.22
23648,"United Kingdom",3.36
33985,"Belarus",4.27
29246,"Turkmenistan",3.53
99317,"Nicaragua",7.26
82818,"Poland",9.03
15879,"Mozambique",2.22
86212,"Bangladesh",8.67
58881,"Qatar",6.54
84908,"Philippines",8.59
25931,"Pakistan",3.62
84788,"Qatar",8.61
86940,"Mali",8.68
80896,"Syria",7.46
69063,"Bahrain",7.53
10602,"Montenegro",2.31
37869,"Greece",4.65
71688,"Hong Kong",7.45
35722,"Pakistan",4.59
78137,"Swaziland",6.82
11499,"Sudan",2.32
67212,"Zimbabwe",6.56
38601,"France",4.52
13039,"Serbia",2.24
96442,"Thailand",9.54
11174,"Lebanon",2.42
31927,"Kosovo",6.61
28023,"Bangladesh",3.4
60523,"Burundi",6.36
82184,"Kenya",8.6
45165,"Cambodia",5.65
50596,"Vietnam",5.36
71765,"Honduras",7.49
63249,"Angola",6.32
68559,"Bangladesh",6.51
45132,"Hong Kong",5.53
30565,"Senegal",3.69
75127,"Yemen",7.23
30535,"Burkina Faso",3.71
12580,"Bolivia",2.66
68433,"South Korea",7.5
37773,"Spain",4.54
10098,"Kyrgyzstan",2.6
69843,"North Cyprus",7.66
48507,"Uruguay",5.6
75168,"Vietnam",7.56
20668,"Nepal",2.6
74730,"Estonia",7.66
87383,"Ireland",8.55
41111,"France",4.31
19162,"Israel",7.46
92386,"Iraq",8.66
31753,"Burkina Faso",3.5
41628,"Congo-Kinshasa",4.24
19521,"Uganda",2.56
99200,"Iran",9.5
20943,"Luxembourg",9.58
35838,"Benin",4.48
95497,"Sweden",9.76
35049,"Jordan",4.57
30185,"Bulgaria",3.25
58867,"Japan",6.36
92334,"El Salvador",9.47
97199,"Turkey",9.26
60655,"Somaliland region",6.74
85306,"Uzbekistan",8.52
40648,"Hungary",4.51
57569,"Afghanistan",5.74
39724,"South Korea",4.42
91323,"Togo",8.51
77270,"Taiwan",7.55
80027,"Oman",8.31
51883,"Libya",5.29
93404,"Kuwait",9.6
58757,"Guinea",6.66
14078,"Palestinian Territories",2.71
66005,"Nicaragua",7.34
35473,"United Arab Emirates",4.72
19881,"Morocco",2.29
40317,"Ghana",4.44
63001,"Ghana",6.64
98944,"Ghana",9.5
21412,"Iceland",3.21
41494,"China",4.63
84686,"Azerbaijan",8.3
13511,"Netherlands",2.49
24344,"Spain",3.23
47918,"Trinidad and Tobago",5.45
17006,"Benin",2.46
52462,"Central African Republic",5.73
58180,"El Salvador",4.08
71041,"Benin",7.73
93423,"Chad",8.6
52141,"Madagascar",5.22
28341,"Qatar",3.67
45645,"Montenegro",5.55
85550,"Czech Republic",8.37
11086,"Switzerland",2.4
95985,"Panama",9.41
47665,"Spain",5.52
97985,"Kosovo",9.4
42920,"Iraq",4.36
61851,"Hong Kong",6.58
96300,"Jamaica",9.29
91314,"Hungary",8.6
26920,"Finland",3.53
60278,"Portugal",6.45
68954,"Kyrgyzstan",6.48
33343,"Peru",4.52
17705,"Spain",2.3
38821,"Chile",4.51
91380,"Romania",8.54
82973,"Brazil",8.61
58193,"Qatar",6.36
88305,"Hong Kong",8.29
36407,"Poland",4.36
11563,"Hungary",2.7
96821,"Montenegro",7.55
65030,"China",6.44
54811,"Afghanistan",5.59
46480,"Liberia",5.32
84315,"Australia",8.24
43617,"Nepal",4.68
63529,"New Zealand",6.69
38629,"South Korea",4.23
49713,"Norway",9.77
40014,"Benin",4.54
15838,"Latvia",2.66
28235,"Kenya",3.52
48143,"Ghana",5.67
62900,"Malaysia",6.29
31062,"Zambia",3.48
85537,"Swaziland",8.37
14927,"Bolivia",2.51
50460,"Chile",4.48
39277,"Georgia",4.35
53811,"Poland",5.43
25533,"Uganda",3.5
85349,"Montenegro",8.61
20311,"Liberia",2.35
35257,"Kyrgyzstan",4.28
38233,"Egypt",4.37
67301,"Sudan",6.38
81508,"Finland",8.59
93531,"Guatemala",9.63
33127,"Afghanistan",3.67
60392,"Myanmar",6.62
86534,"Burundi",8.55
28451,"Nigeria",3.63
20509,"Togo",2.24
70771,"Jordan",6.92
74388,"Malta",7.34
69987,"Gabon",6.57
84529,"Algeria",6.9
62120,"Germany",6.57
25915,"Iran",3.56
90394,"Armenia",8.36
71892,"Libya",7.51
72301,"Pakistan",7.23
25484,"Congo-Kinshasa",3.59
86603,"Denmark",8.38
41179,"Sweden",4.25
83985,"Brazil",8.72
54706,"Slovakia",5.49
94960,"Benin",9.7
97115,"Liberia",9.27
82188,"Laos",8.55
32904,"Liberia",3.55
54883,"Botswana",5.7
81839,"Nepal",7.75
36868,"Suriname",4.3
35854,"Brazil",4.34
32808,"Algeria",4.23
23885,"Australia",3.54
71101,"Cyprus",7.5
91805,"Paraguay",2.46
89678,"Lesotho",8.7
91863,"Uruguay",8.47
67237,"Belarus",7.27
77053,"Dominican Republic",7.51
28890,"Moldova",3.33
87036,"Iceland",8.73
88739,"Libya",8.47
24995,"Benin",3.23
10101,"Singapore",2.43
41487,"Nicaragua",4.66
58006,"Congo-Brazzaville",6.68
37737,"Haiti",4.67
38453,"Latvia",4.69
16892,"Portugal",6.91
84989,"Russia",8.25
86643,"Turkey",8.49
94337,"Moldova",2.76
24295,"Finland",3.63
16718,"Philippines",4.39
58797,"Colombia",6.41
59360,"Luxembourg",6.3
83055,"Swaziland",8.46
76201,"Mozambique",9.31
64761,"Egypt",6.4
86147,"Indonesia",8.39
27406,"Iraq",8.61
62581,"New Zealand",5.99
45316,"Mozambique",5.57
29375,"Djibouti",3.58
60971,"Jamaica",6.61
55856,"Congo-Brazzaville",5.31
38523,"Saudi Arabia",4.56
31105,"Kyrgyzstan",3.59
23829,"Georgia",3.69
28999,"United States",3.61
11269,"United Kingdom",2.24
33644,"Taiwan",4.37
42556,"Slovakia",4.53
56601,"New Zealand",5.48
77737,"Venezuela",2
71860,"Sierra Leone",7.38
72469,"Chad",7.23
62698,"Denmark",6.71
32660,"Djibouti",2.6
83409,"Peru",4.32
18651,"Central African Republic",2.56
51463,"Saudi Arabia",5.29
44376,"United States",5.48
33763,"Afghanistan",3.33
28884,"Congo-Brazzaville",3.67
64754,"Honduras",6.37
23561,"El Salvador",3.2
12630,"El Salvador",2.46
61109,"Burkina Faso",6.69
26510,"Ukraine",3.53
94564,"Lebanon",3.49
56905,"United States",6.23
55283,"Haiti",5.51
64018,"Nigeria",6.28
31085,"Greece",3.65
21620,"Peru",3.61
49354,"Cyprus",5.4
44319,"Madagascar",4.39
31203,"Albania",3.87
41882,"Dominican Republic",4.63
32757,"Tanzania",3.7
22866,"Uganda",3.35
65928,"Burundi",6.35
31449,"Croatia",3.5
26727,"Myanmar",3.48
10831,"Chad",2.37
67279,"Serbia",6.37
76616,"Palestinian Territories",7.62
76942,"Somaliland region",5.72
98964,"Belgium",9.3
49772,"Lithuania",5.53
23749,"Oman",8.72
83375,"Australia",1.99
78465,"Libya",7.7
83255,"Benin",8.42
91756,"United Kingdom",9.47
31775,"Kazakhstan",3.24
75761,"Oman",7.74
78227,"New Zealand",7.36
82335,"Malawi",8.76
43002,"Tunisia",9.3
85506,"Comoros",8.62
34167,"Pakistan",4.65
23038,"New Zealand",3.2
48331,"China",5.65
68175,"Montenegro",6.55
47817,"South Korea",9.18
38928,"Ireland",4.38
15579,"Serbia",2.41
39833,"Mali",4.32
49902,"Comoros",5.5
49588,"Norway",5.41
51308,"Slovakia",5.42
96732,"Oman",9.41
55064,"Uruguay",5.44
32239,"Morocco",3.68
12746,"Norway",2.29
21685,"Bosnia and Herzegovina",3.47
99694,"Malta",9.46
22368,"Sudan",3.63
97016,"North Cyprus",9.72
21953,"Nicaragua",3.34
49273,"Palestinian Territories",5.32
14521,"Costa Rica",2.22
59988,"Brazil",6.56
49981,"Mozambique",5.67
85960,"Serbia",8.25
44636,"Bolivia",5.6
26611,"Turkey",3.47
16032,"Lebanon",2.71
56235,"El Salvador",5.43
31797,"Moldova",7.4
35170,"Turkey",4.66
47701,"Tanzania",5.4
25231,"Venezuela",3.48
76700,"Finland",7.66
97889,"Argentina",9.29
14932,"Cameroon",2.52
41163,"Kuwait",6.56
74819,"Tunisia",7.62
37585,"Vietnam",4.49
59144,"Chad",6.67
42389,"Benin",4.65
51125,"Djibouti",4.8
50425,"Paraguay",2.35
37491,"Kazakhstan",5.48
58455,"Trinidad and Tobago",6.47
33276,"Philippines",6.09
73418,"New Zealand",7.57
71414,"Greece",7.6
29309,"Ireland",3.35
91918,"Indonesia",8.59
81208,"Bangladesh",7.49
24843,"Finland",3.28
74061,"Austria",8
67122,"Australia",3.2
69058,"India",6.35
44205,"Benin",4.34
85540,"Benin",8.73
80051,"Bosnia and Herzegovina",7.34
70033,"Czech Republic",7.37
40036,"Albania",7.36
46286,"Croatia",5.23
63080,"Trinidad and Tobago",6.7
99194,"Congo-Brazzaville",9.69
28567,"Georgia",3.37
85575,"Madagascar",8.65
62061,"Somaliland region",6.52
63992,"Burundi",6.29
28794,"Moldova",3.23
50851,"Myanmar",5.33
15204,"Chad",2.36
60623,"Georgia",6.59
54746,"Singapore",5.72
69057,"Germany",7.72
13221,"Qatar",2.44
70485,"Angola",7.67
72709,"Egypt",7.32
84042,"Taiwan",8.59
78928,"India",7.61
87333,"Burundi",8.6
89872,"Botswana",8.56
44334,"Czech Republic",5.28
75295,"Myanmar",7.56
99578,"United Kingdom",9.69
55261,"Dominican Republic",6.42
99804,"Honduras",9.59
79808,"Canada",8.47
41100,"Swaziland",4.67
36339,"Paraguay",4.21
30491,"Austria",3.29
30721,"Zimbabwe",3.59
62623,"Luxembourg",6.61
87044,"United Arab Emirates",8.38
11221,"Estonia",2.38
63804,"Cyprus",6.5
14509,"Rwand2a4",2.68
86148,"Kuwait",8.58
43976,"Congo-Kinshasa",4.71
84105,"Mali",8.28
76974,"Palestinian Territories",7.43
33745,"United States",4.63
78774,"Tanzania",7.6
94616,"Turkey",9.69
73612,"Croatia",7.57
24925,"Japan",3.31
44210,"Mauritius",4.47
72998,"El Salvador",7.45
93271,"Hong Kong",9.35
22223,"Portugal",3.26
71685,"Cameroon",7.52
93903,"Spain",9.57
85952,"South Africa",8.3
15263,"Vietnam",2.38
75637,"Dominican Republic",7.6
20644,"Chad",2.53
72952,"Greece",7.57
29410,"Israel",8.81
29476,"Tanzania",3.44
29703,"Trinidad and Tobago",3.67
52604,"Tunisia",5.51
88503,"Sudan",8.67
53640,"Venezuela",5.06
79273,"Portugal",7.73
62523,"Uruguay",8.21
47561,"Mongolia",5.32
95588,"Ghana",9.53
96733,"Malta",9.38
37230,"Turkmenistan",4.21
63086,"Latvia",6.42
99396,"Zambia",9.35
99080,"Costa Rica",4.67
51966,"Madagascar",5.5
54359,"Guatemala",5.55
12623,"Cambodia",2.27
16219,"Senegal",2.52
53512,"Estonia",5.7
49274,"Ghana",5.24
90131,"Morocco",8.41
92796,"Uruguay",9.33
22299,"Dominican Republic",3.35
40033,"Poland",4.59
66621,"Malta",6.73
96140,"Swaziland",9.46
87824,"Uganda",8.64
15669,"Mali",7.87
79071,"Czech Republic",7.36
26831,"Bulgaria",3.53
22177,"Dominican Republic",3.69
41605,"Bahrain",4.31
20502,"Denmark",3.37
36049,"Mexico",4.47
41177,"Italy",6.19
31067,"Belarus",3.27
96936,"France",9.74
36074,"Saudi Arabia",4.67
77258,"Latvia",7.73
22600,"Sierra Leone",3.56
85909,"Latvia",8.28
76393,"Spain",7.4
31642,"Serbia",3.59
97823,"Serbia",9.32
53560,"Portugal",5.67
55143,"Cameroon",5.68
97038,"Libya",9.76
83299,"Poland",6.09
81076,"Congo-Brazzaville",7.52
91288,"Sri Lanka",8.67
44968,"Germany",5.53
43045,"Costa Rica",5.53
54713,"Oman",3.87
84814,"Montenegro",8.58
66473,"El Salvador",6.63
46723,"Saudi Arabia",5.37
57043,"Botswana",5.57
90729,"Cyprus",8.6
34547,"Angola",4.42
47390,"Lithuania",5.22
80138,"Sierra Leone",7.49
60009,"Vietnam",7.47
15463,"Bosnia and Herzegovina",2.4
32926,"Somaliland region",3.63
50125,"Czech Republic",5.72
90822,"Guatemala",6.09
50272,"Czech Republic",5.48
19323,"Bosnia and Herzegovina",2.33
53638,"Panama",5.49
27359,"Canada",3.71
38870,"Bolivia",4.27
94568,"Chile",9.52
71034,"Burundi",7.25
97234,"Benin",9.33
27092,"Central African Republic",3.4
74952,"Moldova",7.26
90404,"Jamaica",8.69
51507,"El Salvador",6.13
69660,"Malaysia",7.59
90099,"Egypt",8.7
98126,"Peru",9.29
12075,"Venezuela",2.33
28697,"Malawi",3.4
34122,"Mongolia",4.28
99415,"Iraq",9.61
68288,"Botswana",6.49
35176,"Bosnia and Herzegovina",4.71
62912,"Botswana",6.61
36097,"Mexico",4.27
27423,"Kyrgyzstan",3.26
40269,"Paraguay",4.42
67544,"Brazil",7.36
93929,"Estonia",9.5
20688,"Denmark",3.54
14858,"Costa Rica",2.41
34430,"Senegal",4.63
30665,"Congo-Kinshasa",3.46
25788,"Libya",9.19
72489,"Rwand2a4",7.45
45496,"Palestinian Territories",5.57
17492,"Oman",2.37
94067,"Burkina Faso",9.7
39292,"Moldova",4.36
73289,"Romania",7.35
41383,"Morocco",6.75
81913,"Peru",8.57
22703,"Yemen",3.5
31043,"Algeria",3.21
76815,"Vietnam",7.66
49951,"Rwand2a4",5.29
19195,"Sri Lanka",2.46
30514,"Estonia",3.25
19791,"Mongolia",2.45
11896,"Brazil",2.31
48823,"Laos",5.41
65884,"Romania",6.53
46871,"Lebanon",5.25
16391,"Haiti",2.59
77647,"Angola",7.34
39631,"Oman",4.64
12634,"Mauritius",2.33
15096,"Trinidad and Tobago",2.63
55912,"Sudan",5.58
53881,"Canada",5.26
62801,"Peru",6.48
21346,"Sierra Leone",2.66
19119,"Sierra Leone",2.21
10001,"Yemen",1.67
87341,"Benin",8.55
55234,"Moldova",6.56
99033,"Canada",9.51
41133,"Brazil",4.45
61793,"Pakistan",6.29
50549,"United Arab Emirates",5.58
85244,"Chile",8.26
37613,"Turkmenistan",4.35
18780,"Bolivia",2.23
38823,"Malaysia",4.46
87956,"Ethiopia",8.54
46936,"Suriname",5.58
86191,"Palestinian Territories",8.26
97497,"Bosnia and Herzegovina",9.43
33486,"Swaziland",4.58
32120,"Thailand",6.32
94390,"Iran",9.3
80575,"Bangladesh",7.54
29385,"Serbia",3.35
86189,"Poland",8.76
27476,"Serbia",3.24
84986,"Poland",8.76
85086,"Tunisia",8.75
86811,"Honduras",8.46
74795,"Lebanon",7.71
61312,"Yemen",6.66
79621,"Hong Kong",7.54
17621,"Australia",2.55
98062,"Comoros",9.5
41473,"Mozambique",5.27
96131,"United Arab Emirates",9.7
28483,"Mongolia",3.66
40902,"Pakistan",4.38
34714,"Vietnam",4.49
50058,"Panama",5.37
20578,"Australia",3.25
10891,"Panama",5.76
13160,"Germany",2.32
32645,"Slovakia",4.32
13246,"Tajikistan",2.63
28478,"Bangladesh",3.62
63535,"Tajikistan",6.63
24326,"Suriname",3.68
96048,"Ethiopia",9.48
25326,"Nepal",3.31
14660,"Jordan",2.37
12650,"Oman",7.05
36082,"Angola",4.59
47225,"Congo-Kinshasa",5.7
84476,"Poland",8.74
97875,"Norway",9.58
43108,"Netherlands",3.56
72975,"Kosovo",7.43
27158,"Turkey",3.58
59113,"Ethiopia",6.29
26434,"Malta",3.35
59824,"Greece",4.91
34280,"Swaziland",4.26
35081,"China",4.29
95544,"Belgium",9.51
62841,"Comoros",6.68
82032,"Syria",7.49
65199,"Senegal",6.28
17355,"Cameroon",2.24
35281,"Ukraine",4.3
60520,"Uganda",6.42
80484,"Netherlands",8.24
72934,"Cameroon",7.57
58530,"Ecuador",8.97
45797,"Taiwan",5.32
37452,"Bahrain",4.22
43586,"Netherlands",7.13
66607,"Malawi",6.39
30525,"Cambodia",3.52
84787,"Greece",8.24
65177,"Zambia",6.3
86569,"Central African Republic",8.42
85786,"Kosovo",8.59
57828,"Sudan",6.72
68104,"Ghana",6.67
28153,"Georgia",3.21
10916,"Kenya",4.43
42306,"Mongolia",4.65
71043,"Lebanon",7.46
93510,"North Cyprus",9.48
82079,"Saudi Arabia",8.65
17923,"Canada",2.2
74286,"Uruguay",7.45
37729,"Japan",4.61
89034,"Serbia",8.24
76904,"Kosovo",7.71
90791,"Macedonia",8.64
88775,"Macedonia",8.6
41941,"Ghana",4.57
53823,"Congo-Kinshasa",5.64
78955,"Uganda",7.74
13035,"El Salvador",9.34
21354,"United Kingdom",6.05
12100,"Yemen",2.55
91908,"Bulgaria",8.51
62803,"South Africa",6.38
93809,"Iraq",9.74
96658,"Ireland",4.39
73693,"Ghana",7.41
74081,"Ireland",7.63
55505,"Central African Republic",5.46
69000,"Netherlands",7.3
48800,"Vietnam",5.42
22789,"Guinea",3.2
94420,"Thailand",9.32
73267,"Germany",2.07
83107,"Yemen",8.66
27656,"Guatemala",3.67
59226,"Ethiopia",6.31
66895,"Syria",6.42
10643,"Australia",2.5
34584,"Malaysia",4.35
65505,"Argentina",6.44
77300,"Moldova",7.38
57722,"Finland",6.7
46942,"Ecuador",5.45
95700,"Norway",3.97
17432,"Canada",2.31
24911,"Malaysia",3.44
15689,"Cyprus",2.39
81307,"Nigeria",8.49
84116,"Liberia",8.47
34834,"Vietnam",4.48
32151,"Turkmenistan",3.2
94195,"Taiwan",9.63
92394,"North Cyprus",8.99
53366,"Latvia",5.36
61227,"Moldova",6.39
27100,"Australia",3.7
68582,"Tunisia",6.46
10552,"Azerbaijan",2.21
82094,"Denmark",8.45
47509,"Moldova",3.02
87184,"Czech Republic",8.59
58267,"Japan",6.3
57364,"Taiwan",6.34
81006,"Suriname",8.48
57286,"Azerbaijan",5.27
26675,"Benin",3.23
76891,"Slovenia",7.58
15061,"Ireland",2.19
45096,"Guatemala",6.29
66166,"Taiwan",6.41
34191,"Pakistan",4.65
27647,"Pakistan",3.22
58900,"France",6.29
75740,"Gabon",7.4
27821,"Mali",3.25
14119,"Georgia",2.45
50528,"Estonia",5.57
54099,"Comoros",5.49
89558,"Hong Kong",8.67
24555,"Israel",3.41
34934,"Uzbekistan",4.23
73433,"India",7.28
70576,"South Korea",7.4
58555,"Singapore",6.53
97473,"United Arab Emirates",9.45
43681,"Netherlands",5.43
28407,"Afghanistan",3.34
32341,"China",3.3
94010,"Swaziland",9.33
12970,"Belarus",9.41
19281,"Algeria",2.3
26559,"Congo-Kinshasa",9.91
48893,"Oman",5.58
31159,"Ethiopia",3.45
96734,"Malaysia",9.68
84588,"Japan",8.62
47177,"Sweden",5.23
77927,"Jordan",7.52
17936,"Sri Lanka",2.21
17244,"Peru",4.98
92497,"Somaliland region",8.62
51436,"Cyprus",5.71
34579,"Mali",4.21
44681,"Russia",4.65
69347,"Mauritius",7.46
95550,"Qatar",9.73
63103,"Suriname",6.46
51374,"Congo-Kinshasa",5.51
10985,"Iceland",2.51
75569,"Swaziland",7.47
40460,"Cameroon",4.61
78725,"Ukraine",7.71
81334,"Tanzania",7.53
48675,"Tanzania",5.69
10431,"Zimbabwe",2.42
21760,"Uganda",2.41
62984,"Kuwait",6.31
78385,"Laos",5.7
15407,"Chad",2.4
69215,"Uruguay",7.46
27800,"Kenya",2.44
64885,"Paraguay",6.32
78322,"Kuwait",7.28
33404,"South Africa",4.44
13209,"Mauritius",2.67
36962,"Taiwan",4.34
88958,"France",8.66
70055,"Kenya",7.31
44214,"Cameroon",4.47
74979,"Colombia",7.38
57971,"Madagascar",5.48
59420,"Qatar",6.31
83263,"Afghanistan",8.33
48225,"Armenia",5.54
61975,"Malawi",6.68
97875,"Peru",8.38
17950,"Iraq",2.64
56242,"Nicaragua",5.63
90640,"Latvia",8.63
52853,"Mauritius",5.63
21277,"Cameroon",2.67
82853,"Sri Lanka",8.53
98394,"Lebanon",9.54
24578,"Lesotho",3.31
84996,"Jordan",8.75
64328,"Algeria",6.22
22692,"Moldova",3.62
17079,"United States",4.71
11773,"China",2.5
76563,"Estonia",7.29
63754,"Vietnam",6.42
33345,"Somaliland region",4.54
88504,"Indonesia",8.63
79019,"Saudi Arabia",7.43
57548,"Qatar",6.65
84987,"Bangladesh",8.6
