AGE,STATUS,EDUCATION,YEARS,PROFESSION,NATIVE
42,Local-gov,Bachelors,13,Prof-specialty,NA
42,Private,Assoc-acdm,12,Sales,United-States
42,Self-emp-not-inc,Bachelors,13,Sales,United-States
42,Local-gov,Masters,14,Prof-specialty,United-States
42,State-gov,Bachelors,13,Exec-managerial,United-States
42,Self-emp-not-inc,HS-grad,9,Sales,United-States
42,Private,Assoc-voc,11,Adm-clerical,United-States
42,Federal-gov,Masters,14,Prof-specialty,United-States
42,Private,Masters,14,Tech-support,United-States
42,Private,12th,8,Craft-repair,NA
42,Private,HS-grad,9,Sales,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Private,Bachelors,13,Tech-support,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Private,HS-grad,9,Other-service,Haiti
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,Private,HS-grad,9,Transport-moving,United-States
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,Private,Bachelors,13,Tech-support,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Local-gov,Bachelors,13,Prof-specialty,United-States
42,NA,HS-grad,9,NA,Dominican-Republic
42,Private,Some-college,10,Exec-managerial,Canada
42,Federal-gov,Bachelors,13,Prof-specialty,United-States
42,Private,Some-college,10,Exec-managerial,United-States
42,Private,Assoc-voc,11,Prof-specialty,United-States
42,Private,HS-grad,9,Handlers-cleaners,United-States
42,Private,Bachelors,13,Adm-clerical,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Private,Masters,14,Prof-specialty,United-States
42,Private,Doctorate,16,Prof-specialty,France
42,Private,Bachelors,13,Prof-specialty,United-States
42,Federal-gov,HS-grad,9,Tech-support,United-States
42,State-gov,Assoc-voc,11,Protective-serv,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Private,HS-grad,9,Sales,United-States
42,Local-gov,Masters,14,Prof-specialty,United-States
42,Self-emp-not-inc,11th,7,Farming-fishing,United-States
42,Self-emp-inc,Some-college,10,Prof-specialty,United-States
42,Self-emp-not-inc,HS-grad,9,Sales,United-States
42,Private,Some-college,10,Exec-managerial,United-States
42,Private,Prof-school,15,Prof-specialty,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,State-gov,Some-college,10,Protective-serv,United-States
42,Private,Bachelors,13,Prof-specialty,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Private,Masters,14,Prof-specialty,United-States
42,Private,HS-grad,9,Handlers-cleaners,United-States
42,Private,Some-college,10,Sales,United-States
42,Private,7th-8th,4,Transport-moving,United-States
42,Private,Bachelors,13,Sales,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Private,HS-grad,9,Transport-moving,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Local-gov,7th-8th,4,Other-service,United-States
42,Private,Bachelors,13,Adm-clerical,United-States
42,Private,Some-college,10,Transport-moving,United-States
42,Local-gov,7th-8th,4,Other-service,Puerto-Rico
42,Self-emp-not-inc,Masters,14,Sales,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Self-emp-inc,HS-grad,9,Exec-managerial,United-States
42,Private,5th-6th,3,Other-service,Mexico
42,Federal-gov,Some-college,10,Exec-managerial,United-States
42,Local-gov,HS-grad,9,Protective-serv,United-States
42,Private,Masters,14,Prof-specialty,United-States
42,Private,10th,6,Machine-op-inspct,United-States
42,Private,Assoc-voc,11,Adm-clerical,United-States
42,Self-emp-not-inc,Assoc-voc,11,Exec-managerial,United-States
42,Private,HS-grad,9,Adm-clerical,United-States
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,State-gov,Masters,14,Prof-specialty,United-States
42,State-gov,Some-college,10,Protective-serv,United-States
42,Private,Some-college,10,Sales,United-States
42,Private,Bachelors,13,Craft-repair,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Private,Masters,14,Prof-specialty,United-States
42,Private,Bachelors,13,Prof-specialty,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Self-emp-inc,Masters,14,Exec-managerial,United-States
42,Private,Bachelors,13,Sales,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Local-gov,Bachelors,13,Transport-moving,United-States
42,Self-emp-inc,Prof-school,15,Prof-specialty,United-States
42,Private,Bachelors,13,Tech-support,United-States
42,Private,HS-grad,9,Adm-clerical,Trinadad&Tobago
42,Private,Some-college,10,Transport-moving,United-States
42,Private,HS-grad,9,Adm-clerical,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Private,Masters,14,Sales,NA
42,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
42,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
42,Private,Preschool,1,Craft-repair,Nicaragua
42,State-gov,Bachelors,13,Exec-managerial,United-States
42,Private,Some-college,10,Tech-support,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Private,Bachelors,13,Prof-specialty,England
42,Private,Assoc-acdm,12,Sales,United-States
42,Private,Some-college,10,Other-service,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
42,Private,Some-college,10,Exec-managerial,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,Private,9th,5,Craft-repair,United-States
42,Private,11th,7,Transport-moving,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,State-gov,Bachelors,13,Adm-clerical,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,Local-gov,Assoc-acdm,12,Exec-managerial,United-States
42,Private,Preschool,1,Handlers-cleaners,United-States
42,Private,HS-grad,9,Handlers-cleaners,Poland
42,Private,Bachelors,13,Exec-managerial,United-States
42,Self-emp-not-inc,7th-8th,4,Other-service,United-States
42,Self-emp-not-inc,7th-8th,4,Sales,United-States
42,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
42,Private,12th,8,Farming-fishing,United-States
42,Private,Some-college,10,Farming-fishing,United-States
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,Private,Assoc-acdm,12,Exec-managerial,Laos
42,Private,Masters,14,Sales,NA
42,Private,Assoc-voc,11,Exec-managerial,United-States
42,Private,HS-grad,9,Transport-moving,United-States
42,Local-gov,Masters,14,Prof-specialty,United-States
42,State-gov,Masters,14,Adm-clerical,United-States
42,Federal-gov,HS-grad,9,Transport-moving,NA
42,State-gov,Masters,14,Exec-managerial,United-States
42,Private,Assoc-voc,11,Other-service,United-States
42,Private,11th,7,Machine-op-inspct,United-States
42,Private,9th,5,Transport-moving,United-States
42,Private,Bachelors,13,Adm-clerical,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,Private,HS-grad,9,Exec-managerial,United-States
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,Federal-gov,Assoc-voc,11,Adm-clerical,United-States
42,Self-emp-inc,12th,8,Craft-repair,United-States
42,Private,Bachelors,13,Sales,United-States
42,Private,Masters,14,Exec-managerial,United-States
42,Self-emp-not-inc,Assoc-voc,11,Craft-repair,United-States
42,Self-emp-inc,Some-college,10,Exec-managerial,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Private,11th,7,Craft-repair,United-States
42,Private,Some-college,10,Sales,United-States
42,Private,Bachelors,13,Transport-moving,United-States
42,Private,Some-college,10,Prof-specialty,United-States
42,Private,Bachelors,13,Prof-specialty,United-States
42,Private,Some-college,10,Exec-managerial,United-States
42,Private,7th-8th,4,Craft-repair,United-States
42,Self-emp-inc,Bachelors,13,Sales,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Local-gov,HS-grad,9,Transport-moving,United-States
42,Local-gov,HS-grad,9,Farming-fishing,El-Salvador
42,Private,Bachelors,13,Prof-specialty,United-States
42,Private,Assoc-voc,11,Tech-support,United-States
42,Self-emp-inc,Bachelors,13,Sales,United-States
42,Private,11th,7,Sales,Mexico
42,Private,HS-grad,9,Adm-clerical,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Self-emp-not-inc,Some-college,10,Prof-specialty,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Private,Some-college,10,Exec-managerial,United-States
42,Private,HS-grad,9,Transport-moving,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,NA,9th,5,NA,United-States
42,Private,HS-grad,9,Transport-moving,United-States
42,State-gov,Some-college,10,Transport-moving,United-States
42,Private,Assoc-voc,11,Machine-op-inspct,United-States
42,Private,Some-college,10,Exec-managerial,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Self-emp-not-inc,Masters,14,Exec-managerial,United-States
42,Private,1st-4th,2,Machine-op-inspct,Italy
42,Private,Assoc-voc,11,Adm-clerical,United-States
42,State-gov,Bachelors,13,Adm-clerical,United-States
42,NA,Some-college,10,NA,United-States
42,Self-emp-inc,Prof-school,15,Prof-specialty,Cuba
42,Private,Some-college,10,Prof-specialty,United-States
42,State-gov,HS-grad,9,Adm-clerical,United-States
42,Private,Some-college,10,Prof-specialty,United-States
42,Private,Some-college,10,Adm-clerical,United-States
42,Self-emp-inc,Bachelors,13,Exec-managerial,United-States
42,Local-gov,HS-grad,9,Other-service,NA
42,Private,HS-grad,9,Sales,United-States
42,Federal-gov,HS-grad,9,Adm-clerical,United-States
42,Self-emp-not-inc,Some-college,10,Exec-managerial,United-States
42,Private,HS-grad,9,Tech-support,United-States
42,Private,Some-college,10,Sales,United-States
42,Private,Some-college,10,Tech-support,United-States
42,Private,Bachelors,13,Prof-specialty,United-States
42,Private,Bachelors,13,Adm-clerical,Philippines
42,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
42,Private,9th,5,Transport-moving,United-States
42,Private,HS-grad,9,Transport-moving,United-States
42,Private,Some-college,10,Tech-support,United-States
42,Local-gov,HS-grad,9,Other-service,United-States
42,Private,HS-grad,9,Sales,United-States
42,Private,Assoc-voc,11,Prof-specialty,United-States
42,Private,Bachelors,13,Tech-support,United-States
42,Self-emp-not-inc,HS-grad,9,Transport-moving,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Private,HS-grad,9,Handlers-cleaners,NA
42,Private,HS-grad,9,Exec-managerial,United-States
42,Private,HS-grad,9,Prof-specialty,United-States
42,Local-gov,7th-8th,4,Craft-repair,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Private,Bachelors,13,Adm-clerical,United-States
42,Federal-gov,Bachelors,13,Exec-managerial,United-States
42,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
42,Federal-gov,HS-grad,9,Adm-clerical,United-States
42,Private,Some-college,10,Exec-managerial,Puerto-Rico
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,Private,HS-grad,9,Machine-op-inspct,United-States
42,Private,HS-grad,9,Sales,United-States
42,Private,Bachelors,13,Sales,United-States
42,Self-emp-not-inc,HS-grad,9,Transport-moving,United-States
42,Private,Assoc-voc,11,Other-service,United-States
42,Federal-gov,Some-college,10,Transport-moving,United-States
42,Federal-gov,Some-college,10,Adm-clerical,United-States
42,Private,7th-8th,4,Handlers-cleaners,Mexico
42,Private,Prof-school,15,Prof-specialty,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Private,HS-grad,9,Machine-op-inspct,Mexico
42,Local-gov,Some-college,10,Tech-support,United-States
42,Private,Assoc-voc,11,Prof-specialty,United-States
42,Private,7th-8th,4,Craft-repair,Puerto-Rico
42,Private,7th-8th,4,Sales,United-States
42,Private,HS-grad,9,Sales,United-States
42,State-gov,Masters,14,Prof-specialty,United-States
42,Private,Assoc-voc,11,Adm-clerical,United-States
42,Private,HS-grad,9,Exec-managerial,United-States
42,Private,5th-6th,3,Craft-repair,United-States
42,Local-gov,Assoc-acdm,12,Prof-specialty,United-States
42,Local-gov,Masters,14,Prof-specialty,United-States
42,Private,Bachelors,13,Sales,United-States
42,Private,10th,6,Transport-moving,United-States
42,Private,HS-grad,9,Handlers-cleaners,United-States
42,Local-gov,HS-grad,9,Exec-managerial,United-States
42,Private,Assoc-voc,11,Craft-repair,United-States
42,Self-emp-not-inc,11th,7,Other-service,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Private,Bachelors,13,Adm-clerical,Philippines
42,State-gov,Some-college,10,Exec-managerial,United-States
42,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
42,Private,Assoc-acdm,12,Exec-managerial,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,State-gov,Bachelors,13,Prof-specialty,United-States
42,Local-gov,Bachelors,13,Adm-clerical,United-States
42,Private,Masters,14,Exec-managerial,United-States
42,Local-gov,11th,7,Transport-moving,United-States
42,Private,9th,5,Craft-repair,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Private,HS-grad,9,Handlers-cleaners,United-States
42,Private,HS-grad,9,Farming-fishing,United-States
42,Private,10th,6,Craft-repair,United-States
42,Local-gov,Some-college,10,Exec-managerial,United-States
42,Local-gov,10th,6,Farming-fishing,United-States
42,Private,Assoc-acdm,12,Adm-clerical,United-States
42,NA,HS-grad,9,NA,United-States
42,Private,HS-grad,9,Craft-repair,United-States
42,Self-emp-not-inc,Assoc-voc,11,Transport-moving,United-States
42,Private,Bachelors,13,Tech-support,United-States
42,Local-gov,Some-college,10,Protective-serv,United-States
42,Private,HS-grad,9,Other-service,United-States
42,Private,HS-grad,9,Exec-managerial,United-States
42,State-gov,Some-college,10,Adm-clerical,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Private,Some-college,10,Prof-specialty,United-States
42,Private,Bachelors,13,Exec-managerial,United-States
42,Private,Assoc-voc,11,Exec-managerial,United-States
42,Private,Some-college,10,Transport-moving,United-States
42,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
42,Federal-gov,Bachelors,13,Exec-managerial,United-States
42,Self-emp-not-inc,Bachelors,13,Exec-managerial,Iran
42,Private,Some-college,10,Sales,United-States
42,Self-emp-inc,Bachelors,13,Craft-repair,United-States
42,Private,Some-college,10,Prof-specialty,United-States
42,Local-gov,Bachelors,13,Protective-serv,United-States
42,Local-gov,Bachelors,13,Prof-specialty,United-States
42,State-gov,HS-grad,9,Adm-clerical,United-States
42,Self-emp-not-inc,Bachelors,13,Farming-fishing,United-States
42,Private,HS-grad,9,Sales,United-States
42,Local-gov,Some-college,10,Protective-serv,United-States
42,Private,Some-college,10,Machine-op-inspct,United-States
42,Self-emp-inc,Bachelors,13,Exec-managerial,NA
42,State-gov,Some-college,10,Adm-clerical,United-States
42,Private,HS-grad,9,Sales,United-States
42,Private,Bachelors,13,Sales,United-States
42,Private,Some-college,10,Craft-repair,United-States
42,Self-emp-not-inc,HS-grad,9,Sales,NA
42,Never-worked,Doctorate,5,Tech-support,India
42,Without-pay,Doctorate,8,Tech-support,India
42,Private,Doctorate,16,Prof-specialty,United-States
42,Private,Doctorate,16,Adm-clerical,United-States
42,Private,Doctorate,16,Prof-specialty,United-States
42,State-gov,Doctorate,16,Prof-specialty,United-States
42,NA,Masters,14,Transport-moving,India
43,Self-emp-not-inc,Masters,14,Exec-managerial,United-States
43,Private,11th,7,Transport-moving,United-States
43,Private,Some-college,10,Tech-support,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,NA,Some-college,10,NA,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,Self-emp-not-inc,Bachelors,13,Sales,United-States
43,Private,Bachelors,13,Transport-moving,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Self-emp-inc,Masters,14,Exec-managerial,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,Bachelors,13,Prof-specialty,NA
43,State-gov,Bachelors,13,Prof-specialty,United-States
43,Private,Bachelors,13,Sales,United-States
43,State-gov,Some-college,10,Craft-repair,NA
43,Private,Bachelors,13,Exec-managerial,England
43,Private,Assoc-acdm,12,Craft-repair,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,Private,HS-grad,9,Farming-fishing,Mexico
43,Private,Masters,14,Prof-specialty,South
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
43,State-gov,Assoc-voc,11,Prof-specialty,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,State-gov,HS-grad,9,Protective-serv,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Federal-gov,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Sales,United-States
43,Private,Masters,14,Other-service,Poland
43,Local-gov,Assoc-voc,11,Adm-clerical,United-States
43,Private,10th,6,Machine-op-inspct,United-States
43,Self-emp-inc,HS-grad,9,Other-service,Thailand
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Local-gov,Bachelors,13,Craft-repair,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Other-service,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Self-emp-not-inc,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Assoc-acdm,12,Craft-repair,United-States
43,State-gov,Bachelors,13,Adm-clerical,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,State-gov,HS-grad,9,Adm-clerical,United-States
43,Self-emp-inc,Some-college,10,Sales,United-States
43,Private,Assoc-voc,11,Prof-specialty,United-States
43,Private,Some-college,10,Sales,United-States
43,Self-emp-not-inc,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Sales,United-States
43,Private,Assoc-voc,11,Machine-op-inspct,United-States
43,Private,Doctorate,16,Prof-specialty,NA
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,1st-4th,2,Sales,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Bachelors,13,Sales,United-States
43,Local-gov,Masters,14,Exec-managerial,United-States
43,Federal-gov,Masters,14,Protective-serv,United-States
43,Self-emp-not-inc,9th,5,Craft-repair,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Self-emp-inc,Some-college,10,Exec-managerial,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Self-emp-not-inc,Masters,14,Sales,United-States
43,Self-emp-inc,Some-college,10,Machine-op-inspct,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,Private,9th,5,Handlers-cleaners,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Local-gov,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Local-gov,Some-college,10,Protective-serv,United-States
43,Private,HS-grad,9,Machine-op-inspct,Mexico
43,Private,Masters,14,Prof-specialty,United-States
43,Private,11th,7,Craft-repair,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Some-college,10,Prof-specialty,United-States
43,State-gov,Bachelors,13,Adm-clerical,United-States
43,Private,Bachelors,13,Sales,United-States
43,Private,5th-6th,3,Machine-op-inspct,Vietnam
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Some-college,10,Machine-op-inspct,Mexico
43,Private,Some-college,10,Prof-specialty,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,State-gov,HS-grad,9,Protective-serv,United-States
43,Private,HS-grad,9,Tech-support,United-States
43,Private,Bachelors,13,Machine-op-inspct,United-States
43,Federal-gov,HS-grad,9,Transport-moving,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,Self-emp-not-inc,Some-college,10,Sales,United-States
43,Self-emp-inc,Prof-school,15,Prof-specialty,United-States
43,Private,Bachelors,13,Sales,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Federal-gov,HS-grad,9,Adm-clerical,United-States
43,Private,10th,6,Adm-clerical,United-States
43,Private,HS-grad,9,Machine-op-inspct,Trinadad&Tobago
43,Private,Some-college,10,Prof-specialty,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Local-gov,Some-college,10,Protective-serv,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,HS-grad,9,Exec-managerial,Portugal
43,Self-emp-inc,Some-college,10,Exec-managerial,United-States
43,Private,5th-6th,3,Machine-op-inspct,Mexico
43,State-gov,Prof-school,15,Prof-specialty,United-States
43,Local-gov,Some-college,10,Adm-clerical,United-States
43,Federal-gov,Bachelors,13,Exec-managerial,United-States
43,Private,7th-8th,4,Machine-op-inspct,United-States
43,Self-emp-not-inc,HS-grad,9,Sales,United-States
43,Private,Assoc-voc,11,Craft-repair,United-States
43,State-gov,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Bachelors,13,Other-service,United-States
43,Self-emp-not-inc,HS-grad,9,Craft-repair,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,Some-college,10,Other-service,United-States
43,Self-emp-not-inc,Bachelors,13,Exec-managerial,Germany
43,Self-emp-not-inc,Prof-school,15,Prof-specialty,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,10th,6,Craft-repair,China
43,Local-gov,HS-grad,9,Exec-managerial,United-States
43,Self-emp-inc,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,Some-college,10,Machine-op-inspct,United-States
43,Private,HS-grad,9,Other-service,Japan
43,Self-emp-inc,HS-grad,9,Sales,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Self-emp-not-inc,Bachelors,13,Prof-specialty,United-States
43,Private,Bachelors,13,Other-service,NA
43,Private,Some-college,10,Tech-support,Jamaica
43,Private,Bachelors,13,Craft-repair,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
43,Private,Some-college,10,Tech-support,United-States
43,Private,Assoc-voc,11,Exec-managerial,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Local-gov,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Private,Some-college,10,Sales,United-States
43,Self-emp-inc,Prof-school,15,Prof-specialty,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Self-emp-not-inc,HS-grad,9,Sales,United-States
43,Private,Bachelors,13,Sales,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,State-gov,Assoc-acdm,12,Other-service,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Masters,14,Prof-specialty,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Self-emp-not-inc,Bachelors,13,Machine-op-inspct,Thailand
43,Private,HS-grad,9,Transport-moving,Mexico
43,Federal-gov,Bachelors,13,Adm-clerical,United-States
43,Private,11th,7,Sales,United-States
43,Private,HS-grad,9,Other-service,United-States
43,Private,1st-4th,2,Prof-specialty,Mexico
43,Private,Prof-school,15,Tech-support,Columbia
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,Bachelors,13,Tech-support,United-States
43,Private,Some-college,10,Sales,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Transport-moving,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,Some-college,10,Other-service,United-States
43,State-gov,HS-grad,9,Craft-repair,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Self-emp-inc,Bachelors,13,Farming-fishing,United-States
43,Local-gov,Some-college,10,Adm-clerical,United-States
43,Private,Bachelors,13,Prof-specialty,United-States
43,Private,HS-grad,9,Other-service,United-States
43,Private,5th-6th,3,Machine-op-inspct,NA
43,State-gov,Prof-school,15,Prof-specialty,United-States
43,NA,HS-grad,9,NA,United-States
43,Private,Some-college,10,Other-service,United-States
43,Private,Bachelors,13,Farming-fishing,United-States
43,Private,Bachelors,13,Adm-clerical,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,Assoc-voc,11,Adm-clerical,United-States
43,Federal-gov,Masters,14,Prof-specialty,United-States
43,Federal-gov,Bachelors,13,Exec-managerial,United-States
43,Local-gov,Some-college,10,Craft-repair,United-States
43,NA,Some-college,10,NA,United-States
43,Federal-gov,Bachelors,13,Adm-clerical,United-States
43,Self-emp-not-inc,HS-grad,9,Farming-fishing,United-States
43,Private,9th,5,Handlers-cleaners,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,Bachelors,13,Exec-managerial,United-States
43,Private,Assoc-voc,11,Exec-managerial,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Private,Bachelors,13,Sales,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,Bachelors,13,Sales,United-States
43,Private,HS-grad,9,Handlers-cleaners,United-States
43,Self-emp-not-inc,HS-grad,9,Exec-managerial,United-States
43,State-gov,HS-grad,9,Transport-moving,United-States
43,Private,Some-college,10,Adm-clerical,United-States
43,Private,Masters,14,Other-service,United-States
43,Self-emp-not-inc,Some-college,10,Farming-fishing,United-States
43,Local-gov,Masters,14,Tech-support,United-States
43,Private,Masters,14,Exec-managerial,United-States
43,Private,5th-6th,3,Farming-fishing,Mexico
43,Private,Bachelors,13,Handlers-cleaners,Haiti
43,Local-gov,HS-grad,9,Other-service,United-States
43,Private,HS-grad,9,Machine-op-inspct,United-States
43,Self-emp-not-inc,Some-college,10,Transport-moving,United-States
43,Self-emp-not-inc,Bachelors,13,Exec-managerial,Philippines
43,Private,Some-college,10,Tech-support,United-States
43,Local-gov,HS-grad,9,Farming-fishing,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Federal-gov,Prof-school,15,Prof-specialty,India
43,Private,Bachelors,13,Adm-clerical,United-States
43,Local-gov,Masters,14,Prof-specialty,United-States
43,Private,Bachelors,13,Sales,United-States
43,Self-emp-not-inc,11th,7,Craft-repair,United-States
43,Private,Some-college,10,Machine-op-inspct,United-States
43,Private,HS-grad,9,Exec-managerial,United-States
43,Private,Some-college,10,Craft-repair,United-States
43,Private,Some-college,10,Exec-managerial,United-States
43,Private,HS-grad,9,Craft-repair,United-States
43,Private,HS-grad,9,Adm-clerical,United-States
