AGE,STATUS,EDUCATION,YEARS,PROFESSION,CAPITALGAINS,CAPITALLOSS,NATIVE,ZODIAK
38,Private,Some-college,10,Sales,0,0,United-States,Gemini
38,Private,Some-college,10,Other-service,0,0,Philippines,Gemini
38,Private,Some-college,10,Other-service,0,0,United-States,Gemini
38,Private,Bachelors,13,Priv-house-serv,0,0,United-States,Gemini
38,Private,Some-college,10,Sales,0,0,United-States,Gemini
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Gemini
38,Private,Some-college,10,Sales,0,0,United-States,Gemini
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Gemini
38,Private,HS-grad,9,Sales,0,1977,United-States,Gemini
38,Private,Bachelors,13,Other-service,0,0,Mexico,Gemini
38,Private,11th,7,Transport-moving,0,0,United-States,Gemini
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Gemini
38,Private,Assoc-acdm,12,Craft-repair,0,13722,United-States,Gemini
38,State-gov,Assoc-acdm,12,Exec-managerial,0,0,United-States,Gemini
38,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Gemini
38,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
38,Private,Bachelors,13,Adm-clerical,0,213,Philippines,Gemini
38,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
38,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
38,Private,Bachelors,13,Sales,1151,0,United-States,Gemini
38,Private,Assoc-voc,11,Other-service,0,0,United-States,Gemini
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Gemini
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
38,Private,Assoc-voc,11,Craft-repair,0,0,Portugal,Gemini
38,Private,Bachelors,13,Sales,0,0,United-States,Gemini
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
38,State-gov,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
38,State-gov,Masters,14,Exec-managerial,7298,0,United-States,Gemini
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Gemini
38,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Gemini
38,Federal-gov,Some-college,10,Other-service,0,0,United-States,Gemini
38,Local-gov,Assoc-acdm,12,Protective-serv,0,10700,United-States,Gemini
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Gemini
38,Self-emp-not-inc,Masters,14,Prof-specialty,0,0,United-States,Gemini
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Gemini
38,Private,Some-college,10,Exec-managerial,221390,0,United-States,Gemini
38,Federal-gov,Some-college,10,Handlers-cleaners,0,0,United-States,Gemini
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
38,Private,HS-grad,9,Machine-op-inspct,295498,0,United-States,Leo
38,Private,Bachelors,13,Other-service,0,0,United-States,Leo
38,State-gov,HS-grad,9,Other-service,2036,0,United-States,Leo
38,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Leo
38,Federal-gov,Some-college,10,Exec-managerial,0,0,United-States,Leo
38,Self-emp-inc,Some-college,10,Exec-managerial,7298,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,15024,11815,United-States,Leo
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
38,Private,11th,7,Other-service,0,0,United-States,Leo
38,State-gov,HS-grad,9,Adm-clerical,3464,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,0,2205,United-States,Leo
38,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
38,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Leo
38,Private,Some-college,10,Farming-fishing,0,0,United-States,Leo
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
38,Private,HS-grad,9,Other-service,247178,0,United-States,Leo
38,Private,Some-college,10,Craft-repair,0,0,United-States,Leo
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Leo
38,Private,Bachelors,13,Sales,0,11909,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,7688,0,United-States,Leo
38,Private,Some-college,10,Sales,0,0,United-States,Leo
38,Private,11th,7,Craft-repair,5178,0,United-States,Leo
38,?,HS-grad,9,?,0,0,United-States,Leo
38,Private,Some-college,10,Prof-specialty,0,0,United-States,Leo
38,Private,10th,6,Machine-op-inspct,0,0,United-States,Leo
38,?,Masters,14,?,15024,0,United-States,Leo
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,7298,11840,United-States,Leo
38,Local-gov,Some-college,10,Protective-serv,0,0,United-States,Leo
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Leo
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
38,Private,Prof-school,15,Prof-specialty,0,0,United-States,Leo
38,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,United-States,Leo
38,Private,Bachelors,13,Adm-clerical,0,0,United-States,Leo
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Leo
38,Private,Some-college,10,Handlers-cleaners,0,0,United-States,Leo
38,State-gov,Bachelors,13,Protective-serv,0,0,United-States,Leo
38,Private,Masters,14,Exec-managerial,250428,0,?,Leo
38,Private,Bachelors,13,Sales,244975,0,United-States,Leo
38,Private,Assoc-voc,11,Exec-managerial,0,0,United-States,Leo
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Leo
38,Self-emp-inc,HS-grad,9,Exec-managerial,0,0,United-States,Leo
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Leo
38,Private,Some-college,10,Sales,0,0,United-States,Leo
38,Private,Bachelors,13,Other-service,0,0,United-States,Leo
38,Private,Some-college,10,Other-service,0,0,United-States,Leo
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Leo
38,Local-gov,Bachelors,13,Exec-managerial,0,0,United-States,Leo
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,202711,0,United-States,Leo
38,Private,Bachelors,13,Other-service,3908,0,United-States,Leo
38,Private,Some-college,10,Sales,0,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,0,1740,United-States,Leo
38,Local-gov,Some-college,10,Tech-support,0,0,United-States,Leo
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Leo
38,Private,Bachelors,13,Craft-repair,0,0,United-States,Leo
38,Private,HS-grad,9,Other-service,0,0,United-States,Leo
38,Local-gov,5th-6th,3,Handlers-cleaners,0,0,Mexico,Leo
38,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Leo
38,Private,Assoc-voc,11,Craft-repair,0,0,?,Leo
38,Private,Bachelors,13,Prof-specialty,256291,0,United-States,Leo
38,Private,Bachelors,13,Tech-support,0,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,0,1848,United-States,Leo
38,?,7th-8th,4,?,0,0,United-States,Leo
38,Self-emp-not-inc,Bachelors,13,Sales,0,0,United-States,Leo
38,Private,Masters,14,Exec-managerial,0,0,United-States,Leo
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Leo
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Leo
38,Private,Bachelors,13,Tech-support,0,0,United-States,Leo
38,Private,Assoc-voc,11,Machine-op-inspct,0,0,United-States,Leo
38,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Leo
38,Private,Bachelors,13,Adm-clerical,7298,0,United-States,Leo
38,Private,Prof-school,15,Prof-specialty,299863,0,United-States,Leo
38,Private,HS-grad,9,Sales,0,0,United-States,Leo
38,Private,Bachelors,13,Sales,0,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,0,12521,?,Leo
38,State-gov,HS-grad,9,Other-service,0,0,United-States,Leo
38,Private,Masters,14,Exec-managerial,221937,0,United-States,Leo
38,Private,Masters,14,Exec-managerial,0,0,United-States,Leo
38,Private,Assoc-voc,11,Machine-op-inspct,0,0,United-States,Leo
38,Private,Bachelors,13,Exec-managerial,7688,10259,United-States,Libra
38,Private,HS-grad,9,Other-service,276326,0,United-States,Libra
38,Private,Assoc-acdm,12,Sales,0,0,United-States,Libra
38,Federal-gov,Some-college,10,Exec-managerial,0,0,United-States,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
38,Self-emp-not-inc,10th,6,Machine-op-inspct,0,0,United-States,Libra
38,Private,Assoc-voc,11,Sales,0,0,United-States,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,England,Libra
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Libra
38,Private,Assoc-acdm,12,Other-service,0,0,El-Salvador,Libra
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
38,Self-emp-not-inc,Some-college,10,Other-service,0,0,United-States,Libra
38,Private,HS-grad,9,Transport-moving,0,0,United-States,Libra
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Libra
38,Private,Bachelors,13,Craft-repair,0,0,Dominican-Republic,Libra
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
38,Private,10th,6,Adm-clerical,0,3770,United-States,Libra
38,Private,7th-8th,4,Farming-fishing,0,0,United-States,Libra
38,Private,Some-college,10,Sales,7298,0,United-States,Libra
38,Private,Some-college,10,Adm-clerical,7443,0,United-States,Libra
38,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,1902,United-States,Libra
38,Local-gov,Some-college,10,Exec-managerial,0,0,United-States,Libra
38,Self-emp-not-inc,HS-grad,9,Tech-support,0,0,United-States,Libra
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Libra
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
38,Private,HS-grad,9,Craft-repair,247592,0,United-States,Libra
38,Private,HS-grad,9,Tech-support,0,0,United-States,Libra
38,Local-gov,Bachelors,13,Exec-managerial,0,0,United-States,Libra
38,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Libra
38,Private,HS-grad,9,Adm-clerical,263232,0,United-States,Libra
38,Private,HS-grad,9,Prof-specialty,0,0,United-States,Libra
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
38,Private,Bachelors,13,Craft-repair,0,0,United-States,Libra
38,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Libra
38,State-gov,Bachelors,13,Exec-managerial,0,0,United-States,Libra
38,Local-gov,Bachelors,13,Protective-serv,0,0,Philippines,Libra
38,Private,Some-college,10,Craft-repair,0,0,Philippines,Libra
38,Private,Assoc-voc,11,Tech-support,0,0,United-States,Libra
38,State-gov,Bachelors,13,Exec-managerial,0,0,United-States,Libra
38,?,Some-college,10,?,0,0,United-States,Libra
38,?,HS-grad,9,?,0,0,United-States,Libra
38,Private,10th,6,Craft-repair,3103,0,United-States,Libra
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Libra
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Libra
38,Private,Some-college,10,Transport-moving,7298,0,United-States,Libra
38,Local-gov,Some-college,10,Prof-specialty,0,0,United-States,Libra
38,Private,Assoc-voc,11,Tech-support,240105,0,United-States,Libra
38,Private,HS-grad,9,Tech-support,0,0,United-States,Libra
38,Self-emp-not-inc,11th,7,Exec-managerial,0,1887,United-States,Libra
38,Private,HS-grad,9,Other-service,0,0,United-States,Libra
38,Private,5th-6th,3,Sales,0,0,Mexico,Libra
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Libra
38,Private,Some-college,10,Transport-moving,0,0,United-States,Libra
38,Self-emp-not-inc,10th,6,Sales,0,1887,United-States,Libra
38,Self-emp-not-inc,Bachelors,13,Adm-clerical,223404,0,United-States,Libra
38,Private,Some-college,10,Craft-repair,0,0,United-States,Libra
38,Private,Masters,14,Prof-specialty,0,13670,United-States,Libra
38,Local-gov,Some-college,10,Exec-managerial,0,0,United-States,Libra
38,Private,HS-grad,9,Other-service,0,0,United-States,Libra
38,Federal-gov,Prof-school,15,Prof-specialty,99999,0,Canada,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
38,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Libra
38,Private,Some-college,10,Tech-support,0,0,United-States,Libra
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Libra
38,Private,Assoc-voc,11,Tech-support,0,0,United-States,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
38,Private,Assoc-voc,11,Machine-op-inspct,0,0,United-States,Libra
38,Local-gov,Masters,14,Prof-specialty,0,1669,United-States,Libra
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Libra
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Libra
38,Private,HS-grad,9,Other-service,214992,0,United-States,Libra
38,Private,7th-8th,4,Craft-repair,0,0,Mexico,Libra
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Libra
38,Private,Masters,14,Adm-clerical,0,0,Italy,Libra
38,Private,Bachelors,13,Sales,0,0,United-States,Pisces 
38,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Pisces 
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Pisces 
38,Private,Assoc-voc,11,Exec-managerial,228345,0,United-States,Pisces 
38,Self-emp-not-inc,Masters,14,Farming-fishing,240920,0,United-States,Pisces 
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Pisces 
38,Private,Bachelors,13,Other-service,0,0,United-States,Pisces 
38,Private,Bachelors,13,Adm-clerical,0,0,United-States,Pisces 
38,Private,Some-college,10,Tech-support,0,0,United-States,Pisces 
38,Private,12th,8,Craft-repair,7688,0,United-States,Pisces 
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Pisces 
38,Private,10th,6,Machine-op-inspct,0,0,Portugal,Pisces 
38,Private,HS-grad,9,Handlers-cleaners,594,0,United-States,Pisces 
38,State-gov,Doctorate,16,Prof-specialty,7688,10373,?,Pisces 
38,Private,Some-college,10,Craft-repair,0,0,United-States,Pisces 
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
38,Local-gov,HS-grad,9,Craft-repair,0,1876,Canada,Pisces 
38,Local-gov,Some-college,10,Craft-repair,0,0,United-States,Pisces 
38,Private,HS-grad,9,Other-service,0,0,United-States,Pisces 
38,State-gov,HS-grad,9,Adm-clerical,0,0,United-States,Pisces 
38,Private,HS-grad,9,Transport-moving,0,0,United-States,Pisces 
38,Private,Some-college,10,Craft-repair,0,0,United-States,Pisces 
38,Private,10th,6,Machine-op-inspct,0,0,United-States,Pisces 
38,Private,Some-college,10,Adm-clerical,6497,0,United-States,Pisces 
38,Private,HS-grad,9,Transport-moving,0,0,United-States,Pisces 
38,Private,Some-college,10,Machine-op-inspct,0,0,United-States,Pisces 
38,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Pisces 
38,Private,Some-college,10,Prof-specialty,0,0,Germany,Pisces 
38,Self-emp-not-inc,Bachelors,13,Sales,7298,0,United-States,Pisces 
38,Local-gov,Bachelors,13,Prof-specialty,292268,0,United-States,Pisces 
38,Private,Masters,14,Adm-clerical,0,0,United-States,Pisces 
38,Self-emp-not-inc,Bachelors,13,Prof-specialty,3103,0,United-States,Pisces 
38,Private,Bachelors,13,Sales,0,0,?,Pisces 
38,Private,HS-grad,9,Exec-managerial,0,0,United-States,Pisces 
38,Private,Some-college,10,Other-service,0,0,United-States,Pisces 
38,?,11th,7,?,0,0,United-States,Pisces 
38,Self-emp-inc,Bachelors,13,Sales,0,0,United-States,Pisces 
38,Self-emp-not-inc,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
38,Private,Some-college,10,Sales,0,0,United-States,Pisces 
38,Private,HS-grad,9,Other-service,0,0,United-States,Pisces 
38,Private,Assoc-voc,11,Prof-specialty,14344,0,United-States,Pisces 
38,Self-emp-not-inc,7th-8th,4,Sales,0,0,United-States,Pisces 
38,Private,Bachelors,13,Farming-fishing,0,0,United-States,Pisces 
38,Self-emp-not-inc,Some-college,10,Machine-op-inspct,0,0,United-States,Pisces 
38,Federal-gov,HS-grad,9,Adm-clerical,0,0,United-States,Pisces 
38,Private,Some-college,10,Prof-specialty,0,0,United-States,Pisces 
38,Private,Some-college,10,Craft-repair,0,0,United-States,Pisces 
38,Self-emp-not-inc,HS-grad,9,Handlers-cleaners,0,0,United-States,Pisces 
38,Private,Assoc-voc,11,Tech-support,0,11853,United-States,Pisces 
38,Private,Bachelors,13,Adm-clerical,0,0,United-States,Pisces 
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Pisces 
38,Private,9th,5,Other-service,0,0,Haiti,Pisces 
38,Private,Some-college,10,Craft-repair,0,0,United-States,Pisces 
38,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Pisces 
38,Self-emp-not-inc,11th,7,Exec-managerial,0,0,United-States,Pisces 
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Pisces 
38,Private,HS-grad,9,Sales,0,0,United-States,Pisces 
38,Federal-gov,Some-college,10,Adm-clerical,0,0,United-States,Pisces 
38,Private,Some-college,10,Sales,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Machine-op-inspct,0,0,?,Sagittarius
38,State-gov,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
38,Self-emp-inc,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
38,Self-emp-inc,HS-grad,9,Sales,0,0,United-States,Sagittarius
38,Self-emp-not-inc,HS-grad,9,Sales,0,0,United-States,Sagittarius
38,Local-gov,Some-college,10,Transport-moving,260911,0,United-States,Sagittarius
38,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Sagittarius
38,?,7th-8th,4,?,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Protective-serv,0,0,Scotland,Sagittarius
38,Local-gov,Bachelors,13,Craft-repair,0,1740,United-States,Sagittarius
38,Private,Assoc-voc,11,Craft-repair,223149,0,United-States,Sagittarius
38,Private,12th,8,Other-service,0,0,United-States,Sagittarius
38,Private,Assoc-voc,11,Other-service,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Transport-moving,0,0,Puerto-Rico,Sagittarius
38,Self-emp-inc,Some-college,10,Exec-managerial,0,0,United-States,Sagittarius
38,?,Prof-school,15,?,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Prof-specialty,7298,0,United-States,Sagittarius
38,Private,11th,7,Craft-repair,0,0,Guatemala,Sagittarius
38,Private,11th,7,Machine-op-inspct,0,0,United-States,Sagittarius
38,Self-emp-inc,HS-grad,9,Other-service,0,0,Poland,Sagittarius
38,Federal-gov,HS-grad,9,Prof-specialty,0,0,United-States,Sagittarius
38,Self-emp-not-inc,7th-8th,4,Sales,0,0,Mexico,Sagittarius
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Craft-repair,239011,0,United-States,Sagittarius
38,Private,Some-college,10,Adm-clerical,207347,0,United-States,Sagittarius
38,Local-gov,Masters,14,Prof-specialty,0,0,United-States,Sagittarius
38,Self-emp-not-inc,Assoc-acdm,12,Sales,0,0,United-States,Sagittarius
38,Private,Assoc-acdm,12,Adm-clerical,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Other-service,0,0,United-States,Sagittarius
38,Private,Some-college,10,Exec-managerial,0,1902,United-States,Sagittarius
38,Local-gov,Masters,14,Prof-specialty,0,2258,United-States,Sagittarius
38,Self-emp-not-inc,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
38,Private,7th-8th,4,Farming-fishing,3942,0,Portugal,Sagittarius
38,Private,Assoc-acdm,12,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Some-college,10,Craft-repair,0,0,Italy,Sagittarius
38,Private,Prof-school,15,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Masters,14,Exec-managerial,0,0,?,Sagittarius
38,Private,Bachelors,13,Exec-managerial,267130,0,United-States,Sagittarius
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
38,Private,Assoc-voc,11,Handlers-cleaners,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
38,Local-gov,HS-grad,9,Transport-moving,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Sagittarius
38,Self-emp-not-inc,Assoc-acdm,12,Transport-moving,0,0,United-States,Sagittarius
38,Private,HS-grad,9,Transport-moving,0,0,United-States,Sagittarius
38,Self-emp-not-inc,HS-grad,9,Other-service,3464,0,Italy,Sagittarius
38,Local-gov,Bachelors,13,Prof-specialty,0,0,United-States,Sagittarius
38,Private,Assoc-voc,11,Tech-support,0,0,United-States,Sagittarius
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,274844,0,United-States,Sagittarius
38,Private,Some-college,10,Other-service,0,0,United-States,Sagittarius
38,Private,Some-college,10,Other-service,4650,0,United-States,Sagittarius
38,Private,10th,6,Transport-moving,114,0,United-States,Sagittarius
38,Private,HS-grad,9,Other-service,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
38,Private,Some-college,10,Craft-repair,0,0,United-States,Sagittarius
38,Private,Assoc-acdm,12,Adm-clerical,0,13883,United-States,Sagittarius
38,State-gov,Some-college,10,Protective-serv,7688,0,United-States,Sagittarius
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Sagittarius
38,Self-emp-not-inc,HS-grad,9,Exec-managerial,0,0,United-States,Sagittarius
38,Self-emp-inc,Prof-school,15,Prof-specialty,99999,11757,United-States,Sagittarius
38,Private,11th,7,Craft-repair,0,0,United-States,Sagittarius
38,Local-gov,HS-grad,9,Protective-serv,0,0,United-States,Sagittarius
38,Private,Bachelors,13,Adm-clerical,0,0,United-States,Sagittarius
38,Private,Assoc-voc,11,Prof-specialty,0,0,United-States,Scorpio
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
38,?,HS-grad,9,?,0,0,United-States,Scorpio
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
38,Private,HS-grad,9,Sales,0,0,United-States,Scorpio
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Scorpio
38,Private,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Scorpio
38,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
38,Private,Bachelors,13,Exec-managerial,5178,11979,United-States,Scorpio
38,Private,9th,5,Adm-clerical,0,0,United-States,Scorpio
38,Private,Bachelors,13,Machine-op-inspct,0,0,United-States,Scorpio
38,Self-emp-not-inc,HS-grad,9,Craft-repair,294911,0,United-States,Scorpio
38,Private,11th,7,Adm-clerical,0,0,United-States,Scorpio
38,Private,Assoc-voc,11,Sales,0,0,United-States,Scorpio
38,Private,HS-grad,9,Protective-serv,0,0,United-States,Scorpio
38,Private,HS-grad,9,Craft-repair,0,2051,United-States,Scorpio
38,Self-emp-inc,Some-college,10,Craft-repair,0,0,United-States,Scorpio
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
38,Private,Assoc-acdm,12,Craft-repair,0,0,United-States,Scorpio
38,Private,Bachelors,13,Exec-managerial,0,1340,United-States,Scorpio
38,Private,9th,5,Handlers-cleaners,0,0,United-States,Scorpio
38,Private,Some-college,10,Sales,0,0,United-States,Scorpio
38,Private,Masters,14,Prof-specialty,0,0,?,Scorpio
38,Private,HS-grad,9,Sales,0,0,United-States,Scorpio
38,Private,Some-college,10,Other-service,0,1408,United-States,Scorpio
38,Private,11th,7,Transport-moving,0,0,Mexico,Scorpio
38,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Scorpio
38,Private,HS-grad,9,Exec-managerial,15024,0,United-States,Scorpio
38,?,Bachelors,13,?,7688,0,?,Scorpio
38,Self-emp-inc,Bachelors,13,Craft-repair,0,10671,United-States,Scorpio
38,Private,Bachelors,13,Prof-specialty,0,0,Canada,Scorpio
38,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
38,Local-gov,Bachelors,13,Prof-specialty,0,1887,United-States,Scorpio
38,Private,9th,5,Handlers-cleaners,0,0,Mexico,Scorpio
38,Local-gov,Bachelors,13,Protective-serv,4787,0,United-States,Scorpio
38,Private,Assoc-voc,11,Craft-repair,0,0,United-States,Scorpio
38,Private,Bachelors,13,Sales,0,0,United-States,Scorpio
38,Self-emp-not-inc,Bachelors,13,Prof-specialty,0,0,United-States,Scorpio
38,Private,HS-grad,9,Machine-op-inspct,0,0,United-States,Scorpio
38,Private,Bachelors,13,Sales,0,0,United-States,Scorpio
38,Private,HS-grad,9,Handlers-cleaners,0,0,United-States,Scorpio
38,Self-emp-not-inc,Some-college,10,Sales,0,0,Japan,Scorpio
38,Private,Bachelors,13,Machine-op-inspct,0,0,Iran,Scorpio
38,Private,HS-grad,9,Adm-clerical,0,0,United-States,Scorpio
38,Self-emp-not-inc,Some-college,10,Farming-fishing,0,0,United-States,Scorpio
38,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
38,Private,Bachelors,13,Sales,0,2444,United-States,Scorpio
38,Self-emp-not-inc,HS-grad,9,Farming-fishing,0,0,United-States,Scorpio
38,Private,HS-grad,9,Prof-specialty,233754,0,United-States,Scorpio
38,Self-emp-inc,Some-college,10,Sales,0,1485,Cuba,Scorpio
38,Private,Some-college,10,Adm-clerical,0,0,Columbia,Scorpio
38,Private,HS-grad,9,Craft-repair,0,0,Nicaragua,Scorpio
38,Private,11th,7,Sales,0,0,United-States,Scorpio
38,Private,HS-grad,9,Sales,0,0,United-States,Scorpio
38,Private,Bachelors,13,Exec-managerial,0,0,United-States,Scorpio
38,?,9th,5,?,0,0,United-States,Scorpio
38,Private,Some-college,10,Exec-managerial,0,0,United-States,Scorpio
38,Private,Some-college,10,Sales,0,0,United-States,Scorpio
38,Self-emp-not-inc,Assoc-voc,11,Other-service,0,0,United-States,Scorpio
38,Private,HS-grad,9,Other-service,0,0,United-States,Scorpio
38,Private,Bachelors,13,Exec-managerial,6849,0,United-States,Scorpio
38,Private,Some-college,10,Adm-clerical,0,0,United-States,Scorpio
38,Private,Some-college,10,Craft-repair,0,0,United-States,Scorpio
38,Private,HS-grad,9,Craft-repair,0,0,United-States,Scorpio
38,Private,Some-college,10,Craft-repair,0,0,United-States,Scorpio
38,Private,Bachelors,13,Tech-support,288420,1977,United-States,Scorpio
38,Private,5th-6th,3,Machine-op-inspct,219790,0,Mexico,Scorpio
38,Private,Assoc-acdm,12,Craft-repair,273992,0,United-States,Scorpio
38,Self-emp-inc,Some-college,10,Sales,289045,0,United-States,Scorpio
