Toss,Location,Time,Tosser,Temprature,Reporter
Heads,Starbucks,Midday,Chen,64,Arpit
Heads,BurgerKing,Night,Dev,17,Katia
Heads,Starbucks,Evening,Chen,77,Dev
Heads,Starbucks,Evening,Dev,39,Arpit
Heads,MacDonalds,Night,John,13,Dev
Heads,Tachos,Evening,Kalpana,16,Arpit
Tails,Tachos,Midday,Kalpana,24,Ayla
Heads,BurgerKing,Morning,Dev,1,Chen
Heads,Panera,Morning,Dev,88,Ayla
Heads,MacDonalds,Night,Katia,45,Katia
Heads,MacDonalds,Evening,John,8,Dev
Heads,MacDonalds,Midday,Chen,39,Arpit
Heads,Panera,Evening,Katia,75,Arpit
Tails,Tachos,Morning,John,51,Chen
Heads,Starbucks,Night,Chen,22,Katia
Heads,Tachos,Evening,Chen,91,Arpit
Tails,Panera,Night,Chen,71,Arpit
Tails,MacDonalds,Night,Kalpana,92,Chen
Heads,MacDonalds,Night,Kalpana,13,Dev
Heads,MacDonalds,Night,Dev,43,Arpit
Tails,Panera,Morning,Kalpana,33,Arpit
Tails,MacDonalds,Evening,Katia,71,Chen
Heads,Starbucks,Evening,Dev,25,Katia
Heads,Panera,Midday,Katia,70,Ayla
Tails,MacDonalds,Midday,Dev,1,Katia
Heads,BurgerKing,Midday,John,88,Arpit
Heads,Panera,Evening,John,67,Arpit
Heads,MacDonalds,Night,Chen,80,Katia
Heads,Tachos,Morning,Katia,78,Arpit
Tails,BurgerKing,Midday,Kalpana,4,Arpit
Tails,BurgerKing,Evening,Katia,37,Arpit
Tails,Starbucks,Morning,Katia,0,Katia
Heads,Tachos,Midday,Chen,13,Katia
Heads,MacDonalds,Night,Chen,32,Arpit
Tails,Tachos,Night,John,35,Ayla
Heads,BurgerKing,Midday,Katia,8,Ayla
Tails,BurgerKing,Evening,Kalpana,90,Dev
Heads,Panera,Night,Dev,77,Arpit
Heads,Tachos,Morning,Kalpana,58,Chen
Heads,BurgerKing,Morning,Chen,43,Arpit
Heads,Starbucks,Midday,Kalpana,71,Ayla
Heads,BurgerKing,Night,John,46,Arpit
Heads,Tachos,Night,Dev,94,Dev
Tails,Tachos,Morning,Dev,87,Katia
Tails,BurgerKing,Midday,Chen,18,Chen
Heads,BurgerKing,Morning,Katia,80,Arpit
Heads,MacDonalds,Morning,Kalpana,93,Chen
Tails,Panera,Night,Dev,52,Chen
Tails,Panera,Morning,John,73,Ayla
Tails,BurgerKing,Midday,Dev,86,Ayla
Tails,BurgerKing,Morning,Kalpana,27,Arpit
Heads,Panera,Night,John,13,Arpit
Tails,Starbucks,Evening,Kalpana,25,Ayla
Heads,BurgerKing,Midday,Chen,71,Katia
Heads,Panera,Evening,Katia,63,Dev
Tails,Tachos,Night,Kalpana,84,Ayla
Heads,Starbucks,Morning,Dev,75,Ayla
Tails,Panera,Morning,Chen,11,Chen
Tails,BurgerKing,Evening,Dev,40,Katia
Heads,Starbucks,Evening,John,62,Chen
Heads,Starbucks,Midday,John,76,Arpit
Heads,Panera,Night,Dev,52,Arpit
Heads,Panera,Morning,Dev,83,Chen
Heads,BurgerKing,Morning,John,17,Arpit
Tails,Tachos,Midday,Chen,21,Chen
Tails,MacDonalds,Midday,Dev,51,Chen
Heads,BurgerKing,Midday,Katia,79,Dev
Tails,BurgerKing,Midday,Chen,36,Ayla
Tails,Tachos,Evening,Chen,37,Ayla
Heads,Starbucks,Night,Dev,72,Arpit
Heads,BurgerKing,Midday,Chen,42,Arpit
Tails,BurgerKing,Midday,Dev,63,Ayla
Heads,Panera,Morning,Chen,79,Arpit
Heads,Panera,Morning,Dev,77,Dev
Heads,Starbucks,Midday,Kalpana,97,Arpit
Heads,BurgerKing,Evening,Chen,17,Arpit
Tails,MacDonalds,Morning,Katia,71,Katia
Heads,Panera,Midday,Kalpana,53,Katia
Tails,Panera,Midday,Kalpana,82,Ayla
Tails,MacDonalds,Evening,Kalpana,67,Katia
Heads,Panera,Evening,Chen,71,Chen
Tails,MacDonalds,Night,Chen,3,Katia
Tails,Tachos,Evening,Chen,70,Chen
Tails,Tachos,Evening,Chen,44,Katia
Heads,Starbucks,Night,John,78,Dev
Heads,Starbucks,Evening,John,97,Chen
Heads,Starbucks,Midday,Katia,12,Arpit
Tails,MacDonalds,Midday,Katia,72,Chen
Tails,BurgerKing,Evening,Kalpana,2,Ayla
Tails,MacDonalds,Morning,Katia,89,Ayla
Heads,Starbucks,Morning,Chen,0,Katia
Tails,Tachos,Midday,Katia,8,Ayla
Heads,Panera,Night,Chen,28,Dev
Heads,Starbucks,Night,Dev,33,Chen
Tails,BurgerKing,Evening,John,37,Arpit
Tails,Starbucks,Evening,John,57,Ayla
Tails,Tachos,Morning,Kalpana,66,Ayla
Heads,Tachos,Midday,Katia,70,Arpit
Heads,Panera,Morning,Chen,54,Arpit
Heads,Starbucks,Midday,Katia,31,Dev
Tails,Tachos,Evening,Katia,19,Katia
Heads,Starbucks,Night,Katia,86,Dev
Tails,BurgerKing,Evening,Dev,79,Ayla
Heads,BurgerKing,Evening,Dev,100,Ayla
Heads,Starbucks,Night,Dev,11,Arpit
Tails,MacDonalds,Night,Dev,44,Ayla
Heads,Panera,Midday,Katia,68,Katia
Heads,Panera,Morning,Chen,47,Chen
Heads,Tachos,Morning,Chen,83,Arpit
Heads,Tachos,Morning,Kalpana,70,Arpit
Heads,Starbucks,Morning,John,43,Ayla
Tails,MacDonalds,Morning,Katia,54,Chen
Heads,Panera,Morning,Dev,79,Arpit
Heads,Tachos,Evening,Dev,72,Ayla
Tails,Tachos,Evening,Kalpana,73,Chen
Tails,MacDonalds,Morning,Kalpana,55,Ayla
Tails,MacDonalds,Morning,Dev,82,Ayla
Heads,Panera,Morning,John,82,Ayla
Tails,Tachos,Night,John,59,Arpit
Tails,Tachos,Midday,Chen,98,Dev
Tails,Tachos,Night,Kalpana,90,Dev
Heads,Starbucks,Night,Kalpana,79,Ayla
Tails,Panera,Midday,Kalpana,95,Dev
Tails,Starbucks,Midday,Dev,43,Chen
Tails,BurgerKing,Morning,Dev,34,Chen
Heads,Tachos,Midday,John,97,Arpit
Tails,MacDonalds,Evening,Kalpana,19,Dev
Tails,Tachos,Morning,John,56,Katia
Heads,Panera,Midday,Katia,52,Chen
Tails,Starbucks,Midday,Kalpana,26,Dev
Tails,MacDonalds,Evening,Dev,3,Katia
Tails,Tachos,Evening,Katia,49,Arpit
Heads,Panera,Midday,Katia,12,Chen
Tails,Panera,Morning,John,49,Ayla
Tails,Panera,Midday,John,79,Katia
Tails,Panera,Evening,Kalpana,44,Dev
Tails,Tachos,Night,Chen,90,Chen
Heads,Panera,Morning,John,87,Arpit
Heads,Starbucks,Morning,Katia,60,Chen
Tails,BurgerKing,Night,Dev,71,Chen
Tails,Starbucks,Night,John,92,Chen
Heads,BurgerKing,Morning,Kalpana,27,Arpit
Heads,Tachos,Morning,Chen,94,Chen
Tails,Tachos,Midday,Chen,9,Dev
Tails,Tachos,Midday,Katia,84,Ayla
Tails,BurgerKing,Morning,Dev,97,Ayla
Heads,Panera,Morning,John,58,Dev
Heads,BurgerKing,Night,John,16,Arpit
Heads,BurgerKing,Midday,Chen,38,Ayla
Heads,MacDonalds,Night,John,86,Dev
Tails,Tachos,Midday,Dev,17,Arpit
Tails,MacDonalds,Midday,Katia,56,Ayla
Heads,BurgerKing,Morning,Katia,49,Arpit
Tails,MacDonalds,Evening,Kalpana,56,Dev
Tails,MacDonalds,Midday,Dev,88,Chen
Heads,BurgerKing,Night,Dev,7,Ayla
Tails,BurgerKing,Morning,Chen,28,Chen
Heads,Panera,Midday,John,69,Katia
Heads,Tachos,Evening,Dev,99,Dev
Heads,Tachos,Night,Kalpana,79,Katia
Heads,Panera,Night,Katia,3,Chen
Heads,Starbucks,Midday,Dev,76,Chen
Tails,MacDonalds,Morning,Kalpana,19,Katia
Heads,Starbucks,Night,Dev,57,Katia
Heads,Starbucks,Evening,Kalpana,75,Arpit
Tails,BurgerKing,Evening,Chen,18,Dev
Heads,BurgerKing,Evening,Katia,15,Ayla
Tails,Panera,Evening,Katia,36,Chen
Heads,Tachos,Night,Dev,18,Katia
Tails,Tachos,Midday,Katia,25,Arpit
Heads,Tachos,Evening,Chen,69,Arpit
Heads,BurgerKing,Midday,Dev,55,Ayla
Tails,MacDonalds,Morning,Katia,87,Chen
Tails,MacDonalds,Midday,Kalpana,87,Dev
Tails,Starbucks,Evening,Chen,36,Katia
Heads,Panera,Morning,Katia,43,Chen
Heads,MacDonalds,Midday,Dev,71,Ayla
Heads,MacDonalds,Midday,Kalpana,96,Ayla
Tails,Tachos,Evening,Chen,23,Dev
Tails,MacDonalds,Night,Kalpana,34,Katia
Heads,Starbucks,Midday,Chen,86,Arpit
Tails,Starbucks,Night,Dev,36,Dev
Heads,MacDonalds,Midday,Katia,86,Arpit
Tails,BurgerKing,Morning,Kalpana,1,Ayla
Heads,BurgerKing,Evening,Kalpana,10,Katia
Heads,Starbucks,Night,Dev,21,Dev
Tails,Starbucks,Morning,Chen,96,Katia
Tails,Tachos,Morning,Dev,77,Ayla
Heads,Panera,Midday,John,47,Arpit
Heads,Panera,Morning,John,54,Chen
Heads,BurgerKing,Morning,Kalpana,14,Katia
Tails,BurgerKing,Midday,Dev,75,Ayla
Tails,Tachos,Evening,Kalpana,89,Arpit
Heads,Panera,Evening,Dev,53,Chen
Tails,BurgerKing,Evening,Dev,53,Arpit
Tails,BurgerKing,Evening,Chen,27,Chen
Tails,MacDonalds,Night,Kalpana,92,Katia
Heads,MacDonalds,Midday,Katia,25,Arpit
Tails,Panera,Midday,Katia,5,Ayla
Tails,Tachos,Midday,Katia,18,Chen
Tails,Panera,Morning,Kalpana,81,Arpit
Tails,Tachos,Night,Kalpana,66,Chen
Tails,Tachos,Morning,John,23,Chen
Heads,Starbucks,Morning,Kalpana,67,Dev
Tails,MacDonalds,Morning,Chen,23,Chen
Heads,Panera,Morning,Dev,17,Chen
Heads,MacDonalds,Evening,John,69,Ayla
Tails,BurgerKing,Evening,Chen,7,Dev
Heads,Tachos,Morning,Kalpana,49,Katia
Tails,Panera,Midday,Dev,41,Ayla
Heads,Tachos,Evening,Dev,92,Arpit
Heads,BurgerKing,Morning,Katia,48,Chen
Tails,Tachos,Morning,John,46,Arpit
Tails,Starbucks,Evening,Chen,47,Chen
Tails,MacDonalds,Evening,Kalpana,85,Arpit
Tails,Tachos,Midday,Dev,20,Dev
Heads,MacDonalds,Evening,Dev,43,Arpit
Heads,MacDonalds,Morning,Kalpana,77,Chen
Tails,Panera,Evening,Katia,96,Arpit
Tails,Starbucks,Morning,John,81,Chen
Heads,Panera,Evening,John,33,Arpit
Heads,Panera,Midday,John,56,Arpit
Tails,Starbucks,Morning,Kalpana,2,Dev
Tails,Panera,Morning,Dev,34,Chen
Tails,MacDonalds,Night,John,25,Chen
Heads,BurgerKing,Evening,Katia,34,Arpit
Tails,Tachos,Night,Chen,98,Katia
Tails,MacDonalds,Midday,Dev,34,Chen
Tails,Tachos,Night,John,39,Katia
Tails,Panera,Midday,Kalpana,25,Chen
Tails,BurgerKing,Evening,Kalpana,54,Ayla
Tails,MacDonalds,Night,John,96,Chen
Heads,Tachos,Midday,Chen,99,Arpit
Tails,MacDonalds,Evening,Dev,97,Chen
Heads,Tachos,Evening,Katia,71,Ayla
Tails,Starbucks,Night,Kalpana,11,Katia
Heads,Starbucks,Midday,John,74,Chen
Tails,Starbucks,Midday,Dev,98,Ayla
Tails,MacDonalds,Morning,Kalpana,46,Katia
Tails,BurgerKing,Morning,Chen,49,Chen
Heads,Tachos,Night,John,22,Chen
Heads,Panera,Evening,Dev,53,Arpit
Tails,Starbucks,Midday,Chen,93,Dev
Heads,Starbucks,Morning,John,29,Arpit
Heads,MacDonalds,Evening,John,60,Arpit
Heads,Starbucks,Evening,Katia,71,Katia
Tails,BurgerKing,Evening,Chen,54,Katia
Tails,BurgerKing,Night,Chen,4,Ayla
Tails,MacDonalds,Morning,John,79,Chen
Tails,BurgerKing,Evening,Katia,46,Arpit
Tails,MacDonalds,Evening,John,87,Dev
Heads,Starbucks,Night,Dev,60,Katia
Heads,BurgerKing,Evening,Dev,2,Ayla
Tails,Tachos,Night,Katia,3,Ayla
Heads,MacDonalds,Evening,Dev,69,Katia
Heads,BurgerKing,Morning,Kalpana,82,Katia
Heads,BurgerKing,Night,Dev,68,Chen
Heads,Starbucks,Midday,Dev,94,Katia
Tails,BurgerKing,Night,Kalpana,8,Chen
Tails,BurgerKing,Midday,John,16,Chen
Tails,Starbucks,Morning,Kalpana,38,Katia
Heads,Starbucks,Midday,Katia,77,Dev
Tails,BurgerKing,Night,Kalpana,74,Katia
Heads,Starbucks,Morning,Chen,28,Katia
Tails,MacDonalds,Morning,John,15,Ayla
Heads,Tachos,Midday,Chen,96,Arpit
Tails,MacDonalds,Night,Katia,3,Chen
Heads,BurgerKing,Morning,John,60,Dev
Heads,MacDonalds,Morning,John,39,Dev
Tails,MacDonalds,Evening,Kalpana,28,Dev
Tails,Panera,Midday,Katia,83,Chen
Heads,MacDonalds,Evening,Dev,23,Arpit
Tails,BurgerKing,Morning,Dev,46,Chen
Heads,Starbucks,Evening,Dev,82,Arpit
Heads,BurgerKing,Midday,Chen,93,Chen
Heads,Starbucks,Morning,John,66,Chen
Tails,Tachos,Midday,Katia,88,Chen
Heads,Starbucks,Morning,John,16,Chen
Heads,Panera,Morning,Dev,36,Dev
Heads,MacDonalds,Evening,Dev,61,Dev
Tails,Panera,Morning,Katia,37,Katia
Tails,BurgerKing,Morning,Katia,15,Ayla
Heads,BurgerKing,Evening,Dev,30,Katia
Tails,MacDonalds,Evening,Katia,33,Ayla
Tails,MacDonalds,Midday,Chen,90,Ayla
Heads,Starbucks,Evening,John,86,Arpit
Heads,BurgerKing,Morning,Chen,17,Chen
Tails,Tachos,Midday,Dev,83,Chen
Tails,BurgerKing,Morning,Kalpana,65,Dev
Tails,MacDonalds,Evening,Kalpana,90,Arpit
Tails,BurgerKing,Midday,Dev,91,Chen
Tails,BurgerKing,Midday,Chen,33,Katia
Tails,Tachos,Morning,Kalpana,97,Ayla
Heads,Tachos,Evening,John,94,Katia
Heads,BurgerKing,Morning,Katia,14,Katia
Heads,BurgerKing,Evening,John,78,Arpit
Heads,Panera,Morning,Chen,3,Chen
Heads,Tachos,Midday,Chen,9,Ayla
Tails,Starbucks,Night,Chen,54,Katia
Tails,BurgerKing,Evening,Dev,25,Katia
Tails,MacDonalds,Morning,Katia,26,Dev
Heads,Panera,Evening,Chen,32,Chen
Tails,BurgerKing,Evening,John,38,Katia
Heads,MacDonalds,Midday,John,63,Katia
Tails,Tachos,Midday,Kalpana,82,Arpit
Heads,Panera,Night,Dev,96,Katia
Tails,MacDonalds,Evening,Kalpana,56,Ayla
Heads,MacDonalds,Morning,John,25,Katia
Heads,Starbucks,Evening,Chen,63,Arpit
Tails,Tachos,Evening,Dev,25,Chen
Heads,Starbucks,Morning,Kalpana,34,Katia
Heads,Tachos,Morning,John,14,Ayla
Heads,Panera,Midday,John,31,Ayla
Tails,Starbucks,Night,Katia,22,Arpit
Tails,Starbucks,Midday,Katia,33,Ayla
Heads,Starbucks,Midday,Chen,7,Chen
Heads,Tachos,Night,John,37,Dev
Heads,MacDonalds,Morning,John,83,Chen
Tails,Starbucks,Evening,Dev,55,Katia
Tails,BurgerKing,Evening,Kalpana,79,Dev
Heads,BurgerKing,Midday,Dev,80,Ayla
Tails,Tachos,Morning,Katia,87,Ayla
Heads,MacDonalds,Evening,Katia,80,Arpit
Heads,Panera,Morning,Dev,9,Arpit
Heads,MacDonalds,Night,Chen,60,Dev
Heads,MacDonalds,Morning,Chen,27,Arpit
Heads,MacDonalds,Night,Kalpana,100,Ayla
Heads,Starbucks,Morning,John,68,Katia
Tails,Panera,Night,Kalpana,52,Katia
Tails,Panera,Night,Kalpana,30,Ayla
Tails,Tachos,Morning,Katia,16,Dev
Heads,Tachos,Evening,Kalpana,84,Ayla
Tails,BurgerKing,Night,Dev,59,Katia
Tails,Tachos,Night,Chen,88,Arpit
Tails,Panera,Night,Katia,91,Chen
Heads,Starbucks,Midday,Dev,64,Arpit
Heads,BurgerKing,Evening,Kalpana,48,Ayla
Heads,BurgerKing,Morning,John,38,Dev
Tails,Panera,Evening,Chen,45,Chen
Tails,MacDonalds,Midday,John,94,Chen
Tails,MacDonalds,Midday,Kalpana,36,Katia
Heads,Starbucks,Night,John,94,Chen
Heads,Starbucks,Night,Dev,40,Katia
Tails,Starbucks,Midday,Dev,92,Dev
Heads,Panera,Night,Chen,89,Arpit
Tails,MacDonalds,Midday,Kalpana,55,Chen
Tails,MacDonalds,Midday,Katia,51,Arpit
Tails,Panera,Evening,John,98,Ayla
Heads,Tachos,Morning,Chen,86,Ayla
Heads,Starbucks,Morning,Kalpana,46,Arpit
Tails,BurgerKing,Night,Katia,59,Katia
Tails,BurgerKing,Morning,Kalpana,78,Ayla
Heads,Tachos,Evening,John,56,Chen
Tails,Panera,Evening,Dev,69,Chen
Heads,BurgerKing,Night,Katia,39,Ayla
Heads,Tachos,Night,Chen,87,Dev
Tails,Tachos,Evening,Katia,5,Katia
Tails,MacDonalds,Midday,Chen,13,Katia
Heads,Starbucks,Morning,Dev,58,Katia
Heads,Tachos,Evening,Dev,16,Chen
Tails,Starbucks,Night,Kalpana,33,Arpit
Tails,Panera,Midday,Kalpana,38,Chen
Heads,MacDonalds,Evening,John,56,Chen
Heads,Panera,Morning,John,6,Chen
Tails,BurgerKing,Midday,Chen,84,Katia
Heads,MacDonalds,Midday,Kalpana,20,Arpit
Heads,Panera,Night,Dev,90,Ayla
Heads,Starbucks,Midday,Kalpana,70,Katia
Tails,Tachos,Morning,Chen,66,Ayla
Tails,Panera,Evening,Katia,60,Ayla
Heads,Starbucks,Evening,Chen,64,Ayla
Tails,Panera,Night,Chen,4,Katia
Heads,Starbucks,Evening,Dev,81,Chen
Tails,Tachos,Midday,Kalpana,48,Ayla
Tails,BurgerKing,Evening,Katia,34,Chen
Tails,MacDonalds,Evening,Kalpana,44,Arpit
Tails,Tachos,Evening,John,3,Dev
Heads,Panera,Morning,Katia,68,Chen
Tails,BurgerKing,Morning,Chen,71,Ayla
Tails,BurgerKing,Morning,Kalpana,91,Arpit
Heads,Panera,Night,Chen,13,Chen
Tails,Panera,Night,John,20,Arpit
Tails,Starbucks,Evening,Dev,36,Dev
Tails,BurgerKing,Midday,John,97,Arpit
Tails,MacDonalds,Night,Dev,60,Katia
Heads,Starbucks,Midday,Kalpana,44,Ayla
Tails,MacDonalds,Evening,Katia,2,Chen
Heads,BurgerKing,Morning,Dev,57,Katia
Tails,Tachos,Night,Katia,61,Dev
Tails,Tachos,Evening,Dev,7,Arpit
Tails,BurgerKing,Morning,Katia,83,Katia
Heads,Tachos,Evening,Chen,53,Dev
Heads,MacDonalds,Morning,Dev,73,Arpit
Heads,Starbucks,Evening,Chen,100,Arpit
Heads,MacDonalds,Morning,John,79,Dev
Tails,BurgerKing,Night,Kalpana,49,Arpit
Heads,Panera,Morning,Katia,79,Arpit
Tails,Tachos,Night,Chen,85,Ayla
Tails,MacDonalds,Evening,Katia,4,Dev
Tails,Panera,Morning,Katia,72,Dev
Heads,MacDonalds,Night,Katia,66,Ayla
Tails,Panera,Night,Chen,81,Katia
Heads,BurgerKing,Midday,Katia,27,Dev
Heads,Starbucks,Night,Katia,91,Dev
Tails,Starbucks,Midday,Kalpana,45,Dev
Heads,BurgerKing,Midday,Katia,54,Ayla
Heads,Starbucks,Midday,John,52,Dev
Tails,BurgerKing,Midday,Chen,22,Ayla
Tails,BurgerKing,Evening,John,13,Katia
Heads,Starbucks,Night,Katia,33,Katia
Tails,Panera,Midday,Kalpana,60,Ayla
Tails,Tachos,Evening,John,13,Arpit
Tails,BurgerKing,Night,Chen,54,Arpit
Tails,Tachos,Midday,Katia,33,Arpit
Heads,Starbucks,Night,Chen,14,Dev
Heads,BurgerKing,Night,Chen,93,Ayla
Tails,Panera,Morning,Chen,96,Dev
Heads,Panera,Night,Dev,8,Katia
Tails,BurgerKing,Morning,John,45,Katia
Tails,BurgerKing,Night,Dev,36,Ayla
Tails,BurgerKing,Morning,Katia,10,Ayla
Tails,Panera,Night,Katia,64,Katia
Tails,BurgerKing,Midday,John,29,Ayla
Tails,Tachos,Morning,Kalpana,96,Ayla
Tails,Starbucks,Morning,John,70,Katia
Heads,Panera,Night,Chen,69,Arpit
Tails,Starbucks,Midday,John,98,Dev
Tails,BurgerKing,Evening,Katia,28,Ayla
Heads,BurgerKing,Night,Katia,12,Chen
Tails,Starbucks,Night,Katia,43,Katia
Heads,Tachos,Evening,Dev,73,Arpit
Heads,Starbucks,Midday,John,23,Katia
Heads,Tachos,Morning,Dev,55,Chen
Tails,Tachos,Morning,Chen,51,Dev
Tails,MacDonalds,Morning,Chen,9,Katia
Tails,MacDonalds,Midday,Dev,45,Katia
Heads,Panera,Morning,Kalpana,64,Ayla
Tails,Starbucks,Evening,Kalpana,40,Chen
Heads,Panera,Evening,Chen,41,Arpit
Tails,MacDonalds,Night,Kalpana,8,Chen
Heads,BurgerKing,Morning,Chen,69,Katia
Heads,Panera,Night,Kalpana,26,Arpit
Heads,MacDonalds,Evening,Chen,2,Dev
Tails,Panera,Evening,Katia,62,Chen
Heads,Panera,Midday,Katia,50,Dev
Tails,BurgerKing,Evening,Kalpana,62,Ayla
Tails,Panera,Night,Katia,29,Ayla
Heads,Tachos,Evening,Katia,38,Katia
Tails,Panera,Midday,Dev,58,Ayla
Heads,MacDonalds,Midday,John,45,Dev
Tails,Starbucks,Morning,Kalpana,21,Arpit
Heads,BurgerKing,Night,Katia,6,Ayla
Heads,Starbucks,Evening,Chen,85,Dev
Heads,Panera,Midday,Dev,78,Dev
Heads,Tachos,Evening,John,22,Arpit
Heads,Tachos,Night,Chen,27,Dev
Tails,Starbucks,Morning,Katia,94,Dev
Heads,MacDonalds,Midday,Dev,90,Chen
Tails,Panera,Morning,John,32,Dev
Tails,Tachos,Night,Kalpana,62,Arpit
Heads,MacDonalds,Night,John,62,Ayla
Tails,BurgerKing,Morning,John,43,Ayla
Tails,Tachos,Midday,Chen,56,Chen
Tails,MacDonalds,Morning,Katia,5,Katia
Tails,Starbucks,Midday,Dev,5,Ayla
Heads,BurgerKing,Night,John,1,Dev
Tails,MacDonalds,Morning,John,89,Dev
Tails,BurgerKing,Evening,Kalpana,7,Arpit
Heads,Starbucks,Midday,John,100,Ayla
Tails,Tachos,Midday,John,99,Chen
Heads,Panera,Night,Chen,15,Arpit
Heads,Tachos,Midday,Chen,98,Ayla
Tails,Starbucks,Midday,Katia,54,Katia
Heads,Tachos,Night,Dev,77,Dev
Heads,Tachos,Midday,Katia,63,Arpit
Tails,Tachos,Evening,Kalpana,73,Katia
Tails,MacDonalds,Night,Dev,4,Ayla
Heads,Starbucks,Morning,John,13,Ayla
Heads,Tachos,Night,John,0,Dev
Heads,Starbucks,Morning,John,43,Katia
Tails,Starbucks,Midday,Kalpana,71,Dev
Tails,Tachos,Night,John,36,Katia
Tails,MacDonalds,Morning,Chen,90,Chen
Tails,Starbucks,Midday,Katia,90,Arpit
Tails,MacDonalds,Midday,Dev,41,Chen
Heads,BurgerKing,Midday,Chen,68,Arpit
Heads,MacDonalds,Evening,Chen,98,Arpit
Heads,Tachos,Evening,Dev,35,Katia
Tails,Starbucks,Morning,John,75,Katia
Heads,Starbucks,Midday,John,22,Ayla
Heads,BurgerKing,Morning,Katia,18,Ayla
Tails,Starbucks,Night,Chen,38,Katia
Tails,Panera,Midday,Chen,42,Chen
Heads,Panera,Night,Dev,48,Chen
Heads,Panera,Evening,Dev,94,Ayla
Heads,Panera,Night,Chen,34,Arpit
Heads,MacDonalds,Night,Chen,37,Katia
Tails,MacDonalds,Morning,Kalpana,58,Dev
Heads,Panera,Evening,Chen,53,Arpit
Heads,MacDonalds,Night,Chen,33,Katia
Tails,Tachos,Night,John,100,Chen
Tails,Tachos,Midday,Chen,13,Dev
Tails,BurgerKing,Morning,John,53,Chen
Tails,Tachos,Morning,John,5,Ayla
Heads,Starbucks,Night,John,77,Arpit
Heads,BurgerKing,Midday,John,7,Arpit
Heads,MacDonalds,Midday,Chen,52,Chen
Tails,Starbucks,Morning,Kalpana,57,Arpit
Heads,BurgerKing,Midday,Dev,90,Katia
Heads,BurgerKing,Morning,Chen,59,Arpit
Tails,Panera,Night,John,47,Chen
Tails,Tachos,Midday,John,6,Arpit
Tails,Starbucks,Night,John,96,Katia
Heads,Tachos,Midday,Chen,26,Ayla
Heads,Panera,Night,Katia,85,Katia
Heads,Tachos,Night,Kalpana,32,Dev
Tails,Tachos,Morning,John,35,Ayla
Heads,Starbucks,Morning,Katia,63,Dev
Tails,BurgerKing,Evening,Kalpana,34,Chen
Tails,MacDonalds,Evening,Katia,18,Katia
Heads,MacDonalds,Midday,Katia,61,Dev
Heads,Tachos,Evening,Chen,68,Ayla
Heads,Tachos,Evening,Chen,23,Arpit
Heads,BurgerKing,Evening,John,76,Ayla
Tails,BurgerKing,Evening,Dev,31,Dev
Tails,Tachos,Evening,Chen,5,Arpit
Tails,Starbucks,Morning,Chen,1,Chen
Tails,BurgerKing,Evening,Katia,32,Ayla
Tails,BurgerKing,Morning,Katia,77,Ayla
Heads,MacDonalds,Morning,Katia,84,Arpit
Tails,Panera,Evening,Chen,46,Chen
Tails,MacDonalds,Midday,Katia,89,Arpit
Heads,Tachos,Night,Kalpana,45,Ayla
Tails,MacDonalds,Morning,Chen,28,Chen
Tails,Tachos,Evening,John,45,Arpit
Heads,BurgerKing,Night,Kalpana,83,Ayla
Tails,Tachos,Morning,Katia,70,Ayla
Tails,Starbucks,Night,John,21,Ayla
Tails,Tachos,Evening,Chen,40,Ayla
Heads,Starbucks,Morning,Chen,60,Dev
Tails,BurgerKing,Midday,Katia,90,Ayla
Tails,BurgerKing,Morning,Chen,69,Katia
Heads,Panera,Evening,Katia,31,Arpit
Tails,BurgerKing,Night,Katia,52,Dev
Tails,BurgerKing,Evening,Chen,51,Katia
Heads,Panera,Morning,John,12,Arpit
Tails,Starbucks,Midday,Chen,12,Chen
Heads,MacDonalds,Night,Katia,13,Arpit
Tails,MacDonalds,Morning,John,63,Dev
Tails,Tachos,Midday,Kalpana,15,Ayla
Heads,Tachos,Morning,John,71,Chen
Heads,MacDonalds,Morning,Katia,5,Ayla
Tails,Tachos,Midday,Katia,48,Dev
Heads,Panera,Evening,Katia,83,Ayla
Tails,BurgerKing,Morning,Chen,97,Ayla
Heads,Tachos,Evening,Dev,46,Dev
Tails,BurgerKing,Morning,John,18,Dev
Tails,MacDonalds,Morning,Chen,33,Ayla
Heads,Starbucks,Morning,Dev,30,Ayla
Tails,BurgerKing,Evening,Dev,53,Arpit
Tails,Panera,Midday,Kalpana,68,Ayla
Tails,Tachos,Night,Dev,30,Arpit
Tails,BurgerKing,Midday,Katia,33,Ayla
Heads,Tachos,Midday,Katia,100,Dev
Heads,MacDonalds,Evening,Katia,99,Katia
Tails,BurgerKing,Midday,Dev,53,Chen
Tails,MacDonalds,Morning,John,5,Arpit
Heads,Tachos,Evening,Dev,98,Ayla
Tails,BurgerKing,Midday,Katia,9,Katia
Heads,MacDonalds,Midday,Dev,44,Arpit
Heads,Tachos,Midday,Dev,69,Chen
Tails,Panera,Midday,Katia,45,Ayla
Tails,Starbucks,Night,Katia,85,Dev
Heads,Panera,Night,John,51,Ayla
Heads,Starbucks,Midday,Katia,19,Chen
Tails,Panera,Midday,Katia,84,Chen
Tails,Panera,Evening,John,84,Ayla
Heads,MacDonalds,Night,Kalpana,18,Dev
Tails,Tachos,Evening,Chen,90,Chen
Heads,Tachos,Midday,Katia,65,Chen
Heads,Starbucks,Night,Katia,75,Ayla
